r,vc_total,vc_total_sphere,vc_total_unchanged_field,disk_minus_sphere_percent
0.1,0.0667790240719928,0.0648772859067468,0.058964756903981,2.93128502320448
0.1074375,0.0717240270706314,0.0696819472294571,0.0633409219824868,2.93057229650875
0.114875,0.0766675018021849,0.0744851513872752,0.0677150806452166,2.92991337771851
0.1223125,0.0816087958393103,0.0792862714241691,0.0720870948862356,2.92928948911741
0.12975,0.0865474179676795,0.0840848360349404,0.0764568268780407,2.92868732207063
0.1371875,0.0914829831090792,0.0888804763391361,0.0808241389829899,2.92809723477723
0.144625,0.096415398922952,0.0936731069399647,0.0851888937647117,2.92751257278658
0.1520625,0.101344859360362,0.0984629197690878,0.0895509539994858,2.92692883578174
0.1595,0.106270982385946,0.103249548054175,0.0939101826876007,2.92634145980613
0.1669375,0.111193420635937,0.108032658471785,0.0982664430646851,2.92574690733718
0.174375,0.116111874546715,0.112811963912016,0.102619598613007,2.92514244080795
0.1818125,0.12102613713995,0.1175872669329,0.106969513072748,2.92452601097661
0.18925,0.125936315081331,0.122358674142239,0.111316050453242,2.92389645782996
0.1966875,0.130842168406188,0.127125955957978,0.115659075044184,2.92325231319333
0.204125,0.135743413997902,0.131888840890844,0.119998451426801,2.92259229895562
0.2115625,0.140639794614173,0.136647082487404,0.124334044484999,2.92191538530495
0.219,0.145531080943168,0.141400461332289,0.128665719416452,2.92122074564674
0.2264375,0.150417270313568,0.146148977754629,0.13299334174368,2.9205079806339
0.233875,0.155298212030968,0.15089248850916,0.137316777325062,2.91977656763227
0.2413125,0.160173658487039,0.155630756337131,0.141635892365827,2.91902594116213
0.24875,0.165043377828051,0.160363559228357,0.145950553428993,2.9182556325223
0.2561875,0.169907151015238,0.165090687573527,0.150260627446268,2.91746525046495
0.263625,0.174764877905006,0.169812047045111,0.154565981728898,2.91665458728005
0.2710625,0.179616468692323,0.174527553323722,0.158866483978484,2.91582347410893
0.2785,0.184461698710827,0.179236991279884,0.163162002297733,2.91497162144669
0.2859375,0.189300353383904,0.183940155548651,0.167452405201175,2.91409878352262
0.293375,0.194132226915947,0.188636849261683,0.171737561625826,2.91320475070105
0.3008125,0.19895716400692,0.193326924506502,0.176017340941793,2.91228938482835
0.30825,0.20377509293276,0.198010314413675,0.18029161296284,2.91135264147984
0.3156875,0.208585814248317,0.202686828224393,0.184560247956884,2.91039436336384
0.323125,0.213389126299481,0.207356273020099,0.188823116656448,2.90941440618826
0.3305625,0.21818483382186,0.21201846206268,0.193080090269055,2.90841264444086
0.338,0.222972759911135,0.216673226405487,0.19733104048756,2.90738897931879
0.3454375,0.227752821477565,0.221320488080914,0.201575839500426,2.90634339930553
