galaxy,model,holdout,n,n_train,n_test,chi2_data,chi2_data_per_row,prior_penalty,objective,eta,physical_length_kpc,physical_amplitude_kms,length_catalogue_kpc,amplitude_catalogue_kms,ml_disk,ml_bulge,distance_ratio,inclination_deg,maximum_abs_pull,nuisance_bound_hit,train_admissible,holdout_admissible,holdout_chi2,holdout_chi2_per_row,minimum_training_v2,minimum_test_v2,nuisance_parameters_json,n_parameters,success,optimality,eta_bound_hit,eta_boundary,scale_bound_hit,n_starts,parameters_json,worst_restart_objective,baseline_same_split_objective,objective_improvement_over_baseline
NGC5907,free_family,False,19,19,0,84.67053741416179,4.456344074429568,8.531943226229583,93.20248064039137,5.420584373200592e-13,27.769791613792663,220.70756929904255,26.92883384839131,220.71504603473718,0.965642011977665,0.7,1.0312288965105554,88.0563761855187,2.8584614792018055,False,True,True,,,32416.521142934864,,"{""disk_pull"": 2.8584614792018055, ""distance_pull"": 0.6002887884806762, ""inclination_pull"": 0.02818809275935103}",6,True,1.4810025202956821e-05,True,lower,False,5,"[3.2931976028183687, 5.396872485088179, 5.420584373199122e-13, 2.8584614792018055, 0.6002887884806762, 0.02818809275935103]",94.3793989861009,93.32695230322224,0.12447166283087086
NGC5985,free_family,False,33,33,0,182.92849528550497,5.543287735924393,38.15252153297421,221.08101681847918,999.999999999999,2308.1757569625443,9796.315182724975,1261.7353346140335,9971.441816235727,0.7910844636527522,2.0759053836351993,1.829366027597712,61.824708474121074,4.7210951518260895,False,True,True,,,60478.14788042272,,"{""disk_pull"": 1.992528510200373, ""bulge_pull"": 4.7210951518260895, ""distance_pull"": 3.325841545013047, ""inclination_pull"": 0.9123542370605365}",7,True,0.00010255359721206888,True,upper,False,5,"[7.14024330210074, 9.207480467970058, 6.9087547793152195, 1.992528510200373, 4.7210951518260895, 3.325841545013047, 0.9123542370605365]",221.08102283518016,221.08228799482526,0.001271176346079983
NGC6015,free_family,False,44,44,0,335.51836643476804,7.625417418972001,5.71812343242997,341.23648986719803,4.199330710186568,6.260986066956782,60.31298628030264,4.751349384755313,60.53626908804243,0.81764708625696,0.7,1.317727988399492,60.36945603857063,2.1359588911111063,False,True,True,,,1911.3757706509793,,"{""disk_pull"": 2.1359588911111063, ""distance_pull"": 1.0590932946649732, ""inclination_pull"": 0.18472801928531787}",6,True,0.014359013523123586,False,none,False,5,"[1.5584286587043013, 4.103242674473567, 1.6485299077240867, 2.1359588911111063, 1.0590932946649732, 0.18472801928531787]",341.8352827798736,350.9541397309124,9.717649863714257
NGC6195,free_family,False,23,23,0,29.311675006405533,1.2744206524524144,1.3671762818062214,30.678851288211753,1.7856800139133412e-17,14.782793330066314,237.21994600698503,15.00702946545472,235.6589150578909,0.39508001551708094,0.7905370490161632,0.9850579266266796,61.29894692897451,1.0228494218219117,False,True,True,,,44324.896026583236,,"{""disk_pull"": -1.0228494218219117, ""bulge_pull"": 0.5282418821505321, ""distance_pull"": -0.1491872638367459, ""inclination_pull"": -0.14021061420509823}",7,True,1.771780364832843e-05,True,lower,False,5,"[2.7085187223592975, 5.462385484429612, 1.7856800139133412e-17, -1.0228494218219117, 0.5282418821505321, -0.1491872638367459, -0.14021061420509823]",31.418478324728344,30.7113711328408,0.03251984462904289
NGC6503,free_family,False,31,31,0,208.04014363299206,6.710972375257808,2.470141947643188,210.51028558063524,1.591414744030944e-16,5.817286977889909,131.0796829476133,5.7502924524134436,131.2036142856437,0.7146201813231093,0.7,1.0116506292559688,74.19001658198141,1.551052724527411,False,True,True,,,3738.847251850685,,"{""disk_pull"": 1.551052724527411, ""distance_pull"": 0.23526754562053032, ""inclination_pull"": 0.09500829099070467}",6,True,0.007880480609453334,True,lower,False,5,"[1.7492507148051621, 4.876750424039422, 1.5914147440309438e-16, 1.551052724527411, 0.23526754562053032, 0.09500829099070467]",210.51028558562152,227.37454054180847,16.864254961173202
NGC6674,free_family,False,15,15,0,13.118978480666806,0.8745985653777871,10.831085047016266,23.95006352768307,8.78146599524422e-12,61.69914411144314,265.0187881696476,45.69173123913242,289.16534325172057,0.8772554874489504,0.7174692869711874,1.3503350045664555,61.973291128771365,2.4415608917877774,False,True,True,,,55303.831303805295,,"{""disk_pull"": 2.4415608917877774, ""bulge_pull"": 0.10705274751459101, ""distance_pull"": 1.7585443366473057, ""inclination_pull"": 1.3288818547952277}",7,True,3.265659399260912e-05,True,lower,False,5,"[3.8219173458429427, 5.666998646491321, 8.781465995205662e-12, 2.4415608917877774, 0.10705274751459101, 1.7585443366473057, 1.3288818547952277]",23.977649679919644,23.97098427102211,0.02092074333904037
NGC6789,free_family,False,4,4,0,0.600855341967152,0.150213835491788,0.0011688563828284248,0.6020241983499803,5.0068941121566605e-14,0.6066691704160921,97.41149756618158,0.6065137940339036,97.73668211519023,0.502561872961352,0.7,1.0002561794698108,43.178620219443175,0.025517174206167823,False,True,True,,,123.22875447041054,,"{""disk_pull"": 0.022195332619961622, ""distance_pull"": 0.005009731854079208, ""inclination_pull"": 0.025517174206167823}",6,True,4.188069584476744e-07,True,lower,False,5,"[-0.500027807189883, 4.582276945237491, 5.006894112156535e-14, 0.022195332619961622, 0.005009731854079208, 0.025517174206167823]",0.6163442631904221,0.6046048781910155,0.0025806798410351606
NGC6946,free_family,False,58,58,0,81.05116684988462,1.3974339112049072,1.6715806156348698,82.72274746551949,1.0790278497222706e-14,6.568615480374559,148.87613862834868,6.669552509781785,148.7780448107903,0.615579607032545,0.5658888296572255,0.9848659967427816,37.97051088646955,0.9236691873506558,False,True,True,,,15596.898221119225,,"{""disk_pull"": 0.903142197215152, ""bulge_pull"": -0.9236691873506558, ""distance_pull"": -0.05032511926496715, ""inclination_pull"": -0.014744556765227153}",7,True,3.93274785215653e-05,True,lower,False,5,"[1.8975527676891601, 5.002455563198087, 1.0790278497222649e-14, 0.903142197215152, -0.9236691873506558, -0.05032511926496715, -0.014744556765227153]",82.72274746627657,83.02991964795656,0.3071721824370428
NGC7331,free_family,False,36,36,0,65.06152090624721,1.807264469617978,2.8263351808997115,67.88785608714693,2.4100190634693047e-12,11.460020558347606,247.37195143359406,13.02414748588527,246.9149909023536,0.5136158413368823,0.5336046207016959,0.8799056192174756,74.60995065768506,1.178784583550888,False,True,True,,,52434.421802709105,,"{""disk_pull"": 0.11668405777536525, ""bulge_pull"": -1.178784583550888, ""distance_pull"": -1.1769249316687396, ""inclination_pull"": -0.19502467115746797}",7,True,0.004823415630982809,True,lower,False,5,"[2.5668051333580193, 5.509044111001901, 2.410019063466401e-12, 0.11668405777536525, -1.178784583550888, -1.1769249316687396, -0.19502467115746797]",99.38121978005067,70.92676355703367,3.0389074698867518
NGC7793,free_family,False,46,46,0,22.98008571059416,0.4995670806650904,1.2429357012276303,24.22302141182179,999.9807998707862,0.06386911652429113,2.0495452040520488,0.06329474719380603,2.2798729943305007,0.5908546938507725,0.7,1.0090745181227505,54.44356995441844,0.8270633282687161,False,True,True,,,552.7818654955481,,"{""disk_pull"": 0.7251068565217256, ""distance_pull"": 0.1819945023507191, ""inclination_pull"": 0.8270633282687161}",6,True,0.0005361558762064267,True,upper,False,5,"[-2.759952935995547, 0.8241197371738022, 6.908735598182998, 0.7251068565217256, 0.1819945023507191, 0.8270633282687161]",24.223022974340825,27.631983834171194,3.4089624223494006
NGC7814,free_family,False,18,18,0,23.22868431750512,1.2904824620836177,10.495326746108429,33.724011063613546,3.192915906647529e-33,6.890998833353257,218.46507554205422,6.724479550464309,218.46507554205422,1.0395172592582322,0.6508863905057425,1.0247631480829547,89.99999999999999,3.178617000466076,True,True,True,,,42402.65644315752,,"{""disk_pull"": 3.178617000466076, ""bulge_pull"": -0.31592849114637084, ""distance_pull"": 0.5402868672644667, ""inclination_pull"": -7.596723731572647e-15}",7,True,0.0037357441385244567,True,lower,False,5,"[1.9057545322275915, 5.38662616442416, 3.192915906647529e-33, 3.178617000466076, -0.31592849114637084, 0.5402868672644667, -7.596723731572647e-15]",43.97128618703484,35.385863086631225,1.6618520230176728
UGC00128,free_family,False,22,22,0,114.98614750628538,5.226643068467517,47.10229994306177,162.08844744934714,8.817337187468551e-11,41.170794973797015,113.14196818027501,26.388693920414802,132.94928892994938,1.6847371560931328,0.7,1.560167968068571,80.22880179070913,5.275621497956326,False,True,True,,,3156.5711103597355,,"{""disk_pull"": 5.275621497956326, ""distance_pull"": 3.7248282412807048, ""inclination_pull"": 2.3228801790709124}",6,True,0.0006624654857926415,True,lower,False,5,"[3.272935657832165, 4.88996776927269, 8.817337187079824e-11, 5.275621497956326, 3.7248282412807048, 2.3228801790709124]",165.1342597173914,162.4957065595061,0.40725911015894667
UGC00191,free_family,False,9,9,0,21.516604996642183,2.3907338885157983,15.07017422177436,36.586779218416545,2.0084176543219206e-13,9.878049389567504,68.89223522240728,6.355422036908252,76.43803010012995,1.0292591377689675,0.7,1.5542711927236414,51.679676485126116,3.1355472701970672,False,True,True,,,960.6867888619075,,"{""disk_pull"": 3.1355472701970672, ""distance_pull"": 1.8584387050145634, ""inclination_pull"": 1.3359352970252236}",6,True,0.0009134018263529034,True,lower,False,5,"[1.8493083126500864, 4.336480348502722, 2.008417654321719e-13, 3.1355472701970672, 1.8584387050145634, 1.3359352970252236]",37.14887044323114,36.699097089624026,0.11231787120748038
UGC00634,free_family,False,4,4,0,1.8829381270902719,0.47073453177256797,0.3396355824383269,2.2225737095285987,5.328745370517573e-20,6.241527168961629,117.21920293548305,5.8722521548428395,124.88213000435027,0.54606904869967,0.7,1.062884733894516,39.8781670420108,0.38277557001061224,False,True,True,,,4346.989795599529,,"{""disk_pull"": 0.38277557001061224, ""distance_pull"": 0.25235562043383664, ""inclination_pull"": 0.3597708802513499}",6,True,0.00013669999553535123,True,lower,False,5,"[1.770238232291266, 4.8273703324706725, 5.328745370517573e-20, 0.38277557001061224, 0.25235562043383664, 0.3597708802513499]",9.935626806330715,2.8387735373580183,0.6161998278294196
UGC00731,free_family,False,12,12,0,19.829004313549618,1.6524170261291349,10.380517630904983,30.2095219444546,2.030684296917839e-23,3.4609964432383036,74.1263226887205,1.823730406029134,76.83630537126894,0.5474706049066072,0.7,1.897756615668892,60.381049077921226,2.99252205222964,False,True,True,,,529.2092332719257,,"{""disk_pull"": 0.393908014234935, ""distance_pull"": 2.99252205222964, ""inclination_pull"": 1.1270163593070759}",6,True,0.005432095670833404,True,lower,False,5,"[0.600884077015997, 4.3416772546422004, 2.030684296917839e-23, 0.393908014234935, 2.99252205222964, 1.1270163593070759]",30.209521952205513,32.54258046370392,2.3330585192493203
UGC00891,free_family,False,5,5,0,1.5301591963507097,0.30603183927014194,0.10435431787960363,1.6345135142303133,2.98767845969396e-19,3.7734010138746226,76.13388016394316,3.4725713804299425,76.51691278377356,0.513290729627492,0.7,1.0866302231078786,60.50310874526498,0.2850413792581814,False,True,True,,,635.640561791859,,"{""disk_pull"": 0.1139341634792345, ""distance_pull"": 0.2850413792581814, ""inclination_pull"": 0.10062174905299691}",6,True,4.29226559465779e-05,True,lower,False,5,"[1.2448953513544416, 4.337511798538266, 2.98767845969396e-19, 0.1139341634792345, 0.2850413792581814, 0.10062174905299691]",4.170792687141994,1.9029759182344979,0.2684624040041843
UGC01281,free_family,False,25,25,0,149.71700261275103,5.988680104510041,70.03661183770465,219.7536144504557,1.5693389759829822e-08,0.05919695716017488,8.894395992552829,0.046770534514594654,8.894395992552829,1.9905358527674861,0.7,1.2656891304439248,89.99999968017235,5.999999999999999,True,True,True,,,1.9836532965731735,,"{""disk_pull"": 5.999999999999999, ""distance_pull"": 5.8340904893311825, ""inclination_pull"": -3.1982764761941837e-07}",6,True,1.153419075859412e-05,True,lower,False,5,"[-3.062501878731614, 0.6880976961092357, 1.5693389636688582e-08, 5.999999999999999, 5.8340904893311825, -3.1982764761941837e-07]",219.75420302657196,219.75383562849595,0.0002211780402774366
UGC02259,free_family,False,8,8,0,17.388505783830023,2.173563222978753,33.08735323609404,50.47585901992406,999.9999999998834,1681.8050010984666,8753.484369724913,911.962105035358,9654.569605743378,1.4625731602472782,0.7,1.8441610586804598,46.35199908009197,4.661475950657233,False,True,True,,,2058.03222639539,,"{""disk_pull"": 4.661475950657233, ""distance_pull"": 2.8592551987563954, ""inclination_pull"": 1.7839996933639908}",6,True,0.0003836016105953266,True,upper,False,5,"[6.815598437714726, 9.175186616524984, 6.908754779315104, 4.661475950657233, 2.8592551987563954, 1.7839996933639908]",50.475859616781975,50.47591834396472,5.9324040655894805e-05
UGC02487,free_family,False,17,17,0,70.17352743938467,4.1278545552579216,12.155773466044254,82.32930090542892,1.3323143338899098e-24,28.745099932742814,255.2677181287116,24.468792147439043,302.4881438972694,0.9137127576581425,0.5386020899327802,1.1747657898083597,44.148152515102765,2.6183968442805816,False,True,True,,,92272.57278187519,,"{""disk_pull"": 2.6183968442805816, ""bulge_pull"": -1.138300057465761, ""distance_pull"": 1.161184238053621, ""inclination_pull"": 1.6296305030205533}",7,True,0.01061379696266428,True,lower,False,5,"[3.1973985156902947, 5.712042082974767, 1.3323143338899098e-24, 2.6183968442805816, -1.138300057465761, 1.161184238053621, 1.6296305030205533]",105.2656154807458,85.1073973903619,2.7780964849329592
UGC02885,free_family,False,19,19,0,17.445695733610396,0.918194512295284,4.862641146969533,22.30833688057993,1.117353445813485e-15,30.74981177843674,299.36330174096315,27.99997492889421,305.6922468443792,0.7080771809632638,0.8999074338610673,1.0982085468478355,66.60593625025241,1.5111059437009766,False,True,True,,,71349.8230418821,,"{""disk_pull"": 1.5111059437009766, ""bulge_pull"": 1.0909979939078884, ""distance_pull"": 0.9820854684783555, ""inclination_pull"": 0.6514840625631035}",7,True,0.0004134861183934083,True,lower,False,5,"[3.3322036147781677, 5.722578866600616, 1.1173534458134845e-15, 1.5111059437009766, 1.0909979939078884, 0.9820854684783555, 0.6514840625631035]",25.05666179284051,22.660368782852622,0.3520319022726923
UGC02916,free_family,False,43,43,0,81.94778781641828,1.9057625073585647,72.66039045585264,154.60817827227092,1.7669677079730376e-12,0.4204333946710123,221.74711270734764,0.35497381734668293,239.3422463355286,1.9905358527674861,0.1834911711179015,1.1844067762902037,55.774297392508025,5.999999999999999,True,True,True,,,20068.77906352451,,"{""disk_pull"": 5.999999999999999, ""bulge_pull"": -5.814828674862135, ""distance_pull"": 1.2306329764672777, ""inclination_pull"": 1.154859478501605}",7,True,0.00012566617393902844,True,lower,False,5,"[-1.0357112461796836, 5.477894520642935, 1.7669677079714765e-12, 5.999999999999999, -5.814828674862135, 1.2306329764672777, 1.154859478501605]",156.23203576171832,154.6960826378948,0.08790436562387072
UGC02953,free_family,False,115,115,0,950.5591373035138,8.265731628726208,10.859391018664756,961.4185283221785,2.1861012722726506e-30,22.347942549122,261.0856827857823,14.569342875230689,274.7812615725032,0.4960184761367009,0.38362908764965475,1.5339018884040194,53.72904326806824,2.611865110495002,False,True,True,,,4347.835548652302,,"{""disk_pull"": -0.0347215055797834, ""bulge_pull"": -2.611865110495002, ""distance_pull"": 1.779672961346731, ""inclination_pull"": 0.9322608170170603}",7,True,0.016072947497134442,True,lower,False,5,"[2.678919517970441, 5.615975368694605, 2.1861012722726506e-30, -0.0347215055797834, -2.611865110495002, 1.779672961346731, 0.9322608170170603]",961.4185284487711,1006.6247162732517,45.206187951072934
UGC03205,free_family,False,48,48,0,167.55600927151585,3.4907501931565803,5.622468306114335,173.1784775776302,1.9748609174215727e-14,21.148045275095235,209.8336941015054,16.140471644454678,213.04237877270415,0.6970817423483459,0.8646551281966862,1.3102495231210292,69.16052698792684,1.5512476156051453,False,True,True,,,9946.339191879822,,"{""disk_pull"": 1.4431370370359549, ""bulge_pull"": 0.9174488157010487, ""distance_pull"": 1.5512476156051453, ""inclination_pull"": 0.5401317469817101}",7,True,0.0006413675842098067,True,lower,False,5,"[2.781329884500018, 5.361491107293434, 1.9748609174215534e-14, 1.4431370370359549, 0.9174488157010487, 1.5512476156051453, 0.5401317469817101]",187.36397289199795,174.33661903104772,1.1581414534174996
UGC03546,free_family,False,30,30,0,22.679833021158473,0.7559944340386158,3.361694396631965,26.041527417790437,6.141276229104504e-16,6.4413663125837095,193.98625747530144,7.073923099718302,192.03527860683465,0.6786112602387938,0.530573955832954,0.910579069320137,54.185287187605354,1.3265105730818276,False,True,True,,,27284.652079580264,,"{""disk_pull"": 1.3265105730818276, ""bulge_pull"": -1.2035211196243494, ""distance_pull"": -0.35644176534889815, ""inclination_pull"": -0.16294256247892902}",7,True,0.0011936156988466007,True,lower,False,5,"[1.9564152198899207, 5.257679097893082, 6.141276229104503e-16, 1.3265105730818276, -1.2035211196243494, -0.35644176534889815, -0.16294256247892902]",26.041527419339648,27.969254835760175,1.927727417969738
UGC03580,free_family,False,47,47,0,185.0024066353336,3.9362214177730555,42.39116877653917,227.39357541187277,1.1962451441409627e-14,4.811694228710435,150.05510162799652,8.080601702095306,148.50382899947172,1.2973663917612763,0.23443697605706437,0.5954623685341104,61.85969121650937,4.750719291226261,False,True,True,,,347.06001218609526,,"{""disk_pull"": 4.140926390179583, ""bulge_pull"": -4.750719291226261, ""distance_pull"": -1.610370956027676, ""inclination_pull"": -0.2850771958726573}",7,True,0.002396805733211636,True,lower,False,5,"[2.0894663378414964, 5.000610742418567, 1.1962451441409556e-14, 4.140926390179583, -4.750719291226261, -1.610370956027676, -0.2850771958726573]",227.3935755030693,239.63488666773185,12.241311255859074
UGC04278,free_family,False,25,25,0,10.540477987198885,0.42161911948795544,2.2180400271537737,12.75851801435266,3.980963853461903,1.783628570837426,38.77205160794579,1.4020500020732798,38.77205160794579,0.656158140257725,0.7,1.2721576036517153,89.999999999625,1.1803851669274734,True,True,True,,,19.37622021395903,,"{""disk_pull"": 1.1803851669274734, ""distance_pull"": 0.9081469511325654, ""inclination_pull"": -1.249999993758297e-10}",6,True,0.0002644835323748787,False,none,False,5,"[0.33793545279331394, 3.6576996676917317, 1.6056234171810373, 1.1803851669274734, 0.9081469511325654, -1.249999993758297e-10]",12.7585209899659,13.17390485004579,0.4153868356931305
UGC04325,free_family,False,8,8,0,10.70302675930295,1.3378783449128688,0.41282736334781744,11.115854122650768,1.6815144372187742e-21,1.4231545736356057,105.3983855157974,1.2160436199213058,107.03657474423885,0.5178231198163322,0.7,1.1703153984950825,41.778757895388416,0.5677179949836084,False,True,True,,,1447.4220019755026,,"{""disk_pull"": 0.15211432617413126, ""distance_pull"": 0.5677179949836084, ""inclination_pull"": 0.2595859651294712}",6,True,0.0014013324211606369,True,lower,False,5,"[0.19560265454641396, 4.673170596094361, 1.6815144372187742e-21, 0.15211432617413126, 0.5677179949836084, 0.2595859651294712]",11.115854123978423,12.922950958244598,1.807096835593832
UGC04483,free_family,False,8,8,0,1.8681598583032413,0.23351998228790516,0.0028031278653204263,1.8709629861685617,2.0451797268674892e-15,0.40741758938768213,25.775483263875316,0.4063687917354856,25.792007526811094,0.5046918221926318,0.7,1.00258090107687,58.05883093228248,0.040562633352774734,False,True,True,,,18.42279231733986,,"{""disk_pull"": 0.040562633352774734, ""distance_pull"": 0.027807127731438303, ""inclination_pull"": 0.01961031076082855}",6,True,3.713106352792004e-06,True,lower,False,5,"[-0.9004941776559754, 3.2500646581515285, 2.045179726867487e-15, 0.040562633352774734, 0.027807127731438303, 0.01961031076082855]",1.8709629861693204,1.98423479524097,0.11327180907240875
UGC04499,free_family,False,9,9,0,4.404764249303463,0.489418249922607,0.23285770949678922,4.637621958800253,2.574953101253994e-25,2.7211326550348307,78.04615657361774,2.4852147442628096,78.38935141253795,0.5419902116352965,0.7,1.0949285816514023,50.30120551094158,0.3502143889763703,False,True,True,,,797.3934733878879,,"{""disk_pull"": 0.3502143889763703, ""distance_pull"": 0.31642860550467444, ""inclination_pull"": 0.1004018369805251}",6,True,0.00011452926175652901,True,lower,False,5,"[0.910359072017265, 4.361688094311803, 2.574953101253994e-25, 0.3502143889763703, 0.31642860550467444, 0.1004018369805251]",4.637621958940169,5.125346361117512,0.48772440231725955
UGC05005,free_family,False,11,11,0,0.3078489083925461,0.02798626439932237,0.0547620152268846,0.3626109236194307,8.459564669259241e-17,8.106429405764013,112.2254033584573,7.952781373434674,116.3685817491825,0.5119717536363346,0.7,1.0193200372441498,42.865500185945564,0.18655001859455658,False,True,True,,,193.49763248667892,,"{""disk_pull"": 0.10275996526003621, ""distance_pull"": 0.09696130841222875, ""inclination_pull"": 0.18655001859455658}",6,True,5.637208627568683e-06,True,lower,False,5,"[2.073521725773768, 4.756762582619255, 8.459564669259241e-17, 0.10275996526003621, 0.09696130841222875, 0.18655001859455658]",0.3626109236198299,0.44367175275905596,0.08106082913962526
UGC05253,free_family,False,73,73,0,62.7625591158795,0.8597610837791712,1.7840584511349031,64.5466175670144,1.5612976402073148e-14,12.295994254015632,240.02153102609384,10.962695190809953,248.45875109433086,0.6200010274039573,0.592223612417703,1.1216214662543373,38.53334421130836,0.9342240483239583,False,True,True,,,16058.742451352316,,"{""disk_pull"": 0.9342240483239583, ""bulge_pull"": -0.7261232095577919, ""distance_pull"": 0.4869111148993573, ""inclination_pull"": 0.38333605282709}",7,True,8.687588834434375e-05,True,lower,False,5,"[2.3944981628588264, 5.5152768401864485, 1.561297640207303e-14, 0.9342240483239583, -0.7261232095577919, 0.4869111148993573, 0.38333605282709]",64.54661756704249,67.44612900966003,2.8995114426456325
UGC05414,free_family,False,6,6,0,0.7512282566708945,0.12520470944514908,0.07459665459208958,0.8258249112629841,1.0500945109348093e-16,2.095232755865855,65.49184818693166,1.9858090370326187,65.60478789958013,0.5231508486008775,0.7,1.055102840601807,55.141358364787536,0.19656929787244246,False,True,True,,,366.815130723316,,"{""disk_pull"": 0.19656929787244246, ""distance_pull"": 0.18367613533935684, ""inclination_pull"": 0.04711945492917806}",6,True,6.489003580765746e-06,True,lower,False,5,"[0.686026406434184, 4.183648679560762, 1.0500945109348093e-16, 0.19656929787244246, 0.18367613533935684, 0.04711945492917806]",1.2924256183799296,0.8825019738057451,0.05667706254276095
UGC05716,free_family,False,12,12,0,10.862613891257574,0.9052178242714645,20.302885816986866,31.16549970824444,3.381171584487332e-20,5.697738881175218,60.6497218832033,3.6913230857578663,70.72365944337895,1.138306900810337,0.7,1.5435492230844416,70.62974424666014,3.572893643655352,False,True,True,,,1276.0902854565609,,"{""disk_pull"": 3.572893643655352, ""distance_pull"": 2.1844525380563407, ""inclination_pull"": 1.662974424666014}",6,True,5.304854352129458e-05,True,lower,False,5,"[1.3059849536112034, 4.258780162513527, 3.381171584487332e-20, 3.572893643655352, 2.1844525380563407, 1.662974424666014]",31.165499734747602,31.96148698358442,0.7959872753399821
UGC05721,free_family,False,23,23,0,14.893420881085158,0.6475400383080503,4.713300100418692,19.606720981503848,2.089974010291625e-25,1.8953638727446607,95.47429472219964,1.2570698884168596,98.56667323061664,0.6522385728079046,0.7,1.5077633234311751,64.54835960099015,1.6962039669214388,False,True,True,,,308.8845027527314,,"{""disk_pull"": 1.154364746820132, ""distance_pull"": 1.6962039669214388, ""inclination_pull"": 0.7096719201980298}",6,True,0.0017305701347123028,True,lower,False,5,"[0.2287835274394989, 4.590733204784334, 2.089974010291625e-25, 1.154364746820132, 1.6962039669214388, 0.7096719201980298]",19.60672098297816,21.028970893449973,1.4222499119461212
UGC05750,free_family,False,11,11,0,0.4409123188279722,0.0400829380752702,0.004166187716130676,0.4450785065441029,3.049878470430202e-18,5.481223307731212,94.00351023423949,5.5136084896301645,93.80010570910856,0.4941001061968236,0.7,0.9941263181889208,63.74695546819834,0.05155057103777645,False,True,True,,,18.275484282542163,,"{""disk_pull"": -0.05155057103777645, ""distance_pull"": -0.029468813872679384, ""inclination_pull"": -0.025304453180166105}",6,True,5.186756888694899e-07,True,lower,False,5,"[1.707219307111998, 4.541165982974322, 3.049878470430202e-18, -0.05155057103777645, -0.029468813872679384, -0.025304453180166105]",0.44507850654412323,0.5010605090987176,0.05598200255461472
UGC05764,free_family,False,10,10,0,31.449564119554317,3.1449564119554316,1.2295543308562222,32.67911845041054,2.659542451242221e-23,1.0859781857385449,59.423994840865284,0.8613165765891777,62.56264007733021,0.5453603523862433,0.7,1.260835115979109,65.750687047926,0.8698385340910461,False,True,True,,,250.44019535831316,,"{""disk_pull"": 0.3771355727516635, ""distance_pull"": 0.8698385340910461, ""inclination_pull"": 0.5750687047925989}",6,True,0.004177058362605354,True,lower,False,5,"[-0.1492931573613235, 4.136168296071218, 2.659542451242221e-23, 0.3771355727516635, 0.8698385340910461, 0.5750687047925989]",32.679118453719255,36.650072382417555,3.9709539320070135
UGC05829,free_family,False,11,11,0,3.556114831160191,0.32328316646910826,0.7129848316242895,4.26909966278448,2.3110350870463456e-41,2.302519543510606,49.30364442343491,2.022989305927431,57.870140325214315,0.5099953557266017,0.7,1.138176824150351,41.022285732992145,0.7022285732992144,False,True,True,,,142.4577289736967,,"{""disk_pull"": 0.08596216876636911, ""distance_pull"": 0.4609450813355336, ""inclination_pull"": 0.7022285732992144}",6,True,0.0007362783108667904,True,lower,False,5,"[0.704576271927163, 4.05820154041803, 2.3110350870463456e-41, 0.08596216876636911, 0.4609450813355336, 0.7022285732992144]",7.386996096967621,4.541274831167462,0.27217516838298117
UGC05918,free_family,False,8,8,0,2.1695364570758073,0.2711920571344759,0.015882671627999372,2.1854191287038067,1.3710651304467072e-14,1.2641743234098581,49.63718895678759,1.2250958034390813,49.89116698553824,0.5034462067507905,0.7,1.031898337959428,46.30441975664081,0.1062353342474865,False,True,True,,,202.63902998191347,,"{""disk_pull"": 0.0298306864821151, ""distance_pull"": 0.1062353342474865, ""inclination_pull"": 0.0608839513281616}",6,True,0.00012887072155129032,True,lower,False,5,"[0.20301904782773703, 3.9098439727707186, 1.3710651304466977e-14, 0.0298306864821151, 0.1062353342474865, 0.0608839513281616]",2.185419128820633,2.455351206571081,0.26993207786727424
UGC05986,free_family,False,15,15,0,1.4810722810840589,0.09873815207227059,0.004116101531115397,1.4851883826151742,9.034161821323745e-19,2.4516970856448883,135.1582860558232,2.4749481093021797,135.1582860558232,0.5064892123966807,0.7,0.9906054500415983,89.99999999564731,0.05600195515292178,True,True,True,,,911.4356200686776,,"{""disk_pull"": 0.05600195515292178, ""distance_pull"": -0.031303075730118486, ""inclination_pull"": -1.4508936017996553e-09}",6,True,9.482575209146236e-06,True,lower,False,5,"[0.906219429862352, 4.906446580912055, 9.034161821323745e-19, 0.05600195515292178, -0.031303075730118486, -1.4508936017996553e-09]",1.4851883826181855,2.1298412801222715,0.6446528975070971
UGC06399,free_family,False,9,9,0,0.92748367437969,0.10305374159774333,0.007309856057073115,0.9347935304367632,7.926412871525191e-15,2.617914739087293,99.13497437426712,2.6013383049822516,99.14073326780394,0.5083439537955157,0.7,1.0063722715624082,75.01242676647725,0.0718765812208511,False,True,True,,,576.1548596024617,,"{""disk_pull"": 0.0718765812208511, ""distance_pull"": 0.04588035524933893, ""inclination_pull"": 0.006213383238620366}",6,True,8.202897898301975e-06,True,lower,False,5,"[0.9560260452834909, 4.596540388851175, 7.92641287152516e-15, 0.0718765812208511, 0.04588035524933893, 0.006213383238620366]",0.9347935304371121,1.119945863665627,0.18515233322886382
UGC06446,free_family,False,17,17,0,15.440791092906412,0.9082818289944948,7.293177498295144,22.733968591201556,1.5724265956862503e-30,3.2792113319558505,84.87667002971185,2.0770369531033883,87.6478782778993,0.7423562159636731,0.7,1.5787929661319904,53.37138832265737,1.9293098871066348,False,True,True,,,765.3789470018996,,"{""disk_pull"": 1.7164234501956492, ""distance_pull"": 1.9293098871066348, ""inclination_pull"": 0.790462774219123}",6,True,0.001621679357407771,True,lower,False,5,"[0.7309423363117244, 4.473327404318971, 1.5724265956862503e-30, 1.7164234501956492, 1.9293098871066348, 0.790462774219123]",22.733968595547008,23.927438603374753,1.1934700121731971
