galaxy,model,holdout,n,n_train,n_test,chi2_data,chi2_data_per_row,prior_penalty,objective,eta,physical_length_kpc,physical_amplitude_kms,length_catalogue_kpc,amplitude_catalogue_kms,ml_disk,ml_bulge,distance_ratio,inclination_deg,maximum_abs_pull,nuisance_bound_hit,train_admissible,holdout_admissible,holdout_chi2,holdout_chi2_per_row,minimum_training_v2,minimum_test_v2,nuisance_parameters_json,n_parameters,success,optimality,eta_bound_hit,eta_boundary,scale_bound_hit,n_starts,parameters_json,worst_restart_objective,baseline_same_split_objective,objective_improvement_over_baseline
UGC12506,free_family,False,31,31,0,30.146957515604,0.9724825005033548,25.682421245340333,55.82937876094434,5.505247302651941,7.611042443466594,59.55190692424696,6.40796381259757,59.598950287929824,1.4779126596363596,0.7,1.1877474133833064,86.71023298937729,4.7067876493336085,False,True,True,,,1977.8042709912038,,"{""disk_pull"": 4.7067876493336085, ""distance_pull"": 1.8700385927089715, ""inclination_pull"": 0.17755824734432243}",6,True,0.0007591906446556795,False,none,False,5,"[1.8575415625275111, 4.087637961297573, 1.8726091285595752, 4.7067876493336085, 1.8700385927089715, 0.17755824734432243]",55.859330834399415,56.38810697806887,0.558728217124532
UGC12632,free_family,False,15,15,0,7.060084852703642,0.47067232351357613,2.3566934968109554,9.416778349514598,1.8109551437678233e-16,3.5106897107171555,75.56385216769998,2.501336264272794,77.81149112114862,0.5525724370195931,0.7,1.4035256917917063,47.794190903668316,1.3455447129027203,False,True,True,,,326.3792694419883,,"{""disk_pull"": 0.43419213651566063, ""distance_pull"": 1.3455447129027203, ""inclination_pull"": 0.5980636345561042}",6,True,0.00021111866106422378,True,lower,False,5,"[0.916825094785978, 4.354289121063631, 1.8109551437678228e-16, 0.43419213651566063, 1.3455447129027203, 0.5980636345561042]",9.41677834998221,10.556298103749995,1.1395197542353994
UGC12732,free_family,False,16,16,0,3.8288306381555666,0.2393019148847229,14.190240294070138,18.019070932225706,3.5577797960089594e-21,7.149020690029331,59.88912737079436,4.204466850460985,74.80256437094872,0.8053854160333084,0.7,1.7003394114631916,51.816239784098514,2.311120057828532,False,True,True,,,1018.2674017833688,,"{""disk_pull"": 2.0703375677646183, ""distance_pull"": 2.311120057828532, ""inclination_pull"": 2.1360399640164194}",6,True,0.0011184957605976378,True,lower,False,5,"[1.4361474959598142, 4.314852167426856, 3.5577797960089594e-21, 2.0703375677646183, 2.311120057828532, 2.1360399640164194]",18.019070936249026,18.392324593797646,0.37325366157194395
UGCA442,free_family,False,8,8,0,6.7237006608859415,0.8404625826107427,0.048648974374035016,6.772349635259976,6.00831842994081e-17,2.1728448414771004,69.00590101843932,2.16719869128219,69.48115597356701,0.5211033988571171,0.7,1.002605275749576,64.82115356963295,0.17953901492566898,False,True,True,,,96.06245691379169,,"{""disk_pull"": 0.17953901492566898, ""distance_pull"": 0.05151340686661503, ""inclination_pull"": 0.1173076528047084}",6,True,5.444557817519201e-06,True,lower,False,5,"[0.7734354079136077, 4.241055578735467, 6.00831842994081e-17, 0.17953901492566898, 0.05151340686661503, 0.1173076528047084]",6.772349635260118,7.2604966041340075,0.4881469688740312
UGCA444,free_family,False,36,36,0,12.663899043168797,0.3517749734213555,0.020537847238542507,12.68443689040734,6.288777821947441e-14,0.9063665140441628,38.566580834253735,0.9100498442810738,38.539651918102045,0.5128067665365088,0.7,0.9959526060467371,77.81321632073771,0.10983742771620678,False,True,True,,,10.60496870156808,,"{""disk_pull"": 0.10983742771620678, ""distance_pull"": -0.07932892148395271, ""inclination_pull"": -0.046695919815573014}",6,True,0.0005542063611944902,True,lower,False,5,"[-0.09425590703603258, 3.651687631240765, 6.288777821947244e-14, 0.10983742771620678, -0.07932892148395271, -0.046695919815573014]",17.10528807534707,13.177230409466333,0.49279351905899205
CamB,free_family,True,9,7,2,7.8491814889593865,1.1213116412799125,2.1334894822915595,9.982670971250947,989.9678165126644,1762.3056612472772,10303.91934125321,1845.913307994487,9999.99998085875,0.3835429473538147,0.7,0.9547066233364738,61.59123184109608,1.1515600305371971,False,True,True,33.81142408271301,16.905712041356505,8.211368628445731,150.95208075627576,"{""disk_pull"": -1.1515600305371971, ""distance_pull"": -0.5853297907286465, ""inclination_pull"": -0.6817536317807835}",6,True,8.462299622858207e-07,False,none,True,5,"[7.520729451876885, 9.210340370062058, 6.89868205803338, -1.1515600305371971, -0.5853297907286465, -0.6817536317807835]",9.982671070547722,9.982671040982435,6.973148991562539e-08
D631-7,free_family,True,16,12,4,5.231687125558483,0.43597392712987354,0.8159325028471478,6.047619628405631,2.5159223897491625,1.8735509394873922,39.206938384988916,1.881520368500346,38.55274348243654,0.4239207415235625,0.7,0.9957643673986342,57.443890994995364,0.7168533815973772,False,True,True,4.518059213306333,1.1295148033265832,136.94428974879258,3520.646765792905,"{""disk_pull"": -0.7168533815973772, ""distance_pull"": -0.1816615760141369, ""inclination_pull"": -0.5187030016682117}",6,True,2.2359956631456193e-05,False,none,False,5,"[0.6320801566639489, 3.6520272643366707, 1.257301906129127, -0.7168533815973772, -0.1816615760141369, -0.5187030016682117]",6.0559535813076115,6.133190907609679,0.08557127920404817
DDO064,free_family,True,14,11,3,3.1594837087982994,0.2872257917089363,0.00031036265127608906,3.1597940714495754,3.765856372095059,0.477993254062001,21.684203129476145,0.47584177855561866,21.689750972081995,0.49912842886223907,0.7,1.0045214094334318,60.02539982381306,0.01507136477810595,False,True,True,0.5380910680392722,0.17936368934642408,7.5612911453356695,2383.8954320792495,"{""disk_pull"": -0.007576976508606735, ""distance_pull"": 0.01507136477810595, ""inclination_pull"": 0.0050799647626118575}",6,True,5.215344781851215e-05,False,none,False,5,"[-0.7426698779995726, 3.076839843541061, 1.5614772422793273, -0.007576976508606735, 0.01507136477810595, 0.0050799647626118575]",3.164942780741603,3.210631578336871,0.05083750688729527
DDO154,free_family,True,12,9,3,8.009547102241852,0.8899496780268724,1.8064964602325506,9.816043562474402,7.453749329774967e-19,1.9313309402389747,55.69139355501764,1.9089363485896813,56.0276729806176,0.6746584135108097,0.7,1.011731450169011,64.71859567086385,1.3011393638188697,False,True,True,6.49272916450329,2.16424305483443,186.78750074671518,2087.092547205571,"{""disk_pull"": 1.3011393638188697, ""distance_pull"": 0.23697529341401805, ""inclination_pull"": 0.23953189028794794}",6,True,0.00012429179047259068,True,lower,False,5,"[0.6465462013850456, 4.025845729046295, 7.453749329774967e-19, 1.3011393638188697, 0.23697529341401805, 0.23953189028794794]",36.68388582693708,11.924088502047423,2.10804493957302
DDO161,free_family,True,31,24,7,4.465341588372713,0.1860558995155297,0.3487629194696683,4.814104507842381,2.064200658385831,2.9722746955364943,36.1119638212893,2.67327291740404,36.465746067357614,0.5519106242613794,0.7,1.111848579389645,71.60410352407584,0.42898749964216326,False,True,True,99.48031020083397,14.211472885833425,174.18806311768157,3674.131768052861,"{""disk_pull"": 0.42898749964216326, ""distance_pull"": 0.37282859796548334, ""inclination_pull"": 0.16041035240758403}",6,True,0.0001880539905200552,False,none,False,5,"[0.9833035334801435, 3.5963733560474815, 1.1197867387633502, 0.42898749964216326, 0.37282859796548334, 0.16041035240758403]",4.895088605805412,5.1298562953913995,0.31575178754901767
DDO168,free_family,True,10,8,2,11.883235490442084,1.4854044363052605,1.3740493907833078,13.257284881225392,2.816728626027217,0.9848400529060973,36.19362907365532,1.0038899056976687,33.954505246741036,0.46062865490955673,0.7,0.9810239622059629,56.7080284015126,1.0486619330812332,False,True,True,17.603703954587534,8.801851977293767,184.5486287586591,3621.096995543079,"{""disk_pull"": -0.3561905316110379, ""distance_pull"": -0.38403886011741695, ""inclination_pull"": -1.0486619330812332}",6,True,9.020558570860917e-05,False,none,False,5,"[0.0038823595773009043, 3.5250215476082083, 1.3393936750939648, -0.3561905316110379, -0.38403886011741695, -1.0486619330812332]",13.257284884834789,13.92649685000914,0.6692119687837508
DDO170,free_family,True,8,6,2,3.209153406870211,0.5348589011450352,0.029671796804308835,3.2388252036745198,4.2200512058035723e-26,3.081649798704148,64.61668697284728,2.9638954556684296,64.78819738586992,0.5114804375332966,0.7,1.0397295872263355,66.34389445337492,0.13243195742111857,False,True,True,98.78884973509683,49.394424867548416,758.8771039957146,2789.05311403862,"{""disk_pull"": 0.09859023675387162, ""distance_pull"": 0.13243195742111857, ""inclination_pull"": 0.049127779053560076}",6,True,8.107397493347598e-06,True,lower,False,5,"[1.0865044354448645, 4.171123447661942, 4.2200512058035723e-26, 0.09859023675387162, 0.13243195742111857, 0.049127779053560076]",3.238825203674842,3.833775070672889,0.5949498669983693
ESO079-G014,free_family,True,15,12,3,5.100757901207378,0.42506315843394815,0.1878658899402277,5.2886237911476055,2.318718564352392,2.4376768506518527,91.6601482401998,2.6629054327142496,91.59275691891564,0.47016328256364487,0.7,0.9154199847672301,78.7853505914746,0.33855598844916285,False,True,True,169.3311450524929,56.44371501749763,430.8731567767783,24407.205841876912,"{""disk_pull"": -0.2672129448253318, ""distance_pull"": -0.33855598844916285, ""inclination_pull"": -0.04292988170508033}",6,True,0.00015569742971737103,False,none,False,5,"[0.9794177946406926, 4.517352195616053, 1.1995787338283785, -0.2672129448253318, -0.33855598844916285, -0.04292988170508033]",5.472063866680311,6.139017891863306,0.8503941007157003
ESO116-G012,free_family,True,15,12,3,7.1121036913188975,0.5926753076099082,1.4392440458251108,8.551347737144008,0.24783816900779543,3.526748897853922,109.60252247405819,2.814470083464138,109.77145864493484,0.6076273917434521,0.7,1.253077415380834,74.31092780073264,0.8466733922025034,False,True,True,3.975399637424209,1.3251332124747364,260.9558267894946,11030.178870678696,"{""disk_pull"": 0.8466733922025034, ""distance_pull"": 0.8435913846027795, ""inclination_pull"": 0.10364260024421508}",6,True,0.0002796293733730138,False,none,False,5,"[1.0347739964336298, 4.69840055580384, 0.22141258926966564, 0.8466733922025034, 0.8435913846027795, 0.10364260024421508]",9.21622736271844,8.55162743708328,0.00027969993927356995
ESO563-G021,free_family,True,30,24,6,110.94192907285435,4.622580378035598,16.356489839847917,127.29841891270226,1.548503977430572e-29,3.5493857092090035,418.8214088221575,6.327387440345844,418.4028970510384,0.26360821396578393,0.7,0.5609559621047957,82.54821049605353,2.9333931323108158,False,True,True,244.24656429226894,40.70776071537816,921.9277407048685,61163.60724029659,"{""disk_pull"": -2.7801106569615524, ""distance_pull"": -2.9333931323108158, ""inclination_pull"": -0.1505965013154908}",6,True,0.006415833013621105,True,lower,False,5,"[1.8448874243173747, 6.036444836844902, 1.548503977430572e-29, -2.7801106569615524, -2.9333931323108158, -0.1505965013154908]",127.29841896926973,132.51091639903973,5.212497486337469
F568-3,free_family,True,18,14,4,4.802500809038101,0.34303577207415004,0.6170330452914015,5.419533854329503,10.009804530377542,0.9461765689156202,34.78698730146312,0.9590753598696172,29.331261463563717,0.46787284187870165,0.7,0.9865508056053587,32.81837135457928,0.718162864542072,False,True,True,23.064222340218087,5.766055585054522,188.44853403508696,6442.8570098874625,"{""disk_pull"": -0.28842167445884115, ""distance_pull"": -0.13449194394641328, ""inclination_pull"": -0.718162864542072}",6,True,0.00017356144216204572,False,none,False,5,"[-0.041785625465937316, 3.378653891391581, 2.3987861967511512, -0.28842167445884115, -0.13449194394641328, -0.718162864542072]",5.419533855943824,7.7328233027680415,2.313289448438539
F568-V1,free_family,True,15,12,3,0.8533462635656504,0.07111218863047086,0.004190164718634041,0.8575364282842844,5.5457183632763665e-18,2.3879722337772114,135.76497123984421,2.384559485001073,137.40714481494413,0.5027669058057664,0.7,1.0014311862621188,40.58403154828164,0.058403154828163946,False,True,True,6.527354746234968,2.175784915411656,243.31383437893177,7163.250530714871,"{""disk_pull"": 0.023966785622269244, ""distance_pull"": 0.014311862621187332, ""inclination_pull"": 0.058403154828163946}",6,True,1.936061968074919e-06,True,lower,False,5,"[0.8690144049751033, 4.922948378545054, 5.5457183632763665e-18, 0.023966785622269244, 0.014311862621187332, 0.058403154828163946]",0.8575364282844922,1.0178329832062205,0.16029655492193606
F571-8,free_family,True,13,10,3,3.0783018078044098,0.307830180780441,7.025258095233337,10.103559903037747,3.200535842898362,0.9717239428217984,67.83779983655711,1.766401248005114,67.78140623929202,0.3612584881925683,0.7,0.5501150680906817,84.48231135127253,2.241015595398754,False,True,True,95.62731429084243,31.87577143028081,315.0929478379369,10549.576693600775,"{""disk_pull"": -1.4115194419249262, ""distance_pull"": -2.241015595398754, ""inclination_pull"": -0.10353772974549487}",6,True,0.0002507965138881085,False,none,False,5,"[0.5689442836250239, 4.216287913076287, 1.4352120987939443, -1.4115194419249262, -2.241015595398754, -0.10353772974549487]",10.126304105499681,10.417172322162191,0.3136124191244445
F574-1,free_family,True,14,11,3,3.6009800347865606,0.3273618213442328,0.1881410509133772,3.789121085699938,2.004166175756151e-17,2.8561514898200002,109.94858775754315,2.807291148678704,112.12364478624454,0.5362992084816313,0.7,1.0174048000558449,67.55355290363691,0.30437151656858047,False,True,True,9.430371499457076,3.143457166485692,212.42507482294866,8059.564476157499,"{""disk_pull"": 0.30437151656858047, ""distance_pull"": 0.17404800055844977, ""inclination_pull"": 0.2553552903636919}",6,True,3.9307248105756936e-05,True,lower,False,5,"[1.032220014366006, 4.719602233672646, 2.004166175756151e-17, 0.30437151656858047, 0.17404800055844977, 0.2553552903636919]",3.7891210857094224,4.466004387789446,0.6768833020895073
F583-1,free_family,True,25,20,5,2.2296774563727677,0.11148387281863839,0.007116300841527157,2.236793757214295,0.8305140893489038,2.1366962728827814,67.68706776417908,2.1690128825825585,67.62381614092607,0.49360591752016914,0.7,0.985100775583546,62.89510773516014,0.05959689766581594,False,True,True,24.372756919493646,4.874551383898729,34.04552285954252,4237.692017597505,"{""disk_pull"": -0.05589646805664925, ""distance_pull"": -0.05959689766581594, ""inclination_pull"": -0.020978452967971916}",6,True,6.773067719190431e-06,False,none,False,5,"[0.774272171238145, 4.213960230779414, 0.6045968505432897, -0.05589646805664925, -0.05959689766581594, -0.020978452967971916]",2.387513304657351,2.2614518992954906,0.024658142081195766
F583-4,free_family,True,12,9,3,4.261944853144002,0.47354942812711137,0.09459081229929862,4.3565356654433005,1.0379823521643262e-25,1.7104307832195647,66.5600636755892,1.655099410705199,68.10524384612,0.5199748902163812,0.7,1.033430845396042,56.94722167281695,0.19472216728169486,False,True,True,12.862081641026386,4.287360547008795,45.011344969092534,3151.6547554741937,"{""disk_pull"": 0.1701236756076607, ""distance_pull"": 0.16652935136533048, ""inclination_pull"": 0.19472216728169486}",6,True,0.0002632161486607395,True,lower,False,5,"[0.5038610739164417, 4.221054212336622, 1.0379823521643262e-25, 0.1701236756076607, 0.16652935136533048, 0.19472216728169486]",4.356535665582366,4.669168155074716,0.3126324896314152
IC2574,free_family,True,34,27,7,70.56167617237978,2.6133954137918436,3.746186621627017,74.3078627940068,3.2366987207891396e-13,6.694284867853298,78.60606014925722,6.477761590774501,79.9578130650611,0.7423475908946418,0.7,1.0334256323028568,79.27645510236398,1.7163729913786239,False,True,True,10.653902538367511,1.5219860769096445,109.53158895649146,3485.60044087591,"{""disk_pull"": 1.7163729913786239, ""distance_pull"": 0.6534711115208517, ""inclination_pull"": 0.6109221574805697}",6,True,0.0013654909634829243,True,lower,False,5,"[1.8683750171658275, 4.381499158896254, 3.2366987207886165e-13, 1.7163729913786239, 0.6534711115208517, 0.6109221574805697]",75.68322466167636,74.58921631831342,0.28135352430660987
IC4202,free_family,True,32,25,7,127.64478863001297,5.1057915452005185,68.18846744924478,195.83325607925775,5.463185327077446,0.6413483078655849,71.06494962852585,0.9498909673672222,71.06494962852585,1.456209083226721,0.1758320502056706,0.6751809732891623,90.0,5.999999999999999,True,True,True,195.72231779104004,27.96033111300572,3653.0623024654933,38155.43113928082,"{""disk_pull"": 4.642537313363922, ""bulge_pull"": -5.999999999999999, ""distance_pull"": -3.261183028176811, ""inclination_pull"": -1.1641532140196124e-19}",7,True,0.0014784973943149772,False,none,False,5,"[-0.05140807216666547, 4.263594242382251, 1.8661222809551143, 4.642537313363922, -5.999999999999999, -3.261183028176811, -1.1641532140196124e-19]",209.77435636226852,210.56202628980776,14.72877021055001
KK98-251,free_family,True,15,12,3,0.8772760040331572,0.07310633366942977,0.020571070424873654,0.8978470744580308,999.9988039939801,442.44259029381504,10024.013489526817,461.05010014075043,9999.999946002723,0.49770504060263543,0.7,0.9596410241723083,58.77231684722459,0.13452991942563874,False,True,True,32.26386026372349,10.75462008790783,17.083130423750546,1331.9145483555947,"{""disk_pull"": -0.019979651696032646, ""distance_pull"": -0.13452991942563874, ""inclination_pull"": -0.04553663055508192}",6,True,5.889502043492543e-06,True,upper,True,5,"[6.133506714186624, 9.210340366576455, 6.908753584503298, -0.019979651696032646, -0.13452991942563874, -0.04553663055508192]",0.8978471176404704,0.897855272584921,8.198126890235358e-06
NGC0024,free_family,True,29,23,6,4.672656739140659,0.20315898865828952,2.18915094937315e-05,4.672678630650153,1.1320414960396466e-15,0.8536238082031984,113.14896173084036,0.8534907097323272,113.15842067655711,0.4998753663367368,0.7,1.0001559460101364,64.00982221305638,0.0032740710187936927,False,True,True,795.4768918501518,132.5794819750253,428.7245541850929,3223.0703613049263,"{""disk_pull"": -0.0010826891894186517, ""distance_pull"": 0.0031622385388744337, ""inclination_pull"": 0.0032740710187936927}",6,True,1.5692033352847385e-05,True,lower,False,5,"[-0.15842062171335355, 4.728788789783809, 1.132041496039646e-15, -0.0010826891894186517, 0.0031622385388744337, 0.0032740710187936927]",4.672678630669563,5.019686360643894,0.3470077299937415
NGC0055,free_family,True,21,16,5,1.657985098950225,0.10362406868438906,0.0005638753492106186,1.6585489742994355,1.9802852120754766,2.426844634082467,48.82046927798586,2.4265850103995676,48.82103071071489,0.4972859597081769,0.7,1.0001069913816276,77.00285431019071,0.02363806731266029,False,True,True,7.698366585262593,1.5396733170525185,763.8846585990884,6490.805316733726,"{""disk_pull"": -0.02363806731266029, ""distance_pull"": 0.00205228922940087, ""inclination_pull"": 0.0009514367302374982}",6,True,4.386034065015489e-06,False,none,False,5,"[0.886484923413708, 3.8881611772105047, 1.0920190046876828, -0.02363806731266029, 0.00205228922940087, 0.0009514367302374982]",1.6994514891455605,1.9388198413578572,0.2802708670584215
NGC0100,free_family,True,21,16,5,1.1259620000526385,0.0703726250032899,0.02237759750450063,1.148339597557139,2.3711007813386816e-15,3.0968425183117945,96.06723037275125,2.9978524469932863,96.06723712923116,0.5118002214364258,0.7,1.033020328074449,89.00023088542476,0.11006776024816353,False,True,True,4.9177432265336645,0.9835486453067329,66.75423106611568,6580.8641434104175,"{""disk_pull"": 0.101304651178384, ""distance_pull"": 0.11006776024816353, ""inclination_pull"": 0.00023088542475754753}",6,True,1.6104924931225943e-06,True,lower,False,5,"[1.0978961813222, 4.565048333074315, 2.371100781338679e-15, 0.101304651178384, 0.11006776024816353, 0.00023088542475754753]",2.2513169002968776,1.2321438989535678,0.08380430139642847
NGC0247,free_family,True,26,20,6,38.48769946360972,1.924384973180486,43.4590709356625,81.94677039927222,526.0921344806771,1984.3384282599013,9839.463931045644,1763.2839860005984,9999.999999296075,1.9905358527674861,0.7,1.1253651958586028,77.67303010044958,5.999999999999999,True,True,True,5.684400725259508,0.9474001208765847,1160.345216358166,9331.821892950387,"{""disk_pull"": 5.999999999999999, ""distance_pull"": 2.441322235141212, ""inclination_pull"": 1.2243433668165276}",6,True,1.7822587558716138e-05,False,none,True,5,"[7.474933250537782, 9.21034037190579, 6.267375361497266, 5.999999999999999, 2.441322235141212, 1.2243433668165276]",81.94677089568302,81.94679127474625,2.0875474007198136e-05
NGC0289,free_family,True,28,22,6,45.67525291460955,2.0761478597549794,3.3050593418862966,48.98031225649585,3.647060821916945e-20,23.70240886587567,167.79066604991652,18.6347909621515,178.80503174692888,0.6608308445643118,0.7,1.2719439093262084,50.04595713432343,1.2112030133140568,False,True,True,4.426983542605416,0.7378305904342359,26835.608694573835,24727.43283263054,"{""disk_pull"": 1.2112030133140568, ""distance_pull"": 1.087775637304834, ""inclination_pull"": 0.8091914268646866}",6,True,0.0006882102587238193,True,lower,False,5,"[2.925030315382472, 5.186296004104789, 3.647060821916945e-20, 1.2112030133140568, 1.087775637304834, 0.8091914268646866]",51.66531394457647,49.34621345794924,0.36590120145339
NGC0300,free_family,True,25,20,5,10.32353951111675,0.5161769755558374,2.8048625172405903,13.128402028357339,2.291152541424015e-22,3.071193220316044,78.22565440383717,3.0370705530800284,94.96189332746266,0.645626948522732,0.7,1.0112353883914256,54.32026834988232,1.232026834988232,False,True,True,69.58033894913443,13.916067789826887,1219.5594579781578,6471.381812011198,"{""disk_pull"": 1.1101164524425915, ""distance_pull"": 0.2336960785416515, ""inclination_pull"": 1.232026834988232}",6,True,0.0006228038779350448,True,lower,False,5,"[1.1108934169692837, 4.553475688260429, 2.291152541424015e-22, 1.1101164524425915, 0.2336960785416515, 1.232026834988232]",18.259015477528926,13.643932000773589,0.5155299724162479
NGC0801,free_family,True,13,10,3,54.37711985444474,5.437711985444475,1.1271518428033949,55.504271697248136,8.181164981129479e-12,15.801634386305025,162.46952098321322,15.201586998510551,162.48210086818236,0.6273277781387726,0.7,1.0394726805729735,80.02519129184539,0.9852451423158384,False,True,True,105.07401172415703,35.02467057471901,22058.023786938826,34246.26669274156,"{""disk_pull"": 0.9852451423158384, ""distance_pull"": 0.3947268057297337, ""inclination_pull"": 0.025191291845383188}",6,True,0.0011388014161893038,True,lower,False,5,"[2.721399830198863, 5.090567847199507, 8.181164981096013e-12, 0.9852451423158384, 0.3947268057297337, 0.025191291845383188]",57.044101569598844,55.67452072985358,0.17024903260544733
NGC0891,free_family,True,18,14,4,11.862471386050427,0.8473193847178876,8.451523451868555,20.313994837918983,0.5059194048269318,3.7461047539810735,193.57569890055137,3.8786903565216715,193.57569890055137,0.26114999169511877,0.6702422946729655,0.9658169148981777,89.99999999692344,2.820799879740887,True,True,True,9.690647448765286,2.4226618621913216,46400.697985849125,39677.56694037727,"{""disk_pull"": -2.820799879740887, ""bulge_pull"": -0.18866210123603452, ""distance_pull"": -0.6775087467181193, ""inclination_pull"": -3.076566159387618e-09}",7,True,0.00017185084113959567,False,none,False,5,"[1.3554975596778034, 5.265668644756009, 0.4094036118944928, -2.820799879740887, -0.18866210123603452, -0.6775087467181193, -3.076566159387618e-09]",20.313994840528395,20.34682623193141,0.03283139401242963
NGC1003,free_family,True,36,28,8,106.12249343805519,3.790089051359114,4.94741496006879,111.06990839812397,2.1087288856697043e-25,14.721290035018502,117.05986523149299,9.754252826545581,119.30844416532747,0.6788653515475713,0.7,1.509217599420372,69.7492230413747,1.697391998067907,False,True,True,102.36027347171147,12.795034183963933,3539.644504605345,10706.533505848603,"{""disk_pull"": 1.3281363904790817, ""distance_pull"": 1.697391998067907, ""inclination_pull"": 0.5498446082749419}",6,True,0.005803990622446367,True,lower,False,5,"[2.277703377245721, 4.781712107532191, 2.1087288856697043e-25, 1.3281363904790817, 1.697391998067907, 0.5498446082749419]",122.85972913305551,112.99805132900087,1.928142930876902
NGC1090,free_family,True,24,19,5,60.074792362629935,3.161831176980523,1.3222389606777545,61.39703132330769,2.677169377935428e-16,11.859332455491007,153.22466971163473,10.674566650142033,153.61170352533784,0.6376398742280942,0.7,1.1109895927562745,64.29832343913846,1.0560546311063788,False,True,True,2.333029365822169,0.46660587316443375,1700.4966510067077,25070.288029205225,"{""disk_pull"": 1.0560546311063788, ""distance_pull"": 0.44395837102509783, ""inclination_pull"": 0.09944114637948619}",6,True,0.004038236237143254,True,lower,False,5,"[2.3678639634562257, 5.034428012637312, 2.6771693779354273e-16, 1.0560546311063788, 0.44395837102509783, 0.09944114637948619]",64.50285173641241,61.96459173018156,0.5675604068738664
NGC2403,free_family,True,73,58,15,511.1384074553057,8.812731163022512,10.630026995347794,521.7684344506534,6.475726328432467e-14,4.5647422504118875,125.7931321853495,4.094964496502699,131.81416569669017,0.6616908247928832,0.7,1.1147208368498438,69.01179222999639,2.2657365277844153,False,True,True,2097.8807265695964,139.85871510463977,445.1349253490577,10643.262461709235,"{""disk_pull"": 1.2168510828936931, ""distance_pull"": 2.2657365277844153, ""inclination_pull"": 2.00393074333213}",6,True,0.0001423895180761176,True,lower,False,5,"[1.4097580473047375, 4.88139309502356, 6.475726328432257e-14, 1.2168510828936931, 2.2657365277844153, 2.00393074333213]",736.5315914172826,530.189246409343,8.420811958689569
NGC2683,free_family,True,11,8,3,4.7904992988297925,0.5988124123537241,0.5801377311058552,5.370637029935648,1.3415782252254468e-16,5.0344528681330525,177.20464147104093,4.9868169711431705,177.5019735865041,0.5880004938302825,0.7309300125798184,1.0095523652192437,80.5607917147284,0.7040768648106631,False,True,True,15.093354182203468,5.03111806073449,23775.44019820416,15763.307456516428,"{""disk_pull"": 0.7040768648106631, ""bulge_pull"": 0.18777754719900502, ""distance_pull"": 0.19124225061384073, ""inclination_pull"": 0.11215834294568017}",7,True,0.00013282358424829383,True,lower,False,5,"[1.6067978246960086, 5.178981727650863, 1.3415782252254465e-16, 0.7040768648106631, 0.18777754719900502, 0.19124225061384073, 0.11215834294568017]",7.744856736079945,5.550260510050044,0.17962348011439655
NGC2841,free_family,True,50,40,10,11.26628116456017,0.28165702911400425,12.548684894050023,23.814966058610192,0.2627338752056267,14.522474278614801,251.25244939903985,12.687004027114494,257.0675901959177,0.988814461639863,0.8962187605805443,1.1446732615184456,83.09785598754488,2.9614480511226535,False,True,True,532.0682499836983,53.206824998369825,72996.85707954835,54159.97339131494,"{""disk_pull"": 2.9614480511226535, ""bulge_pull"": 1.0731599076041316, ""distance_pull"": 1.4570664195786305, ""inclination_pull"": 0.7097855987544868}",7,True,5.944948426810308e-05,False,none,False,5,"[2.540578164578959, 5.54933904718888, 0.23327911269876878, 2.9614480511226535, 1.0731599076041316, 1.4570664195786305, 0.7097855987544868]",23.814966074648794,23.815679214370636,0.0007131557604367345
NGC2903,free_family,True,34,27,7,268.70708390060594,9.952114218540961,0.1424502150225,268.84953411562844,9.326864721474892e-15,4.583704029337504,199.0811528647104,5.112774198907748,198.85594545113608,0.5170184687822779,0.7,0.8965199422099904,65.85483612045972,0.3449335259666987,False,True,True,158.35260652461628,22.62180093208804,18149.27772769792,24016.598412325817,"{""disk_pull"": 0.14536052775272057, ""distance_pull"": -0.3449335259666987, ""inclination_pull"": -0.048387959846756784}",6,True,0.0035036768856144254,True,lower,False,5,"[1.6317421529689105, 5.29258067038267, 9.326864721474847e-15, 0.14536052775272057, -0.3449335259666987, -0.048387959846756784]",268.84953411898937,275.24664906945037,6.39711495382187
NGC2915,free_family,True,30,24,6,8.578253516123215,0.3574272298384673,0.6571029605037688,9.235356476626984,1.6947199051577896e-18,1.7687856682927596,108.68062812283442,1.7824371928931904,107.07464902294963,0.42233258352837577,0.7,0.9923410908082141,54.76442591333804,0.7331541521354525,False,True,True,33.06831192110492,5.511385320184154,969.5235404371555,4681.725664731754,"{""disk_pull"": -0.7331541521354525, ""distance_pull"": -0.15547585659325366, ""inclination_pull"": -0.30889352166548995}",6,True,1.7094800516855373e-06,True,lower,False,5,"[0.5779816372819928, 4.67352624563428, 1.6947199051577896e-18, -0.7331541521354525, -0.15547585659325366, -0.30889352166548995]",9.235356476629104,9.562859175673056,0.32750269904607165
