galaxy,model_id,fit_mode,region,n_rows,failed,chi2,loss,rms_kms,signed_kms,signed_standardized
NGC2915,A_nfw,full,outer_third,10,False,1.869801499882862,0.18698014998828622,2.755787923180245,1.5267244875337682,0.2256219316998489
NGC2955,A_nfw,full,inner_third,8,False,54.19571754399291,6.774464692999114,11.286631769047956,-3.1758127666168683,-0.6212149598637438
NGC2955,A_nfw,full,middle_third,8,False,28.709054519122027,3.5886318148902534,14.716317211327347,3.0183169627644766,0.5932659821305524
NGC2955,A_nfw,full,outer_third,8,False,16.747821325876092,2.0934776657345116,15.837655570157862,-7.645975067724812,-0.668128140739481
NGC2976,A_nfw,full,inner_third,9,False,25.987852649615675,2.8875391832906305,5.683697902071751,5.259685964524441,1.5753444381663655
NGC2976,A_nfw,full,middle_third,9,False,7.206859550683701,0.800762172298189,2.5076234166797913,-0.07944266443807556,-0.006358697022233277
NGC2976,A_nfw,full,outer_third,9,False,13.988366803159604,1.5542629781288448,5.232114743030203,-4.7689894516623825,-1.1460213359871285
NGC2998,A_nfw,full,inner_third,5,False,20.27704703000586,4.055409406001172,33.59433247405742,-32.86581968560428,-1.9925602710821828
NGC2998,A_nfw,full,middle_third,4,False,3.937564020408189,0.9843910051020472,4.385151985347955,3.7157710728322257,0.8592636451039795
NGC2998,A_nfw,full,outer_third,4,False,2.800304768135495,0.7000761920338737,2.408985971457296,-0.9898095663324469,-0.39808062189856497
NGC3109,A_nfw,full,inner_third,9,False,143.3331037049111,15.92590041165679,4.608828452501175,3.059290750592309,2.78522710288304
NGC3109,A_nfw,full,middle_third,8,False,12.513065133749707,1.5641331417187134,4.126749726356574,-3.9547152407319155,-1.176782830319116
NGC3109,A_nfw,full,outer_third,8,False,38.87674010918386,4.859592513647982,5.558777544942729,-5.4943787933022845,-2.1165337414635657
NGC3198,A_nfw,full,inner_third,15,False,17.72850251110712,1.1819001674071414,14.387457006769807,10.901953538653887,0.9494133264530303
NGC3198,A_nfw,full,middle_third,14,False,24.762581497599065,1.768755821257076,2.550702068971631,-1.350310197959524,-0.5507805055340171
NGC3198,A_nfw,full,outer_third,14,False,14.594997721735785,1.0424998372668417,2.085253978929309,0.31244330565103795,0.19186652136496732
NGC3521,A_nfw,full,inner_third,14,False,8.006540989265133,0.5718957849475095,5.930034322308438,-5.005652853531203,-0.6083010353192809
NGC3521,A_nfw,full,middle_third,14,False,4.296442510071382,0.30688875071938443,5.615408591761415,5.20823090743125,0.49229073795023653
NGC3521,A_nfw,full,outer_third,13,False,0.4429424990127598,0.03407249992405845,3.502023049932397,1.032851809938279,-0.002784563769041056
NGC3726,A_nfw,full,inner_third,4,False,8.887808045713319,2.2219520114283298,7.596732456289048,2.2936943233449334,0.12894779733068595
NGC3726,A_nfw,full,middle_third,4,False,10.656018603641222,2.6640046509103055,7.892377260739027,1.2335896067687386,0.24984138245266607
NGC3726,A_nfw,full,outer_third,4,False,0.8817236900298618,0.22043092250746546,4.9180131838037,-3.6516637152288993,-0.29275301647177304
NGC3741,A_nfw,full,inner_third,7,False,3.936226600653021,0.5623180858075745,1.6749976329721301,0.27061851012712246,0.11516556529137621
NGC3741,A_nfw,full,middle_third,7,False,1.6858309119698391,0.24083298742426273,1.0801790402132094,-0.10645435426236867,-0.04686012337501117
NGC3741,A_nfw,full,outer_third,7,False,0.9154368276116149,0.13077668965880213,0.9374966822769275,0.0983634957409661,0.0061676096651835455
NGC3769,A_nfw,full,inner_third,4,False,7.703340732422308,1.925835183105577,10.77716816700363,7.178483515390223,0.889217439346386
NGC3769,A_nfw,full,middle_third,4,False,3.0119127771753247,0.7529781942938312,4.173997489928799,-0.7845657997575763,-0.2637635855480329
NGC3769,A_nfw,full,outer_third,4,False,0.3380502208227335,0.08451255520568338,3.1126162917180333,1.0712555348488202,0.11440838159989807
NGC3877,A_nfw,full,inner_third,5,False,52.72410682441702,10.544821364883404,27.591792295409633,7.6237454690579085,0.5850443329049803
NGC3877,A_nfw,full,middle_third,4,False,6.923423981924424,1.730855995481106,6.93819845983421,-2.09849016824694,-0.3772448393590834
NGC3877,A_nfw,full,outer_third,4,False,2.32209725719852,0.58052431429963,3.8463309282362745,3.5377221608800724,0.6791711553191264
NGC3893,A_nfw,full,inner_third,4,False,7.25311670438653,1.8132791760966325,8.986507728218854,2.7851549323945477,0.36203323946372523
NGC3893,A_nfw,full,middle_third,3,False,0.3696870603876792,0.12322902012922639,2.7197125280610166,-2.3381954624804373,-0.30780608957912703
NGC3893,A_nfw,full,outer_third,3,False,1.2471237266345825,0.41570790887819414,8.52404850539094,7.097191079737826,0.5493799167966794
NGC3917,A_nfw,full,inner_third,6,False,54.46439627907025,9.077399379845042,11.89284786239935,3.3805700016879547,0.8302685762338031
NGC3917,A_nfw,full,middle_third,6,False,6.695942437988894,1.1159904063314823,3.9903733166197632,-3.1978237133982197,-0.8350601416086025
NGC3917,A_nfw,full,outer_third,5,False,3.0023576047380165,0.6004715209476033,3.7253201012227937,3.63774318799413,0.7636700943107846
NGC3949,A_nfw,full,inner_third,3,False,1.5522241930535625,0.5174080643511875,4.451306417175974,2.8322002219128897,0.4625599199482518
NGC3949,A_nfw,full,middle_third,2,False,0.18585741667772449,0.09292870833886224,2.606594819459835,-1.263239208517902,-0.12429239883321391
NGC3949,A_nfw,full,outer_third,2,False,0.9780817693506048,0.4890408846753024,11.552213917027045,-11.379972815127331,-0.6814159658611176
NGC3953,A_nfw,full,inner_third,3,False,1.1121699693295166,0.37072332310983885,3.928258383587778,-0.268699303969773,-0.11198378784354994
NGC3953,A_nfw,full,middle_third,3,False,0.4076379407066,0.13587931356886665,2.1638034080525275,1.6111925453076121,0.276095991196526
NGC3953,A_nfw,full,outer_third,2,False,0.08287597285681146,0.04143798642840573,1.2417364052317879,-0.8768107531204805,-0.14381421897621302
NGC3972,A_nfw,full,inner_third,4,False,7.7952881242660865,1.9488220310665216,7.0581365140017285,0.17896231083562952,0.11858138317251435
NGC3972,A_nfw,full,middle_third,3,False,1.2793502149134153,0.4264500716378051,2.8733383697204737,0.28167082977028696,0.06401609767506518
NGC3972,A_nfw,full,outer_third,3,False,0.0866994185394552,0.0288998061798184,0.9637038960679202,-0.23020744023951542,-0.030367006267674895
NGC3992,A_nfw,full,inner_third,3,False,0.45185622342243864,0.1506187411408129,2.6072914848794904,0.24396214933738256,0.041736741013416685
NGC3992,A_nfw,full,middle_third,3,False,2.152530255907873,0.7175100853026244,6.004621425686577,1.9685648427228177,0.1988190418852405
NGC3992,A_nfw,full,outer_third,3,False,0.3017604517474769,0.10058681724915897,2.3427546073411722,-1.4892123546396476,-0.1817660976201518
NGC4010,A_nfw,full,inner_third,4,False,9.167109038371546,2.2917772595928865,9.25715270564594,7.395809285990834,1.246779973857412
NGC4010,A_nfw,full,middle_third,4,False,7.193869331002492,1.798467332750623,6.979037728211943,-3.0472984333132054,-0.6436277366090593
NGC4010,A_nfw,full,outer_third,4,False,5.973336162426615,1.4933340406066538,5.720774242356434,-1.1610091373061557,-0.1391281756890097
NGC4013,A_nfw,full,inner_third,12,False,11.40587799794686,0.9504898331622383,6.5438438460839885,-4.720997030849037,-0.7872926559256856
NGC4013,A_nfw,full,middle_third,12,False,17.136352553162837,1.4280293794302363,6.903421673431915,4.872651252468472,0.9021573211759066
NGC4013,A_nfw,full,outer_third,12,False,5.2507558138326775,0.43756298448605646,3.903371704853311,-1.6182326862461072,-0.32078052155219045
NGC4051,A_nfw,full,inner_third,3,False,2.19262773511566,0.7308759117052199,8.618463489070601,3.460674846124116,0.16920584560736004
NGC4051,A_nfw,full,middle_third,2,False,1.4849455216261274,0.7424727608130637,5.360305727062454,-1.6595949435712924,-0.18134511076517995
NGC4051,A_nfw,full,outer_third,2,False,0.28476634846615156,0.14238317423307578,2.8260932867365796,1.4722840161974062,0.2145118655206691
NGC4068,A_nfw,full,inner_third,2,False,4.751314820149182,2.375657410074591,5.427149968288425,5.403678997353717,1.5298647863632495
NGC4068,A_nfw,full,middle_third,2,False,1.1703516766800697,0.5851758383400348,1.8597872677446674,1.1456194653413245,0.43938915005015544
NGC4068,A_nfw,full,outer_third,2,False,1.4870771620759098,0.7435385810379549,3.329451732506781,-2.9440264826678444,-0.8611597961035844
NGC4085,A_nfw,full,inner_third,3,False,30.65218174842116,10.217393916140386,21.584978809766287,17.894620298275512,2.6936081410992756
NGC4085,A_nfw,full,middle_third,2,False,1.0349570206267047,0.5174785103133523,3.5248629806878444,-2.458451316749752,-0.5017247585203575
NGC4085,A_nfw,full,outer_third,2,False,1.5608652144665036,0.7804326072332518,6.096764737118184,-5.395205524940003,-0.8403698498824065
NGC4088,A_nfw,full,inner_third,4,False,15.783367221804223,3.945841805451056,15.40339579975592,12.864473341722846,1.6085945585972332
NGC4088,A_nfw,full,middle_third,4,False,4.027322427527228,1.006830606881807,6.365591104938386,5.9309051051729185,0.9216644430472419
NGC4088,A_nfw,full,outer_third,4,False,5.6510121086468,1.4127530271617,9.319371758211357,-6.970149791192327,-0.9004865716190629
