classification,class_id,class_name,class_order,model_id,fit_mode,region,n_galaxies,n_failures,n_signed_defined,median_signed_standardized,mean_signed_standardized,median_signed_kms,mean_signed_kms,median_loss,mean_loss
detailed,1,Sa,1,A_nfw,full,middle_third,3,0,3,1.2971900350319288,1.441553258537798,9.441468679545242,7.341350790300187,2.677164899910216,7.0979996897624025
detailed,1,Sa,1,A_nfw,full,outer_third,3,0,3,-0.18342057668238532,-0.2518078865790765,0.4680157653863404,-0.24175514075477555,1.7792394814611536,3.9571675341898485
detailed,1,Sa,1,A_nfw,inner,withheld_outer,3,0,3,2.105698687168552,2.068174673308992,7.548484593913102,8.61377689833652,6.577449748892199,11.184049021150926
detailed,1,Sa,1,B_core,full,inner_third,3,0,3,0.18496276457642508,0.13521410421559615,1.607004020570821,0.16362997817168776,0.2076995535544544,1.119032161554246
detailed,1,Sa,1,B_core,full,middle_third,3,0,3,-0.10146537204974479,-0.12257409868730669,0.42125183261639165,0.6757054621481502,0.7256255450883587,0.8485878678748772
detailed,1,Sa,1,B_core,full,outer_third,3,0,3,-0.032751243819658556,-0.08142394383739356,-1.135831008991509,-2.040570239810735,1.640598811556614,3.1844105325209
detailed,1,Sa,1,B_core,inner,withheld_outer,3,0,3,-1.539468898187432,-4.488670721291112,-12.284290617865944,-14.75813984724359,3.586326229576447,62.18598185980691
detailed,1,Sa,1,B_nfw,full,inner_third,3,0,3,0.029356430555186264,0.07163871819687226,-0.7097833365311033,-1.349840145501588,0.0707970886750274,0.7530302577611402
detailed,1,Sa,1,B_nfw,full,middle_third,3,0,3,0.05996437525678663,0.03973509928125029,0.033203735127976586,0.7912363365489163,0.8429178562116636,0.6911454072761134
detailed,1,Sa,1,B_nfw,full,outer_third,3,0,3,-0.017059145927682012,0.010461555861121685,-0.3959712130076838,0.0827840137135714,1.4164509192055044,1.516538276448191
detailed,1,Sa,1,B_nfw,inner,withheld_outer,3,0,3,1.1762109743400666,-0.45414556654460186,2.707474703670196,5.876268214608473,3.088464999733962,10.316368466680107
detailed,1,Sa,1,C_core,full,inner_third,3,0,3,0.19042354732518593,0.1324190602320642,1.4608486809090722,0.2846041708093045,0.1882105989376409,1.0926681342871187
detailed,1,Sa,1,C_core,full,middle_third,3,0,3,-0.12464648336534541,-0.13035968461107622,0.8024654950447427,0.6264063345764085,0.668643655431902,0.7818116575489497
detailed,1,Sa,1,C_core,full,outer_third,3,0,3,-0.025607599263379698,-0.07646438858216568,-1.081202796192494,-1.9791477041690833,1.5467155629933034,2.9802613193414254
detailed,1,Sa,1,C_core,inner,withheld_outer,3,0,3,-1.3755456693199715,-4.298519437928632,-11.407532385713969,-13.799349928155701,3.012382992010261,58.56363298150041
detailed,1,Sa,1,C_nfw,full,inner_third,3,0,3,0.029356430555186264,0.07163871819687226,-0.7097833365311033,-1.349840145501588,0.0707970886750274,0.7530302577611402
detailed,1,Sa,1,C_nfw,full,middle_third,3,0,3,0.05996437525678663,0.03973509928125029,0.033203735127976586,0.7912363365489163,0.8429178562116636,0.6911454072761134
detailed,1,Sa,1,C_nfw,full,outer_third,3,0,3,-0.017059145927682012,0.010461555861121685,-0.3959712130076838,0.0827840137135714,1.4164509192055044,1.516538276448191
detailed,1,Sa,1,C_nfw,inner,withheld_outer,3,0,3,1.1762109743400666,-0.45414556654460186,2.707474703670196,5.876268214608473,3.088464999733962,10.316368466680107
detailed,2,Sab,2,A_core,full,inner_third,9,0,9,-1.7765829522789196,-1.0896705149629216,-11.381831874597893,-9.262072930132392,7.54510586226859,21.06211344842329
detailed,2,Sab,2,A_core,full,middle_third,9,0,9,-1.3536003472484868,-2.256379105743112,-6.297799706024712,-9.06976383639201,5.665385880181312,26.888193260767466
detailed,2,Sab,2,A_core,full,outer_third,9,0,9,-0.4853071351915197,-0.8572390436687188,-2.1815348137835233,-4.577015761103874,18.025241055029692,46.08514666578602
detailed,2,Sab,2,A_core,inner,withheld_outer,9,0,9,-11.25609862804594,-11.39954513401122,-44.63431981977422,-33.253551718272114,177.2821767629938,241.02971101576915
detailed,2,Sab,2,A_nfw,full,inner_third,9,0,9,1.1996434533393854,1.3790156030905514,7.905431384622286,5.4270134771178435,4.956281142828442,15.77321412439206
detailed,2,Sab,2,A_nfw,full,middle_third,9,0,9,0.18357763737523583,-0.02794853256238392,0.8811536372417176,0.626033278216744,4.398324821853783,6.7379828145532095
detailed,2,Sab,2,A_nfw,full,outer_third,9,0,9,-0.0565079745494547,-0.08971837260150373,-0.5773576052363034,0.458100839955413,10.013976833116546,11.51182723386408
detailed,2,Sab,2,A_nfw,inner,withheld_outer,9,0,9,-0.7381791001502027,-0.8457517993930802,-4.583710371460875,1.8552527277816229,11.490535494529118,58.35958313316965
