galaxy,model_id,fit_mode,region,n_rows,failed,chi2,loss,rms_kms,signed_kms,signed_standardized,halo_bound_hit,eta_bound_hit,nuisance_bound_hit,guard_active,optimizer_success,eta
DDO170,C_nfw,full,all,8,False,12.95845934884125,1.6198074186051563,2.652324801923282,0.9948240911634296,0.30201523300558986,False,False,False,False,True,
ESO079-G014,C_nfw,full,all,15,False,46.6714624251262,3.1114308283417467,9.629236509719695,2.091000841176578,0.2596907056054444,False,False,False,False,True,
ESO116-G012,C_nfw,full,all,15,False,30.200134472517263,2.0133422981678177,4.4510705236732715,0.46531797750942494,0.17975397905210228,False,False,False,False,True,
ESO444-G084,C_nfw,full,all,7,False,2.9863119339556548,0.42661599056509353,2.464702599366378,0.6486314575951526,0.1443466696778848,False,False,False,False,True,
ESO563-G021,C_nfw,full,all,30,False,475.0745357910252,15.83581785970084,23.481995556652194,7.03700508814189,0.8372393453503418,True,False,False,False,True,
F565-V2,C_nfw,full,all,7,False,1.8694712515961383,0.2670673216565912,4.684799722305087,1.2713299551336743,0.09817248403851739,True,False,False,False,True,
F568-3,C_nfw,full,all,18,False,49.19421520030297,2.7330119555723873,9.379189572645357,-3.3521814319969296,-0.24166341579733222,True,False,False,False,True,
F568-V1,C_nfw,full,all,15,False,2.816589080100164,0.18777260534001092,8.168893431645733,4.097288614328921,0.15030304910521966,False,False,False,False,True,
F571-8,C_nfw,full,all,13,False,16.112183150570868,1.2393987038900667,5.7115142610653855,1.7980378759947977,0.269994454466013,False,False,True,False,True,
F571-V1,C_nfw,full,all,7,False,1.553206670407115,0.22188666720101644,4.235939509798211,1.0917124280819601,0.08174955852661163,False,False,False,False,True,
F574-1,C_nfw,full,all,14,False,19.644234384939626,1.403159598924259,5.416598235833159,0.540878377704354,0.14535965757085664,False,False,False,False,True,
F583-1,C_nfw,full,all,25,False,35.66819150698573,1.4267276602794292,6.792218764804852,1.4030713973608187,0.1973206463887378,False,False,False,False,True,
F583-4,C_nfw,full,all,12,False,1.4920697008800412,0.12433914174000343,1.6201356873991446,0.10185591110241443,0.019150026019138112,False,False,False,False,True,
IC2574,C_nfw,full,all,34,False,905.1362543855017,26.62165454075005,4.377628935391237,-2.008659035316518,-0.39220080285592085,True,False,True,False,True,
IC4202,C_nfw,full,all,32,False,526.431445281749,16.450982665054656,17.314806344588327,6.254611293179744,0.7695455293601401,False,False,True,False,True,
KK98-251,C_nfw,full,all,15,False,13.146598323549213,0.8764398882366142,1.8723673659157962,0.37121620431692104,0.18560810215846052,True,False,False,False,True,
NGC0024,C_nfw,full,all,29,False,22.170815896620308,0.7645108929869072,5.8402270070170434,-0.4730216466823052,-0.016702343286652186,False,False,False,False,True,
NGC0055,C_nfw,full,all,21,False,45.43663251971495,2.163649167605474,3.5090905216443002,0.979663214017088,0.26772852097391137,False,False,False,False,True,
NGC0100,C_nfw,full,all,21,False,14.189635015515456,0.675696905500736,3.7198687465937765,1.2378251064218635,0.1904135967652851,True,False,False,False,True,
NGC0247,C_nfw,full,all,26,False,42.3854658579631,1.630210225306273,2.705625885405646,-0.40667391609933534,-0.01381982200019059,False,False,False,False,True,
NGC0289,C_nfw,full,all,28,False,44.89835691219663,1.6035127468641655,10.19909982821946,2.824508613671999,0.12652610978875195,False,False,False,False,True,
NGC0300,C_nfw,full,all,25,False,14.846836793289867,0.5938734717315947,3.9133616973369842,0.2674853007321136,0.033871534864441576,False,False,False,False,True,
NGC0801,C_nfw,full,all,13,False,54.13026691363686,4.163866685664374,12.585673922545002,0.7216059277202367,0.1196455493370069,False,False,False,False,True,
NGC0891,C_nfw,full,all,18,False,40.99856560358073,2.2776980890878185,11.078972236084187,1.9208562982620552,0.2519205564020673,False,False,True,False,True,
NGC1003,C_nfw,full,all,36,False,76.7627445490653,2.1322984596962584,4.007393977150741,-0.13451476828970044,-0.07752909768964317,False,False,False,False,True,
NGC1090,C_nfw,full,all,24,False,51.76906976552072,2.1570445735633634,9.18538318126194,0.16363732551135315,0.04514652983857056,False,False,False,False,True,
NGC2403,C_nfw,full,all,73,False,609.8680929321606,8.354357437426858,4.284983139568315,0.0378068448737643,0.09550908842010797,False,False,False,False,True,
NGC2683,C_nfw,full,all,11,False,7.505075386296496,0.6822795805724087,7.921410028715697,1.8457199104288355,0.12230352301526737,False,False,False,False,True,
NGC2841,C_nfw,full,all,50,False,64.97068936062038,1.2994137872124076,6.025159071332466,0.11321085752580756,-0.0747690800936235,False,False,False,False,True,
NGC2903,C_nfw,full,all,34,False,183.9371375943245,5.409915811597779,17.622363806926824,3.224618357753924,0.29123794166515,False,False,False,False,True,
NGC2915,C_nfw,full,all,30,False,24.246436125965733,0.8082145375321911,8.969887297074472,1.6842329245848167,0.12649991083152715,False,False,False,False,True,
NGC2955,C_nfw,full,all,24,False,72.38386906763498,3.0159945444847907,12.267909596485987,-2.064476642901898,-0.197977929110654,False,False,False,False,True,
NGC2976,C_nfw,full,all,27,False,18.18816484393399,0.6736357349605181,3.234064318871784,0.230925470606668,0.09973247569979413,False,False,False,False,True,
NGC2998,C_nfw,full,all,13,False,24.404317304162866,1.8772551772432975,18.701891751106757,-10.481167689040701,-0.5587074783021863,False,False,False,False,True,
NGC3109,C_nfw,full,all,25,False,191.19297750722274,7.647719100288909,4.756599086017275,-1.9134363262986434,-0.054163616783895675,True,False,False,False,True,
NGC3198,C_nfw,full,all,43,False,55.49793273894293,1.2906495985800681,8.724180182722481,3.6215523706068264,0.24254123248640372,False,False,False,False,True,
NGC3521,C_nfw,full,all,41,False,8.87713283754187,0.21651543506199683,4.592948294185313,0.3096403342244352,0.002669257524692913,True,False,False,False,True,
NGC3726,C_nfw,full,all,12,False,18.83473383593747,1.5695611529947893,6.861383196935358,0.4233872452548013,0.09115443340972536,True,False,False,False,True,
NGC3741,C_nfw,full,all,21,False,6.53038647779207,0.31097078465676525,1.2704961851211283,0.08523493821692804,0.023915642817004455,False,False,False,False,True,
NGC3769,C_nfw,full,all,12,False,6.549000097068122,0.5457500080890102,4.903385166033732,1.3401814304916684,0.12925378459527992,False,False,False,False,True,
NGC3877,C_nfw,full,all,13,False,47.3050589896816,3.638850691513969,15.784822455381843,3.5110158618268312,0.3157289343749594,False,False,False,False,True,
NGC3893,C_nfw,full,all,10,False,5.029342214847617,0.5029342214847616,5.866475438536582,1.802403569009749,0.13153096114310694,False,False,False,False,True,
NGC3917,C_nfw,full,all,17,False,39.626039583606044,2.3309435049180025,6.086839786351302,0.35085725137788765,0.12241590743679094,True,False,False,False,True,
NGC3949,C_nfw,full,all,7,False,1.491992988246776,0.21314185546382514,3.9799671443481195,-1.2184622985441638,-0.041768035531884795,True,False,False,False,True,
NGC3953,C_nfw,full,all,8,False,1.5253584587211255,0.1906698073401407,2.763613729229949,0.32477574653503183,0.02807948038408442,False,False,False,False,True,
NGC3972,C_nfw,full,all,10,False,8.986150084234728,0.8986150084234727,4.7189202908733785,0.10534993116516134,0.05913985446506111,False,False,False,False,True,
NGC3992,C_nfw,full,all,9,False,2.8882814419491187,0.3209201602165688,3.99609672396193,0.2569159064598302,0.02075295767824782,False,False,False,False,True,
NGC4010,C_nfw,full,all,12,False,21.635523989792556,1.802960332482713,7.205484601406008,0.7501821151699358,0.1076950560133388,False,False,False,False,True,
NGC4013,C_nfw,full,all,36,False,24.071305851768745,0.668647384771354,5.169333289012668,-0.5393892340165868,-0.05606641124793854,False,False,False,False,True,
NGC4051,C_nfw,full,all,7,False,3.443399624403188,0.4919142320575983,5.661347478180962,1.2167233861621685,0.07110053510209731,False,False,False,False,True,
NGC4068,C_nfw,full,all,6,False,7.064187941520178,1.1773646569200296,3.7486953725729077,1.1693623915147937,0.3585922904716507,True,False,False,False,True,
NGC4085,C_nfw,full,all,7,False,19.543739075700888,2.791962725100127,11.07612574366433,3.6093256061173724,0.457779562526453,True,False,False,False,True,
NGC4088,C_nfw,full,all,12,False,4.049238655976471,0.33743655466470596,5.012043619029832,-0.17925957414059823,-0.003954889841648361,True,False,False,False,True,
NGC4100,C_nfw,full,all,24,False,18.867574858437568,0.7861489524348987,6.262330163519424,1.7818876778860897,0.14971213501680103,False,False,False,False,True,
NGC4138,C_nfw,full,all,7,False,4.48670724359647,0.6409581776566385,10.285457447771247,2.17805905735675,0.12235017303255145,False,False,False,False,True,
NGC4157,C_nfw,full,all,17,False,5.373230016007287,0.31607235388278154,5.858192856215243,1.3926025107365803,0.09181346427725565,False,False,False,False,True,
NGC4183,C_nfw,full,all,23,False,3.5318092992581573,0.1535569260547025,2.5755608459178028,-0.22731092461768485,-0.008811734575447672,False,False,False,False,True,
NGC4217,C_nfw,full,all,19,False,47.18516735134197,2.483429860596946,12.529902243376437,3.509659389167594,0.33989399620962835,False,False,False,False,True,
NGC4559,C_nfw,full,all,32,False,6.51658349345727,0.2036432341705397,2.514207511899926,0.9460521324298559,0.10088378005446952,False,False,False,False,True,
NGC5005,C_nfw,full,all,18,False,1.218702697691695,0.0677057054273164,5.637333688177723,-0.4713498757802815,0.015567769261733033,False,False,False,False,True,
NGC5033,C_nfw,full,all,22,False,56.195709313841995,2.5543504233564542,4.93744847134641,0.8733288863459255,0.1459269344929776,False,False,False,False,True,
NGC5055,C_nfw,full,all,28,False,59.40761160835912,2.121700414584254,2.978762457956687,-0.4478729455906897,-0.010783026237215495,False,False,False,False,True,
NGC5371,C_nfw,full,all,19,False,70.80865858043019,3.726771504233168,13.234396368161281,-4.644998287781052,-0.48234380335439225,False,False,False,False,True,
NGC5585,C_nfw,full,all,24,False,126.28747646472523,5.261978186030218,4.163971140975924,-0.04522914779944598,-0.0019826405724151877,False,False,False,False,True,
NGC5907,C_nfw,full,all,19,False,73.2996020838331,3.857873793885952,6.810343538342902,-2.2968376662145236,-0.3670444495597215,False,False,False,False,True,
NGC5985,C_nfw,full,all,33,False,51.73914615432567,1.5678529137674444,7.44815443858056,-2.0996334909354863,-0.16533810970591786,False,False,False,False,True,
NGC6015,C_nfw,full,all,44,False,341.79770376580336,7.768129631040986,8.083067417299583,-0.5571121693756799,0.06630031282176879,False,False,False,False,True,
NGC6195,C_nfw,full,all,23,False,35.396128459307114,1.5389621069263963,8.96616253716293,0.42753916661687597,0.0267794689589149,False,False,False,False,True,
NGC6503,C_nfw,full,all,31,False,40.27442125623962,1.299174879233536,3.112209096656758,-0.8935563071703244,-0.1607701734572973,False,False,False,False,True,
NGC6674,C_nfw,full,all,15,False,17.24586541120722,1.149724360747148,9.107868713282835,1.33002642145251,-0.04933493074057115,True,False,False,False,True,
NGC6789,C_nfw,full,all,4,False,4.057902702181016,1.014475675545254,6.014193130461247,-1.2254837880607785,0.07367172049911314,True,False,False,False,True,
NGC6946,C_nfw,full,all,58,False,87.45452116962021,1.5078365718900035,4.948917375366656,2.069246500022726,0.20494189416822017,False,False,False,False,True,
NGC7331,C_nfw,full,all,36,False,24.202435247250985,0.672289867979194,4.41545206118841,-0.3432860012018853,-0.06543946568741614,False,False,False,False,True,
NGC7793,C_nfw,full,all,46,False,37.024786004138015,0.8048866522638699,6.487024676648104,-0.6955610331372332,-0.013958836775480696,False,False,False,False,True,
NGC7814,C_nfw,full,all,18,False,6.6277726050582695,0.3682095891699039,2.517023747860874,-0.1276110824487928,-0.034857818520783755,False,False,True,False,True,
UGC00128,C_nfw,full,all,22,False,60.71183523512963,2.7596288743240738,4.455959016806354,0.5010142092984747,-0.009275872129815533,False,False,False,False,True,
UGC00191,C_nfw,full,all,9,False,23.76220098528294,2.640244553920327,5.105419218793086,-1.5495730939822718,-0.18234293731099896,False,False,False,False,True,
UGC00634,C_nfw,full,all,4,False,5.527290382786501,1.3818225956966252,3.9738075798147623,2.295703063263506,0.5140104616994154,False,False,False,False,True,
UGC00731,C_nfw,full,all,12,False,3.1953503673324426,0.26627919727770355,1.3777341407692705,0.2250268903927465,0.05889850934972399,False,False,False,False,True,
UGC00891,C_nfw,full,all,5,False,8.986887364638841,1.7973774729277683,3.2820037465050294,1.7585918971639287,0.6520737458375759,True,False,False,False,True,
UGC01281,C_nfw,full,all,25,False,21.212039637224983,0.8484815854889993,4.060437381897976,0.7703062079890227,0.2125796520645564,True,False,True,False,True,
UGC02259,C_nfw,full,all,8,False,4.189120131821832,0.523640016477729,1.5613388808978739,-0.34244299670442313,-0.08157993021236785,False,False,False,False,True,
UGC02487,C_nfw,full,all,17,False,57.67805722445983,3.3928268955564604,10.520644161518955,-0.06904695224219427,0.039991892986941446,False,False,False,False,True,
UGC02885,C_nfw,full,all,19,False,12.870843665278528,0.6774128244883436,8.230509246020828,-0.15462520329195908,-0.015462520329195898,False,False,False,False,True,
UGC02916,C_nfw,full,all,43,False,87.74966778362358,2.0406899484563623,14.935619158160995,3.855607429398472,0.26422128869864464,True,False,True,False,True,
UGC02953,C_nfw,full,all,115,False,614.5661771528012,5.344053714372184,22.072261955480364,0.40415537464218215,0.2093675369323886,False,False,False,False,True,
UGC03205,C_nfw,full,all,48,False,128.57641099806858,2.6786752291264286,9.584358325603706,-0.9811847673013677,-0.1732548510428734,False,False,False,False,True,
UGC03546,C_nfw,full,all,30,False,22.91762843751947,0.7639209479173156,5.545588159586619,1.8343115581429221,0.17320550734765494,False,False,False,False,True,
UGC03580,C_nfw,full,all,47,False,95.36106535317144,2.02895883730152,8.939311630146516,-2.517636552952239,-0.06909633522756616,False,False,False,False,True,
UGC04278,C_nfw,full,all,25,False,26.509796546343868,1.0603918618537547,4.814060780195589,0.8127169976110522,0.21310902398406534,True,False,True,False,True,
UGC04325,C_nfw,full,all,8,False,15.980078457074777,1.9975098071343471,4.31170745815813,0.19339612512785376,0.06403674411946553,False,False,False,False,True,
UGC04483,C_nfw,full,all,8,False,3.5487001968700302,0.4435875246087538,1.2506794647280022,0.35780195851901153,0.12036239637119661,False,False,False,False,True,
UGC04499,C_nfw,full,all,9,False,7.146975164102872,0.7941083515669858,3.3348843430576793,0.6740290549071154,0.13344353982494545,False,False,False,False,True,
UGC05005,C_nfw,full,all,11,False,1.9516062111800365,0.1774187464709124,4.451117375492873,0.5036332437897577,0.06067359340883863,False,False,False,False,True,
UGC05253,C_nfw,full,all,73,False,161.79778697233044,2.216408040716855,15.998140906071805,-1.4708780505662173,0.07835081920822365,False,False,False,False,True,
UGC05414,C_nfw,full,all,6,False,3.835553685977617,0.6392589476629361,1.9684193524425935,0.4801286018799675,0.19348369648965677,True,False,False,False,True,
UGC05716,C_nfw,full,all,12,False,17.36634797295607,1.447195664413006,1.3046779493293574,-0.5223606636577488,-0.23615419249498773,False,False,False,False,True,
UGC05721,C_nfw,full,all,23,False,19.630261593963155,0.8534896345201372,4.552696186806844,0.280473817449132,0.09166732978149962,False,False,False,False,True,
UGC05750,C_nfw,full,all,11,False,8.684528205258417,0.7895025641144016,6.789420864959297,1.7446237528421777,0.2374092911690648,False,False,False,False,True,
UGC05764,C_nfw,full,all,10,False,52.86349403327502,5.286349403327502,4.150858967240744,2.59572577138898,1.046102953662371,False,False,False,False,True,
UGC05829,C_nfw,full,all,11,False,0.7587974041660466,0.06898158219691332,1.328975860554619,0.0898452165544454,0.01775597165107616,False,False,False,False,True,
UGC05918,C_nfw,full,all,8,False,0.8775857613062331,0.10969822016327914,1.3016443602612158,0.09639367321616099,0.02452765221785267,False,False,False,False,True,
UGC05986,C_nfw,full,all,15,False,58.623737715994324,3.9082491810662883,6.9412590420630105,2.020271595631044,0.4249033253108016,False,False,True,False,True,
UGC06399,C_nfw,full,all,9,False,4.550030441648428,0.5055589379609364,4.0633998811856795,1.2234324962757417,0.1513008554107684,False,False,False,False,True,
UGC06446,C_nfw,full,all,17,False,3.209866921794539,0.1888157012820317,2.4865388317093533,0.42470492892618134,0.04013513941256323,False,False,False,False,True,
UGC06614,C_nfw,full,all,13,False,1.8801319813955781,0.14462553703042907,5.411304668405679,0.09873193562423065,0.017227948307981168,False,False,False,False,True,
UGC06667,C_nfw,full,all,9,False,9.11039699654551,1.0122663329495012,3.7166529787831246,0.4897980408491386,0.10153191230218502,False,False,False,False,True,
UGC06786,C_nfw,full,all,45,False,26.919595247256467,0.5982132277168104,10.519677649416531,-1.5189363798084288,0.012112404369034432,False,False,False,False,True,
UGC06787,C_nfw,full,all,71,False,1151.272119764511,16.215100278373395,16.21747394616123,-2.2791957242176824,0.1897790298452495,True,False,False,False,True,
UGC06818,C_nfw,full,all,8,False,17.310227721983658,2.1637784652479573,7.211954953958212,0.8764585814048762,0.24800485638733138,True,False,False,False,True,
UGC06917,C_nfw,full,all,11,False,6.973631306828952,0.6339664824389956,3.065312808676358,0.1142126453349603,0.03668439764549217,False,False,False,False,True,
UGC06923,C_nfw,full,all,6,False,3.669143659625686,0.6115239432709477,4.45025626785935,1.6476655408840404,0.1863970279551815,False,False,False,False,True,
UGC06930,C_nfw,full,all,10,False,2.1858159042071166,0.21858159042071165,3.6935666583890563,0.5631250385245068,0.05035556884241303,False,False,False,False,True,
UGC06983,C_nfw,full,all,17,False,8.903555007328684,0.5237385298428637,4.666624976506344,1.1995431965579528,0.10494196997607096,False,False,False,False,True,
UGC07089,C_nfw,full,all,12,False,2.341120271554231,0.1950933559628526,2.1505519443377206,0.07729048331895605,0.06468967596778723,True,False,False,False,True,
UGC07125,C_nfw,full,all,13,False,6.677882722970964,0.5136832863823819,2.0832362994104057,0.688848616395525,0.15676051440359481,False,False,True,False,True,
UGC07151,C_nfw,full,all,11,False,21.650304479144634,1.9682094981040577,3.248888479913403,0.617446365599897,0.17619247879254168,False,False,True,False,True,
UGC07232,C_nfw,full,all,4,False,4.591456750133497,1.1478641875333742,3.535567988631875,0.8132545986154414,0.24644078745922476,True,False,False,False,True,
UGC07261,C_nfw,full,all,7,False,0.20641744608508827,0.029488206583584038,0.9719425861793818,-0.02623670772896247,-0.004635460729498671,False,False,False,False,True,
UGC07323,C_nfw,full,all,10,False,5.120325254044122,0.5120325254044122,2.769234538591728,0.621036990595972,0.1604746745726026,True,False,False,False,True,
UGC07399,C_nfw,full,all,10,False,8.013306412844141,0.8013306412844141,2.463049793672518,0.390233461900948,0.09711522886534063,False,False,False,False,True,
UGC07524,C_nfw,full,all,31,False,23.04970002948419,0.7435387106285222,2.86305461350303,-0.07538723691644873,0.04267548245581653,False,False,False,False,True,
UGC07559,C_nfw,full,all,7,False,2.0942744591647036,0.29918206559495764,1.7667304752410975,0.3736076651469225,0.11566800778542492,True,False,False,False,True,
UGC07577,C_nfw,full,all,9,False,1.3310648079511118,0.14789608977234575,1.2190951630259736,0.1511319999059274,0.04767570974950391,True,False,False,False,True,
UGC07603,C_nfw,full,all,12,False,14.9413171912555,1.2451097659379584,3.2247916639824075,0.346381305220888,0.11985512291380207,False,False,False,False,True,
UGC07690,C_nfw,full,all,7,False,1.6765981083031043,0.23951401547187204,2.109321289611197,0.07128337138403092,0.01653906528631809,False,False,False,False,True,
UGC07866,C_nfw,full,all,7,False,0.21809031521798078,0.0311557593168544,0.7183954603891658,0.030735289111864565,0.007551668086453209,False,False,False,False,True,
UGC08286,C_nfw,full,all,17,False,34.31117374470995,2.0183043379241146,3.8281908082522196,0.6342286001654799,0.16596511087460583,False,False,True,False,True,
UGC08490,C_nfw,full,all,30,False,3.147141235300833,0.1049047078433611,1.195153961824998,0.04341843628475696,0.011766513898308134,False,False,False,False,True,
UGC08550,C_nfw,full,all,11,False,6.423804528829669,0.5839822298936063,1.6933169576291676,-0.10068624182293301,-0.003712114482366938,False,False,True,False,True,
UGC08699,C_nfw,full,all,41,False,25.070373398225836,0.6114725219079472,9.77729528825184,2.481845383739458,0.1337490861072811,False,False,False,False,True,
UGC08837,C_nfw,full,all,8,False,23.911493172813643,2.9889366466017053,4.568474980394191,-0.615996696788613,0.08749758853141065,True,False,False,False,True,
UGC09037,C_nfw,full,all,22,False,34.189826917791855,1.5540830417178115,9.548603411277838,3.565281740361786,0.2706152968028128,False,False,False,False,True,
UGC09133,C_nfw,full,all,68,False,443.1761093285139,6.517295725419323,20.052369460450848,-6.17621897530721,-0.6490345090442452,False,False,False,False,True,
UGC09992,C_nfw,full,all,5,False,0.03676012606845448,0.0073520252136908965,0.4853107653202391,-0.007051002417103547,-0.0012457601443645826,False,False,False,False,True,
UGC10310,C_nfw,full,all,7,False,2.773365799371603,0.39619511419594333,3.1849680101732973,0.15893301230186857,0.03140968622566574,False,False,False,False,True,
UGC11455,C_nfw,full,all,36,False,167.2593637823775,4.646093438399375,13.000519672097894,-0.37726333561209935,0.1986525191497479,False,False,True,False,True,
UGC11557,C_nfw,full,all,12,False,11.040926670491055,0.9200772225409213,7.83857602854526,2.2866572369574176,0.2662958499448262,True,False,False,False,True,
UGC11820,C_nfw,full,all,10,False,9.023072333831713,0.9023072333831713,4.852875190053336,-2.2641246693212085,-0.4198802276185082,False,False,False,False,True,
UGC11914,C_nfw,full,all,65,False,48.148093626157504,0.7407399019408847,10.071121565921745,1.4859099349281188,-0.04431253660270224,True,False,False,False,True,
UGC12506,C_nfw,full,all,31,False,4.669665620599801,0.1506343748580581,5.69428807950102,-0.950672183106769,-0.03001511552357593,False,False,False,False,True,
UGC12632,C_nfw,full,all,15,False,4.340798866514135,0.2893865911009423,2.5071033502092113,0.5612745062335261,0.07385726262261749,False,False,False,False,True,
UGC12732,C_nfw,full,all,16,False,2.572239550900654,0.16076497193129088,1.4077558317166718,-0.004657649448785328,0.0038768976016116535,False,False,False,False,True,
UGCA442,C_nfw,full,all,8,False,11.576055288996015,1.4470069111245019,2.5358454112391704,-0.6763422296815018,-0.14205490680014848,False,False,False,False,True,
UGCA444,C_nfw,full,all,36,False,2.0049582442419145,0.0556932845622754,0.9640634862821528,-0.1442315467010913,-0.0029567847733823443,True,False,False,False,True,
CamB,C_nfw,inner,outer,2,False,44.07737597645441,22.038687988227206,7.041807152536288,-6.679475859103584,-4.452983906069056,False,False,False,False,True,
D631-7,C_nfw,inner,outer,4,False,3.0770512688392406,0.7692628172098102,3.047686610884562,-2.111037899171981,-0.5965228683719968,True,False,False,False,True,
DDO064,C_nfw,inner,outer,3,False,0.3687234000285768,0.1229078000095256,2.983934211250474,2.119441341073802,0.2653245975354953,True,False,False,False,True,
DDO154,C_nfw,inner,outer,3,False,65.22470164687711,21.741567215625704,4.687661784463014,4.123493284725235,4.4758874960255435,False,False,False,False,True,
DDO161,C_nfw,inner,outer,7,False,168.4990664864023,24.071295212343188,4.762085921833166,4.179593391087922,4.074210347084867,False,False,False,False,True,
DDO168,C_nfw,inner,outer,2,False,5.484197553585747,2.7420987767928735,4.466049778696536,3.501672131299255,1.3077258050975153,True,False,False,False,True,
DDO170,C_nfw,inner,outer,2,False,2.6270709352411816,1.3135354676205908,1.2013567250095025,-0.3516009407509024,-0.44358009000849236,False,False,False,False,True,
ESO079-G014,C_nfw,inner,outer,3,False,144.51330369357066,48.17110123119022,14.523850827400068,13.467641192758407,6.358883552404894,True,False,False,False,True,
ESO116-G012,C_nfw,inner,outer,3,False,31.039054091548156,10.346351363849385,9.000336733025886,8.8534180941547,3.135169737505054,False,False,False,False,True,
ESO563-G021,C_nfw,inner,outer,6,False,10.157680468708753,1.6929467447847921,11.048625696820418,-10.306330406064234,-1.1609643519270685,True,False,False,False,True,
F568-3,C_nfw,inner,outer,4,False,0.15395088681707741,0.038487721704269354,2.086749449441705,1.2974345121240667,0.1241830834415833,True,False,False,False,True,
F568-V1,C_nfw,inner,outer,3,False,3.3735483445830274,1.1245161148610092,15.24101944137511,15.169531997119705,1.0275193955065611,False,False,False,False,True,
F571-8,C_nfw,inner,outer,3,False,66.75592202797615,22.251974009325384,22.771323725900487,18.46532148442705,4.003010624728436,True,False,False,False,True,
F574-1,C_nfw,inner,outer,3,False,9.736747957887692,3.245582652629231,8.587970654315248,8.413029790991951,1.775667122672618,False,False,False,False,True,
F583-1,C_nfw,inner,outer,5,False,43.26359959312049,8.652719918624097,19.880636049907068,14.721636479513483,2.1505345813552554,True,False,False,False,True,
F583-4,C_nfw,inner,outer,3,False,0.3441221470617622,0.11470738235392074,1.6595554375547796,-1.3537127774574742,-0.27626791376683146,False,False,False,False,True,
IC2574,C_nfw,inner,outer,7,False,67.20650543324483,9.600929347606405,8.026794862700514,-7.876432305274556,-2.1598379127734173,True,False,True,False,True,
IC4202,C_nfw,inner,outer,7,False,28.839347993087088,4.119906856155298,17.746327214460724,16.891190808042097,1.7631824537583871,False,False,True,False,True,
KK98-251,C_nfw,inner,outer,3,False,7.085906138347314,2.361968712782438,3.0737395548630584,-3.0664369870759174,-1.5332184935379587,True,False,False,False,True,
NGC0024,C_nfw,inner,outer,6,False,1822.6376136533954,303.7729356088992,53.938206711625455,45.65846345998608,13.979724197589762,False,False,False,False,True,
NGC0055,C_nfw,inner,outer,5,False,24.47661999058649,4.895323998117298,8.942025004673917,8.72616159737573,1.99426469532887,True,False,False,False,True,
NGC0100,C_nfw,inner,outer,5,False,1.3809721767960754,0.27619443535921506,3.8122311570047134,3.7355615599708045,0.49162526985245875,True,False,False,False,True,
NGC0247,C_nfw,inner,outer,6,False,0.8616274976086173,0.14360458293476955,3.166048329434415,-3.0029382419516986,-0.35403582889199403,False,False,False,False,True,
NGC0289,C_nfw,inner,outer,6,False,25.156901306091854,4.192816884348642,13.803931657547986,12.98557628036752,1.6629402551926968,False,False,False,False,True,
NGC0300,C_nfw,inner,outer,5,False,1.0916664583110371,0.21833329166220744,3.6090948255137687,2.959333244073534,0.31570352730908935,False,False,False,False,True,
NGC0801,C_nfw,inner,outer,3,False,23.221020023456184,7.740340007818728,10.406939992464954,-9.832577918333916,-2.3332178267395496,False,False,False,False,True,
NGC0891,C_nfw,inner,outer,4,False,19.296562866736966,4.824140716684242,8.995335207112735,8.5736997476831,2.137527574101059,False,False,True,False,True,
NGC1003,C_nfw,inner,outer,8,False,29.327986995700776,3.665998374462597,4.273343364290972,-4.137804235706708,-1.8622443872423056,False,False,False,False,True,
NGC1090,C_nfw,inner,outer,5,False,6.037807204966129,1.2075614409932258,2.4505269412751236,2.3182757340556064,1.0395855309666397,False,False,False,False,True,
NGC2403,C_nfw,inner,outer,15,False,284.9182921863975,18.994552812426498,8.406788646514295,-8.065063489265087,-3.2859667688975223,False,False,False,False,True,
NGC2683,C_nfw,inner,outer,3,False,0.1239541257015186,0.041318041900506204,2.0468376551732295,-1.8072640646347982,-0.1765434614162664,False,False,False,False,True,
NGC2841,C_nfw,inner,outer,10,False,234.95498710578272,23.49549871057827,26.334447009976486,-24.035989413070048,-4.583610842916651,False,False,False,False,True,
NGC2903,C_nfw,inner,outer,7,False,3.6117684164466537,0.5159669166352362,2.990243065323565,-1.7970120359439647,-0.40058813363051726,False,False,False,False,True,
NGC2915,C_nfw,inner,outer,6,False,0.4288161047604808,0.07146935079341347,1.668238720559109,-0.5138235927201672,-0.10826256203352291,False,False,False,False,True,
NGC2955,C_nfw,inner,outer,5,False,153.87752525273493,30.775505050546986,65.96997294470005,59.93628188802514,4.805296469590944,True,False,False,False,True,
NGC2976,C_nfw,inner,outer,6,False,8.660537330681755,1.4434228884469593,5.629923172684185,-3.5409043162810385,-0.7735135310113591,False,False,False,False,True,
NGC2998,C_nfw,inner,outer,3,False,23.28423750798427,7.761412502661423,7.47142617271674,-7.1303709400289295,-2.6991715400456826,False,False,False,False,True,
NGC3109,C_nfw,inner,outer,5,False,25.17917873293707,5.035835746587415,7.017096218559415,-6.948164672952508,-2.2190549607375583,True,False,False,False,True,
NGC3198,C_nfw,inner,outer,9,False,30.675895956013694,3.4084328840015217,3.7046702701734193,3.122683687149968,1.5297057024675862,False,False,False,False,True,
NGC3521,C_nfw,inner,outer,9,False,168.1158533026113,18.6795392558457,34.94518970333633,-30.153738182177968,-3.2414360241264877,False,False,False,False,True,
