galaxy,model_id,fit_mode,region,n_rows,failed,chi2,loss,rms_kms,signed_kms,signed_standardized,halo_bound_hit,eta_bound_hit,nuisance_bound_hit,guard_active,optimizer_success,eta
NGC4088,C_core,full,all,12,False,4.508379730181895,0.37569831084849126,5.239168537333886,-0.2693368692860645,-0.019326251730865395,False,True,False,False,True,2.1206255344385068e-11
NGC4100,C_core,full,all,24,False,30.089158302147933,1.2537149292561638,7.099858081531532,-1.3148206116207988,-0.15052070145320318,False,True,False,False,True,3.10371305841758e-15
NGC4138,C_core,full,all,7,False,2.066210725251362,0.29517296075019456,9.72121986733304,-1.868007698050844,-0.04562065083143896,False,True,False,False,True,6.712584135817227e-17
NGC4157,C_core,full,all,17,False,4.988231824251104,0.2934254014265355,5.4876635307234665,0.9738580448121283,0.06603248326225519,False,True,False,False,True,7.641245125523679e-16
NGC4183,C_core,full,all,23,False,6.433762820738666,0.27972881829298546,2.9164999317164835,-0.5031214366884412,-0.10490523749727847,False,True,False,False,True,2.5877585662393787e-09
NGC4217,C_core,full,all,19,False,17.7245322973072,0.9328701209109053,7.875609929480211,1.4564270396516232,0.1848392801675206,False,True,False,False,True,1.227860883684957e-19
NGC4559,C_core,full,all,32,False,1.668499028899172,0.05214059465309912,1.4426015662567098,0.09021941667410083,0.0029442726403343528,False,False,False,False,True,3.1475341610187124
NGC5005,C_core,full,all,18,False,1.3905284563460436,0.07725158090811353,5.6310152191081775,0.049015619588978945,0.026801689633700474,False,True,False,False,True,2.9571993047169946e-14
NGC5033,C_core,full,all,22,False,62.2211653713336,2.8282347896060727,9.355125240583156,0.5535385448967312,-0.04948768146448159,False,True,False,False,True,1.6313375442447e-16
NGC5055,C_core,full,all,28,False,213.34533620859744,7.619476293164195,6.271972689830185,2.081145988938562,0.5533054478281547,False,True,False,False,True,6.1421774418729536e-27
NGC5371,C_core,full,all,19,False,128.4548704629909,6.7607826559468895,11.713970547734728,-4.570991169696164,-0.608395318362675,False,True,False,True,True,999.9999287502228
NGC5585,C_core,full,all,24,False,76.15238392199568,3.17301599674982,2.6059777035454044,0.5675391727901474,0.07256768567504146,False,False,False,False,True,0.7375921616843537
NGC5907,C_core,full,all,19,False,84.67053741416206,4.456344074429582,8.900502895037476,-2.293118678386722,-0.32561592822738405,False,True,False,False,True,5.420584373200594e-13
NGC5985,C_core,full,all,33,False,182.92967915582653,5.543323610782622,13.798291016164837,-2.2333575180331886,-0.24073242095345448,False,False,False,True,True,998.0807941184094
NGC6015,C_core,full,all,44,False,335.51836643476804,7.625417418972001,7.06321105046101,-0.5055131391140744,-0.20057460424739093,False,False,False,False,True,4.199330710186568
NGC6195,C_core,full,all,23,False,29.311675006405544,1.2744206524524149,9.16950637143772,0.8595046595153594,0.05813575913611439,False,True,False,False,True,1.7856800139133412e-17
NGC6503,C_core,full,all,31,False,208.0401436329916,6.710972375257794,6.51741007637702,-2.2935617870983824,-0.5538661959673477,False,True,False,False,True,1.591414744030944e-16
NGC6674,C_core,full,all,15,False,13.118978480666755,0.8745985653777837,8.021314066930234,2.505362019520756,0.10272327758201419,False,True,False,False,True,8.78146599524422e-12
NGC6789,C_core,full,all,4,False,0.600855341967152,0.150213835491788,1.5986851502519566,-0.7112134534660246,-0.13957115854272897,False,True,False,False,True,5.0068941121566605e-14
NGC6946,C_core,full,all,58,False,81.05116684988474,1.3974339112049092,4.388700820163819,0.41359435056892857,0.08940210206803967,False,True,False,False,True,1.0790278497222706e-14
NGC7331,C_core,full,all,36,False,65.06152090624721,1.807264469617978,7.473537907337912,-0.71801639385353,-0.12872148368127734,False,True,False,False,True,2.4100190634693047e-12
NGC7793,C_core,full,all,46,False,22.980085710594178,0.4995670806650908,4.859079274231065,-0.4743892300558081,-0.05433994825777528,False,True,False,False,True,999.9807998707862
NGC7814,C_core,full,all,18,False,23.22868431750522,1.2904824620836233,6.978640329548375,0.5800629489526032,-0.07681977387391788,False,True,True,False,True,3.192915906647529e-33
UGC00128,C_core,full,all,22,False,114.98614750628542,5.226643068467519,6.397064558671184,1.5122132238138064,0.06906585044248532,False,True,False,False,True,8.817337187468551e-11
UGC00191,C_core,full,all,9,False,21.5166049966422,2.3907338885158,4.895955912968397,-1.472768367639126,-0.23192046780996373,False,True,False,False,True,2.0084176543219209e-13
UGC00634,C_core,full,all,4,False,1.8829381270902408,0.4707345317725602,2.1652694013635316,-1.3717682834549763,-0.3429161758394146,False,True,False,False,True,5.328745370517573e-20
UGC00731,C_core,full,all,12,False,19.829004313549618,1.6524170261291349,3.6136937652394265,-0.5318808753155521,-0.24590154602865735,False,True,False,False,True,2.0306842969178392e-23
UGC00891,C_core,full,all,5,False,1.5301591963507017,0.3060318392701403,0.7696574246125896,-0.15233256514158527,-0.1419050960786718,False,True,False,False,True,2.9876784596939603e-19
UGC01281,C_core,full,all,25,False,149.71700261275103,5.988680104510041,10.498627473447192,-6.812299099155979,-1.4996291810370095,False,True,True,False,True,1.5693389759829822e-08
UGC02259,C_core,full,all,8,False,17.38856394060654,2.1735704925758177,4.274637035979994,-1.9447864563311077,-0.5387335280269462,False,True,False,True,True,1000.0
UGC02487,C_core,full,all,17,False,70.17352743938473,4.127854555257925,12.07290189666967,-0.8384019785486183,-0.03281172286214947,False,True,False,False,True,1.3323143338899098e-24
UGC02885,C_core,full,all,19,False,17.445695733610396,0.918194512295284,9.582246669206986,-0.4468956823960603,-0.04468956823960603,False,True,False,False,True,1.117353445813485e-15
UGC02916,C_core,full,all,43,False,81.94778781641821,1.9057625073585631,7.9502778884459655,0.8230795318432197,0.23249079606941242,False,True,True,False,True,1.7669677079730376e-12
