guard,model,galaxy,anchor_offset,T,n_test,r_anchor,r_max,radial_factor,core_mass_growth,nfw_mass_growth,core_mass_fraction_anchor,core_mass_fraction_final,core_effective_halo_speed_slope,nfw_effective_halo_speed_slope,core_anchor_halo2,nfw_anchor_halo2,core_original_loss,nfw_original_loss,core_with_nfw_growth_loss,nfw_with_core_growth_loss,core_swap_admissible,nfw_swap_admissible,core_signed_fraction,core_swapped_signed_fraction,core_guard_active,nfw_guard_active,core_nuisance_bound,nfw_nuisance_bound
0.001,fixed_core,ESO116-G012,2,7,3,6.05,9.86,1.6297520661157023,1.619738216506929,2.4602479957699503,0.5654478743782019,0.9158775315729826,-0.006309380747299975,0.42159166426668604,7975.291117073858,8430.551241504478,1.3926647481822336,10.34635136384939,13.025886230379358,3.25360428770888,True,True,-0.03331734675130762,0.08750708610872349,False,False,False,False
0.001,fixed_core,ESO563-G021,0,4,6,32.18,42.41,1.3178993163455561,1.0032144144522888,1.73215899293532,0.9966800811206149,0.9998838239776773,-0.49418694680991526,0.4950922148697503,68633.91878008755,42193.73511442854,43.78827402632209,1.6929467447847963,4.557758454350783,17.160276900731304,True,True,-0.183352396045216,-0.05343834644249292,False,False,False,False
0.001,fixed_core,ESO563-G021,1,4,6,30.53,42.41,1.3891254503766786,1.0054311220409193,1.9236064568650622,0.9944826672442945,0.9998838239776773,-0.4917601932716564,0.4952126380552033,72183.75515976532,40047.80654085159,43.78827402632209,1.6929467447847963,1.4871302271349018,23.054067511229864,True,True,-0.183352396045216,-0.008324073455002313,False,False,False,False
0.001,fixed_core,ESO563-G021,2,4,6,28.8,42.41,1.4725694444444444,1.009250143279477,2.1606558022591202,0.9907195264086219,0.9998838239776773,-0.48810411700695144,0.4953414432035833,76230.24091501205,37795.81275835012,43.78827402632209,1.6929467447847963,4.072105210117342,29.91293201500606,True,True,-0.183352396045216,0.04407326931275515,False,False,False,False
0.001,fixed_core,F568-3,0,7,4,10.17,17.98,1.7679449360865291,1.2339323971764418,3.119143143569828,0.8054444198441388,0.9938639637706663,-0.3155496954533561,0.49817721799380144,8778.86604997052,6113.7572932744915,3.048021125793536,0.03848772170426918,0.7104486770491976,3.016911626614224,True,True,-0.14622605118391946,0.08348060531269541,False,False,False,False
0.001,fixed_core,F568-3,1,7,4,9.1,17.98,1.975824175824176,1.3782593944493766,3.8946705520052647,0.721100808580174,0.9938639637706663,-0.2644433396475673,0.4982656479625239,8783.71808562433,5472.07868348039,3.048021125793536,0.03848772170426918,1.92821995240541,3.8245665408361997,True,True,-0.14622605118391946,0.13850376859837027,False,False,False,False
0.001,fixed_core,F568-3,2,7,4,6.31,17.98,2.8494453248811413,2.409709854334316,8.094166498079236,0.4124413410116639,0.9938639637706663,-0.08003729653946667,0.498517325962602,7245.304283273147,3797.195519746644,3.048021125793536,0.03848772170426918,5.326234076321574,5.186851571949925,True,True,-0.14622605118391946,0.23083488175693917,False,False,False,False
0.001,fixed_core,F568-V1,0,7,3,9.0,17.63,1.9588888888888887,1.037997816996782,2.369815417780798,0.9633698316175585,0.9999757821795829,-0.4722673006278832,0.14161291325780823,9582.526703065416,13350.96120802467,2.3733123787651103,1.1245161148610092,0.01628257643312726,0.9289774844800428,True,True,-0.1636706367249837,-0.017187041383558695,False,False,False,False
0.001,fixed_core,F568-V1,1,7,3,8.21,17.63,2.147381242387332,1.0678502386472062,2.7014708095862225,0.9364382251263911,0.9999757821795829,-0.45705097523595895,0.15017832808880105,10210.934293980421,12838.85008574368,2.3733123787651103,1.1245161148610092,0.06109816276436685,1.2420177659211487,True,True,-0.1636706367249837,0.026933587512465842,False,False,False,False
0.001,fixed_core,F568-V1,2,7,3,7.44,17.63,2.369623655913978,1.117624048165208,3.118976068235905,0.8947335947371865,0.9999757821795829,-0.4355505786893086,0.1592463758324828,10765.899322343435,12271.130821504317,2.3733123787651103,1.1245161148610092,0.3448984043460741,1.6830436029109574,True,True,-0.1636706367249837,0.07160850852923754,False,False,False,False
0.001,fixed_core,F571-8,0,5,3,7.22,15.55,2.1537396121883656,2.2853755435791014,4.628323298932061,0.41647836045867176,0.9518094594221698,0.03866282399969734,0.49855533696393484,14423.890511131582,15157.57874292731,4.5827369267054445,22.251974009325355,18.799946329688023,4.074987452508686,True,True,-0.05403999253285913,0.11915433327356982,False,False,False,False
0.001,fixed_core,F571-8,1,5,3,6.11,15.55,2.545008183306056,3.2065911014017687,6.460814443665431,0.2968290715352151,0.9518094594221698,0.1236838497068139,0.49865525367515773,12147.653537964685,12831.051260868857,4.5827369267054445,22.251974009325355,18.150099796842486,3.8677802187922947,True,True,-0.05403999253285913,0.11639694855753491,False,False,False,False
0.001,fixed_core,F571-8,2,5,3,5.44,15.55,2.858455882352941,4.1597758693256734,8.148813482111068,0.22881267869282204,0.9518094594221698,0.1786090632473475,0.4987189988215672,10517.399221230255,11426.084759289975,4.5827369267054445,22.251974009325355,14.886951846571563,2.947574772903863,True,True,-0.05403999253285913,0.10136632394374961,False,False,False,False
0.001,fixed_core,F574-1,0,7,3,9.87,12.6,1.2765957446808511,1.050137562523767,1.469989729163381,0.9422584396815444,0.9895009811146251,-0.39983256259018096,0.2888210668034735,6719.3494089573005,8597.319490073956,3.5524529345775817,3.245582652629231,0.1382993034125505,0.19374893712091112,True,True,-0.08879340438471417,-0.007465723931803618,False,False,False,False
0.001,fixed_core,F574-1,1,7,3,8.92,12.6,1.4125560538116593,1.0974131158519762,1.73331558240867,0.9016668078970664,0.9895009811146251,-0.36543795035647897,0.29622859685336633,7114.683255855986,8067.742409730316,3.5524529345775817,3.245582652629231,0.7937110088140212,1.4716962449146722,True,True,-0.08879340438471417,0.04005765746549012,False,False,False,False
0.001,fixed_core,F574-1,2,7,3,7.99,12.6,1.5769712140175218,1.1770149066104263,2.0802073905140728,0.8406868728317091,0.9895009811146251,-0.32109843368464547,0.3040152145074433,7405.626904588322,7504.834247434615,3.5524529345775817,3.245582652629231,3.4679909534256286,4.054391519690806,True,True,-0.08879340438471417,0.08754468454586906,False,False,False,False
0.001,fixed_core,F583-1,0,9,5,6.43,16.26,2.5287713841368586,1.4962746101586022,6.377978757583713,0.6677138849551139,0.9990833329086988,-0.2828156485483241,0.4985901697262073,4892.8902994699465,4870.874205868207,3.6221041212889573,8.652719918624097,8.828748506615284,3.7045476402870086,True,True,-0.12450576219630063,0.17446914199786073,False,False,False,False
0.001,fixed_core,F583-1,1,9,5,6.08,16.26,2.674342105263158,1.612252837008907,7.132756004366479,0.6196815474440248,0.9990833329086988,-0.25722739465377675,0.4986229995018284,4802.319265428049,4606.170481064621,3.6221041212889573,8.652719918624097,10.11694084479705,4.131151349878973,True,True,-0.12450576219630063,0.19383144753170675,False,False,False,False
0.001,fixed_core,F583-1,2,9,5,5.86,16.26,2.7747440273037545,1.699972290036759,7.677924616134589,0.5877056577711012,0.9990833329086988,-0.2400384443052498,0.498644015657148,4725.505793785817,4439.760012200123,3.6221041212889573,8.652719918624097,10.889879434624984,4.377152638233918,True,True,-0.12450576219630063,0.20476884640559345,False,False,False,False
0.001,fixed_core,F583-4,0,5,3,5.83,7.29,1.2504288164665522,1.0481959978968676,1.4528946663594946,0.9420930130331177,0.9874981259079153,-0.3946903287444925,0.3357502841112706,2480.749593424483,3059.51042377916,4.496707119566455,0.11470738235392074,1.4231257782089128,2.060663459772265,True,True,-0.14510547595103904,-0.08499992484078082,False,False,False,False
0.001,fixed_core,F583-4,1,5,3,5.05,7.29,1.4435643564356435,1.1221960392511723,1.8590271661249114,0.8799693559485923,0.9874981259079153,-0.34298187242520584,0.3444939741222165,2675.0621170976237,2760.4348844194064,4.496707119566455,0.11470738235392074,0.14187594854268712,4.553250129808358,True,True,-0.14510547595103904,-0.02267999408725535,False,False,False,False
0.001,fixed_core,F583-4,2,5,3,5.0,7.29,1.458,1.1291420481002814,1.8913717873591276,0.8745561531158333,0.9874981259079153,-0.3389430326434584,0.3450814956963756,2685.192318171568,2740.360572944807,4.496707119566455,0.11470738235392074,0.10873562214364697,4.736254497276256,True,True,-0.14510547595103904,-0.01857258789164422,False,False,False,False
0.001,fixed_core,IC2574,0,9,7,8.25,10.23,1.24,1.5810607763228341,1.5367897336075615,0.24335015082064157,0.3847513783747623,0.5647879252160852,0.49877480411585384,2339.0874403875127,1799.3216610340999,1.4801003089227793,9.600929347606407,1.9500862873980493,8.660123479963543,True,True,-0.0361129897543187,-0.04365509098556764,False,False,False,True
0.001,fixed_core,IC2574,1,9,7,7.96,10.23,1.285175879396985,1.7170195160035808,1.650679191552888,0.2240809581886896,0.3847513783747623,0.5773205888250204,0.49879566281226695,2232.3416952067046,1736.2068406907038,1.4801003089227793,9.600929347606407,2.17202146723746,8.262502288966393,True,True,-0.0361129897543187,-0.047326968912254394,False,False,False,True
0.001,fixed_core,IC2574,2,9,7,7.68,10.23,1.33203125,1.8676752461452752,1.773103108234295,0.2060055029207336,0.3847513783747623,0.5894375789001165,0.4988160557775312,2127.092554436167,1675.2591405501712,1.4801003089227793,9.600929347606407,2.4389853781039266,7.816747857695067,True,True,-0.0361129897543187,-0.05148656880469292,False,False,False,True
0.001,fixed_core,IC4202,0,4,7,18.65,25.9,1.388739946380697,1.0001939864567944,1.4449660839549032,0.9998053459967865,0.9999992946933406,-0.49970467490776915,0.06042845823791054,17283.956112827505,53765.950208884955,32.029345346850256,4.119906856155294,18.120518583594777,3.853549948267868,True,True,-0.15327917019705264,-0.1177771697069427,False,False,True,True
0.001,fixed_core,IC4202,1,4,7,17.88,25.9,1.4485458612975393,1.000342601237141,1.5194549777355597,0.9996568110331642,0.9999992946933406,-0.49953780443272194,0.06448547962290563,18025.60920377681,53332.07295019508,32.029345346850256,4.119906856155294,15.830822702422529,6.044727691867736,True,True,-0.15327917019705264,-0.10895101952943805,False,False,True,True
