tier,model,fit_mode,galaxy,n_rows,n_train,n_outer,n_parameters,eta,chi2_data,prior_penalty,objective,physical_length_kpc,physical_amplitude_kms,length_catalogue_kpc,amplitude_catalogue_kms,ml_disk,ml_bulge,distance_ratio,inclination_deg,halo_bound_hit,eta_bound_hit,nuisance_bound_hit,maximum_abs_pull,regime_ratio,guard_active,guard_refitted_here,optimizer_success,train_admissible,outer_admissible,current_display,nfw_reused_from_matched_tier
matched_nuisance,nfw,inner,NGC3893,10,8,2,5,,3.922336900211017,0.7548192321208623,4.67715613233188,11.11309113638646,354.351813968521,11.879573267947512,352.2741921416221,0.4247376124403001,0.7,0.9354789844489524,48.61503651106048,False,False,False,0.7084928289799228,1.3971013578943792e-06,False,False,True,True,True,False,False
matched_nuisance,core,inner,NGC3917,17,13,4,5,0.3,13.412532694895612,0.5983968037155535,14.010929498611166,3.0546553778476206,135.3548591661859,3.2111576717809003,135.32463346916384,0.4266865416698818,0.7,0.9512629680851256,78.93437108681407,False,False,False,0.6886105955658274,3.29286546602879e-07,False,False,True,True,True,False,False
matched_nuisance,nfw,inner,NGC3917,17,13,4,5,,39.29723031329838,7.472707234894705,46.76993754819309,5873.805119319008,2485.5116059502425,4999.9999999989295,2487.8535701838955,0.8734615611582066,0.7,1.1747610238640531,79.28129109685769,True,False,False,2.422737931979261,6.873693848413852e-05,False,False,True,True,True,False,False
matched_nuisance,core,inner,NGC3953,8,6,2,5,0.3,0.5510247629399017,0.1242483538776921,0.6752731168175938,2.947040368642006,157.1625634091255,2.8708005583844627,157.2007616558453,0.5351380631175549,0.7,1.0265569860068744,62.02620169642589,False,False,False,0.2949583808658702,4.4394021943377514e-07,False,False,True,True,True,False,False
matched_nuisance,nfw,inner,NGC3953,8,6,2,5,,1.4315912768358274,0.0173448482203033,1.4489361250561308,6.5962461838588204,314.8575020578257,6.6719733243375385,314.8259355636737,0.4883134621012236,0.7,0.9886499635418976,61.98919851189365,False,False,False,0.1027130701137614,1.1030283768870886e-06,False,False,True,True,True,False,False
matched_nuisance,core,inner,NGC3972,10,8,2,5,0.3,6.780343652662314,0.0236194809623053,6.803963133624619,2.2786328062214163,113.20112818794884,2.2462945381074317,113.2039090179535,0.5132165284653719,0.7,1.0143962724234867,77.00609792858393,False,False,False,0.113306303226681,2.303179546462848e-07,False,False,True,True,True,False,False
matched_nuisance,nfw,inner,NGC3972,10,8,2,5,,8.848738106875306,0.1063822665391758,8.955120373414482,55.14245552817289,462.8364385125229,56.53492132038411,462.8176995584012,0.4694770986805061,0.7,0.9753698110886172,76.98995588939803,False,False,False,0.2735559231166091,2.3834918994963114e-06,False,False,True,True,True,False,False
matched_nuisance,core,inner,NGC3992,9,7,2,5,0.3,6.637950976464643,9.573571091279458,16.211522067744102,21.682148645832758,193.6616076662273,19.610380717941734,196.17671490738783,0.9619192031584908,0.7,1.1056464919110691,57.11946902860187,False,False,False,2.841685904709565,6.740829624083857e-07,False,False,True,True,True,False,False
matched_nuisance,nfw,inner,NGC3992,9,7,2,5,,2.447871127780091,0.0018749218866478,2.449746049666739,10.890032290174004,447.9841736272686,10.853194029502648,448.1634766174876,0.502196556734592,0.7,1.0033942322021718,56.03401349334648,False,False,False,0.034975349213683,2.2329753927267743e-06,False,False,True,True,True,False,False
matched_nuisance,core,inner,NGC4010,12,9,3,5,0.3,5.764591683377432,0.0062890655971038,5.770880748974536,7.045464572720113,188.2600891735253,7.095510330828149,188.26007649373125,0.4930363285056789,0.7,0.9929468416259504,88.99977894155624,False,False,False,0.0609108366268772,6.370049467699328e-07,False,False,True,True,True,False,False
matched_nuisance,nfw,inner,NGC4010,12,9,3,5,,11.940240171236791,2.2876576961939628,14.227897867430752,4474.927176292791,3798.988225690585,4999.999999998973,3798.9847745119423,0.369807374157204,0.7,0.894985435258742,88.9970224803054,True,False,False,1.30994437361832,0.00016058112242780092,False,False,True,True,True,False,False
matched_nuisance,core,inner,NGC4013,36,28,8,6,0.3,22.639713093811388,1.3400286583031538,23.979741752114546,14.049957876445342,173.66218629552677,12.777896512815282,173.66236826843075,0.5839257743218501,0.8055670974302875,1.0995517033929862,89.00344549301677,False,False,False,0.7167722644295005,5.420468353711104e-07,False,False,True,True,True,False,False
matched_nuisance,nfw,inner,NGC4013,36,28,8,6,,19.86921120873697,0.5807086438069858,20.44991985254396,415.7168504651197,834.068085500913,391.57123507432266,834.0686094913557,0.5383239212541143,0.7908257285421629,1.0616634043259434,89.00206429360648,False,False,False,0.5298275009389848,7.74036787447398e-06,False,False,True,True,True,False,False
