tier,model,fit_mode,galaxy,radius_kpc,prediction_kms,catalogue_baryon_v2,fitted_baryon_v2,halo_v2,is_observed_radius
expanded_family,nfw,full,NGC4559,16.034912280701754,122.60969182289526,5001.332967261016,3220.0176666856883,11813.11886221966,False
expanded_family,nfw,full,NGC4559,16.08578947368421,122.65219742910804,5002.72401211428,3221.6970403633945,11821.864493825502,False
expanded_family,nfw,full,NGC4559,16.136666666666667,122.69444802072555,5004.1270944686985,3223.384194149347,11830.543380961177,False
expanded_family,nfw,full,NGC4559,16.18754385964912,122.73620483187891,5005.454547614538,3225.020010729579,11839.155965803357,False
expanded_family,nfw,full,NGC4559,16.238421052631576,122.77722940300805,5006.618704842063,3226.545372790124,11847.702687088742,False
expanded_family,nfw,full,NGC4559,16.289298245614034,122.81728356857137,5007.531899441546,3227.9011630170176,11856.183980145855,False
expanded_family,nfw,full,NGC4559,16.33,122.84846833922957,5008.022849999999,3228.823976643318,11862.92219665137,True
expanded_family,nfw,full,NGC4559,16.34017543859649,122.85615155266305,5008.114442986896,3229.033697404559,11864.600276926352,False
expanded_family,nfw,full,NGC4559,16.391052631578944,122.8943794156576,5008.561941166314,3230.076485923501,11872.952006036106,False
expanded_family,nfw,full,NGC4559,16.441929824561402,122.93228439735617,5008.9887834485435,3231.106954386553,11881.239592765905,False
expanded_family,nfw,full,NGC4559,16.492807017543857,122.9698539415304,5009.390590780751,3232.1215192794684,11889.463459121851,False
expanded_family,nfw,full,NGC4559,16.543684210526315,123.00707549138546,5009.762984110099,3233.116597088,11897.624023855402,False
expanded_family,nfw,full,NGC4559,16.59456140350877,123.04393648933309,5010.101584383754,3234.088604297902,11905.721702493132,False
expanded_family,nfw,full,NGC4559,16.645438596491225,123.08042437675071,5010.402012548879,3235.033957394926,11913.756907366125,False
expanded_family,nfw,full,NGC4559,16.696315789473683,123.11652659372729,5010.6598895526395,3235.9490728648266,11921.73004763913,False
expanded_family,nfw,full,NGC4559,16.747192982456138,123.15223057879491,5010.870836342199,3236.8303671933563,11929.641529339313,False
expanded_family,nfw,full,NGC4559,16.798070175438596,123.18752376864722,5011.030473864725,3237.6742568662685,11937.491755384755,False
expanded_family,nfw,full,NGC4559,16.84894736842105,123.2223935978441,5011.134423067377,3238.4771583693146,11945.281125612695,False
expanded_family,nfw,full,NGC4559,16.89982456140351,123.25682749850249,5011.178304897324,3239.2354881882507,11953.010036807347,False
expanded_family,nfw,full,NGC4559,16.950701754385964,123.29081289997397,5011.157740301728,3239.9456628088274,11960.678882727561,False
expanded_family,nfw,full,NGC4559,16.98,123.31017540326877,5011.114949999999,3240.331379412876,11965.067978572037,True
expanded_family,nfw,full,NGC4559,17.00157894736842,123.32429463445052,5011.052281251199,3240.5935929506454,11968.288054134116,False
expanded_family,nfw,full,NGC4559,17.052456140350877,123.35695362673187,5010.741083677298,3241.100069250941,11975.837938816734,False
expanded_family,nfw,full,NGC4559,17.10333333333333,123.3888270904231,5010.2362464407815,3241.4737291295355,11983.328921620798,False
expanded_family,nfw,full,NGC4559,17.15421052631579,123.42003811742075,5009.582187134931,3241.7444244317217,11990.761384473868,False
expanded_family,nfw,full,NGC4559,17.205087719298245,123.45070965132025,5008.823323353026,3241.94200700279,11998.135706411784,False
expanded_family,nfw,full,NGC4559,17.2559649122807,123.48096449369302,5008.004072688349,3242.096328688032,12005.452263604644,False
expanded_family,nfw,full,NGC4559,17.306842105263158,123.51092530912041,5007.168852734181,3242.2372413327366,12012.711429382382,False
expanded_family,nfw,full,NGC4559,17.357719298245613,123.54071462899334,5006.362081083803,3242.394596782198,12019.913574260172,False
expanded_family,nfw,full,NGC4559,17.40859649122807,123.57045485408405,5005.628175330497,3242.5982468817065,12027.059065963518,False
expanded_family,nfw,full,NGC4559,17.459473684210526,123.60026825589681,5005.011553067543,3242.878043476553,12034.148269453097,False
expanded_family,nfw,full,NGC4559,17.51035087719298,123.63027697680442,5004.556631888223,3243.2638384120282,12041.181546949349,False
