r,vc2_field_isolated,vc2_baryon,vc2_field_deformed,vc_total_unchanged_field,vc_total_deformed,vc_total_spherical
0.1,0.00332671460136901,0.00319176186497947,0.00762970852688933,0.0807370823497386,0.104026296636326,0.104540845757608
0.11,0.00402364536264066,0.00385906951219402,0.00922244280708369,0.0887846545008465,0.114374439099292,0.114939848768912
0.12,0.00478628285839379,0.00458875562877923,0.0109642409403498,0.0968247824018883,0.124711653702166,0.125327523175595
0.13,0.00561444568474985,0.00538050278084507,0.0128548299733815,0.104856799806188,0.13503826403737,0.135704187600047
0.14,0.0065079369564533,0.00623396719206351,0.0148929850631817,0.112880043180878,0.145351134344542,0.146066666589929
0.15,0.00746654437965607,0.00714877905294026,0.0170783016632202,0.120893851922239,0.155650508242538,0.156415191837903
0.16,0.00849004033035198,0.00812454285251923,0.0194097929529873,0.1288975685685,0.165934733571686,0.166748080703884
0.17,0.00957818193842151,0.00916083773200493,0.0218864708499665,0.13689053900992,0.176202464744315,0.177063958887794
0.18,0.0107307111772446,0.0102572178597558,0.0245076654069003,0.144872112695993,0.18645343457994,0.187362539117992
0.19,0.0119473549588361,0.0114132128270714,0.027272020318273,0.152841642839599,0.196685620077688,0.197641762623826
0.2,0.0132278252344556,0.0126283280641673,0.0301787477646649,0.160798486617949,0.206898709103832,0.207901296026336
0.21,0.0145718191006423,0.013902045275703,0.0332266326109998,0.168742005370166,0.217091404451449,0.218139812205678
0.22,0.0159790189106204,0.0152338228952039,0.0364144377110866,0.176671564791351,0.22726253674174,0.22835611300624
0.23,0.0174490923910189,0.0166230965576921,0.0397411619119644,0.18458653512299,0.237411580319193,0.238549649378121
0.24,0.0189816927638476,0.0180692795898172,0.0432052677750412,0.192486291339578,0.24753696161353,0.248718815719961
0.25,0.0205764588736687,0.0195717635167602,0.0468056464572228,0.200370213331295,0.257638137654313,0.258863045735585
0.26,0.0222330153198987,0.0211299185851591,0.0505408512542729,0.208237686082653,0.267713970198479,0.268981173088285
0.27,0.0239509725941757,0.0227430943012906,0.0544094061344317,0.216088099846952,0.277763389300538,0.279072100576972
0.28,0.0257299272227219,0.0244106199837241,0.0584100195942325,0.223920850316459,0.287785752909967,0.289135162535409
0.29,0.0275694619136314,0.0261318053296487,0.0625409617877167,0.231735338788196,0.297779729191504,0.299168998294548
0.3,0.0294691457090092,0.0279059409940643,0.0668008432818866,0.239530972325237,0.307744673838478,0.309172940461404
0.31,0.0314285341418845,0.0297322991810121,0.071187996331764,0.247307163913415,0.317679548464764,0.319145924745412
0.32,0.0334471693978211,0.0316101342460143,0.0757007221658911,0.255063332613364,0.327583357959322,0.329086930845237
0.33,0.0355245804811442,0.033538683308883,0.0803374722342548,0.262798903707811,0.337455412674234,0.338995246577893
0.34,0.0376602833857007,0.0355171668760532,0.0850963296526818,0.270513308844045,0.347294538581785,0.348869672074677
0.35,0.0398537812700672,0.0375447894715892,0.0899756581483793,0.278205986171499,0.357100052674273,0.358709502575622
0.36,0.0421045646371198,0.0396207402760144,0.0949735866010743,0.285876380474383,0.366870994870252,0.368513754541809
0.37,0.0444121115178762,0.0417441937721095,0.100088214075677,0.293523943299325,0.376606436280351,0.37828147629559
0.38,0.0467758876595197,0.0439143103968276,0.105317766218759,0.301148133077971,0.386305677690073,0.388011947906641
0.39,0.0491953467175103,0.0461302371984779,0.110660153603661,0.308748415244497,0.395967663833979,0.397704091251174
0.4,0.0516699304516886,0.0483911084983307,0.116113525036958,0.316324262348021,0.405591707922251,0.407357199779877
0.41,0.0541990689262773,0.0506960465558047,0.121675828294754,0.323875154159874,0.41517691993963,0.416970362701392
0.42,0.056782180713681,0.0530441622364042,0.127344984281261,0.331400577775726,0.424722434676655,0.426542694690563
0.43,0.0594186731019815,0.0554345556815821,0.133119023995233,0.338900027712545,0.434227566693797,0.436073491909887
0.44,0.0621079423060299,0.0578663169797141,0.13899570572254,0.346373006000387,0.443691359733604,0.445561778305948
0.45,0.0648493736820309,0.0603385268373832,0.144972995176617,0.353819022269033,0.453113144825881,0.455006867598762
0.46,0.0676423419455151,0.062850257250183,0.151048684576854,0.36123759382946,0.462492099204989,0.464407919143458
0.47,0.0704862113925897,0.0654005721722658,0.157220543329989,0.368628245750181,0.471827421312343,0.473764114169749
0.48,0.073380336124363,0.0679885281838749,0.163486439514466,0.375990510928451,0.481118454955057,0.48307478077262
0.49,0.0763240602744323,0.0706131751561159,0.169844003280031,0.383323930156399,0.490364332344989,0.492339034542963
0.5,0.0793167182393252,0.0732735569122424,0.176291049538742,0.390628052182082,0.499564416718189,0.501556224196356
0.51,0.0823576349117812,0.0759687118847479,0.182825242868554,0.397902433765526,0.508717952065093,0.510725578930666
0.52,0.0854461259167605,0.0786976737675736,0.189444229835993,0.405146639729782,0.517824201446366,0.519846347694115
0.53,0.088581497850069,0.0814594721627669,0.196145747981789,0.412360243007053,0.52688254871893,0.528917901597404
