r,vc2_field_isolated,vc2_baryon,vc2_field_deformed,vc_total_unchanged_field,vc_total_deformed,vc_total_spherical
0.1,0.00332671460136901,0.00319176186497947,0.00773702656673644,0.0807370823497386,0.104540845757608,0.104540845757608
0.11,0.00402364536264066,0.00385906951219402,0.00935209932282643,0.0887846545008465,0.114939848768912,0.114939848768912
0.12,0.00478628285839379,0.00458875562877923,0.0111182324365501,0.0968247824018883,0.125327523175595,0.125327523175595
0.13,0.00561444568474985,0.00538050278084507,0.0130351237513435,0.104856799806188,0.135704187600047,0.135704187600047
0.14,0.0065079369564533,0.00623396719206351,0.0151015038966301,0.112880043180878,0.146066666589929,0.146066666589929
0.15,0.00746654437965607,0.00714877905294026,0.0173169331847478,0.120893851922239,0.156415191837903,0.156415191837903
0.16,0.00849004033035198,0.00812454285251923,0.0196803795659098,0.1288975685685,0.166748080703884,0.166748080703884
0.17,0.00957818193842151,0.00916083773200493,0.0221908078050136,0.13689053900992,0.177063958887794,0.177063958887794
0.18,0.0107307111772446,0.0102572178597558,0.0248475032049855,0.144872112695993,0.187362539117992,0.187362539117992
0.19,0.0119473549588361,0.0114132128270714,0.0276490535059813,0.152841642839599,0.197641762623826,0.197641762623826
0.2,0.0132278252344556,0.0126283280641673,0.0305946208252629,0.160798486617949,0.207901296026336,0.207901296026336
0.21,0.0145718191006423,0.013902045275703,0.0336829323934254,0.168742005370166,0.218139812205678,0.218139812205678
0.22,0.0159790189106204,0.0152338228952039,0.0369126914521147,0.176671564791351,0.22835611300624,0.22835611300624
0.23,0.0174490923910189,0.0166230965576921,0.0402828386607322,0.18458653512299,0.238549649378121,0.238549649378121
0.24,0.0189816927638476,0.0180692795898172,0.0437917697033226,0.192486291339578,0.248718815719961,0.248718815719961
0.25,0.0205764588736687,0.0195717635167602,0.0474383129307432,0.200370213331295,0.258863045735585,0.258863045735585
0.26,0.0222330153198987,0.0211299185851591,0.0512209528907911,0.208237686082653,0.268981173088285,0.268981173088285
