r,vc2_field_isolated,vc2_baryon,vc2_field_deformed,vc_total_unchanged_field,vc_total_deformed,vc_total_spherical
0.1,0.00332671460136901,0.000319176186497947,0.00387266625915598,0.0603812122093202,0.064744439496021,0.0647878202376225
0.11,0.00402364536264066,0.000385906951219402,0.00468220108318791,0.0664044600449402,0.0711906456945525,0.0712383442868881
0.12,0.00478628285839379,0.000458875562877923,0.00556790581792549,0.0724234659573243,0.0776323475157322,0.077684340242497
0.13,0.00561444568474985,0.000538050278084507,0.00652975148743015,0.0784378477702847,0.0840702192545889,0.0841264825550228
0.14,0.0065079369564533,0.000623396719206351,0.00756723403787409,0.084447224203402,0.0905021036058303,0.0905626115943606
0.15,0.00746654437965607,0.000714877905294026,0.00868027574644766,0.0904512149445771,0.096928600793273,0.0969933272015045
0.16,0.00849004033035198,0.000812454285251924,0.00986851154725419,0.0964494407220897,0.103348758253334,0.103417675102331
0.17,0.00957818193842151,0.000916083773200493,0.0111315843262573,0.102441523376129,0.109761869970668,0.109834947680279
0.18,0.0107307111772446,0.00102572178597558,0.0124693079732538,0.108427085929763,0.116168109906417,0.116245317897943
0.19,0.0119473549588361,0.00114132128270714,0.0138811548285353,0.11440575265931,0.122566211131953,0.122647516700098
0.2,0.0132278252344556,0.00126283280641673,0.0153668957023848,0.120377149164085,0.128956304649294,0.129041673986952
0.21,0.0145718191006423,0.0013902045275703,0.0169260916414373,0.126340902435484,0.135337711555234,0.135427109125155
0.22,0.0159790189106204,0.00152338228952039,0.018558300393726,0.132296640925387,0.141709853867846,0.141803242471973
0.23,0.0174490923910189,0.00166230965576921,0.0202632085367467,0.138243994613828,0.148072678751064,0.148170019907633
0.24,0.0189816927638476,0.00180692795898172,0.0220402359521532,0.144182595075929,0.154425269665087,0.154526522976312
0.25,0.0205764588736687,0.00195717635167602,0.0238890296255843,0.150112075548054,0.16076755262571,0.160872676393808
0.26,0.0222330153198987,0.00211299185851591,0.0258090709963088,0.15603207099316,0.167098961261956,0.167207912134512
0.27,0.0239509725941757,0.00227430943012906,0.0277998335862085,0.161942218165322,0.173418981130491,0.173531714148463
0.28,0.0257299272227219,0.00244106199837241,0.0298608928983854,0.167842155673401,0.17972744614209,0.179843914992565
0.29,0.0275694619136314,0.00261318053296487,0.0319916060683448,0.173731524043843,0.186023618396454,0.186143775020863
0.3,0.0294691457090092,0.00279059409940643,0.0341915119335789,0.179609965782569,0.192307321839251,0.192431116838747
0.31,0.0314285341418845,0.00297322991810121,0.0364600127221536,0.185477125435957,0.198578051758634,0.19870543417597
0.32,0.0334471693978211,0.00316101342460143,0.0387965008147737,0.19133264965087,0.204835334450322,0.204966251807931
0.33,0.0355245804811442,0.00335386833088831,0.041200452208307,0.197176187233734,0.211078943855599,0.211213342336224
0.34,0.0376602833857007,0.00355171668760532,0.0436711586408923,0.203007389208635,0.217308249563834,0.217446073753983
0.35,0.0398537812700672,0.00375447894715892,0.0462080622937926,0.208825908874417,0.223523021724724,0.223664214899582
0.36,0.0421045646371198,0.00396207402760144,0.0488104894363086,0.214631401860774,0.229722797005238,0.229867300988673
0.37,0.0444121115178762,0.00417441937721095,0.0514777559004501,0.220423526183316,0.235907132740112,0.236054887938247
0.38,0.0467758876595197,0.00439143103968276,0.0542092479784754,0.226201942297591,0.24207577123322,0.242226716770815
0.39,0.0491953467175103,0.00461302371984779,0.0570041933045686,0.231966313152057,0.248228155180706,0.248382228727904
0.4,0.0516699304516886,0.00483911084983307,0.059861947297811,0.237716304239995,0.254364026834857,0.254521164818102
0.41,0.0541990689262773,0.00506960465558047,0.0627817652218106,0.243451583650339,0.260482955061154,0.260643092571969
0.42,0.056782180713681,0.00530441622364042,0.0657628920819296,0.249171822117433,0.266584523754794,0.266747594581488
0.43,0.0594186731019815,0.00554345556815821,0.0688046336370063,0.254876693069688,0.27266846023177,0.272834396967494
0.44,0.0621079423060299,0.00578663169797141,0.071906157083507,0.260565872677143,0.278734261944022,0.278902995867955
0.45,0.0648493736820309,0.00603385268373832,0.0750667403976745,0.266239039897926,0.284781658611317,0.28495311985187
0.46,0.0676423419455151,0.0062850257250183,0.0782855739584526,0.271895876523594,0.290810246868075,0.290984364343932
0.47,0.0704862113925897,0.00654005721722658,0.0815618385522085,0.277536067223372,0.296819635080692,0.296996336531935
0.48,0.073380336124363,0.00679885281838749,0.0848947684283856,0.283159299587265,0.302809546161895,0.302988758239392
0.49,0.0763240602744323,0.00706131751561159,0.0882834755884457,0.28876526416805,0.308779521834038,0.30896117001765
0.5,0.0793167182393252,0.00732735569122424,0.091727169745635,0.294353654522157,0.314729289130928,0.314913297860897
0.51,0.0823576349117812,0.00759687118847479,0.0952249833769569,0.299924167249417,0.320658470284868,0.320844762925028
0.52,0.0854461259167605,0.00786976737675736,0.0987760403606577,0.305476502031691,0.326566697226485,0.32675519609542
0.53,0.088581497850069,0.00814594721627669,0.102379512514714,0.311010361670388,0.33245369561939,0.332644322067278
0.54,0.0917630485194828,0.00842531332209415,0.10603446299713,0.316525452122854,0.338319045161847,0.338511719514457
0.55,0.0949900671882542,0.00870776802749149,0.109740042476247,0.322021482537649,0.344162476896797,0.344357118565211
0.56,0.0982618348208849,0.00899321344659211,0.113495333159454,0.327498165288719,0.34998363762617,0.350180165085558
0.57,0.101577624331049,0.00928155153618186,0.117299409877961,0.332955216008446,0.35578218254171,0.355980513362785
0.58,0.10493670083155,0.00957268415667395,0.121151391214381,0.338392353619617,0.361557845124476,0.361757896041806
0.59,0.108338321886181,0.00986651313216466,0.125050298631024,0.343809300366272,0.367310239121085,0.367511925995256
0.6,0.111781737763387,0.0101629403095294,0.128995233059551,0.349205781843481,0.373039104343071,0.373242342255477
0.61,0.115266191691596,0.0104618676165106,0.132985234550855,0.354581527026023,0.378744111726328,0.378948814968965
0.62,0.118790920116097,0.0107631971187528,0.137019337162214,0.359936268296,0.384424939722916,0.384631021830174
0.63,0.122355152957364,0.0110668310757399,0.141096615547395,0.365269741469375,0.390081333343618,0.390288707154759
0.64,0.125958113870669,0.0113726719955961,0.145216057183978,0.370581685821446,0.395712937847089,0.395921515481182
0.65,0.129599020506902,0.0116806226887119,0.149376722650646,0.375871844111279,0.40131950530638,0.401529198246758
0.66,0.133277084774454,0.0119905863201586,0.153577618288771,0.381139962605094,0.406900730656667,0.407111449748457
0.67,0.136991513102037,0.0123024664608604,0.15781774593696,0.386385791098609,0.412456315744857,0.412667971227029
0.68,0.140741506702343,0.0126161671374926,0.162096145689248,0.391609082938375,0.417986019893896,0.418198521457749
0.69,0.144526261836389,0.0129315928810782,0.166411779123948,0.39680959504209,0.423489518176101,0.42370277494901
0.7,0.148344970078463,0.0132486487742585,0.17076367587439,0.401987087917911,0.428966577542643,0.429180498165368
0.71,0.152196818581516,0.0135672404972145,0.175150817218844,0.407141325682778,0.434416916931256,0.434631409560796
0.72,0.156080990342894,0.0138872743722184,0.179572181490437,0.412272076079756,0.439840261757215,0.440055234098926
0.73,0.1599966644703,0.0142086574067987,0.184026783584794,0.417379110494402,0.44523638776676,0.445451747130097
0.74,0.163943016447846,0.0145312973355023,0.188513567479044,0.422462203970188,0.450604998656857,0.450820651944972
0.75,0.16791921840209,0.0148551026602417,0.193031541220575,0.427521135222963,0.45594587823646,0.456161732018606
0.76,0.171924439367924,0.0151799826892149,0.19757966974456,0.432555686654491,0.461258769492543,0.461474730010363
0.77,0.175957845554217,0.0155058475743927,0.202156916630487,0.43756564436506,0.466543421564252,0.46675939476377
0.78,0.18001860060908,0.0158326083475627,0.206762280846405,0.442550798165186,0.471799628225762,0.472015519811209
0.79,0.184105865884629,0.016160176954931,0.211394697135211,0.447510941586415,0.47702712091677,0.477242836343752
0.8,0.18821880070115,0.0164884662902754,0.216053161186585,0.452445871891241,0.482225701800371,0.482441146344938
0.81,0.192356562610535,0.0168173902266525,0.220736630267474,0.457355390082141,0.487395137946745,0.487610216713649
0.82,0.196518307658888,0.0171468636466605,0.225444061880144,0.462239300909766,0.492535202322437,0.492749820276759
0.83,0.200703190648172,0.0174768024712612,0.230174448157112,0.467097412880262,0.497645707937257,0.497859769956849
