r,vc2_field_isolated,vc2_baryon,vc2_field_deformed,vc_total_unchanged_field,vc_total_deformed,vc_total_spherical
0.1,0.00332671460136901,0.00319176186497947,0.00775894035492284,0.0807370823497386,0.104645602964971,0.104540845757608
0.11,0.00402364536264066,0.00385906951219402,0.00937859231196317,0.0887846545008465,0.115055038238911,0.114939848768912
0.12,0.00478628285839379,0.00458875562877923,0.0111497688350528,0.0968247824018883,0.125453276018731,0.125327523175595
0.13,0.00561444568474985,0.00538050278084507,0.0130721765784494,0.104856799806188,0.135840639571869,0.135704187600047
0.14,0.0065079369564533,0.00623396719206351,0.0151445529871234,0.112880043180878,0.146213953435323,0.146066666589929
0.15,0.00746654437965607,0.00714877905294026,0.0173664683433885,0.120893851922239,0.156573456870342,0.156415191837903
0.16,0.00849004033035198,0.00812454285251923,0.0197368996130785,0.1288975685685,0.16691747202015,0.166748080703884
0.17,0.00957818193842151,0.00916083773200493,0.0222548212856319,0.13689053900992,0.177244630433863,0.177063958887794
0.18,0.0107307111772446,0.0102572178597558,0.0249195300734392,0.144872112695993,0.18755465318993,0.187362539117992
0.19,0.0119473549588361,0.0114132128270714,0.0277296237378951,0.152841642839599,0.197845486592357,0.197641762623826
0.2,0.0132278252344556,0.0126283280641673,0.0306842768286634,0.160798486617949,0.208116805887537,0.207901296026336
0.21,0.0145718191006423,0.013902045275703,0.0337822283628145,0.168742005370166,0.21836729067907,0.218139812205678
0.22,0.0159790189106204,0.0152338228952039,0.037022193921255,0.176671564791351,0.228595749777766,0.22835611300624
0.23,0.0174490923910189,0.0166230965576921,0.0404031278791826,0.18458653512299,0.238801642450119,0.238549649378121
0.24,0.0189816927638476,0.0180692795898172,0.0439234385159894,0.192486291339578,0.248983369134982,0.248718815719961
0.25,0.0205764588736687,0.0195717635167602,0.0475819687265155,0.200370213331295,0.259140371697032,0.258863045735585
0.26,0.0222330153198987,0.0211299185851591,0.051377217063566,0.208237686082653,0.269271490597733,0.268981173088285
0.27,0.0239509725941757,0.0227430943012906,0.0553076513794174,0.216088099846952,0.279375635445735,0.279072100576972
0.28,0.0257299272227219,0.0244106199837241,0.0593719261330034,0.223920850316459,0.28945214823305,0.289135162535409
0.29,0.0275694619136314,0.0261318053296487,0.0635682495425867,0.231735338788196,0.299499674243955,0.299168998294548
0.3,0.0294691457090092,0.0279059409940643,0.0678951749030439,0.239530972325237,0.309517553455548,0.309172940461404
0.31,0.0314285341418845,0.0297322991810121,0.0723509719638463,0.247307163913415,0.319504727891245,0.319145924745412
0.32,0.0334471693978211,0.0316101342460143,0.076933878250918,0.255063332613364,0.329460183477355,0.329086930845237
0.33,0.0355245804811442,0.033538683308883,0.0816422831959345,0.262798903707811,0.339383214824802,0.338995246577893
0.34,0.0376602833857007,0.0355171668760532,0.0864742014448879,0.270513308844045,0.349272627500268,0.348869672074677
0.35,0.0398537812700672,0.0375447894715892,0.0914279320860953,0.278205986171499,0.359127723181718,0.358709502575622
0.36,0.0421045646371198,0.0396207402760144,0.0965015351144613,0.285876380474383,0.368947523898014,0.368513754541809
0.37,0.0444121115178762,0.0417441937721095,0.101693039760377,0.293523943299325,0.378731083398876,0.37828147629559
0.38,0.0467758876595197,0.0439143103968276,0.107000603338335,0.301148133077971,0.388477687564115,0.388011947906641
0.39,0.0491953467175103,0.0461302371984779,0.112422062802316,0.308748415244497,0.398186262948377,0.397704091251174
0.4,0.0516699304516886,0.0483911084983307,0.117955496668917,0.316324262348021,0.407856108409875,0.407357199779877
0.41,0.0541990689262773,0.0506960465558047,0.123598779008021,0.323875154159874,0.417486317816315,0.416970362701392
0.42,0.056782180713681,0.0530441622364042,0.129349756359688,0.331400577775726,0.427076010326139,0.426542694690563
0.43,0.0594186731019815,0.0554345556815821,0.135206386824705,0.338900027712545,0.436624486837702,0.436073491909887
0.44,0.0621079423060299,0.0578663169797141,0.141166351477247,0.346373006000387,0.446130775061484,0.445561778305948
