galaxy,model,n_inner,n_outer,outer_loss,inner_loss,outer_rms_kms,invalid_outer_rows,invalid_inner_rows,inference_allowed
ESO116-G012,extended,12,3,1.3841333739317687,0.5863158990677272,4.464899345138125,0,0,True
ESO116-G012,inverse_extended,12,3,1.3737985832420341e-28,0.5863158990677272,2.4613922385709617e-14,0,0,False
ESO116-G012,nfw,12,3,10.346351363849385,1.586577883756923,9.000336733025886,0,0,True
ESO116-G012,posthoc_gate_80,12,3,1.3926647567630817,0.591165622252726,4.498913463879444,0,0,False
ESO116-G012,posthoc_gate_90,12,3,1.3926647567630817,0.591165622252726,4.498913463879444,0,0,False
ESO116-G012,posthoc_gate_95,12,3,1.3926647567630817,0.591165622252726,4.498913463879444,0,0,False
ESO116-G012,scalar_core,12,3,1.3926647567630817,0.591165622252726,4.498913463879444,0,0,True
ESO563-G021,adaptive_conservative,24,6,43.78827185269659,4.904071381560197,58.86433617581448,0,0,False
ESO563-G021,adaptive_primary,24,6,43.78827185269659,4.904071381560197,58.86433617581448,0,0,True
ESO563-G021,baryon_only,24,6,599.1129539396942,657.2854894643481,223.66674307287786,0,0,True
ESO563-G021,compact_plummer,24,6,43.78827185269659,4.904071381560197,58.86433617581448,0,0,True
ESO563-G021,core,24,6,43.78827185269659,4.904071381560197,58.86433617581448,0,0,False
ESO563-G021,envelope_a0.5,24,6,43.78827185269659,4.904071381560197,58.86433617581448,0,0,False
ESO563-G021,envelope_a1,24,6,22.618882625954644,4.631326989999061,42.046891741605215,0,0,False
ESO563-G021,envelope_a2,24,6,27.276805871324303,4.71523510961456,46.25055810428987,0,0,False
ESO563-G021,extended,24,6,22.61888286653283,4.631326989999057,42.046891970041315,0,0,True
ESO563-G021,inverse_extended,24,6,0.0,4.631326989999057,0.0,0,0,False
ESO563-G021,nfw,24,6,1.6929467447847921,19.628468129258177,11.048625696820418,0,0,True
ESO563-G021,posthoc_gate_80,24,6,22.61888286653283,4.631326989999057,42.046891970041315,0,0,False
ESO563-G021,posthoc_gate_90,24,6,22.61888286653283,4.631326989999057,42.046891970041315,0,0,False
ESO563-G021,posthoc_gate_95,24,6,22.61888286653283,4.631326989999057,42.046891970041315,0,0,False
ESO563-G021,scalar_core,24,6,43.788274011877924,4.904071381560251,58.86433767053927,0,0,True
F568-3,adaptive_conservative,14,4,3.048020831124534,0.4965018598675668,20.57519006317139,0,0,False
F568-3,adaptive_primary,14,4,3.048020831124534,0.4965018598675668,20.57519006317139,0,0,True
F568-3,baryon_only,14,4,39.61726418077201,41.60481359116006,70.61617422096178,0,0,True
F568-3,compact_plummer,14,4,3.048020830493618,0.4965018598675669,20.57519006111388,0,0,True
F568-3,core,14,4,3.048020831124534,0.4965018598675668,20.57519006317139,0,0,False
F568-3,envelope_a0.5,14,4,3.048020831124534,0.4965018598675668,20.57519006317139,0,0,False
F568-3,envelope_a1,14,4,3.048020831124534,0.4965018598675668,20.57519006317139,0,0,False
F568-3,envelope_a2,14,4,3.048020831124534,0.4965018598675668,20.57519006317139,0,0,False
F568-3,extended,14,4,3.048020830493618,0.4965018598675669,20.57519006111388,0,0,True
F568-3,inverse_extended,14,4,0.0,0.4965018598675669,0.0,0,0,False
F568-3,nfw,14,4,0.038487721704269354,3.5115303920081673,2.086749449441705,0,0,True
F568-3,posthoc_gate_80,14,4,3.048020830493618,0.4965018598675669,20.57519006111388,0,0,False
F568-3,posthoc_gate_90,14,4,3.048021125589856,0.49650185986758777,20.575191023468463,0,0,False
F568-3,posthoc_gate_95,14,4,3.048021125589856,0.49650185986758777,20.575191023468463,0,0,False
F568-3,scalar_core,14,4,3.048021125589856,0.49650185986758777,20.575191023468463,0,0,True
F568-V1,adaptive_conservative,12,3,2.3733123751832945,0.08429936096497175,22.07514769658069,0,0,False
