baseline,fit_mode,galaxy,n_rows,n_train,n_outer,n_parameters,fit_status,fit_success,train_admissible,outer_admissible,invalid_training_rows,invalid_outer_rows,chi2_data,prior_penalty,objective,ml_disk,ml_bulge,distance_ratio,inclination_deg,inclination_factor,parameters_json,parameter_names_json,disk_pull,bulge_pull,distance_pull,inclination_pull,maximum_abs_pull,nuisance_bound_hit,n_bound_parameters,kkt_relative,n_starts,near_best_starts,seconds
fixed,full,NGC5371,19,19,4,0,fixed_inputs,True,True,True,0,0,2554.527941364511,0.0,2554.527941364511,0.5,0.7,1.0,53.0,1.0,"[1.0, 0.0, 0.0]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0
profiled,full,NGC5371,19,19,4,3,converged,True,True,True,0,0,368.5979708911555,11.156863340587252,379.7548342317428,0.38740734663950843,0.7,1.7452314564008375,55.03398430207904,1.026115292678234,"[0.7748146932790169, 2.9824283083783523, 1.0169921510395206]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",-1.108021520862614,0.0,2.9824283083783523,1.0169921510395206,2.9824283083783523,False,0,1.4162476664721798e-07,10,10,0.027539491653442383
fixed,full,NGC5585,24,24,5,0,fixed_inputs,True,True,True,0,0,6956.404397218879,0.0,6956.404397218879,0.5,0.7,1.0,51.0,1.0,"[1.0, 0.0, 0.0]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0
profiled,full,NGC5585,24,24,5,3,converged,True,True,True,0,0,1111.7676006570694,78.14614208392578,1189.913742740995,0.28252433689840745,0.7,2.8016997167138813,63.0,1.146511168272604,"[0.5650486737968149, 6.0, 6.0]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",-2.47914140055096,0.0,6.0,6.0,6.0,True,2,5.115566697137129e-09,10,10,0.012533187866210938
fixed,full,NGC5907,19,19,4,0,fixed_inputs,True,True,True,0,0,20260.16891303868,0.0,20260.16891303868,0.5,0.7,1.0,88.0,1.0,"[1.0, 0.0, 0.0]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0010142326354980469
profiled,full,NGC5907,19,19,4,3,converged,True,True,True,0,0,1835.0514005562052,46.422472780588734,1881.473873336794,1.040442825028407,0.7,1.3121387283236987,89.08495184672188,1.0004819391943574,"[2.080885650056814, 5.999999999999987, 0.5424759233609406]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",3.1824821528427436,0.0,5.999999999999987,0.5424759233609406,5.999999999999987,True,1,6.200458611469298e-11,10,10,0.014003992080688477
fixed,full,NGC5985,33,33,7,0,fixed_inputs,True,True,True,0,0,24899.726243120273,0.0,24899.726243120273,0.5,0.7,1.0,60.0,1.0,"[1.0, 1.0, 0.0, 0.0]","[""disk_scale"", ""bulge_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.00099945068359375
profiled,full,NGC5985,33,33,7,4,converged,True,True,True,0,0,326.9791659786105,40.93766368270305,367.91682966131356,0.7090167881047309,1.3296151785546573,2.3179334046132913,63.43028848326589,1.0327535526695806,"[1.4180335762094618, 1.899450255078082, 5.285046077085623, 1.7151442416329457]","[""disk_scale"", ""bulge_scale"", ""distance_pull"", ""inclination_pull""]",1.5168651419673407,2.7862792425136917,5.285046077085623,1.7151442416329457,5.285046077085623,False,0,1.370768449069429e-07,12,12,0.030002593994140625
fixed,full,NGC6015,44,44,9,0,fixed_inputs,True,True,True,0,0,20112.827406236513,0.0,20112.827406236513,0.5,0.7,1.0,60.0,1.0,"[1.0, 0.0, 0.0]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0
profiled,full,NGC6015,44,44,9,3,converged,True,True,True,0,0,1424.7288200844075,74.36588209925023,1499.0947021836578,0.350877695920354,0.7,2.8,72.0,1.0981854713951094,"[0.701755391840708, 6.0, 6.0]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",-1.5381424183898686,0.0,6.0,6.0,6.0,True,2,8.419035921025832e-10,10,10,0.01600050926208496
fixed,full,NGC6195,23,23,5,0,fixed_inputs,True,True,True,0,0,684.8970712170129,0.0,684.8970712170129,0.5,0.7,1.0,62.0,1.0,"[1.0, 1.0, 0.0, 0.0]","[""disk_scale"", ""bulge_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0
profiled,full,NGC6195,23,23,5,4,converged,True,True,True,0,0,211.40913104026168,11.495568781087252,222.90469982134894,0.5999170071369582,0.473339272280299,1.225755813697408,70.51679345050299,1.0677182851515938,"[1.1998340142739163, 0.6761989604004272, 2.2540307023850574, 1.7033586901005977]","[""disk_scale"", ""bulge_scale"", ""distance_pull"", ""inclination_pull""]",0.7912116965517515,-1.6992550126132484,2.2540307023850574,1.7033586901005977,2.2540307023850574,False,0,1.0209186723137553e-07,12,12,0.025999784469604492
fixed,full,NGC6503,31,31,7,0,fixed_inputs,True,True,True,0,0,51579.25544847418,0.0,51579.25544847418,0.5,0.7,1.0,74.0,1.0,"[1.0, 0.0, 0.0]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0
profiled,full,NGC6503,31,31,7,3,converged,True,True,True,0,0,9783.165137733244,90.58244413540163,9873.747581868645,1.4459913850718515,0.7,1.2971246006389776,85.54336114929396,1.037154013200647,"[2.891982770143703, 6.0, 5.771680574646977]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",4.61195701190334,0.0,6.0,5.771680574646977,6.0,True,1,5.760771950903263e-09,10,10,0.01700282096862793
fixed,full,NGC6674,15,15,3,0,fixed_inputs,True,True,True,0,0,33882.57381502739,0.0,33882.57381502739,0.5,0.7,1.0,54.0,1.0,"[1.0, 1.0, 0.0, 0.0]","[""disk_scale"", ""bulge_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0
profiled,full,NGC6674,15,15,3,4,converged,True,True,True,0,0,1972.4677309399822,69.65457556426462,2042.1223065042468,0.6031409503952586,0.49997034925627415,2.1953125,87.32841577715854,1.2347245131453761,"[1.2062819007905172, 0.7142433560803917, 6.0, 5.554735962859758]","[""disk_scale"", ""bulge_scale"", ""distance_pull"", ""inclination_pull""]",0.8144881166094375,-1.4615379075067152,6.0,5.554735962859758,6.0,True,1,4.894557472671688e-08,12,12,0.026001453399658203
fixed,full,NGC6789,4,4,0,0,fixed_inputs,True,True,True,0,0,87.2226218768187,0.0,87.2226218768187,0.5,0.7,1.0,43.0,1.0,"[1.0, 0.0, 0.0]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0
profiled,full,NGC6789,4,4,0,3,converged,True,True,True,0,0,17.905377050241135,24.04812536489564,41.953502415136775,1.2410167052947576,0.7,1.0522359155435665,62.064371656945795,1.2954202492204658,"[2.482033410589515, 1.0215023484075223, 2.72348166527797]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",3.948076232291911,0.0,1.0215023484075223,2.72348166527797,3.948076232291911,False,0,2.9985849834367647e-09,10,10,0.011996984481811523
fixed,full,NGC6946,58,58,12,0,fixed_inputs,True,True,True,0,0,9334.659618124844,0.0,9334.659618124844,0.5,0.7,1.0,38.0,1.0,"[1.0, 1.0, 0.0, 0.0]","[""disk_scale"", ""bulge_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0
profiled,full,NGC6946,58,58,12,4,converged,True,True,True,0,0,575.9713122769582,112.63528529725775,688.6065975742159,0.17917299443095758,0.1758320502056706,2.8043478260869565,47.11496865309346,1.190135720736027,"[0.35834598886191515, 0.251188643150958, 6.0, 4.5574843265467315]","[""disk_scale"", ""bulge_scale"", ""distance_pull"", ""inclination_pull""]",-4.456974524331348,-5.999999999999999,6.0,4.5574843265467315,6.0,True,2,3.4299664659102655e-07,12,12,0.052179813385009766
fixed,full,NGC7331,36,36,8,0,fixed_inputs,True,True,True,0,0,8697.656375372999,0.0,8697.656375372999,0.5,0.7,1.0,75.0,1.0,"[1.0, 1.0, 0.0, 0.0]","[""disk_scale"", ""bulge_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0
profiled,full,NGC7331,36,36,8,4,converged,True,True,True,0,0,3442.1863648741164,92.23069192386961,3534.417056797986,0.4629179359013946,0.1758320502056706,1.6122448979591837,83.9707735748253,1.0295494946152668,"[0.9258358718027891, 0.251188643150958, 6.0, 4.485386787412649]","[""disk_scale"", ""bulge_scale"", ""distance_pull"", ""inclination_pull""]",-0.3346599635057454,-5.999999999999999,6.0,4.485386787412649,6.0,True,2,7.383283807421008e-09,12,12,0.022998809814453125
fixed,full,NGC7793,46,46,10,0,fixed_inputs,True,True,True,0,0,682.2270238716352,0.0,682.2270238716352,0.5,0.7,1.0,47.0,1.0,"[1.0, 0.0, 0.0]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0
profiled,full,NGC7793,46,46,10,3,converged,True,True,True,0,0,79.71251731255163,11.817113074584896,91.52963038713652,0.5242408655554457,0.7,1.079497681892392,74.34700299929986,1.3166179501476658,"[1.0484817311108914, 1.5943701757307513, 3.0385558888110955]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",0.20560867660826454,0.0,1.5943701757307513,3.0385558888110955,3.0385558888110955,False,0,2.921566746362445e-08,10,10,0.017999887466430664
fixed,full,NGC7814,18,18,4,0,fixed_inputs,True,True,True,0,0,7283.505496329016,0.0,7283.505496329016,0.5,0.7,1.0,90.0,1.0,"[1.0, 1.0, 0.0, 0.0]","[""disk_scale"", ""bulge_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0009970664978027344
profiled,full,NGC7814,18,18,4,4,converged,True,True,True,0,0,848.9242569074995,72.00011767201264,920.9243745795121,1.9905358527674861,0.6982537434474554,1.275,90.0,1.0,"[3.9810717055349722, 0.9975053477820792, 6.0, 0.0]","[""disk_scale"", ""bulge_scale"", ""distance_pull"", ""inclination_pull""]",5.999999999999999,-0.010847673143753234,6.0,0.0,6.0,True,3,6.448839704376718e-10,12,12,0.013003826141357422
fixed,full,UGC00128,22,22,5,0,fixed_inputs,True,True,True,0,0,134872.0095528085,0.0,134872.0095528085,0.5,0.7,1.0,57.0,1.0,"[1.0, 0.0, 0.0]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0
profiled,full,UGC00128,22,22,5,3,converged,True,True,True,0,0,2569.1917972785027,76.51872743179405,2645.710524710297,1.757195635255338,0.7,1.9023255813953488,89.74674489014602,1.1923516448975895,"[3.514391270510676, 6.0, 3.274674489014602]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",5.458501115030665,0.0,6.0,3.274674489014602,6.0,True,1,8.157563670207498e-09,10,10,0.01199960708618164
fixed,full,UGC00191,9,9,2,0,fixed_inputs,True,True,True,0,0,7398.283753101341,0.0,7398.283753101341,0.5,0.7,1.0,45.0,1.0,"[1.0, 0.0, 0.0]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0
profiled,full,UGC00191,9,9,2,3,converged,True,True,True,0,0,43.87119138086854,32.46844872402163,76.33964010489017,0.5568169011877809,0.7,2.3621856487334387,61.874148284147424,1.247215102848562,"[1.1136338023755619, 4.567328351635649, 3.3748296568294847]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",0.46742404703972534,0.0,4.567328351635649,3.3748296568294847,4.567328351635649,False,0,7.215015143580593e-08,10,10,0.016159534454345703
fixed,full,UGC00634,4,4,0,0,fixed_inputs,True,True,True,0,0,5902.7737463705,0.0,5902.7737463705,0.5,0.7,1.0,37.0,1.0,"[1.0, 0.0, 0.0]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0
profiled,full,UGC00634,4,4,0,3,converged,True,True,True,0,0,25.985356427015557,53.27825560940924,79.2636120364248,0.34212007127890925,0.7,2.3731884337150086,72.95202175526605,1.5886270003195635,"[0.6842401425578185, 5.5105873508823064, 4.494002719408256]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",-1.6479145049596384,0.0,5.5105873508823064,4.494002719408256,5.5105873508823064,False,0,6.65596329371815e-08,10,10,0.016159534454345703
fixed,full,UGC00731,12,12,3,0,fixed_inputs,True,True,True,0,0,2334.476624837316,0.0,2334.476624837316,0.5,0.7,1.0,57.0,1.0,"[1.0, 0.0, 0.0]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0
profiled,full,UGC00731,12,12,3,3,converged,True,True,True,0,0,122.4787866554148,103.83097267593132,226.30975933134613,1.9905358527674861,0.7,2.8,73.92568326784422,1.1457459016090736,"[3.9810717055349722, 6.0, 5.64189442261474]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",5.999999999999999,0.0,6.0,5.64189442261474,6.0,True,2,1.5548641207471568e-09,10,10,0.008165836334228516
fixed,full,UGC00891,5,5,0,0,fixed_inputs,True,True,True,0,0,8923.147750773915,0.0,8923.147750773915,0.5,0.7,1.0,60.0,1.0,"[1.0, 0.0, 0.0]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0
profiled,full,UGC00891,5,5,0,3,converged,True,True,True,0,0,335.30342953440555,67.77812663706824,403.0815561714738,1.2469151102517226,0.7,2.823529411764706,80.01736391125202,1.1372187569239285,"[2.4938302205034453, 6.0, 4.003472782250404]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",3.968668834615512,0.0,6.0,4.003472782250404,6.0,True,1,6.001835655370098e-09,10,10,0.014011859893798828
fixed,full,UGC01281,25,25,5,0,fixed_inputs,True,False,True,2,0,,0.0,,0.5,0.7,1.0,90.0,1.0,"[1.0, 0.0, 0.0]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0
profiled,full,UGC01281,25,25,5,3,training_infeasible_within_prior_bounds,False,False,False,25,5,,,,,,,,,,"[""disk_scale"", ""distance_pull"", ""inclination_pull""]",,,,,,False,0,,0,0,0.0
fixed,full,UGC02259,8,8,2,0,fixed_inputs,True,True,True,0,0,5363.897120387677,0.0,5363.897120387677,0.5,0.7,1.0,41.0,1.0,"[1.0, 0.0, 0.0]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0
profiled,full,UGC02259,8,8,2,3,converged,True,True,True,0,0,34.88182543315857,42.75366359426681,77.63548902742538,1.1107447988432464,0.7,2.348307984141531,50.430371113380964,1.17497204300064,"[2.221489597686493, 4.566849623705185, 3.1434570377936555]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",3.4664428396089497,0.0,4.566849623705185,3.1434570377936555,4.566849623705185,False,0,6.883286362592281e-09,10,10,0.015013933181762695
fixed,full,UGC02487,17,17,4,0,fixed_inputs,True,True,True,0,0,48426.4612145438,0.0,48426.4612145438,0.5,0.7,1.0,36.0,1.0,"[1.0, 1.0, 0.0, 0.0]","[""disk_scale"", ""bulge_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0
profiled,full,UGC02487,17,17,4,4,converged,True,True,True,0,0,1447.1875462084063,108.27562525966525,1555.4631714680716,0.5642480008938368,0.1758320502056706,1.9030390738060783,66.0,1.5542163640200253,"[1.1284960017876735, 0.251188643150958, 6.0, 6.0]","[""disk_scale"", ""bulge_scale"", ""distance_pull"", ""inclination_pull""]",0.5250002473001755,-5.999999999999999,6.0,6.0,6.0,True,3,9.548579130268513e-08,12,12,0.021539926528930664
fixed,full,UGC02885,19,19,4,0,fixed_inputs,True,True,True,0,0,2505.1915726927805,0.0,2505.1915726927805,0.5,0.7,1.0,64.0,1.0,"[1.0, 1.0, 0.0, 0.0]","[""disk_scale"", ""bulge_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0
profiled,full,UGC02885,19,19,4,4,converged,True,True,True,0,0,326.58980244302853,54.77693558608876,381.3667380291173,0.8593745737222533,0.43144257736028024,1.591336872301103,76.55971938694509,1.0821307909845104,"[1.7187491474445067, 0.6163465390861147, 5.913368723011027, 3.1399298467362726]","[""disk_scale"", ""bulge_scale"", ""distance_pull"", ""inclination_pull""]",2.352124957501993,-2.1017503832935702,5.913368723011027,3.1399298467362726,5.913368723011027,False,0,5.133729537185557e-09,12,12,0.022533893585205078
fixed,full,UGC02916,43,43,9,0,fixed_inputs,True,True,True,0,0,4870.189152166938,0.0,4870.189152166938,0.5,0.7,1.0,50.0,1.0,"[1.0, 1.0, 0.0, 0.0]","[""disk_scale"", ""bulge_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0
profiled,full,UGC02916,43,43,9,4,converged,True,True,True,0,0,444.56539811486465,42.014940738042796,486.58033885290746,1.290296705128083,0.28739663456365566,1.3559023873597897,60.57745303985833,1.137036593228974,"[2.580593410256166, 0.41056662080522244, 2.375103687074515, 2.115490607971666]","[""disk_scale"", ""bulge_scale"", ""distance_pull"", ""inclination_pull""]",4.1171958393477555,-3.8661636180752925,2.375103687074515,2.115490607971666,4.1171958393477555,False,0,4.77229981402114e-07,12,12,0.04352688789367676
fixed,full,UGC02953,115,115,23,0,fixed_inputs,True,True,True,0,0,279323.36993117887,0.0,279323.36993117887,0.5,0.7,1.0,50.0,1.0,"[1.0, 1.0, 0.0, 0.0]","[""disk_scale"", ""bulge_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0
profiled,full,UGC02953,115,115,23,4,converged,True,True,True,0,0,37982.030562837164,115.3386861176891,38097.369248954856,0.2679599634487634,0.1758320502056706,2.8,74.0,1.2548380248337898,"[0.5359199268975268, 0.251188643150958, 6.0, 6.0]","[""disk_scale"", ""bulge_scale"", ""distance_pull"", ""inclination_pull""]",-2.709000944571465,-5.999999999999999,6.0,6.0,6.0,True,3,6.212109523030626e-08,12,12,0.03552508354187012
fixed,full,UGC03205,48,48,10,0,fixed_inputs,True,True,True,0,0,26381.73117406294,0.0,26381.73117406294,0.5,0.7,1.0,67.0,1.0,"[1.0, 1.0, 0.0, 0.0]","[""disk_scale"", ""bulge_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0
profiled,full,UGC03205,48,48,10,4,converged,True,True,True,0,0,1855.4814952190795,78.4192590449322,1933.9007542640118,0.588539486745126,0.2709237487381085,2.2,86.96910814538643,1.0848407459960319,"[1.177078973490252, 0.38703392676872644, 6.0, 4.992277036346605]","[""disk_scale"", ""bulge_scale"", ""distance_pull"", ""inclination_pull""]",0.7080560184126118,-4.1225096375979815,6.0,4.992277036346605,6.0,True,1,2.010575051928368e-09,12,12,0.025002241134643555
fixed,full,UGC03546,30,30,6,0,fixed_inputs,True,True,True,0,0,30473.905804664657,0.0,30473.905804664657,0.5,0.7,1.0,55.0,1.0,"[1.0, 1.0, 0.0, 0.0]","[""disk_scale"", ""bulge_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0
profiled,full,UGC03546,30,30,6,4,converged,True,True,True,0,0,790.2392411375697,61.272728389881436,851.5119695274511,0.4857403942740329,0.1758320502056706,2.0849507931925526,67.80001051423413,1.1302793670623452,"[0.9714807885480659, 0.251188643150958, 4.324734411753648, 2.5600021028468256]","[""disk_scale"", ""bulge_scale"", ""distance_pull"", ""inclination_pull""]",-0.12565783340123785,-5.999999999999999,4.324734411753648,2.5600021028468256,5.999999999999999,True,1,2.466232573116995e-07,12,12,0.050093889236450195
fixed,full,UGC03580,47,47,10,0,fixed_inputs,True,True,True,0,0,20411.653733205727,0.0,20411.653733205727,0.5,0.7,1.0,63.0,1.0,"[1.0, 1.0, 0.0, 0.0]","[""disk_scale"", ""bulge_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0
profiled,full,UGC03580,47,47,10,4,converged,True,True,True,0,0,6430.1901423800355,110.61244555269664,6540.802587932732,0.3446191364891225,0.1758320502056706,2.5072463768115942,87.0,1.120788128531653,"[0.689238272978245, 0.251188643150958, 6.0, 6.0]","[""disk_scale"", ""bulge_scale"", ""distance_pull"", ""inclination_pull""]",-1.6163061444839728,-5.999999999999999,6.0,6.0,6.0,True,3,4.887165267643576e-15,12,12,0.022098541259765625
fixed,full,UGC04278,25,25,5,0,fixed_inputs,True,True,True,0,0,1431.6929107316494,0.0,1431.6929107316494,0.5,0.7,1.0,90.0,1.0,"[1.0, 0.0, 0.0]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0
profiled,full,UGC04278,25,25,5,3,converged,True,True,True,0,0,130.25497199173992,38.1473228074124,168.40229479915232,1.2603210414895487,0.7,2.406481844684367,90.0,1.0,"[2.5206420829790974, 4.693207839630994, 0.0]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",4.0151118267662955,0.0,4.693207839630994,0.0,4.693207839630994,True,1,2.7194760553456743e-09,10,10,0.01609945297241211
fixed,full,UGC04325,8,8,2,0,fixed_inputs,True,True,True,0,0,1829.814578220618,0.0,1829.814578220618,0.5,0.7,1.0,41.0,1.0,"[1.0, 0.0, 0.0]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0
profiled,full,UGC04325,8,8,2,3,converged,True,True,True,0,0,26.380608544065424,31.86354310613539,58.24415165020081,1.5000584948449371,0.7,1.7742807315982883,45.68252660154006,1.0905721501611398,"[3.0001169896898743, 2.5809357719942945, 1.5608422005133538]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",4.771381903816989,0.0,2.5809357719942945,1.5608422005133538,4.771381903816989,False,0,3.4145605717824635e-09,10,10,0.014097929000854492
fixed,full,UGC04483,8,8,2,0,fixed_inputs,True,True,True,0,0,240.0408537865931,0.0,240.0408537865931,0.5,0.7,1.0,58.0,1.0,"[1.0, 0.0, 0.0]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0
profiled,full,UGC04483,8,8,2,3,converged,True,True,True,0,0,33.5947356850187,45.39948261580771,78.99421830082642,1.4739637920644078,0.7,1.3704344542083189,66.17506350143827,1.0786934759313862,"[2.9479275841288155, 3.9911325066315655, 2.7250211671460898]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",4.695168108696675,0.0,3.9911325066315655,2.7250211671460898,4.695168108696675,False,0,1.8399786866579788e-09,10,10,0.009994268417358398
fixed,full,UGC04499,9,9,2,0,fixed_inputs,True,True,True,0,0,973.2384413889004,0.0,973.2384413889004,0.5,0.7,1.0,50.0,1.0,"[1.0, 0.0, 0.0]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0
profiled,full,UGC04499,9,9,2,3,converged,True,True,True,0,0,20.762559217877175,30.95542845778403,51.717987675661206,0.5936063204398958,0.7,2.456100142585047,57.847104204048875,1.1051982398688824,"[1.1872126408797916, 4.853667141950156, 2.6157014013496247]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",0.7452851212221014,0.0,4.853667141950156,2.6157014013496247,4.853667141950156,False,0,2.6147035231693174e-08,10,10,0.014324188232421875
fixed,full,UGC05005,11,11,3,0,fixed_inputs,True,True,True,0,0,165.99506352054257,0.0,165.99506352054257,0.5,0.7,1.0,41.0,1.0,"[1.0, 0.0, 0.0]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0
profiled,full,UGC05005,11,11,3,3,converged,True,True,True,0,0,19.922702390598577,17.773412996122808,37.69611538672139,0.5324819362062374,0.7,1.5965193802290436,70.55701875556517,1.4373298369568892,"[1.0649638724124748, 2.9937467961027697, 2.955701875556516]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",0.2733487511932383,0.0,2.9937467961027697,2.955701875556516,2.9937467961027697,False,0,8.701402072560145e-09,10,10,0.012327194213867188
fixed,full,UGC05253,73,73,15,0,fixed_inputs,True,True,True,0,0,26195.320510829602,0.0,26195.320510829602,0.5,0.7,1.0,37.0,1.0,"[1.0, 1.0, 0.0, 0.0]","[""disk_scale"", ""bulge_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0
profiled,full,UGC05253,73,73,15,4,converged,True,True,True,0,0,2797.760000985123,67.74806665945468,2865.5080676445777,0.4191566786154337,0.1758320502056706,2.0393299563490355,51.8850913756892,1.307335991116721,"[0.8383133572308674, 0.251188643150958, 4.160953846222537, 3.7212728439222995]","[""disk_scale"", ""bulge_scale"", ""distance_pull"", ""inclination_pull""]",-0.7659361397316445,-5.999999999999999,4.160953846222537,3.7212728439222995,5.999999999999999,True,1,1.3499478630174507e-07,12,12,0.04931449890136719
fixed,full,UGC05414,6,6,0,0,fixed_inputs,True,True,True,0,0,380.35181333881036,0.0,380.35181333881036,0.5,0.7,1.0,55.0,1.0,"[1.0, 0.0, 0.0]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0
profiled,full,UGC05414,6,6,0,3,converged,True,True,True,0,0,16.234185985065245,14.858710704245023,31.09289668931027,0.7139957292189282,0.7,1.9785688755216086,59.0524904756512,1.0469836333504552,"[1.4279914584378564, 3.2618962517386954, 1.350830158550398]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",1.5472560970598177,0.0,3.2618962517386954,1.350830158550398,3.2618962517386954,False,0,9.738651532924712e-09,10,10,0.012449979782104492
fixed,full,UGC05716,12,12,3,0,fixed_inputs,True,True,True,0,0,30647.392608623497,0.0,30647.392608623497,0.5,0.7,1.0,54.0,1.0,"[1.0, 0.0, 0.0]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0
profiled,full,UGC05716,12,12,3,3,converged,True,True,True,0,0,478.06438409595427,61.98017918226954,540.0445632782238,1.1627900478876185,0.7,2.492957746478873,89.4198527206533,1.236004613890955,"[2.325580095775237, 6.0, 3.541985272065329]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",3.66531301729359,0.0,6.0,3.541985272065329,6.0,True,1,2.528352077206258e-08,10,10,0.011121511459350586
fixed,full,UGC05721,23,23,5,0,fixed_inputs,True,True,True,0,0,1960.3539917147,0.0,1960.3539917147,0.5,0.7,1.0,61.0,1.0,"[1.0, 0.0, 0.0]","[""disk_scale"", ""distance_pull"", ""inclination_pull""]",0.0,0.0,0.0,0.0,0.0,False,0,,0,0,0.0
