galaxy,model,n_outer,loss,rms,pipeline_failure,invalid_outer_rows
NGC6946,frozen_core_baryons,12,17.005192724814194,50.36704195865695,False,0
NGC7331,frozen_core_baryons,8,492.7259255343156,103.83796036286726,False,0
NGC7793,frozen_core_baryons,10,13.448693559671465,27.4282011940781,False,0
NGC7814,frozen_core_baryons,4,446.06546707606503,101.15275052058341,False,0
UGC00128,frozen_core_baryons,5,292.42336803024875,47.1775297557076,False,0
UGC00191,frozen_core_baryons,2,2259.6245465803877,37.33262017500733,False,0
UGC00731,frozen_core_baryons,3,71.84473625262724,26.423475767405257,False,0
UGC01281,frozen_core_baryons,5,28.08467237022071,21.197989478333348,False,0
UGC02259,frozen_core_baryons,2,245.92871529964276,41.05446718683,False,0
UGC02487,frozen_core_baryons,4,1197.0653518526435,137.37758928589818,False,0
UGC02885,frozen_core_baryons,4,150.52368925203518,122.68809610228499,False,0
UGC02916,frozen_core_baryons,9,0.2852986793614812,5.694397698320509,False,0
UGC02953,frozen_core_baryons,23,1417.1840523955168,115.86648080773114,False,0
UGC03205,frozen_core_baryons,10,736.876084145644,63.382902820073596,False,0
UGC03546,frozen_core_baryons,6,679.7452831922889,81.05150930085175,False,0
UGC03580,frozen_core_baryons,10,1830.7000545036121,69.28539934660758,False,0
UGC04278,frozen_core_baryons,5,23.058680253096707,36.165462019380435,False,0
UGC04325,frozen_core_baryons,2,226.99851009820526,45.952732673787246,False,0
UGC04483,frozen_core_baryons,2,51.37094876820055,11.001439754262012,False,0
UGC04499,frozen_core_baryons,2,158.45414279469486,33.547110723545444,False,0
UGC05005,frozen_core_baryons,3,30.881187426158505,55.570844357593224,False,0
UGC05253,frozen_core_baryons,15,1056.7015015622644,93.91978131285619,False,0
UGC05716,frozen_core_baryons,3,528.9817113675126,24.782169059223023,False,0
UGC05721,frozen_core_baryons,5,95.52341006751492,44.66538779546241,False,0
UGC05750,frozen_core_baryons,3,11.81794890436566,38.93550360401822,False,0
UGC05764,frozen_core_baryons,2,76.10833941927666,23.638472628535606,False,0
UGC05829,frozen_core_baryons,3,24.863523175506007,25.230848221500313,False,0
