galaxy,point_index,radius_kpc,radius_fraction_of_last,comparator,z_envelope,z_comparator,delta_squared,delta_absolute,delta_absolute_kms,comparison_valid,comparator_fit_failed
DDO168,9,4.12,1.0,compact_plummer,4.458046052149629,4.458046038227744,1.2412880678880356e-07,1.3921884978174148e-08,3.7589089441070204e-08,True,False
DDO170,6,10.83,0.878345498783455,compact_plummer,-1.9879645391448373,-3.608932885331899,-9.072393561932682,-1.6209683461870619,-2.1072588500431806,True,False
DDO170,7,12.33,1.0,compact_plummer,-6.693260131159775,-9.963940495503444,-54.48037901456044,-3.2706803643436686,-3.2706803643436686,True,False
ESO079-G014,12,13.36,0.8014397120575883,compact_plummer,-1.394429462993411,-1.3944294624410911,1.5403425202009657e-09,5.523199675394608e-10,1.2040575292360245e-09,True,False
ESO079-G014,13,15.06,0.9034193161367726,compact_plummer,-3.2409999212850553,-3.24099992075074,3.4634304313385655e-09,5.343152587045097e-10,1.1915230269110566e-09,True,False
ESO079-G014,14,16.67,1.0,compact_plummer,-5.876421012873688,-5.876421012299093,6.753126058356429e-09,5.745945941271202e-10,1.166427026078054e-09,True,False
ESO116-G012,12,8.32,0.8438133874239352,compact_plummer,-0.5021583871840107,-0.5768331511354284,-0.0805734384295812,-0.0746747639514177,-0.15681700429797718,True,False
ESO116-G012,13,9.090000000000002,0.9219066937119678,compact_plummer,-1.3031479295165127,-1.3975185630656455,-0.2548636079098927,-0.09437063354913278,-0.21988357616947937,True,False
ESO116-G012,14,9.86,1.0,compact_plummer,-1.483928081064876,-1.5454002938541056,-0.18621951847147056,-0.06147221278922954,-0.29137828862094806,True,False
ESO563-G021,24,33.91,0.799575571799104,compact_plummer,-1.6296216462807458,-2.4876380238819293,-3.532676227836422,-0.8580163776011835,-13.642460403858818,True,False
ESO563-G021,25,35.65,0.8406036312190521,compact_plummer,-4.306043333948059,-6.004306484189199,-17.509687162237938,-1.6982631502411394,-14.99566361662926,True,False
ESO563-G021,26,37.3,0.8795095496345202,compact_plummer,-5.516532285280604,-7.573167506069229,-26.92073762043958,-2.0566352207886247,-16.206285539814363,True,False
ESO563-G021,27,39.03,0.9203018156095262,compact_plummer,-5.885900700542386,-8.064025438256927,-30.384679212209477,-2.1781247377145405,-17.424997901716324,True,False
ESO563-G021,28,40.76,0.961094081584532,compact_plummer,-4.72687023325702,-6.619003508024217,-21.467905237185615,-1.8921332747671968,-18.580748758213872,True,False
ESO563-G021,29,42.41,1.0,compact_plummer,-5.205416753929679,-7.368650625397119,-27.200648457073548,-2.1632338714674395,-19.620531214209677,True,False
F568-3,14,11.99,0.6668520578420467,compact_plummer,-0.1384985316604858,-0.1384985316604858,0.0,0.0,0.0,True,False
F568-3,15,14.02,0.7797552836484983,compact_plummer,-1.0189945862752106,-1.0189945862752106,0.0,0.0,0.0,True,False
F568-3,16,15.94,0.8865406006674081,compact_plummer,-2.0846367292013506,-2.0846367292013506,0.0,0.0,0.0,True,False
F568-3,17,17.98,1.0,compact_plummer,-2.6055404850258745,-2.6055404850258745,0.0,0.0,0.0,True,False
F568-V1,12,9.72,0.5513329551900171,compact_plummer,-0.1199553570680289,-0.4374405363503629,-0.17696493515317485,-0.317485179282334,-6.159212478077279,True,False
F568-V1,13,11.79,0.6687464549064095,compact_plummer,-0.5831868098681445,-1.2516972573424994,-1.2266391688345517,-0.6685104474743548,-8.356380593429435,True,False
F568-V1,14,17.63,1.0,compact_plummer,-1.4966180437834933,-2.3944508101864677,-3.4935291134243007,-0.8978327664029744,-13.108358389483426,True,False
F571-8,10,9.33,0.6,compact_plummer,-0.24776773107131334,-0.24776772800716174,1.5183957702280537e-09,3.0641515991192136e-09,1.2256606396476855e-08,True,False
F571-8,11,11.1,0.7138263665594855,compact_plummer,-1.140042592959304,-1.1400425898402204,7.111776501034228e-09,3.119083658020827e-09,1.2476334632083308e-08,True,False
