galaxy,extended,scalar_core,compact_plummer,nfw,baryon_only,profiled_baryons,adaptive_primary
UGC05986,0.048794862470686734,0.18122471707836207,0.2197835182831802,9.135385323162273,194.8126199083279,24.413115795070468,0.048794865994505915
UGC06399,0.1470153209176514,0.9981438935445285,1.1702757443359229,2.97337899976574,94.76401774481846,7.367529243743661,0.1470153200900382
UGC06446,0.044326070699390256,2.0676891497246985,2.650481567455017,0.0516421394383591,30.801323438876654,1.6124074073113508,0.3696810047588612
UGC06614,1.010555676707465,0.9937057734678452,1.0445495390638861,3.0884649997339615,44.03370324755315,16.61012188578299,0.9937057705312234
UGC06667,1.6022742612879335,2.855565566419436,0.5236928773542984,7.290827552205939,301.70296180284265,84.97175503904117,2.8555655611018653
UGC06786,17.240280101218655,16.13827174279656,19.83585538799169,2.199882641787421,2572.6527475452417,1066.0748224781796,16.1382717639407
UGC06787,600.0160158625592,600.0160113643977,600.0160158625592,160.48783492086815,3279.5792765358233,683.0655019080207,600.0160158625592
UGC06818,4.046265764644631,4.046265764644631,4.046265764644631,0.9135379502017915,46.88302489008214,19.738247024655408,4.046265764644627
UGC06917,2.5961200539881646,4.2979884651206,4.484955642734669,0.560849195019971,120.88748067392912,9.792523966686772,3.8146318612467347
UGC06930,0.9923690375032375,3.2089895978562746,3.645877831507133,0.003504360997351316,38.14936466964853,3.5314605939635726,0.09777385874889835
UGC06983,0.017506966540742915,0.794391997499051,1.0070340788671035,0.2157805528233127,25.065789305047346,3.6712115993336853,0.04853553155124088
UGC07089,0.7608737583773534,0.6821756455149582,0.9091542304713566,0.057370967959031106,27.6861225056209,6.715714920518349,0.6821756377211937
UGC07125,0.9891099026566863,1.4754578326372165,1.5696272531717703,1.0099819395142757,39.406150032494885,1.0648727177654131,1.4754578297609229
UGC07151,3.798339920983775,7.782178180770379,7.843239135706025,1.5621764917669285,91.29221519345158,4.900682744391898,6.730254220971289
UGC07323,0.030688384174912684,0.07500753262316334,0.016424503215208625,0.31474599592985186,48.56384991234092,3.3652646307852323,0.389975077951918
UGC07399,3.3394362366730883,10.840816635515026,12.379952631944343,0.037561265187224156,135.4984543883915,21.328962884751455,3.0730655241170277
UGC07524,0.6413629801656036,1.449685411230104,1.7800699113168386,3.454354726437179,103.9154192778398,0.2558746248498847,1.4496853395388294
UGC07577,1.0965725412866463,1.7167174715207567,1.4167865712555945,1.1614717352395705,1.8767570571899284,1.6884413543652002,1.7167175024022414
UGC07603,3.846399960531183,3.890046802356268,3.9004427801978743,4.9024402367795785,190.48289211313568,43.5732568300038,3.8900468021764323
UGC08286,0.09269901520252788,37.5369030967744,43.580057905527,0.1399963109678648,631.4451900673223,240.92775579159166,0.09269897100062392
UGC08490,1.493981428459853,1.6008953636802261,1.7584954829486008,0.07223583342512026,112.77934151270905,42.957406432608444,1.6008955901875837
UGC08550,2.4020797037142354,1.8306450085759254,2.4646208115931816,0.6451373395991787,143.99903386897043,34.95498854474268,1.8306440199684362
UGC08699,35.393076807589466,35.393076813573884,35.65444375109387,1.7237598002497585,155.8617742370971,64.40889233557535,34.98136320502621
UGC08837,0.4500131839647816,0.45001318396808804,0.4500131839647816,8.187058603882232,39.29552441866299,17.002933717589556,0.45001318396808804
