,squared_standardized__scalar_core,squared_standardized__compact_plummer,squared_standardized__nfw,squared_standardized__baryon_only,absolute_standardized__scalar_core,absolute_standardized__compact_plummer,absolute_standardized__nfw,absolute_standardized__baryon_only,absolute_kms__scalar_core,absolute_kms__compact_plummer,absolute_kms__nfw,absolute_kms__baryon_only,correlated_quadratic__scalar_core__rho0.25,correlated_quadratic__compact_plummer__rho0.25,correlated_quadratic__nfw__rho0.25,correlated_quadratic__baryon_only__rho0.25,correlated_quadratic__scalar_core__rho0.5,correlated_quadratic__compact_plummer__rho0.5,correlated_quadratic__nfw__rho0.5,correlated_quadratic__baryon_only__rho0.5,correlated_quadratic__scalar_core__rho0.75,correlated_quadratic__compact_plummer__rho0.75,correlated_quadratic__nfw__rho0.75,correlated_quadratic__baryon_only__rho0.75
F568-V1,-1.5085251409126044,-1.6323777391373424,-0.25972887757039864,-21.807277622817246,-0.5781171715747104,-0.6279427977198878,-0.29426599193333886,-3.963070008580303,-8.446431086240699,-9.207983820330048,-4.680334500549515,-60.058329124557645,-1.223345366875402,-1.299707289141071,-0.0008814672335621943,-14.731174805296586,-1.2440019345570508,-1.291963661430068,0.2577455762948836,-11.337865689100074,-1.7787845302068388,-1.7948105961222898,0.8263724851640396,-9.765055555586375
F571-8,8.628428727064374e-08,8.376465743253902e-09,-17.669236987667013,-657.9305861712169,2.9278930983404432e-08,2.8423950600616385e-09,-2.3672289217263507,-24.052706880768408,1.2516391271570151e-07,1.2150896881261511e-08,-10.749016410760163,-102.90935708460331,5.118713097829186e-08,4.9692374659571215e-09,-14.660107795681121,-439.0923389358687,2.8886756986423734e-08,2.804318555149621e-09,-15.316005552615513,-330.0271764344877,3.007869509019656e-10,2.9192648298703716e-11,-22.623023736143622,-265.72075450579723
F574-1,-2.1322458094290937,-2.4226526773217536,-1.8253755283708821,-119.1595688327031,-0.6875134810617903,-0.7668050065027573,-0.596907229155241,-9.77193381464208,-3.250731546817647,-3.6188397306227675,-2.8380840201105104,-45.86251308233958,-1.4473267978401156,-1.6330383073454997,-1.2581548085109375,-79.86061324136544,-1.1242394857111657,-1.2516835142056215,-1.0054727907787289,-60.526810960369154,-0.9923781181635224,-1.065918292236089,-0.9528342751722444,-49.93669123872348
F583-1,1.0664899185997001e-08,1.0653869342291955e-08,-5.030615786765777,-35.61399355607453,3.179034646638712e-09,3.175747087524883e-09,-0.6406211515103585,-4.444827268175891,2.6724536142941343e-08,2.6696898101086217e-08,-4.134545188660993,-38.05089920050243,6.215394865449753e-09,6.208966674137173e-09,-4.755424698133711,-19.829982339654748,5.320857532353784e-09,5.315353490686903e-09,-6.15710553842357,-15.91730230859315,6.639480076842119e-09,6.632610904944158e-09,-11.338179568070142,-18.006933416297333
F583-4,-3.401143889655395,-3.7927204872437823,0.9808558473444774,-49.481866767371564,-1.048367045170642,-1.1454795813496517,0.6847408482404577,-6.137562080973236,-5.136998521336146,-5.612849948613293,3.355230156378243,-30.074054196768856,-2.4588229903290744,-2.714457116295786,0.7429985428074999,-32.998375575056436,-2.1312078385850213,-2.3148080244217364,0.6908908739723973,-24.76447827650543,-2.3939837008797342,-2.5213628688171417,0.8734534196581716,-19.849254449715783
IC2574,0.5627903796512441,0.2673222485098681,-7.558038658320028,-115.0332473289646,0.16894270412779114,0.07655968841171297,-1.2766688600315865,-7.182337629591866,0.6466748354795768,0.29212719523539477,-4.865097385859228,-27.719338428709204,0.49851009411305713,0.23568534952368259,-6.451466792943007,-93.39008000270744,0.6533112366363598,0.3082489061019702,-8.317480907608127,-117.58977634059414,1.2207552873334238,0.5753349774916199,-15.39885337721045,-214.72924025985463
IC4202,-9.929337620844315,-9.929336863266016,17.980100866137327,-86.80174116561818,-0.8173159577900988,-0.817315898178728,2.012585619149403,-5.0323480262321025,-7.048602817792537,-7.0486022767550365,13.26721675628688,-45.324763215033826,-6.855120213307735,-6.85511971429673,13.569029791377968,-56.63093585698917,-7.8886815895298525,-7.888681032673361,16.451880425765026,-62.7821341490456,-13.60100069684902,-13.60099975737242,29.35679334125557,-105.41493226496563
KK98-251,-4.8546056063969445e-11,0.0,8.39216563903054,-42.35827171640526,-7.637150171528143e-12,0.0,1.4881837091950476,-4.260175355481726,-1.5274300343056286e-11,0.0,2.976367418390095,-8.520350710963452,-3.396394276933279e-11,0.0,6.670812637538684,-27.216028644795987,-2.787103881018993e-11,0.0,6.617162795431498,-18.877792734385697,-2.8050450850969355e-11,0.0,9.167458197811165,-11.420085189401451
NGC0024,-81.64143102980594,-80.97175653335114,-248.14272315768235,-268.65950287274427,-3.458910020399493,-3.466357381452479,-8.029238878364508,-9.805536378345758,-11.580466418830767,-11.850185732725107,-25.74042367846053,-42.867554477643885,-61.62995681926424,-60.61243012003065,-188.61304144903306,-169.01805343031384,-72.20552756297764,-70.62582578385846,-221.95788099017378,-172.44367283117995,-125.23687944245331,-122.02687529764454,-386.16259033293886,-268.0714861014528
NGC0055,-5.760366905693814e-10,0.0,-4.709766319362549,-95.05731931165906,-5.937799335553606e-10,0.0,-1.694961505505552,-8.63994040923745,-2.107566391129634e-09,0.0,-7.561529226527995,-38.06427139805147,-4.6287984556414585e-10,0.0,-3.009488001566359,-60.19540495103355,-5.417352677561382e-10,0.0,-2.8791317902243527,-57.0192636942944,-9.308859238998934e-10,0.0,-4.123163368323519,-80.76468365633288
NGC0100,0.014476240100567805,-0.02371602065953171,0.8359114271294255,-53.18647839701476,0.009794290850401111,-0.008489918084695503,0.4539798894857496,-6.02754181501594,0.06633662217301992,-0.06941404018214159,3.5439068032584715,-44.632670463754664,0.003945706978145669,-0.01818111138306,0.570820476664621,-31.139796522205184,-0.0017594127774210877,-0.020551542326432526,0.5843666685762915,-26.821940779733872,-0.011196798799481433,-0.03438295990470719,0.8968692907319431,-33.75612755589383
NGC0247,0.04297108170831809,-0.38364811932588494,0.8467981233012872,-3.717906269230266,0.021291132118677964,-0.17430310872783514,0.6041944160231453,-1.160633742048277,0.18210977274616846,-1.4913680311612556,5.164560014869231,-9.93344048203266,0.021427841226817068,-0.1875960747956914,0.4242963118409279,-1.7826488985466868,0.016770218532679904,-0.1425649332054707,0.33440110237819703,-1.313447864779886,0.018977922352947985,-0.1536074863169834,0.3826558586038937,-1.3379768508901622
NGC0289,-0.041428115098655516,0.04333780832534029,-3.552795808975173,-58.41510416557638,-0.034906048820741366,0.018008274396372186,-1.0488295598342625,-6.711486654988235,-0.3880358165723883,-0.12445226200548132,-8.221092047385326,-60.93393459161064,-0.05776012802169039,0.030587735065984,-2.3074161183118442,-30.213599485277207,-0.08772132398545662,0.03422617001277484,-2.419847765901315,-24.88902519841953,-0.17646687824210217,0.05741035125967464,-3.8532231418975704,-30.422011842579433
NGC0300,-0.3249151184211261,-2.0764102555494084,13.829501089816981,-291.62221579335494,-0.06476770523786486,-0.232615747723968,2.395563007141761,-10.289334372262246,-0.5212821285668442,-1.1227734346236082,7.3126215591636115,-37.05464044259825,-0.12380028513190311,-1.6247166785068377,11.829223119713822,-252.00358373327623,-0.0309904913163912,-1.865159853314065,14.438778846216325,-309.59235693764913,0.09272895374867929,-3.158404542181948,25.57250185907824,-550.7716952130332
NGC0801,-14.195402905356463,-18.231085089510717,14.58605726806077,-260.3893256486038,-1.1528760682943135,-1.4513543053318732,1.7342352569375314,-10.970317248263648,-5.309138053992844,-6.5624193394126555,7.670925387795137,-46.374988224003324,-11.788762629136489,-15.032739846637213,12.047896916815045,-207.45885955261673,-12.32931301020064,-15.59257956542299,12.521710794773085,-206.39310834478383,-18.23402890019637,-22.837322885406593,18.38326009300679,-287.0319995085982
NGC0891,2.1615429446342205e-09,0.0,-2.7999570127814537,-590.0173640877811,8.072466028963277e-10,0.0,-0.749257560187826,-22.403693920283967,3.095152265597534e-09,0.0,-2.874372136503219,-85.9475640710862,1.174360164668542e-09,0.0,-1.7205289705568259,-356.87629176305296,7.369218568697988e-10,0.0,-1.3731452279441712,-277.42632143218657,3.704087037093018e-10,0.0,-1.445746210467192,-277.12697925102685
NGC1003,3.417078083951509,3.417080059492534,12.38857024995159,-804.9809233538881,0.4465588962656518,0.44655917137274254,1.9860212222120386,-24.235294445588575,0.9662484094398796,0.9662490050629573,4.065259174076806,-52.655974853799606,1.4166717353477098,1.4166725544523988,5.520572170268984,-322.88152479738466,1.0785301441590214,1.0785307678327163,4.6150177566257655,-234.18016286014384,1.2361601245190021,1.2361608394810562,6.004095874327144,-248.23525630466642
NGC1090,0.8209860684841269,0.5780955970319007,0.022398162441486624,-567.3206565189267,0.5125905973863454,0.33137316149784074,0.029230866714847824,-22.7681056398606,1.1430770321715502,0.7389621501401848,0.06518483277411065,-50.772875576889135,0.4004969654464524,0.27200582490934944,-0.02149446320938564,-283.8804722486467,0.2536698852368202,0.1586145851307652,-0.05792103471309562,-189.5471734846755,0.16026420754078202,0.06783501802827141,-0.1415214093252084,-142.82081208105654
NGC2403,-5.933408147029695e-07,-1.118299315415868,134.00475381094952,-1963.5964345394523,-1.6413271364257297e-08,-0.030962746770932803,6.0740800485096385,-22.72040274562663,-3.2485025286336603e-08,-0.06178735499924982,14.968779294329117,-45.039109057897505,-4.4972337320814404e-07,-0.8459721867428698,93.3253397282048,-1571.967726338936,-6.105729823957518e-07,-1.1480032362746329,123.9853223386082,-2161.7964295620914,-1.171049575532379e-06,-2.2013460034572745,235.4468024786694,-4170.0801252531555
NGC2683,-2.1819810442202336,-2.4420395280084795,2.960508882928938,-41.97757660920801,-0.5442969032491695,-0.600555806296624,1.5533878533266847,-4.951737048123228,-5.809696465535637,-6.403832799979521,16.558840699032647,-52.36004232819467,-1.4563403031047506,-1.630380792275938,1.9730153372656247,-28.20208230721167,-1.0947846377654549,-1.2263172546123813,1.478775625918718,-21.477108582018236,-0.8818982952609054,-0.9895297886629313,1.1806543958617726,-17.962999309477354
NGC2841,-0.3684237790265996,-0.605513668262688,29.71236542959605,-687.9225295932973,-0.022650873596077693,-0.04008112249847937,2.3576262062794475,-19.99182836215732,-0.12448148569390582,-0.2092133997358677,12.322972843161727,-96.68116823762486,-0.16819249708351336,-0.23501141276014437,11.748504250918348,-222.65645927402807,-0.16418714336563767,-0.19642435234291256,10.022397379502147,-144.5555306791234,-0.2544826203199726,-0.26193219059776496,13.670300116463652,-130.23499316373434
NGC2903,-13.542577049064027,-16.03307321355595,11.181721761366221,-688.148571799083,-1.5750053205211678,-1.816023483641904,2.749625899722799,-22.39134566510026,-5.6994236225446775,-6.521224237248837,9.916624176620997,-76.58097445851767,-5.875113934756964,-6.923139657191696,4.547452299448701,-309.3165916762811,-4.2445501031372945,-4.964350250456455,2.9356121807832034,-235.89432349348562,-4.33626311627627,-5.001101196066467,2.3388913903029076,-264.4426796952112
NGC2915,-8.63222826552601e-09,0.0,5.795088129247387,-98.71988423914259,-1.8232472568750306e-09,0.0,2.0430813375866737,-7.810698906091239,-1.1314230014732494e-08,0.0,12.277221112388588,-48.51079949031497,-4.069177439447458e-09,0.0,3.05337380544238,-45.52349675504901,-2.9149975766529224e-09,0.0,2.5771705509260827,-31.38395274808446,-2.8090556547510914e-09,0.0,3.2568662160482305,-27.808786395074026
