galaxy,model,epsilon,analysis,holdout,n,n_outer,T,D,e_D,distance_method,inc,e_inc,L36,Rdisk,MHI,RHI,Vflat,Q,morphology,morphology_alt,Rmax_kpc,Rmin_kpc,coverage,median_speed,baryon_fraction_outer_nominal,quality2,raw_residual_kms_mean,raw_residual_kms_median,fractional_error_mean,fractional_error_median,fractional_residual_mean,standardized_residual_mean,outer_loss,predicted_outer_slope,observed_outer_slope,nuisance_bound_hit,scale_bound_hit,eta_bound_hit,eta_boundary,guard_active,maximum_abs_pull,ml_disk,ml_bulge,distance_ratio,fitted_inclination,eta,length_catalogue_kpc,amplitude_catalogue_kms,slope_residual,log10_coverage,log10_speed
D564-8,nfw,0.01,fullfit_outer_third,False,6,2,10,8.79,0.28,2,63.0,7.0,0.033,0.61,0.029,0.0,0.0,2,irregular_T10_11,late_T8_11,3.07,0.51,5.032786885245901,20.85,0.13517368798611112,1,-0.3740385772125414,-0.3740385772125414,0.080375,0.080375,-0.015609159433270542,-0.19850408569609398,0.0846370351826401,0.41228803927254476,0.22470372879858577,False,True,False,not applicable,False,0.1448256632779204,0.4836012759062356,0.7,0.9993004523983814,62.38353627578908,,4999.999999999995,1338.425980348909,0.187584310473959,0.7018085404664194,1.3191060593097763
D631-7,nfw,0.01,fullfit_outer_third,False,16,6,10,7.72,0.18,2,59.0,3.0,0.196,0.7,0.29,0.0,57.7,1,irregular_T10_11,late_T8_11,7.19,0.45,10.271428571428572,47.2,0.11610138710516488,0,-2.4976995837365195,-3.5494250302087167,0.05850156776774009,0.06175725910314952,-0.043868299481955225,-0.8925698420058151,1.4365097578433874,0.3934960156787685,0.11466348860659234,False,True,False,not applicable,False,1.9497402490608644,0.3191508308922515,0.7,0.9873666680675556,53.70613812397536,,4999.999999983582,2102.758722356595,0.2788325270721762,1.0116308503686258,1.6739419986340878
DDO064,nfw,0.01,fullfit_outer_third,False,14,5,10,6.8,2.04,1,60.0,5.0,0.157,0.69,0.211,3.49,46.1,1,irregular_T10_11,late_T8_11,2.98,0.1,4.3188405797101455,37.9,0.2719541304946145,0,-0.028923784602417867,-0.07434398583948365,0.12572301430796207,0.09978401727861771,-0.0008723678542009589,-0.10945038931032806,0.21606150781927366,0.410481720003345,0.027555362826052053,False,True,False,not applicable,False,0.5041401510741996,0.4983325921356839,0.7,1.1512420453222598,60.93820957997874,,4999.999999999995,2531.4367519516186,0.38292635717729295,0.635367173339,1.5786392099680724
DDO154,nfw,0.01,fullfit_outer_third,False,12,4,10,4.04,0.2,2,64.0,3.0,0.053,0.37,0.275,4.96,47.0,2,irregular_T10_11,late_T8_11,5.92,0.49,16.0,43.3,0.13060439321894962,1,2.1740969101145247,1.5691101269516317,0.015529151941253419,0.013608032634767231,0.047005929152635496,2.3165246286345282,7.89759157304027,0.23843241764486386,-0.138898837153254,False,False,False,not applicable,False,2.6610323299595326,0.2709360353031887,0.7,1.0439226232621233,66.5496505247899,,15.775112053129696,137.75663707183156,0.37733125479811785,1.2041199826559248,1.6364878963533653
DDO161,nfw,0.01,fullfit_outer_third,False,31,11,10,7.5,2.25,1,70.0,10.0,0.548,1.22,1.378,10.69,66.3,1,irregular_T10_11,late_T8_11,13.37,0.6,10.959016393442623,55.0,0.2561627792319553,0,-0.26921946139112213,-0.3841131544430141,0.02414716385837138,0.019818456883509836,-0.004068900937255099,-0.056328639898906685,0.4499229609898671,0.18433589452565838,0.1262649861337618,False,False,False,not applicable,False,1.6443949562007876,0.3423974398301078,0.7,1.056552058080564,70.80667140180728,,62.8520313417228,211.67244371035375,0.058070908391896575,1.0397715765872362,1.7403626894942439
DDO168,nfw,0.01,fullfit_outer_third,False,10,4,10,4.25,0.21,2,63.0,6.0,0.191,1.02,0.413,4.3,53.4,2,irregular_T10_11,late_T8_11,4.12,0.41,4.03921568627451,48.0,0.2305924264245383,1,0.012019707857206186,-1.1405225085132074,0.042414928409798915,0.04280026542800266,0.0010535708336113642,-0.22021054514326,2.2444608499772754,0.41538434969399096,-0.0313637713623182,False,True,False,not applicable,False,2.359460663297388,0.4411875760240129,0.7,0.9674752555522428,48.84323602021567,,4999.999999901416,2642.2452162484515,0.4467481210563092,0.606297044271217,1.6812412373755872
DDO170,nfw,0.01,fullfit_outer_third,False,8,3,10,15.4,4.62,1,66.0,7.0,0.543,1.95,0.735,9.14,60.0,2,irregular_T10_11,late_T8_11,12.33,1.87,6.323076923076923,57.1,0.23484281944444443,1,0.6556010355835747,1.2694174709294614,0.019360940045173518,0.020338983050847456,0.011215037097307486,0.47664671504152567,1.0092998078135218,0.05807647502850512,0.18838540714954563,False,False,False,not applicable,False,0.0651084214759515,0.4925600245035539,0.7,1.0088518220011258,66.0752925765474,,13.307714436721636,126.85576430512364,-0.1303089321210405,0.8009284652332136,1.7566361082458481
ESO079-G014,nfw,0.01,fullfit_outer_third,False,15,5,4,28.7,7.17,1,79.0,5.0,51.733,5.08,3.14,17.67,175.0,1,spiral_T1_9,spiral_T1_7,16.67,0.41,3.2814960629921264,132.0,0.3315464506122449,0,-0.8510562527616742,-0.7622278229174526,0.014151935454080172,0.012598870056497175,-0.005384517116972758,-0.21357048833393116,0.9220649836884842,0.2550621266955846,0.17377785834650536,False,False,False,not applicable,False,0.8059979738214191,0.6019630052651925,0.7,1.1394617482260725,79.41521306256347,,109.698734160803,565.5360210813407,0.08128426834907923,0.5160718875440862,2.12057393120585
ESO116-G012,nfw,0.01,fullfit_outer_third,False,15,5,7,13.0,3.9,1,74.0,3.0,4.292,1.51,1.083,9.58,109.1,1,spiral_T1_9,spiral_T1_7,9.86,0.25,6.52980132450331,102.0,0.2002782636141739,0,1.5555567218654829,2.141465985505647,0.02422276562872893,0.019444444444444445,0.013880515507227931,0.49442204085089825,1.0637641503436401,0.2532731101823874,0.09813323947856283,False,False,False,not applicable,False,0.2907518601625483,0.4676218743379936,0.7,1.0179893053253963,74.01831069825197,,22.68035698449212,290.70887362994563,0.15513987070382457,0.8148999676480417,2.0086001717619175
ESO444-G084,nfw,0.01,fullfit_outer_third,False,7,3,10,4.83,0.48,2,32.0,6.0,0.071,0.46,0.135,2.95,0.0,2,irregular_T10_11,late_T8_11,4.44,0.26,9.652173913043478,52.8,0.08843471610730333,1,1.516134456123145,0.21809132853871915,0.06413322379951274,0.05362068965517241,0.023706896853923853,0.1829458417992127,0.2294314886200897,0.2769420258027426,0.12669041610969467,False,False,False,not applicable,False,0.3988756236524246,0.4941664908192201,0.7,1.0127139398096203,34.39325374191455,,13.931978022222673,199.28997206507825,0.1502516096930479,0.9846251384330458,1.7226339225338123
ESO563-G021,nfw,0.01,fullfit_outer_third,False,30,10,4,60.8,9.1,1,83.0,3.0,311.177,5.45,24.298,55.71,314.6,1,spiral_T1_9,spiral_T1_7,42.41,0.45,7.7816513761467885,310.5,0.2624532912705312,0,1.3128882446232182,2.787203880038703,0.03256555088719564,0.02833213141025641,0.004369406042259645,0.10389786311106967,0.40048313780407846,-0.028771851928951507,0.0428535015931636,False,True,False,not applicable,False,2.1158517757733244,0.8138702654206683,0.7,1.1663106839356252,83.31865890083309,,4999.999999999995,3862.496330094382,-0.0716253535221151,0.8910717701830672,2.492061604512599
F565-V2,nfw,0.01,fullfit_outer_third,False,7,3,10,51.8,10.4,1,60.0,10.0,0.559,2.17,0.699,7.31,0.0,2,irregular_T10_11,late_T8_11,8.8,1.26,4.055299539170507,68.5,0.13169340579615704,1,0.13013199151583876,0.2953110037056774,0.07704484293966692,0.07220216606498195,0.0007838167642477296,0.037869786881639,0.04654234321228413,0.49360471448306475,0.36551142419418853,False,True,False,not applicable,False,0.0084206121216231,0.4996669244665425,0.7,1.001687129616479,60.08420612121623,,4999.999999998183,2674.983885876924,0.12809329028887623,0.6080229383016391,1.8356905714924256
F568-3,nfw,0.01,fullfit_outer_third,False,18,6,7,82.4,8.24,1,40.0,10.0,8.346,4.99,3.195,16.14,0.0,1,spiral_T1_9,spiral_T1_7,17.98,0.64,3.603206412825651,83.9,0.22469191106035866,0,-0.3446939675212022,-0.46127909633444375,0.10456582810834412,0.1,-0.003783887303637905,-0.023842212676807206,0.03733981127283959,0.4031868841138544,0.35819607470240467,False,True,False,not applicable,False,0.8255043673620196,0.5463483842302939,0.7,1.0258337282326526,48.25504367362019,,4999.999999992757,2429.6740483032795,0.04499080941144973,0.55668914177382,1.9237619608287002
F568-V1,nfw,0.01,fullfit_outer_third,False,15,5,7,80.6,8.06,1,40.0,10.0,3.825,2.85,2.491,14.38,112.3,1,spiral_T1_9,spiral_T1_7,17.63,0.39,6.185964912280701,111.0,0.1326219548980178,0,4.994977178186855,4.9416306892925235,0.1527850361825538,0.12372881355932203,0.04433538353637774,0.31181147592592084,0.1232851218388376,0.07843280194186972,0.07839643254339186,False,False,False,not applicable,False,0.0458675275000986,0.5043406574774818,0.7,0.99891404611059,39.541324724999015,,8.027512760447365,244.8407715067593,3.636939847785625e-05,0.7914074522908118,2.0453229787866576
F571-8,nfw,0.01,fullfit_outer_third,False,13,5,5,53.3,10.7,1,85.0,5.0,10.164,3.56,1.782,24.55,139.7,1,spiral_T1_9,spiral_T1_7,15.55,0.22,4.367977528089888,105.0,0.13552480932784639,0,-0.580180939926106,-3.565839521162758,0.03193282071201982,0.03225806451612903,-0.006549892566861082,-0.24065151364430593,1.2964244523946047,0.33421827652543534,0.23397192268390624,True,False,False,not applicable,False,4.9763271028037375,0.4991623606360249,0.7,0.0010000000000002,84.99759574246693,,30.88957692891948,403.5443053351915,0.1002463538415291,0.6402803953899812,2.0211892990699383
F571-V1,nfw,0.01,fullfit_outer_third,False,7,3,7,80.1,8.0,1,30.0,10.0,1.849,2.47,1.217,10.1,83.6,2,spiral_T1_9,spiral_T1_7,13.59,1.95,5.502024291497976,77.0,0.19307411957239085,1,0.3103570654796594,0.1673968417911027,0.07180511891509139,0.07151370679380215,0.0035909999656485113,0.05172617757994324,0.07257389876994524,0.18988931193040534,0.05233148695419144,False,False,False,not applicable,False,0.1403477735594498,0.5002078631031692,0.7,1.0024424766937376,31.4034777355945,,26.830795069999432,205.6916074084421,0.1375578249762139,0.7405225034728286,1.8864907251724818
