tau,z,D_to_reference,ergotropy_over_kBT,ergotropy_sorted_over_kBT,spectral_mismatch
-1.7400000000000000e+00,4.2035574916856146e-02,1.0705701468935533e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0705701468935533e-01
-1.7300000000000000e+00,4.2440110026206297e-02,1.0635514936097763e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0635514936097763e-01
-1.7200000000000000e+00,4.2848364101865745e-02,1.0565091419241820e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0565091419241820e-01
-1.7100000000000000e+00,4.3260367968880539e-02,1.0494433069820834e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0494433069820834e-01
-1.7000000000000000e+00,4.3676152642724175e-02,1.0423542099295041e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0423542099295041e-01
-1.6899999999999999e+00,4.4095749329164401e-02,1.0352420779916388e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0352420779916388e-01
-1.6799999999999999e+00,4.4519189424097314e-02,1.0281071445517409e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0281071445517409e-01
-1.6699999999999999e+00,4.4946504513347606e-02,1.0209496492305276e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0209496492305276e-01
-1.6600000000000001e+00,4.5377726372434965e-02,1.0137698379660381e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0137698379660381e-01
-1.6499999999999999e+00,4.5812886966305567e-02,1.0065679630939528e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0065679630939528e-01
-1.6400000000000001e+00,4.6252018449027626e-02,9.9934428342838999e-02,0.0000000000000000e+00,0.0000000000000000e+00,9.9934428342838999e-02
-1.6299999999999999e+00,4.6695153163450916e-02,9.9209906434309603e-02,0.0000000000000000e+00,0.0000000000000000e+00,9.9209906434309603e-02
-1.6200000000000001e+00,4.7142323640828959e-02,9.8483257785309836e-02,0.0000000000000000e+00,0.0000000000000000e+00,9.8483257785309836e-02
-1.6099999999999999e+00,4.7593562600403448e-02,9.7754510269681710e-02,0.0000000000000000e+00,0.0000000000000000e+00,9.7754510269681710e-02
-1.6000000000000001e+00,4.8048902948949805e-02,9.7023692441849316e-02,0.0000000000000000e+00,0.0000000000000000e+00,9.7023692441849316e-02
-1.5899999999999999e+00,4.8508377780283697e-02,9.6290833545112614e-02,0.0000000000000000e+00,0.0000000000000000e+00,9.6290833545112614e-02
-1.5800000000000001e+00,4.8972020374726893e-02,9.5555963519972309e-02,0.0000000000000000e+00,0.0000000000000000e+00,9.5555963519972309e-02
-1.5699999999999998e+00,4.9439864198532628e-02,9.4819113012495682e-02,0.0000000000000000e+00,0.0000000000000000e+00,9.4819113012495682e-02
-1.5600000000000001e+00,4.9911942903268773e-02,9.4080313382721381e-02,0.0000000000000000e+00,0.0000000000000000e+00,9.4080313382721381e-02
-1.5499999999999998e+00,5.0388290325158631e-02,9.3339596713093886e-02,0.0000000000000000e+00,0.0000000000000000e+00,9.3339596713093886e-02
-1.5400000000000000e+00,5.0868940484378386e-02,9.2596995816937283e-02,0.0000000000000000e+00,0.0000000000000000e+00,9.2596995816937283e-02
-1.5300000000000000e+00,5.1353927584310156e-02,9.1852544246958934e-02,0.0000000000000000e+00,0.0000000000000000e+00,9.1852544246958934e-02
-1.5200000000000000e+00,5.1843286010750049e-02,9.1106276303785719e-02,0.0000000000000000e+00,0.0000000000000000e+00,9.1106276303785719e-02
-1.5100000000000000e+00,5.2337050331070618e-02,9.0358227044528824e-02,0.0000000000000000e+00,0.0000000000000000e+00,9.0358227044528824e-02
-1.5000000000000000e+00,5.2835255293336152e-02,8.9608432291380158e-02,0.0000000000000000e+00,0.0000000000000000e+00,8.9608432291380158e-02
-1.4900000000000000e+00,5.3337935825370698e-02,8.8856928640230204e-02,0.0000000000000000e+00,0.0000000000000000e+00,8.8856928640230204e-02
-1.4800000000000000e+00,5.3845127033777744e-02,8.8103753469317730e-02,0.0000000000000000e+00,0.0000000000000000e+00,8.8103753469317730e-02
-1.4700000000000000e+00,5.4356864202910200e-02,8.7348944947896384e-02,0.0000000000000000e+00,0.0000000000000000e+00,8.7348944947896384e-02
-1.4600000000000000e+00,5.4873182793790935e-02,8.6592542044929360e-02,0.0000000000000000e+00,0.0000000000000000e+00,8.6592542044929360e-02
-1.4500000000000000e+00,5.5394118442981415e-02,8.5834584537800657e-02,0.0000000000000000e+00,0.0000000000000000e+00,8.5834584537800657e-02
-1.4399999999999999e+00,5.5919706961399099e-02,8.5075113021045146e-02,0.0000000000000000e+00,0.0000000000000000e+00,8.5075113021045146e-02
-1.4299999999999999e+00,5.6449984333081966e-02,8.4314168915097021e-02,0.0000000000000000e+00,0.0000000000000000e+00,8.4314168915097021e-02
-1.4199999999999999e+00,5.6984986713898934e-02,8.3551794475050095e-02,0.0000000000000000e+00,0.0000000000000000e+00,8.3551794475050095e-02
-1.4099999999999999e+00,5.7524750430206120e-02,8.2788032799435612e-02,0.0000000000000000e+00,0.0000000000000000e+00,8.2788032799435612e-02
-1.3999999999999999e+00,5.8069311977447531e-02,8.2022927839004833e-02,0.0000000000000000e+00,0.0000000000000000e+00,8.2022927839004833e-02
-1.3899999999999999e+00,5.8618708018698978e-02,8.1256524405524222e-02,0.0000000000000000e+00,0.0000000000000000e+00,8.1256524405524222e-02
-1.3799999999999999e+00,5.9172975383155434e-02,8.0488868180577128e-02,0.0000000000000000e+00,0.0000000000000000e+00,8.0488868180577128e-02
-1.3699999999999999e+00,5.9732151064559182e-02,7.9720005724368381e-02,0.0000000000000000e+00,0.0000000000000000e+00,7.9720005724368381e-02
-1.3599999999999999e+00,6.0296272219569513e-02,7.8949984484532026e-02,0.0000000000000000e+00,0.0000000000000000e+00,7.8949984484532026e-02
-1.3499999999999999e+00,6.0865376166072176e-02,7.8178852804938193e-02,0.0000000000000000e+00,0.0000000000000000e+00,7.8178852804938193e-02
-1.3400000000000001e+00,6.1439500381427460e-02,7.7406659934500244e-02,0.0000000000000000e+00,0.0000000000000000e+00,7.7406659934500244e-02
