BKM_distance,sharp_bound,local_distance_squared,symmetric_cycle_direct,asymmetric_cycle_direct,symmetric_z0,symmetric_z1,asymmetric_z0,asymmetric_z1
1.8975000000000000e+00,3.6892595818252736e+00,3.6005062500000000e+00,3.6892595818252758e+00,4.2832175501342853e+00,9.3656117181943263e-02,9.0634388281805667e-01,2.5446502642590124e-01,9.9131904984949615e-01
1.9050000000000000e+00,3.7201847733067503e+00,3.6290249999999999e+00,3.7201847733067552e+00,4.3197779906135487e+00,9.2566415461947160e-02,9.0743358453805278e-01,2.5169333910197494e-01,9.9142310103152254e-01
1.9124999999999999e+00,3.7512813171589277e+00,3.6576562499999996e+00,3.7512813171589290e+00,4.3565239778072637e+00,9.1482443270019323e-02,9.0851755672998069e-01,2.4893174308176280e-01,9.9152653025625226e-01
1.9199999999999999e+00,3.7825505577322218e+00,3.6863999999999999e+00,3.7825505577322254e+00,4.3934564859573424e+00,9.0404215849500855e-02,9.0959578415049902e-01,2.4618035059787283e-01,9.9162933739278269e-01
1.9275000000000000e+00,3.8139938703764864e+00,3.7152562499999999e+00,3.8139938703764873e+00,4.4305765170658304e+00,8.9331748362947064e-02,9.1066825163705301e-01,2.4343927346823652e-01,9.9173152231099881e-01
1.9349999999999998e+00,3.8456126622459608e+00,3.7442249999999992e+00,3.8456126622459639e+00,4.4678851017114738e+00,8.8265055891914371e-02,9.1173494410808564e-01,2.4070862309156438e-01,9.9183308488157240e-01
1.9424999999999999e+00,3.8774083731294726e+00,3.7733062499999996e+00,3.8774083731294766e+00,4.5053832998917311e+00,8.7204153436747964e-02,9.1279584656325197e-01,2.3798851044281852e-01,9.9193402497596361e-01
1.9500000000000000e+00,3.9093824763068952e+00,3.8024999999999998e+00,3.9093824763068952e+00,4.5430722018907659e+00,8.6149055916371162e-02,9.1385094408362888e-01,2.3527904606870267e-01,9.9203434246642008e-01
1.9575000000000000e+00,3.9415364794328123e+00,3.8318062500000001e+00,3.9415364794328127e+00,4.5809529291747744e+00,8.5099778168075513e-02,9.1490022183192443e-01,2.3258034008316941e-01,9.9213403722597771e-01
1.9649999999999999e+00,3.9738719254484809e+00,3.8612249999999992e+00,3.9738719254484813e+00,4.6190266353154268e+00,8.4056334947312072e-02,9.1594366505268787e-01,2.2989250216294543e-01,9.9223310912846008e-01
1.9724999999999999e+00,4.0063903935231355e+00,3.8907562499999995e+00,4.0063903935231426e+00,4.6572945069426961e+00,8.3018740927483861e-02,9.1698125907251626e-01,2.2721564154307347e-01,9.9233155804847950e-01
1.9800000000000000e+00,4.0390935000258175e+00,3.9203999999999999e+00,4.0390935000258175e+00,4.6957577647281106e+00,8.1987010699739737e-02,9.1801298930026032e-01,2.2454986701247398e-01,9.9242938386143642e-01
1.9874999999999998e+00,4.0719828995288800e+00,3.9501562499999991e+00,4.0719828995288818e+00,4.7344176643995191e+00,8.0961158772769007e-02,9.1903884122723101e-01,2.2189528690952307e-01,9.9252658644351999e-01
1.9949999999999999e+00,4.1050602858444556e+00,3.9800249999999995e+00,4.1050602858444574e+00,4.7732754977890011e+00,7.9941199572597502e-02,9.2005880042740251e-01,2.1925200911764967e-01,9.9262316567170861e-01
2.0024999999999999e+00,4.1383273930951514e+00,4.0100062500000000e+00,4.1383273930951514e+00,4.8123325939145190e+00,7.8927147442384618e-02,9.2107285255761528e-01,2.1662014106095151e-01,9.9271912142376872e-01
2.0099999999999998e+00,4.1717859968203568e+00,4.0400999999999989e+00,4.1717859968203559e+00,4.8515903200974506e+00,7.7919016642221811e-02,9.2208098335777811e-01,2.1399978969982925e-01,9.9281445357825659e-01
2.0175000000000001e+00,4.2054379151196084e+00,4.0703062500000007e+00,4.2054379151196084e+00,4.8910500831169301e+00,7.6916821348931713e-02,9.2308317865106815e-01,2.1139106152663908e-01,9.9290916201451751e-01
2.0249999999999999e+00,4.2392850098344432e+00,4.1006250000000000e+00,4.2392850098344468e+00,4.9307133304024884e+00,7.5920575655869280e-02,9.2407942434413071e-01,2.0879406256136560e-01,9.9300324661268613e-01
2.0324999999999998e+00,4.2733291877703987e+00,4.1310562499999994e+00,4.2733291877703952e+00,4.9705815512668501e+00,7.4930293572723072e-02,9.2506970642727682e-01,2.0620889834731226e-01,9.9309670725368626e-01
2.0400000000000000e+00,4.3075724019607113e+00,4.1616000000000000e+00,4.3075724019607140e+00,5.0106562781803348e+00,7.3945989025318501e-02,9.2605401097468143e-01,2.0363567394681251e-01,9.9318954381923230e-01
2.0474999999999999e+00,4.3420166529734940e+00,4.1922562499999998e+00,4.3420166529734914e+00,5.0509390880884038e+00,7.2967675855422215e-02,9.2703232414457770e-01,2.0107449393696031e-01,9.9328175619182779e-01
2.0549999999999997e+00,4.3766639902641522e+00,4.2230249999999989e+00,4.3766639902641540e+00,5.0914316037744953e+00,7.1995367820546899e-02,9.2800463217945306e-01,1.9852546240535945e-01,9.9337334425476642e-01
2.0625000000000000e+00,4.4115165135749725e+00,4.2539062500000000e+00,4.4115165135749699e+00,5.1321354952698002e+00,7.1029078593758233e-02,9.2897092140624160e-01,1.9598868294589344e-01,9.9346430789213214e-01
2.0699999999999998e+00,4.4465763743838087e+00,4.2848999999999995e+00,4.4465763743838060e+00,5.1730524813119203e+00,7.0068821763482725e-02,9.2993117823651728e-01,1.9346425865451622e-01,9.9355464698879892e-01
2.0775000000000001e+00,4.4818457774039997e+00,4.3160062500000009e+00,4.4818457774040095e+00,5.2141843308547742e+00,6.9114610833316048e-02,9.3088538916668406e-01,1.9095229212506087e-01,9.9364436143043156e-01
2.0850000000000000e+00,4.5173269821376651e+00,4.3472249999999999e+00,4.5173269821376714e+00,5.2555328646314798e+00,6.8166459221833800e-02,9.3183354077816616e-01,1.8845288544507180e-01,9.9373345110348521e-01
2.0924999999999998e+00,4.5530223044847009e+00,4.3785562499999990e+00,4.5530223044847027e+00,5.2970999567727866e+00,6.7224380262402364e-02,9.3277561973759748e-01,1.8596614019165436e-01,9.9382191589520552e-01
2.1000000000000001e+00,4.5889341184098438e+00,4.4100000000000001e+00,4.5889341184098384e+00,5.3388875364836235e+00,6.6288387202991517e-02,9.3371161279700843e-01,1.8349215742734756e-01,9.9390975569362972e-01
2.1074999999999999e+00,4.6250648576703552e+00,4.4415562499999997e+00,4.6250648576703561e+00,5.3808975897795754e+00,6.5358493205988355e-02,9.3464150679401170e-01,1.8103103769601694e-01,9.9399697038758517e-01
2.1149999999999998e+00,4.6614170176070209e+00,4.4732249999999993e+00,4.6614170176070200e+00,5.4231321612869259e+00,6.4434711348011792e-02,9.3556528865198818e-01,1.7858288101876754e-01,9.9408355986669084e-01
2.1225000000000001e+00,4.6979931570011848e+00,4.5050062500000001e+00,4.6979931570011875e+00,5.4655933561082595e+00,6.3517054619728952e-02,9.3648294538027110e-01,1.7614778688987986e-01,9.9416952402135716e-01
2.1299999999999999e+00,4.7347959000007940e+00,4.5368999999999993e+00,4.7347959000007922e+00,5.5082833417567478e+00,6.2605535925672584e-02,9.3739446407432736e-01,1.7372585427276635e-01,9.9425486274278541e-01
2.1374999999999997e+00,4.7718279381186024e+00,4.5689062499999986e+00,4.7718279381186015e+00,5.5512043501625747e+00,6.1700168084059197e-02,9.3829983191594069e-01,1.7131718159594878e-01,9.9433957592296895e-01
2.1450000000000000e+00,4.8090920323056867e+00,4.6010249999999999e+00,4.8090920323056885e+00,5.5943586797542650e+00,6.0800963826609135e-02,9.3919903617339073e-01,1.6892186674905840e-01,9.9442366345469291e-01
2.1524999999999999e+00,4.8465910151037805e+00,4.6332562499999996e+00,4.8465910151037832e+00,5.6377486976183295e+00,5.9907935798367534e-02,9.4009206420163249e-01,1.6654000707885838e-01,9.9450712523153373e-01
2.1600000000000001e+00,4.8843277928800264e+00,4.6656000000000004e+00,4.8843277928800237e+00,5.6813768417414643e+00,5.9021096557526229e-02,9.4097890344247381e-01,1.6417169938528617e-01,9.9458996114786014e-01
2.1675000000000000e+00,4.9223053481479129e+00,4.6980562499999996e+00,4.9223053481479155e+00,5.7252456233383224e+00,5.8140458575247536e-02,9.4185954142475248e-01,1.6181703991752094e-01,9.9467217109883321e-01
2.1749999999999998e+00,4.9605267419784767e+00,4.7306249999999990e+00,4.9605267419784767e+00,5.7693576292690825e+00,5.7266034235488504e-02,9.4273396576451141e-01,1.5947612437007097e-01,9.9475375498040530e-01
2.1825000000000001e+00,4.9989951165059514e+00,4.7633062500000003e+00,4.9989951165059523e+00,5.8137155245516965e+00,5.6397835834826958e-02,9.4360216416517306e-01,1.5714904787888481e-01,9.9483471268932266e-01
2.1899999999999999e+00,5.0377136975323236e+00,4.7961000000000000e+00,5.0377136975323253e+00,5.8583220549718185e+00,5.5535875582288709e-02,9.4446412441771121e-01,1.5483590501748543e-01,9.9491504412312270e-01
2.1974999999999998e+00,5.0766857972355712e+00,4.8290062499999991e+00,5.0766857972355623e+00,5.9031800497968323e+00,5.4680165599175531e-02,9.4531983440082434e-01,1.5253678979312593e-01,9.9499474918013620e-01
2.2050000000000001e+00,5.1159148169864919e+00,4.8620250000000000e+00,5.1159148169864945e+00,5.9482924245975575e+00,5.3830717918894933e-02,9.4616928208110507e-01,1.5025179564296942e-01,9.9507382775948638e-01
2.2124999999999999e+00,5.1554042502794211e+00,4.8951562499999994e+00,5.1554042502794211e+00,5.9936621841835631e+00,5.2987544486791001e-02,9.4701245551320890e-01,1.4798101543029202e-01,9.9515227976108922e-01
2.2199999999999998e+00,5.1951576857823900e+00,4.9283999999999990e+00,5.1951576857823838e+00,6.0392924256576990e+00,5.2150657159976195e-02,9.4784934284002365e-01,1.4572454144070818e-01,9.9523010508565413e-01
2.2275000000000000e+00,5.2351788105125951e+00,4.9617562500000005e+00,5.2351788105126023e+00,6.0851863415950316e+00,5.1320067707164713e-02,9.4867993229283532e-01,1.4348246537842035e-01,9.9530730363468334e-01
2.2349999999999999e+00,5.2754714131433937e+00,4.9952249999999996e+00,5.2754714131434000e+00,6.1313472233532345e+00,5.0495787808507109e-02,9.4950421219149295e-01,1.4125487836249270e-01,9.9538387531047245e-01
2.2424999999999997e+00,5.3160393874493987e+00,5.0288062499999988e+00,5.3160393874494094e+00,6.1777784645203706e+00,4.9677829055425865e-02,9.5032217094457416e-01,1.3904187092314710e-01,9.9545982001611055e-01
2.2500000000000000e+00,5.3568867358966807e+00,5.0625000000000000e+00,5.3568867358966799e+00,6.2244835645072509e+00,4.8866202950452402e-02,9.5113379704954748e-01,1.3684353299808427e-01,9.9553513765548018e-01
2.2574999999999998e+00,5.3980175733853635e+00,5.0963062499999996e+00,5.3980175733853653e+00,6.2714661322916960e+00,4.8060920907065548e-02,9.5193907909293451e-01,1.3465995392882912e-01,9.9560982813325749e-01
2.2650000000000001e+00,5.4394361311525463e+00,5.1302250000000003e+00,5.4394361311525437e+00,6.3187298903224232e+00,4.7261994249530662e-02,9.5273800575046930e-01,1.3249122245709899e-01,9.9568389135491187e-01
2.2725000000000000e+00,5.4811467608437363e+00,5.1642562500000002e+00,5.4811467608437283e+00,6.3662786785912591e+00,4.6469434212740801e-02,9.5353056578725914e-01,1.3033742672119802e-01,9.9575732722670762e-01
2.2799999999999998e+00,5.5231539387616664e+00,5.1983999999999995e+00,5.5231539387616646e+00,6.4141164588813755e+00,4.5683251942058377e-02,9.5431674805794153e-01,1.2819865425243457e-01,9.9583013565570222e-01
2.2875000000000001e+00,5.5654622703017802e+00,5.2326562500000007e+00,5.5654622703017758e+00,6.4622473192022163e+00,4.4903458493158563e-02,9.5509654150684131e-01,1.2607499197156394e-01,9.9590231654974759e-01
2.2949999999999999e+00,5.6080764945842940e+00,5.2670249999999994e+00,5.6080764945842958e+00,6.5106754784199907e+00,4.4130064831873976e-02,9.5586993516812591e-01,1.2396652618525646e-01,9.9597386981748981e-01
2.3024999999999998e+00,5.6510014892934191e+00,5.3015062499999992e+00,5.6510014892934262e+00,6.5594052910945777e+00,4.3363081834040189e-02,9.5663691816595986e-01,1.2187334258258922e-01,9.9604479536836932e-01
2.3100000000000001e+00,5.6942422757348705e+00,5.3361000000000001e+00,5.6942422757348616e+00,6.6084412525341278e+00,4.2602520285342928e-02,9.5739747971465705e-01,1.1979552623156374e-01,9.9611509311262081e-01
2.3174999999999999e+00,5.7378040241235837e+00,5.3708062499999993e+00,5.7378040241235837e+00,6.6577880040789701e+00,4.1848390881166528e-02,9.5815160911883346e-01,1.1773316157564950e-01,9.9618476296127356e-01
2.3249999999999997e+00,5.7816920591143450e+00,5.4056249999999988e+00,5.7816920591143468e+00,6.7074503386278721e+00,4.1100704226443255e-02,9.5889929577355681e-01,1.1568633243035109e-01,9.9625380482615233e-01
2.3325000000000000e+00,5.8259118655887425e+00,5.4405562500000002e+00,5.8259118655887434e+00,6.7574332064190905e+00,4.0359470835504327e-02,9.5964052916449560e-01,1.1365512197980239e-01,9.9632221861987547e-01
2.3399999999999999e+00,5.8704690947128855e+00,5.4755999999999991e+00,5.8704690947128899e+00,6.8077417210821309e+00,3.9624701131932186e-02,9.6037529886806783e-01,1.1163961277338630e-01,9.9639000425585678e-01
2.3474999999999997e+00,5.9153695702811451e+00,5.5107562499999982e+00,5.9153695702811540e+00,6.8583811659742153e+00,3.8896405448413621e-02,9.6110359455158645e-01,1.0963988672237915e-01,9.9645716164830533e-01
2.3550000000000000e+00,5.9606192953622745e+00,5.5460250000000002e+00,5.9606192953622763e+00,6.9093570008179341e+00,3.8174594026594642e-02,9.6182540597340538e-01,1.0765602509662207e-01,9.9652369071222502e-01
2.3624999999999998e+00,6.0062244592653293e+00,5.5814062499999988e+00,6.0062244592653293e+00,6.9606748686580353e+00,3.7459277016936576e-02,9.6254072298306337e-01,1.0568810852121864e-01,9.9658959136341485e-01
2.3700000000000001e+00,6.0521914448440031e+00,5.6169000000000002e+00,6.0521914448439986e+00,7.0123406031554154e+00,3.6750464478572976e-02,9.6324953552142700e-01,1.0373621697325738e-01,9.9665486351846933e-01
2.3774999999999999e+00,6.0985268361592464e+00,5.6525062500000001e+00,6.0985268361592517e+00,7.0643602362383362e+00,3.6048166379168578e-02,9.6395183362083137e-01,1.0180042977856228e-01,9.9671950709477841e-01
2.3849999999999998e+00,6.1452374265214598e+00,5.6882249999999992e+00,6.1452374265214580e+00,7.1167400061319874e+00,3.5352392594778792e-02,9.6464760740522115e-01,9.9880825608468241e-02,9.9678352201052778e-01
2.3925000000000001e+00,6.1923302269349794e+00,5.7240562500000003e+00,6.1923302269349918e+00,7.1694863657890586e+00,3.4663152909710941e-02,9.6533684709028911e-01,9.7977482476624175e-02,9.9684690818469845e-01
2.3999999999999999e+00,6.2398124749691881e+00,5.7599999999999998e+00,6.2398124749691952e+00,7.2226059917458123e+00,3.3980457016386821e-02,9.6601954298361326e-01,9.6090477735822771e-02,9.9690966553706717e-01
2.4074999999999998e+00,6.2876916440824138e+00,5.7960562499999986e+00,6.2876916440824182e+00,7.2761057934295756e+00,3.3304314515206150e-02,9.6669568548479390e-01,9.4219888074856289e-02,9.9697179398820679e-01
2.4150000000000000e+00,6.3359754534264576e+00,5.8322250000000002e+00,6.3359754534264621e+00,7.3299929229454364e+00,3.2634734914411670e-02,9.6736526508558840e-01,9.2365789515400060e-02,9.9703329345948599e-01
2.4224999999999999e+00,6.3846718781618508e+00,5.8685062499999994e+00,6.3846718781618605e+00,7.3842747853722059e+00,3.1971727629955551e-02,9.6802827237004452e-01,9.0528257408923396e-02,9.9709416387306959e-01
2.4299999999999997e+00,6.4337891603160031e+00,5.9048999999999987e+00,6.4337891603160049e+00,7.4389590495995925e+00,3.1315301985366771e-02,9.6868469801463331e-01,8.8707366433626506e-02,9.9715440515191822e-01
2.4375000000000000e+00,6.4833358202188274e+00,5.9414062500000000e+00,6.4833358202188229e+00,7.4940536597417449e+00,3.0665467211620105e-02,9.6933453278837978e-01,8.6903190591405971e-02,9.9721401721978919e-01
2.4449999999999998e+00,6.5333206685529914e+00,5.9780249999999988e+00,6.5333206685529923e+00,7.5495668471632129e+00,3.0022232447006417e-02,9.6997776755299359e-01,8.5115803204847532e-02,9.9727300000123620e-01
2.4525000000000001e+00,6.5837528190589341e+00,6.0147562500000005e+00,6.5837528190589296e+00,7.6055071431579577e+00,2.9385606737003921e-02,9.7061439326299603e-01,8.3345276914245467e-02,9.9733135342160883e-01
2.4600000000000000e+00,6.6346417019375528e+00,6.0515999999999996e+00,6.6346417019375572e+00,7.6618833923246292e+00,2.8755599034151237e-02,9.7124440096584885e-01,8.1591683674651305e-02,9.9738907740705351e-01
2.4674999999999998e+00,6.6859970779971398e+00,6.0885562499999990e+00,6.6859970779971434e+00,7.7187047666839135e+00,2.8132218197921270e-02,9.7186778180207878e-01,7.9855094752948844e-02,9.9744617188451368e-01
2.4750000000000001e+00,6.7378290535944982e+00,6.1256250000000003e+00,6.7378290535944956e+00,7.7759807805876875e+00,2.7515472994596724e-02,9.7248452700540322e-01,7.8135580724958104e-02,9.9750263678172890e-01
2.4824999999999999e+00,6.7901480964243506e+00,6.1628062500000000e+00,6.7901480964243550e+00,7.8337213064750202e+00,2.6905372097146919e-02,9.7309462790285306e-01,7.6433211472567458e-02,9.9755847202723591e-01
2.4899999999999998e+00,6.8429650522153951e+00,6.2000999999999991e+00,6.8429650522153995e+00,7.8919365915319908e+00,2.6301924085105646e-02,9.7369807591489432e-01,7.4748056180892794e-02,9.9761367755036812e-01
2.4975000000000001e+00,6.8962911623960546e+00,6.2375062500000000e+00,6.8962911623960537e+00,7.9506372753193268e+00,2.5705137444450597e-02,9.7429486255554931e-01,7.3080183335466412e-02,9.9766825328125619e-01
2.5049999999999999e+00,6.9501380827982429e+00,6.2750249999999994e+00,6.9501380827982455e+00,8.0098344084352142e+00,2.5115020567484131e-02,9.7488497943251595e-01,7.1429660719453822e-02,9.9772219915082760e-01
2.5124999999999997e+00,7.0045179034731042e+00,6.3126562499999990e+00,7.0045179034731007e+00,8.0695394722877900e+00,2.4531581752715071e-02,9.7546841824728481e-01,6.9796555410898367e-02,9.9777551509080720e-01
2.5200000000000000e+00,7.0594431696988442e+00,6.3504000000000005e+00,7.0594431696988345e+00,8.1297644000568532e+00,2.3954829204742106e-02,9.7604517079525777e-01,6.8180933779995664e-02,9.9782820103371683e-01
2.5274999999999999e+00,7.1149269042676746e+00,6.3882562499999995e+00,7.1149269042676728e+00,8.1905215989320013e+00,2.3384771034138510e-02,9.7661522896586139e-01,6.6582861486396375e-02,9.9788025691287607e-01
2.5349999999999997e+00,7.1709826311463294e+00,6.4262249999999987e+00,7.1709826311463303e+00,8.2518239737210806e+00,2.2821415257337864e-02,9.7717858474266206e-01,6.5002403476537254e-02,9.9793168266240151e-01
2.5425000000000000e+00,7.2276244006128927e+00,6.4643062499999999e+00,7.2276244006128909e+00,8.3136849519320748e+00,2.2264769796521477e-02,9.7773523020347852e-01,6.3439623981001975e-02,9.9798247821720765e-01
2.5499999999999998e+00,7.2848668159816032e+00,6.5024999999999995e+00,7.2848668159816050e+00,8.3761185104393405e+00,2.1714842479507029e-02,9.7828515752049305e-01,6.1894586511911015e-02,9.9803264351300613e-01
2.5575000000000001e+00,7.3427250620376139e+00,6.5408062500000002e+00,7.3427250620376139e+00,8.4391392038568043e+00,2.1171641039638284e-02,9.7882835896036169e-01,6.0367353860339999e-02,9.9808217848630687e-01
2.5649999999999999e+00,7.4012149353142505e+00,6.5792250000000001e+00,7.4012149353142469e+00,8.5027621947490104e+00,2.0635173115676614e-02,9.7936482688432325e-01,5.8857988093768368e-02,9.9813108307441667e-01
2.5724999999999998e+00,7.4603528763579803e+00,6.6177562499999993e+00,7.4603528763579821e+00,8.5670032858274823e+00,2.0105446251693318e-02,9.7989455374830670e-01,5.7366550553556363e-02,9.9817935721544115e-01
2.5800000000000001e+00,7.5201560041393556e+00,6.6564000000000005e+00,7.5201560041393609e+00,8.6318789542872842e+00,1.9582467896963659e-02,9.8041753210303639e-01,5.5893101852452436e-02,9.9822700084828320e-01
2.5874999999999999e+00,7.5806421527834669e+00,6.6951562499999993e+00,7.5806421527834722e+00,8.6974063884598074e+00,1.9066245405862194e-02,9.8093375459413790e-01,5.4437701872130033e-02,9.9827401391264370e-01
2.5949999999999998e+00,7.6418299108097409e+00,6.7340249999999990e+00,7.6418299108097472e+00,8.7636035269701793e+00,1.8556786037759173e-02,9.8144321396224088e-01,5.3000409760753625e-02,9.9832039634902181e-01
2.6025000000000000e+00,7.7037386630894442e+00,6.7730062499999999e+00,7.7037386630894318e+00,8.8304891006073163e+00,1.8054096956918529e-02,9.8194590304308138e-01,5.1581283930574977e-02,9.9836614809871482e-01
2.6099999999999999e+00,7.7663886357496530e+00,6.8120999999999992e+00,7.7663886357496423e+00,8.8980826771354060e+00,1.7558185232397234e-02,9.8244181476760273e-01,5.0180382055559629e-02,9.9841126910381828e-01
2.6174999999999997e+00,7.8298009442752949e+00,6.8513062499999986e+00,7.8298009442752914e+00,8.9664047092976951e+00,1.7069057837945722e-02,9.8293094216205423e-01,4.8797761069042454e-02,9.9845575930722563e-01
2.6250000000000000e+00,7.8939976450861060e+00,6.8906250000000000e+00,7.8939976450861131e+00,9.0354765862904571e+00,1.6586721651909879e-02,9.8341327834809023e-01,4.7433477161414092e-02,9.9849961865262926e-01
2.6324999999999998e+00,7.9590017908938968e+00,6.9300562499999989e+00,7.9590017908939004e+00,9.1053206890098082e+00,1.6111183457134432e-02,9.8388881654286564e-01,4.6087585777837628e-02,9.9854284708451968e-01
2.6399999999999997e+00,8.0248374901771893e+00,6.9695999999999980e+00,8.0248374901771840e+00,9.1759604494102547e+00,1.5642449940867383e-02,9.8435755005913250e-01,4.4760141615994717e-02,9.9858544454818565e-01
2.6475000000000000e+00,8.0915299711458974e+00,7.0092562500000000e+00,8.0915299711458850e+00,9.2474204143465784e+00,1.5180527694666046e-02,9.8481947230533384e-01,4.3451198623862985e-02,9.9862741098971497e-01
2.6549999999999998e+00,8.1591056506085078e+00,7.0490249999999985e+00,8.1591056506085025e+00,9.3197263143101807e+00,1.4725423214304459e-02,9.8527457678569541e-01,4.2160809997523724e-02,9.9866874635599379e-01
2.6625000000000001e+00,8.2275922081994324e+00,7.0889062500000009e+00,8.2275922081994359e+00,9.3929051375184898e+00,1.4277142899681820e-02,9.8572285710031815e-01,4.0889028178999427e-02,9.9870945059470706e-01
2.6699999999999999e+00,8.2970186664743579e+00,7.1288999999999998e+00,8.2970186664743615e+00,9.4669852098637541e+00,1.3835693054732714e-02,9.8616430694526735e-01,3.9635904854123147e-02,9.9874952365433844e-01
2.6774999999999998e+00,8.3674154774388345e+00,7.1690062499999989e+00,8.3674154774388434e+00,9.5419962812864156e+00,1.3401079887338293e-02,9.8659892011266181e-01,3.8401490950437496e-02,9.9878896548417051e-01
2.6850000000000001e+00,8.4388146161396733e+00,7.2092250000000000e+00,8.4388146161396804e+00,9.6179696192021993e+00,1.2973309509239030e-02,9.8702669049076108e-01,3.7185836635125029e-02,9.9882777603428508e-01
2.6924999999999999e+00,8.5112496820216599e+00,7.2495562499999995e+00,8.5112496820216528e+00,9.6949381096828731e+00,1.2552387935948869e-02,9.8744761206405107e-01,3.5988991312969745e-02,9.9886595525556177e-01
2.6999999999999997e+00,8.5847560088353152e+00,7.2899999999999983e+00,8.5847560088352992e+00,9.7729363671807263e+00,1.2138321086670475e-02,9.8786167891332943e-01,3.4811003624348733e-02,9.9890350309968057e-01
2.7075000000000000e+00,8.6593707839752625e+00,7.3305562499999999e+00,8.6593707839752518e+00,9.8520008536683186e+00,1.1731114784212064e-02,9.8826888521578782e-01,3.3651921443255718e-02,9.9894041951911972e-01
2.7149999999999999e+00,8.7351331782365964e+00,7.3712249999999990e+00,8.7351331782365840e+00,9.9321700081870432e+00,1.1330774754905607e-02,9.8866922524509426e-01,3.2511791875355592e-02,9.9897670446715714e-01
2.7224999999999997e+00,8.8120844870989412e+00,7.4120062499999984e+00,8.8120844870989430e+00,1.0013484387908203e+01,1.0937306628526138e-02,9.8906269337147379e-01,3.1390661256069527e-02,9.9901235789786968e-01
2.7300000000000000e+00,8.8902682847884993e+00,7.4528999999999996e+00,8.8902682847885046e+00,1.0095986821958906e+01,1.0550715938212683e-02,9.8944928406178745e-01,3.0288575148692258e-02,9.9904737976613323e-01
2.7374999999999998e+00,8.9697305925293023e+00,7.4939062499999993e+00,8.9697305925293023e+00,1.0179722579422805e+01,1.0171008120390500e-02,9.8982899187960949e-01,2.9205578342540429e-02,9.9908177002762355e-01
2.7450000000000001e+00,9.0505200625803237e+00,7.5350250000000010e+00,9.0505200625803219e+00,1.0264739553108132e+01,9.7981885146944704e-03,9.9020181148530551e-01,2.8141714851131917e-02,9.9911552863881514e-01
2.7524999999999999e+00,9.1326881798680741e+00,7.5762562500000001e+00,9.1326881798680617e+00,1.0351088460896417e+01,9.4322623638942032e-03,9.9056773763610562e-01,2.7097027910397635e-02,9.9914865555698229e-01
2.7599999999999998e+00,9.2162894832717548e+00,7.6175999999999986e+00,9.2162894832717548e+00,1.0438823066723529e+01,9.0732348138201410e-03,9.9092676518617984e-01,2.6071559976923925e-02,9.9918115074019909e-01
2.7675000000000001e+00,9.3013818089034768e+00,7.6590562500000008e+00,9.3013818089034785e+00,1.0528000423534600e+01,8.7211109132912662e-03,9.9127888908670880e-01,2.5065352726227310e-02,9.9921301414733865e-01
2.7749999999999999e+00,9.3880265580584901e+00,7.7006249999999996e+00,9.3880265580584847e+00,1.0618681140888384e+01,8.3758956140441727e-03,9.9162410438595583e-01,2.4078447051060999e-02,9.9924424573807369e-01
2.7824999999999998e+00,9.4762889928979916e+00,7.7423062499999986e+00,9.4762889928979988e+00,1.0710929680270461e+01,8.0375937706632945e-03,9.9196240622933674e-01,2.3110883059752507e-02,9.9927484547287704e-01
2.7900000000000000e+00,9.5662385633792795e+00,7.7841000000000005e+00,9.5662385633792724e+00,1.0804814681625583e+01,7.7062101405127080e-03,9.9229378985948724e-01,2.2162700074573962e-02,9.9930481331302046e-01
2.7974999999999999e+00,9.6579492694791647e+00,7.8260062499999989e+00,9.6579492694791682e+00,1.0900409325159227e+01,7.3817493836692951e-03,9.9261825061633069e-01,2.1233936630144095e-02,9.9933414922057628e-01
2.8049999999999997e+00,9.7515000633814086e+00,7.8680249999999985e+00,9.7515000633813713e+00,1.0997791733068169e+01,7.0642160628570762e-03,9.9293578393714277e-01,2.0324630471861879e-02,9.9936285315841611e-01
2.8125000000000000e+00,9.8469752970351987e+00,7.9101562500000000e+00,9.8469752970352111e+00,1.1097045416612566e+01,6.7536146433831278e-03,9.9324638535661691e-01,1.9434818554372700e-02,9.9939092509021177e-01
2.8199999999999998e+00,9.9444652213659133e+00,7.9523999999999990e+00,9.9444652213659168e+00,1.1198259774800849e+01,6.4499494930748301e-03,9.9355005050692524e-01,1.8564537040066647e-02,9.9941836498043446e-01
2.8274999999999997e+00,1.0044066544456577e+01,7.9947562499999982e+00,1.0044066544456584e+01,1.1301530652008402e+01,6.1532248822183354e-03,9.9384677511778163e-01,1.7713821297608547e-02,9.9944517279435563e-01
2.8350000000000000e+00,1.0145883057258192e+01,8.0372249999999994e+00,1.0145883057258185e+01,1.1406960963079115e+01,5.8634449834985766e-03,9.9413655501650144e-01,1.6882705900500727e-02,9.9947134849804631e-01
2.8424999999999998e+00,1.0250026336870571e+01,8.0798062499999990e+00,1.0250026336870569e+01,1.1514661395953695e+01,5.5806138719406394e-03,9.9441938612805936e-01,1.6071224625678077e-02,9.9949689205837866e-01
2.8500000000000001e+00,1.0356616539223097e+01,8.1225000000000005e+00,1.0356616539223097e+01,1.1624751203637736e+01,5.3047355248523349e-03,9.9469526447514767e-01,1.5279410452135010e-02,9.9952180344302355e-01
