galaxy,model,holdout,n,n_train,n_test,chi2_data,chi2_data_per_row,prior_penalty,objective,eta,physical_length_kpc,physical_amplitude_kms,length_catalogue_kpc,amplitude_catalogue_kms,ml_disk,ml_bulge,distance_ratio,inclination_deg,maximum_abs_pull,nuisance_bound_hit,train_admissible,holdout_admissible,holdout_chi2,holdout_chi2_per_row,minimum_training_v2,minimum_test_v2,nuisance_parameters_json,n_parameters,success,optimality,eta_bound_hit,eta_boundary,scale_bound_hit,parameters_json,guard_epsilon,gradient_ratio,contact_ratio,potential_depth_ratio,guard_active,original_admissible,original_objective,objective_increase,original_gradient_ratio,original_contact_ratio,original_potential_depth_ratio,selected_candidate,constrained_starts,trial_records_json
UGC08837,guarded_free_family,False,8,8,0,1.9885638601724027,0.24857048252155034,0.05397460092345257,2.0425384610958552,2.017005736638526,4.229731867089723,72.40527505304709,4.237477419438114,72.3797472101341,0.4743962250963333,0.7,0.9981721312984795,79.88607833416474,0.22828779768924803,False,True,True,,,72.09358412072007,,"{""disk_pull"": -0.22828779768924803, ""distance_pull"": -0.03660814816100791, ""inclination_pull"": -0.02278433316705186}",6,True,,False,none,False,"[1.4439681439462029, 4.281926525591975, 1.1042648616131427, -0.22828779768924803, -0.03660814816100791, -0.02278433316705186]",0.001,5.8330944616927444e-08,1.176538499158868e-07,2.4831893301124387e-07,False,True,2.0425384610958552,0.0,5.8330944616927444e-08,1.176538499158868e-07,2.4831893301124387e-07,admissible original,0,[]
UGC09037,guarded_free_family,False,22,22,0,24.17699533754974,1.0989543335249883,3.8002479335340302,27.977243271083772,3.502848306700874e-15,7.227755612039304,172.24298737819512,7.882809879947227,166.877069295443,0.34490109593533663,0.7,0.9169009175808882,61.4108262801132,1.6127542998047777,False,True,True,,,6496.052577768522,,"{""disk_pull"": -1.6127542998047777, ""distance_pull"": -0.8270337250283024, ""inclination_pull"": -0.71783474397736}",6,True,,True,lower,False,"[2.06468442405856, 5.117257429349949, 3.5028483067008678e-15, -1.6127542998047777, -0.8270337250283024, -0.71783474397736]",0.001,3.300970876480775e-07,1.1562800245149584e-21,4.4291194989525174e-07,False,True,27.977243271083772,0.0,3.300970876480775e-07,1.1562800245149584e-21,4.4291194989525174e-07,admissible original,0,[]
UGC09133,guarded_free_family,False,68,68,0,573.3128051599055,8.431070664116257,28.68194968729548,601.994754847201,3.6867188598171944e-18,42.26176665691049,210.28484133984193,28.896032992847804,235.8276209952125,0.6063847200126256,0.2532493171371807,1.462545625808598,63.59124275031133,4.415497570143342,False,True,True,,,17578.86110049951,,"{""disk_pull"": 0.8377824485491696, ""bulge_pull"": -4.415497570143342, ""distance_pull"": 2.3167855468132412, ""inclination_pull"": 1.7652071250518881}",7,True,,True,lower,False,"[3.363704319012986, 5.4631011186275, 3.6867188598171944e-18, 0.8377824485491696, -4.415497570143342, 2.3167855468132412, 1.7652071250518881]",0.001,4.920106781412089e-07,1.8139050463346423e-24,6.601615614892464e-07,False,True,601.994754847201,0.0,4.920106781412089e-07,1.8139050463346423e-24,6.601615614892464e-07,admissible original,0,[]
UGC09992,guarded_free_family,False,5,5,0,0.3722497742164031,0.07444995484328062,0.11200898532531695,0.48425875954172004,3.0863766586720542e-24,0.601873193247336,30.054203984582223,0.5749692060204662,32.67830555689965,0.504717873129743,0.7,1.0467920489395952,32.93287726823999,0.2932877268239991,False,True,True,,,730.488724841734,,"{""disk_pull"": 0.040786799581626315, ""distance_pull"": 0.15597349646531763, ""inclination_pull"": 0.2932877268239991}",6,True,,True,lower,False,"[-0.5534387943659086, 3.486711419103494, 3.0863766586720542e-24, 0.040786799581626315, 0.15597349646531763, 0.2932877268239991]",0.001,1.005006923483195e-08,3.101829910442344e-32,1.3484807736708351e-08,False,True,0.48425875954172004,0.0,1.005006923483195e-08,3.101829910442344e-32,1.3484807736708351e-08,admissible original,0,[]
UGC10310,guarded_free_family,False,7,7,0,1.124056201948703,0.1605794574212433,0.06042612533969856,1.1844823272884015,1.598301954464756e-17,1.9343045190658825,77.85745845675048,1.840597547411792,79.95284793790664,0.5047668928039735,0.7,1.05091116837891,35.046604479500786,0.17443407991679782,False,True,True,,,961.2182270399032,,"{""disk_pull"": 0.04120857858727596, ""distance_pull"": 0.16822820855639833, ""inclination_pull"": 0.17443407991679782}",6,True,,True,lower,False,"[0.6100902729278666, 4.381437060132796, 1.598301954464756e-17, 0.04120857858727596, 0.16822820855639833, 0.17443407991679782]",0.001,6.744644126406417e-08,1.0779977889404611e-24,9.049711715605966e-08,False,True,1.1844823272884015,0.0,6.744644126406417e-08,1.0779977889404611e-24,9.049711715605966e-08,admissible original,0,[]
UGC11455,guarded_free_family,False,36,36,0,141.64462959233077,3.9345730442314104,0.14582121743576562,141.79045080976653,8.628338923638001e-40,12.37260308923066,262.2469032270904,12.473569397441794,262.2469032270904,0.5454739242769107,0.7,0.9919055801115083,89.99999999999993,0.3780399016061853,True,True,True,,,2800.132022656615,,"{""disk_pull"": 0.3780399016061853, ""distance_pull"": -0.05391706807080082, ""inclination_pull"": -7.49083960380592e-14}",6,True,,True,lower,False,"[2.5236119575018323, 5.569286438730386, 8.628338923638001e-40, 0.3780399016061853, -0.05391706807080082, -7.49083960380592e-14]",0.001,7.652076992630921e-07,6.602471376219219e-46,1.0267271261623586e-06,False,True,141.79045080976653,0.0,7.652076992630921e-07,6.602471376219219e-46,1.0267271261623586e-06,admissible original,0,[]
UGC11557,guarded_free_family,False,12,12,0,3.1614721074330103,0.26345600895275084,1.5999181968707332,4.7613903043037435,0.7739027142892876,2.654889108743641,119.12735138833706,2.8720083205095235,73.45466586061676,0.4729969366498656,0.7,0.9244016076780156,17.956997746401775,1.2043002253598225,False,True,True,,,104.75463323927448,,"{""disk_pull"": -0.24111676283973932, ""distance_pull"": -0.3023935692879375, ""inclination_pull"": -1.2043002253598225}",6,True,,False,none,False,"[1.055011548295125, 4.296668424912946, 0.5731820426368963, -0.24111676283973932, -0.3023935692879375, -1.2043002253598225]",0.001,1.5789979501142854e-07,1.2219907994506665e-07,3.442554155908827e-07,False,True,4.7613903043037435,0.0,1.5789979501142854e-07,1.2219907994506665e-07,3.442554155908827e-07,admissible original,0,[]
UGC11820,guarded_free_family,False,10,10,0,12.764980078144566,1.2764980078144565,23.511682190735897,36.276662268880465,1.135171273402973e-09,21.174093953698648,87.0022608886264,14.320762157211847,107.10538924389076,1.348272870461422,0.7,1.478559152177212,60.516097585196576,4.308077915301349,False,True,True,,,221.7025505345116,,"{""disk_pull"": 4.308077915301349, ""distance_pull"": 1.5951971739240396, ""inclination_pull"": 1.551609758519658}",6,True,,True,lower,False,"[2.6617103833851754, 4.67381329592525, 1.135171272758666e-09, 4.308077915301349, 1.5951971739240396, 1.551609758519658]",0.001,8.42208599050438e-08,9.560510078550197e-17,1.1300440598785769e-07,False,True,36.276662268880465,0.0,8.42208599050438e-08,9.560510078550197e-17,1.1300440598785769e-07,admissible original,0,[]
UGC11914,guarded_free_family,False,65,65,0,29.879437432770054,0.459683652811847,0.7494692998789219,30.628906732648975,98412.66104693836,0.7055287477105139,21.36880409358669,0.6277188972012407,22.631791355957233,0.48332859971985603,0.808215672472661,1.1239565207550666,33.0574040572047,0.62429227773145,False,True,True,,,46722.20133268887,,"{""disk_pull"": -0.14727510184043385, ""bulge_pull"": 0.62429227773145, ""distance_pull"": 0.41075788250208306, ""inclination_pull"": 0.4114808114409404}",7,True,,False,none,False,"[-0.465662828645441, 3.1193556149729087, 11.496934905181934, -0.14727510184043385, 0.62429227773145, 0.41075788250208306, 0.4114808114409404]",0.001,5.080647090477585e-09,0.000500000000014284,0.0010000000000026461,True,False,30.619835584328918,0.009071148320057176,0.000992098673315446,89.96021768483992,179.92043536451214,constrained optimum,6,"[{""objective"": 30.628906732648975, ""feasible"": true, ""success"": true, ""iterations"": 22, ""message"": ""Optimization terminated successfully""}, {""objective"": 30.628909108109074, ""feasible"": true, ""success"": true, ""iterations"": 34, ""message"": ""Optimization terminated successfully""}, {""objective"": 30.628911550607697, ""feasible"": true, ""success"": true, ""iterations"": 49, ""message"": ""Optimization terminated successfully""}, {""objective"": 30.628912408173495, ""feasible"": true, ""success"": true, ""iterations"": 32, ""message"": ""Optimization terminated successfully""}, {""objective"": 30.628908448304262, ""feasible"": true, ""success"": true, ""iterations"": 15, ""message"": ""Optimization terminated successfully""}, {""objective"": 30.628906732883507, ""feasible"": true, ""success"": true, ""iterations"": 12, ""message"": ""Optimization terminated successfully""}]"
UGC12506,guarded_free_family,False,31,31,0,30.146940954033887,0.9724819662591576,25.682437832632665,55.82937878666655,5.506085833512178,7.610476579025481,59.54734035388195,6.407485717362895,59.594379912693846,1.4779128512159787,0.7,1.1877477242598828,86.71022968623872,4.706788212303047,False,True,True,,,1977.8049338429564,,"{""disk_pull"": 4.706788212303047, ""distance_pull"": 1.8700416891627933, ""inclination_pull"": 0.1775574215596805}",6,True,,False,none,False,"[1.8574669502037249, 4.087561272858203, 1.8727380209417197, 4.706788212303047, 1.8700416891627933, 0.1775574215596805]",0.001,3.945329970954637e-08,2.172332546160434e-07,4.3693076938443524e-07,False,True,55.82937878666655,0.0,3.945329970954637e-08,2.172332546160434e-07,4.3693076938443524e-07,admissible original,0,[]
UGC12632,guarded_free_family,False,15,15,0,7.060085708479018,0.47067238056526783,2.3566926410371014,9.416778349516118,1.7969069825983703e-16,3.5106895441192343,75.5638541539715,2.501336309396099,77.81149209591963,0.5525724832673147,0.7,1.4035255998689855,47.79419003445711,1.3455444063890742,False,True,True,,,326.37926617857227,,"{""disk_pull"": 0.4341924999997587, ""distance_pull"": 1.3455444063890742, ""inclination_pull"": 0.5980633448190376}",6,True,,True,lower,False,"[0.9168251128256575, 4.354289133590971, 1.7969069825983698e-16, 0.4341924999997587, 1.3455444063890742, 0.5980633448190376]",0.001,6.353116165214004e-08,1.1415958798531624e-23,8.524374112763735e-08,False,True,9.416778349516118,0.0,6.353116165214004e-08,1.1415958798531624e-23,8.524374112763735e-08,admissible original,0,[]
UGC12732,guarded_free_family,False,16,16,0,3.8288231385114884,0.23930144615696802,14.190247794217878,18.019070932729367,4.846011343398467e-21,7.149026479982395,59.889138874705964,4.204471134021445,74.80256957211088,0.805386279328951,0.7,1.700339056233352,51.8162308556759,2.3111188855700617,False,True,True,,,1018.2677828589177,,"{""disk_pull"": 2.070342222980934, ""distance_pull"": 2.3111188855700617, ""inclination_pull"": 2.1360384759459836}",6,True,,True,lower,False,"[1.4361485147711, 4.314852236958723, 4.846011343398467e-21, 2.070342222980934, 2.3111188855700617, 2.1360384759459836]",0.001,3.99075191999991e-08,1.9339229073008776e-28,5.3546419540659356e-08,False,True,18.019070932729367,0.0,3.99075191999991e-08,1.9339229073008776e-28,5.3546419540659356e-08,admissible original,0,[]
UGCA442,guarded_free_family,False,8,8,0,6.723700614790485,0.8404625768488106,0.04864902046941215,6.772349635259897,2.5590498578822505e-17,2.1728448582384923,69.00590077007507,2.167198694246199,69.48115589744431,0.5211034065115008,0.7,1.0026052821124725,64.82115387476132,0.17953907871831706,False,True,True,,,96.0624572093966,,"{""disk_pull"": 0.17953907871831706, ""distance_pull"": 0.05151353267843164, ""inclination_pull"": 0.11730769639447469}",6,True,,True,lower,False,"[0.7734354092812759, 4.241055577639879, 2.5590498578822505e-17, 0.17953907871831706, 0.05151353267843164, 0.11730769639447469]",0.001,5.298232993530098e-08,1.3558442389120248e-24,7.108971251105295e-08,False,True,6.772349635259897,0.0,5.298232993530098e-08,1.3558442389120248e-24,7.108971251105295e-08,admissible original,0,[]
UGCA444,guarded_free_family,False,36,36,0,12.663898939484607,0.3517749705412391,0.020537950921421886,12.68443689040603,6.290180008237015e-14,0.9063664990040213,38.566580938968315,0.9100498389975648,38.539651912963336,0.5128067948239383,0.7,0.9959525953022521,77.81321556503157,0.10983766728157483,False,True,True,,,10.604968900956148,,"{""disk_pull"": 0.10983766728157483, ""distance_pull"": -0.0793291320758594, ""inclination_pull"": -0.04669610874210831}",6,True,,True,lower,False,"[-0.09425591284176855, 3.6516876311074293, 6.290180008236818e-14, 0.10983766728157483, -0.0793291320758594, -0.04669610874210831]",0.001,1.654934736968613e-08,1.0409837397416952e-21,2.2205296524204257e-08,False,True,12.68443689040603,0.0,1.654934736968613e-08,1.0409837397416952e-21,2.2205296524204257e-08,admissible original,0,[]
CamB,guarded_free_family,True,9,7,2,7.849181247043502,1.1213116067205002,2.13348981327394,9.982671060317442,3.0,641.7999798820439,3752.5023933208054,672.2483823645127,3641.8204065122936,0.3835429415542659,0.7,0.9547066184445515,61.59123145338353,1.15156009620682,False,True,True,33.81142454286602,16.90571227143301,8.211368525816713,150.9520794154169,"{""disk_pull"": -1.15156009620682, ""distance_pull"": -0.5853298539473344, ""inclination_pull"": -0.681753709323295}",6,True,,False,none,False,"[6.510627888845614, 8.200238947295821, 1.3862943611198906, -1.15156009620682, -0.5853298539473344, -0.681753709323295]",0.001,0.00015667530541152842,0.00047002591623458527,0.0009611624702781912,False,False,9.982670971215901,8.910154036811946e-08,0.0011813089628077064,118.13089628076123,236.26179255585217,constrained optimum,6,"[{""objective"": 9.982671077326914, ""feasible"": true, ""success"": true, ""iterations"": 1, ""message"": ""Optimization terminated successfully""}, {""objective"": 9.982671117029925, ""feasible"": true, ""success"": true, ""iterations"": 1, ""message"": ""Optimization terminated successfully""}, {""objective"": 9.982671106018053, ""feasible"": true, ""success"": true, ""iterations"": 1, ""message"": ""Optimization terminated successfully""}, {""objective"": 9.982671060317442, ""feasible"": true, ""success"": true, ""iterations"": 1, ""message"": ""Optimization terminated successfully""}, {""objective"": 9.982671061454774, ""feasible"": true, ""success"": true, ""iterations"": 1, ""message"": ""Optimization terminated successfully""}, {""objective"": 9.982671077326914, ""feasible"": true, ""success"": true, ""iterations"": 1, ""message"": ""Optimization terminated successfully""}]"
D631-7,guarded_free_family,True,16,12,4,5.231683014917343,0.43597358457644525,0.8159367181912689,6.047619733108612,2.5159530264609016,1.8735358732016274,39.206640567121674,1.8815052698291752,38.55244849454113,0.4239205895729559,0.7,0.9957643506211007,57.44388601507926,0.716854938287469,False,True,True,4.5179780064398205,1.1294945016099551,136.94428213305372,3520.644425444425,"{""disk_pull"": -0.716854938287469, ""distance_pull"": -0.18166229558390493, ""inclination_pull"": -0.5187046616402476}",6,True,,False,none,False,"[0.6320721319133241, 3.6520196127664497, 1.2573106197965134, -0.716854938287469, -0.18166229558390493, -0.5187046616402476]",0.001,1.7103218995855125e-08,4.3030895594845285e-08,8.894204744537709e-08,False,True,6.047619733108612,0.0,1.7103218995855125e-08,4.3030895594845285e-08,8.894204744537709e-08,admissible original,0,[]
DDO064,guarded_free_family,True,14,11,3,3.1594837005085474,0.28722579095532247,0.0003103581653888524,3.159794058673936,3.7655050338599505,0.47801658436386757,21.685255508556473,0.47586501976795437,21.690803657286626,0.49912843987553984,0.7,1.004521375824099,60.02539999270033,0.015071252746996796,False,True,True,0.5381044652542422,0.17936815508474738,7.561286925012972,2383.90877857687,"{""disk_pull"": -0.007576880681251916, ""distance_pull"": 0.015071252746996796, ""inclination_pull"": 0.005079998540065285}",6,True,,False,none,False,"[-0.7426210368808976, 3.0768883761250185, 1.561403519708059, -0.007576880681251916, 0.015071252746996796, 0.005079998540065285]",0.001,5.232240298546109e-09,1.9702027182540264e-08,3.9933013818476044e-08,False,True,3.159794058673936,0.0,5.232240298546109e-09,1.9702027182540264e-08,3.9933013818476044e-08,admissible original,0,[]
DDO154,guarded_free_family,True,12,9,3,8.009538486462013,0.8899487207180015,1.8065050760345216,9.816043562496535,4.511773861506413e-16,1.9313311134354603,55.69138879131291,1.9089364613111757,56.02767241944485,0.6746588227938856,0.7,1.0117314811562155,64.71860483253957,1.3011419984755184,False,True,True,6.492723652725213,2.164241217575071,186.7875766503771,2087.092617914839,"{""disk_pull"": 1.3011419984755184, ""distance_pull"": 0.23697591935555146, ""inclination_pull"": 0.23953494417985668}",6,True,,True,lower,False,"[0.6465462604344168, 4.025845719030302, 4.511773861506412e-16, 1.3011419984755184, 0.23697591935555146, 0.23953494417985668]",0.001,3.450918402344354e-08,1.556976344588873e-23,4.630313491712031e-08,False,True,9.816043562496535,0.0,3.450918402344354e-08,1.556976344588873e-23,4.630313491712031e-08,admissible original,0,[]
DDO161,guarded_free_family,True,31,24,7,4.465341591185561,0.18605589963273172,0.3487627310311493,4.814104322216711,2.064201061671007,2.972274707637345,36.111956809389234,2.6732726626486967,36.46573987349291,0.5519105357683547,0.7,1.1118486898722837,71.60410771334006,0.4289868032968918,False,True,True,99.48034920034083,14.211478457191546,174.18806638588146,3674.1316392161407,"{""disk_pull"": 0.4289868032968918, ""distance_pull"": 0.3728289662409459, ""inclination_pull"": 0.16041077133400597}",6,True,,False,none,False,"[0.9833034381829691, 3.5963731861931416, 1.1197868703752107, 0.4289868032968918, 0.3728289662409459, 0.16041077133400597]",0.001,1.4509773689827774e-08,2.9951090255148535e-08,6.304495553750676e-08,False,True,4.814104322216711,0.0,1.4509773689827774e-08,2.9951090255148535e-08,6.304495553750676e-08,admissible original,0,[]
DDO168,guarded_free_family,True,10,8,2,11.883235517088501,1.4854044396360626,1.3740494926179787,13.257285009706479,2.816885517067596,0.9848105507830809,36.19255265339015,1.0038598924392097,33.953497284289824,0.46062852496870893,0.7,0.981023904033219,56.7080331938605,1.0486611343565837,False,True,True,17.603554848055328,8.801777424027664,184.54865318796436,3621.0946255526114,"{""disk_pull"": -0.3561917567324133, ""distance_pull"": -0.3840400374229478, ""inclination_pull"": -1.0486611343565837}",6,True,,False,none,False,"[0.00385246216828216, 3.524991861491294, 1.3394347804046236, -0.3561917567324133, -0.3840400374229478, -1.0486611343565837]",0.001,1.4574612737246845e-08,4.105501553641955e-08,8.423680941388417e-08,False,True,13.257285009706479,0.0,1.4574612737246845e-08,4.105501553641955e-08,8.423680941388417e-08,admissible original,0,[]
DDO170,guarded_free_family,True,8,6,2,3.209153217133039,0.5348588695221731,0.02967198654139545,3.238825203674434,2.6603997032248623e-19,3.0816501329981785,64.61668506540923,2.9638954614103192,64.78819578210252,0.511480487219902,0.7,1.0397296980008288,66.34389507665176,0.13243232666942975,False,True,True,98.78884860889549,49.394424304447746,758.8771241838405,2789.0531180722055,"{""disk_pull"": 0.09859065863936142, ""distance_pull"": 0.13243232666942975, ""inclination_pull"": 0.04912786809310788}",6,True,,True,lower,False,"[1.0865044373821426, 4.171123422907936, 2.6603997032248623e-19, 0.09859065863936142, 0.13243232666942975, 0.04912786809310788]",0.001,4.6456655690269327e-08,1.2359327301121213e-26,6.233380640827149e-08,False,True,3.238825203674434,0.0,4.6456655690269327e-08,1.2359327301121213e-26,6.233380640827149e-08,admissible original,0,[]
ESO079-G014,guarded_free_family,True,15,12,3,5.100770531443009,0.4250642109535841,0.18785335769658712,5.288623889139597,2.3188543115863056,2.4376261424246604,91.65742314509394,2.6628315670221387,91.59003670847187,0.4701623031958079,0.7,0.9154263351138927,78.78535968164513,0.3385305693488533,False,True,True,169.33705755680705,56.445685852269015,430.874699828159,24407.097876949803,"{""disk_pull"": -0.26722199135248825, ""distance_pull"": -0.3385305693488533, ""inclination_pull"": -0.04292806367097206}",6,True,,False,none,False,"[0.9793900554969387, 4.51732249620608, 1.1996196365006262, -0.26722199135248825, -0.3385305693488533, -0.04292806367097206]",0.001,9.347465712972423e-08,2.1675411170931263e-07,4.509695000172438e-07,False,True,5.288623889139597,0.0,9.347465712972423e-08,2.1675411170931263e-07,4.509695000172438e-07,admissible original,0,[]
ESO116-G012,guarded_free_family,True,15,12,3,7.11208910305544,0.5926740919212866,1.439258636513908,8.551347739569348,0.24787451829559806,3.5267136107705173,109.60109205862183,2.814439761710063,109.770027117087,0.607628138525821,0.7,1.2530783777115464,74.31092983067121,0.8466787297377607,False,True,True,3.9755300689964894,1.3251766896654964,260.95614649126185,11030.161107975418,"{""disk_pull"": 0.8466787297377607, ""distance_pull"": 0.843594592371821, ""inclination_pull"": 0.10364327689040512}",6,True,,False,none,False,"[1.0347632228540524, 4.698387514734696, 0.22144171865462256, 0.8466787297377607, 0.843594592371821, 0.10364327689040512]",0.001,1.3365596843987798e-07,3.3129908794366414e-08,2.0894499146616868e-07,False,True,8.551347739569348,0.0,1.3365596843987798e-07,3.3129908794366414e-08,2.0894499146616868e-07,admissible original,0,[]
ESO563-G021,guarded_free_family,True,30,24,6,110.94135231937433,4.6225563466405974,16.357066601080934,127.29841892045526,2.4671994311842658e-29,3.549288752897413,418.8221012989278,6.327385313881971,418.40358834367134,0.2636083946452913,0.7,0.5609408273446614,82.5482099807677,2.933494252466438,False,True,True,244.24713994844217,40.707856658073695,921.9124198949401,61163.573134665174,"{""disk_pull"": -2.780107680268035, ""distance_pull"": -2.933494252466438, ""inclination_pull"": -0.1505966730774361}",6,True,,True,lower,False,"[1.8448870882443509, 6.036446489061143, 2.4671994311842658e-29, -2.780107680268035, -2.933494252466438, -0.1505966730774361]",0.001,1.95172118822155e-06,4.815285405410487e-35,2.61874663386512e-06,False,True,127.29841892045526,0.0,1.95172118822155e-06,4.815285405410487e-35,2.61874663386512e-06,admissible original,0,[]
F568-3,guarded_free_family,True,18,14,4,4.802498545213504,0.3430356103723931,0.6170353242816506,5.4195338694951545,10.010150516972349,0.9461601160055859,34.786396296809656,0.9590587015411819,29.33075561002415,0.46787268073032123,0.7,0.9865507861876772,32.81836185884641,0.7181638141153593,False,True,True,23.064251729332145,5.766062932333036,188.4485117220503,6442.854044813425,"{""disk_pull"": -0.28842317028972003, ""distance_pull"": -0.1344921381232282, ""inclination_pull"": -0.7181638141153593}",6,True,,False,none,False,"[-0.04180299477162973, 3.378636645017698, 2.398817621574144, -0.28842317028972003, -0.1344921381232282, -0.7181638141153593]",0.001,1.3464104529772554e-08,1.3477771291927247e-07,2.699453172250449e-07,False,True,5.4195338694951545,0.0,1.3464104529772554e-08,1.3477771291927247e-07,2.699453172250449e-07,admissible original,0,[]
F568-V1,guarded_free_family,True,15,12,3,0.8533462478541779,0.07111218732118149,0.004190180430117792,0.8575364282842957,5.614156807434702e-18,2.387972246118172,135.76496873298925,2.3845594883631205,137.40714440091364,0.5027669197555742,0.7,1.0014311900255397,40.58403230665261,0.05840323066526089,False,True,True,6.527354582587405,2.175784860862468,243.31383768933864,7163.2505878574675,"{""disk_pull"": 0.02396690612193545, ""distance_pull"": 0.014311900255397792, ""inclination_pull"": 0.05840323066526089}",6,True,,True,lower,False,"[0.8690144063850272, 4.922948375531888, 5.614156807434702e-18, 0.02396690612193545, 0.014311900255397792, 0.05840323066526089]",0.001,2.0508506844962533e-07,1.1513797331396758e-24,2.751754891526489e-07,False,True,0.8575364282842957,0.0,2.0508506844962533e-07,1.1513797331396758e-24,2.751754891526489e-07,admissible original,0,[]
F571-8,guarded_free_family,True,13,10,3,3.0783125300301597,0.30783125300301595,7.025247604783706,10.103560134813865,3.2004935565819457,0.9717327131766824,67.83830166523728,1.7664153196011647,67.7819074261463,0.36125841633859956,0.7,0.550115650828984,84.4823093854435,2.2410126925995475,False,True,True,95.62598810689917,31.87532936896639,315.09316953645424,10549.619662636202,"{""disk_pull"": -1.4115203057325942, ""distance_pull"": -2.2410126925995475, ""inclination_pull"": -0.10353812291130048}",6,True,,False,none,False,"[0.5689522498444872, 4.216295307213251, 1.4352020318570473, -1.4115203057325942, -2.2410126925995475, -0.10353812291130048]",0.001,5.120454693003054e-08,1.6387982251726057e-07,3.3411702057919617e-07,False,True,10.103560134813865,0.0,5.120454693003054e-08,1.6387982251726057e-07,3.3411702057919617e-07,admissible original,0,[]
F574-1,guarded_free_family,True,14,11,3,3.6009799272634386,0.3273618115694035,0.18814115843762666,3.789121085701065,1.2051677886939392e-17,2.8561516002750214,109.94858757215707,2.80729125485325,112.12364478333375,0.5362992272963534,0.7,1.0174048009223489,67.55355313388512,0.30437166892998135,False,True,True,9.43036851033282,3.1434561701109396,212.4250698192049,8059.564723494244,"{""disk_pull"": 0.30437166892998135, ""distance_pull"": 0.17404800922348895, ""inclination_pull"": 0.25535531338851125}",6,True,,True,lower,False,"[1.0322200521870006, 4.719602233646685, 1.2051677886939392e-17, 0.30437166892998135, 0.17404800922348895, 0.25535531338851125]",0.001,1.3450483730288717e-07,1.621008973409586e-24,1.804735697143682e-07,False,True,3.789121085701065,0.0,1.3450483730288717e-07,1.621008973409586e-24,1.804735697143682e-07,admissible original,0,[]
F583-1,guarded_free_family,True,25,20,5,2.229677516182014,0.11148387580910071,0.007116239800908907,2.236793755982923,0.830523710604693,2.1366893216090004,67.68683062528174,2.16900573009971,67.62357975387908,0.4936059509397346,0.7,0.9851008192176496,62.89510861292271,0.05959672312940183,False,True,True,24.372868656579406,4.8745737313158815,34.04551585813912,4237.686840055532,"{""disk_pull"": -0.055896174017784274, ""distance_pull"": -0.05959672312940183, ""inclination_pull"": -0.02097827741545778}",6,True,,False,none,False,"[0.7742688736576192, 4.213956735155038, 0.6046021065697582, -0.055896174017784274, -0.05959672312940183, -0.02097827741545778]",0.001,5.097614064972394e-08,4.233689348471545e-08,1.151305355744423e-07,False,True,2.236793755982923,0.0,5.097614064972394e-08,4.233689348471545e-08,1.151305355744423e-07,admissible original,0,[]
F583-4,guarded_free_family,True,12,9,3,4.261945064549286,0.4735494516165873,0.09459060086231899,4.356535665411605,1.9605247709996356e-18,1.7104302481520175,66.56006765209389,1.6550989471891289,68.10524649709689,0.5199748607073428,0.7,1.0334308115275272,56.94721983975582,0.1947219839755814,False,True,True,12.862090985294955,4.287363661764985,45.01135992316604,3151.6542893999394,"{""disk_pull"": 0.1701234291416647, ""distance_pull"": 0.1665291826558138, ""inclination_pull"": 0.1947219839755814}",6,True,,True,lower,False,"[0.5038607938630913, 4.221054251261331, 1.9605247709996356e-18, 0.1701234291416647, 0.1665291826558138, 0.1947219839755814]",0.001,4.929309683731595e-08,9.664033738884172e-26,6.613963725686382e-08,False,True,4.356535665411605,0.0,4.929309683731595e-08,9.664033738884172e-26,6.613963725686382e-08,admissible original,0,[]
IC2574,guarded_free_family,True,34,27,7,70.56167125833268,2.6133952317900992,3.7461915357939075,74.30786279412659,3.1925125652640686e-13,6.6942877793494056,78.60607095881173,6.477763201602627,79.95782457016264,0.7423475739443474,0.7,1.0334258247805677,79.27645703083735,1.7163728922145731,False,True,True,10.653891162117576,1.5219844517310823,109.5315942428888,3485.6005915766073,"{""disk_pull"": 1.7163728922145731, ""distance_pull"": 0.6534748744600961, ""inclination_pull"": 0.6109224329767652}",6,True,,True,lower,False,"[1.868375265836283, 4.381499302785891, 3.1925125652635587e-13, 1.7163728922145731, 0.6534748744600961, 0.6109224329767652]",0.001,6.874969444143938e-08,2.194842633623605e-20,9.224577361988071e-08,False,True,74.30786279412659,0.0,6.874969444143938e-08,2.194842633623605e-20,9.224577361988071e-08,admissible original,0,[]
IC4202,guarded_free_family,True,32,25,7,127.64437006017485,5.105774802406994,68.18888714831901,195.83325720849388,5.463396647810491,0.6413328320155914,71.06355285675507,0.9498721513475208,71.06355285639559,1.4562173380327053,0.1758320502056706,0.6751780553896385,89.99981775740416,5.999999999999999,True,True,True,195.72217523780643,27.96031074825806,3653.0540180795365,38155.43592994347,"{""disk_pull"": 4.642561932126216, ""bulge_pull"": -5.999999999999999, ""distance_pull"": -3.2612123238880293, ""inclination_pull"": -0.0001822425958390339}",7,True,,False,none,False,"[-0.0514278809728442, 4.263574587322134, 1.866154976486458, 4.642561932126216, -5.999999999999999, -3.2612123238880293, -0.0001822425958390339]",0.001,5.6189145432491804e-08,3.069835887992119e-07,6.175116858723554e-07,False,True,195.83325720849388,0.0,5.6189145432491804e-08,3.069835887992119e-07,6.175116858723554e-07,admissible original,0,[]
