galaxy,model,holdout,n,n_train,n_test,chi2_data,chi2_data_per_row,prior_penalty,objective,eta,physical_length_kpc,physical_amplitude_kms,length_catalogue_kpc,amplitude_catalogue_kms,ml_disk,ml_bulge,distance_ratio,inclination_deg,maximum_abs_pull,nuisance_bound_hit,train_admissible,holdout_admissible,holdout_chi2,holdout_chi2_per_row,minimum_training_v2,minimum_test_v2,nuisance_parameters_json,n_parameters,success,optimality,eta_bound_hit,eta_boundary,scale_bound_hit,parameters_json,guard_epsilon,gradient_ratio,contact_ratio,potential_depth_ratio,guard_active,original_admissible,original_objective,objective_increase,original_gradient_ratio,original_contact_ratio,original_potential_depth_ratio,selected_candidate,constrained_starts,trial_records_json
NGC6789,guarded_free_family,False,4,4,0,0.6008553412928103,0.15021383532320257,0.0011688570571648078,0.6020241983499751,5.235522269362882e-14,0.6066691432991483,97.41149397457984,0.6065137666004755,97.73667843009885,0.5025618752988502,0.7,1.000256180003207,43.17862017461075,0.025517167801535744,False,True,True,,,123.22875580392702,,"{""disk_pull"": 0.02219535281971379, ""distance_pull"": 0.005009742284938239, ""inclination_pull"": 0.025517167801535744}",6,True,,True,lower,False,"[-0.5000278524212182, 4.582276907533209, 5.235522269362745e-14, 0.02219535281971379, 0.005009742284938239, 0.025517167801535744]",0.001,1.0557935445441553e-07,5.527630614310497e-21,1.4166243659787358e-07,False,True,0.6020241983499751,0.0,1.0557935445441553e-07,5.527630614310497e-21,1.4166243659787358e-07,admissible original,0,[]
NGC6946,guarded_free_family,False,58,58,0,81.05116655099503,1.3974339060516385,1.671580914531732,82.72274746552677,1.3222187204162795e-12,6.568612417727733,148.8761451942272,6.669552574287222,148.77805006959917,0.6155799138533172,0.5658890958334846,0.9848655280192801,37.97051049491552,0.9236671445668571,False,True,True,,,15596.898069966303,,"{""disk_pull"": 0.9031443618504583, ""bulge_pull"": -0.9236671445668571, ""distance_pull"": -0.050326677911791406, ""inclination_pull"": -0.014744752542238358}",7,True,,True,lower,False,"[1.897552777360789, 5.002455598544759, 1.3222187204154052e-12, 0.9031443618504583, -0.9236671445668571, -0.050326677911791406, -0.014744752542238358]",0.001,2.4660894459650097e-07,3.2607096316759466e-19,3.308906761073315e-07,False,True,82.72274746552677,0.0,2.4660894459650097e-07,3.2607096316759466e-19,3.308906761073315e-07,admissible original,0,[]
NGC7331,guarded_free_family,False,36,36,0,65.06153095863975,1.8072647488511042,2.8263251278213617,67.88785608646111,4.858118645755822e-16,11.460012246494877,247.37191641225127,13.024137676378299,246.9149589243399,0.513615650115332,0.5336050699422435,0.8799056437555743,74.60995316871002,1.1787809272368084,False,True,True,,,52434.40428514775,,"{""disk_pull"": 0.11668244087664535, ""bulge_pull"": -1.1787809272368084, ""distance_pull"": -1.1769246911953715, ""inclination_pull"": -0.1950234156449924}",7,True,,True,lower,False,"[2.5668043801793043, 5.509043981491677, 4.858118645755821e-16, 0.11668244087664535, -1.1787809272368084, -1.1769246911953715, -0.1950234156449924]",0.001,6.808624470512111e-07,3.307710549214425e-22,9.135558152982095e-07,False,True,67.88785608646111,0.0,6.808624470512111e-07,3.307710549214425e-22,9.135558152982095e-07,admissible original,0,[]
NGC7793,guarded_free_family,False,46,46,0,22.98007189294929,0.4995667802815063,1.242942718967854,24.223014611917144,9415.432086122271,0.020814586941739273,0.6679332510616561,0.020627402642445784,0.7429955224707624,0.5908553984093372,0.7,1.0090745452802823,54.44356619607011,0.8270629106744567,False,True,True,,,552.7824490459174,,"{""disk_pull"": 0.7251120352182406, ""distance_pull"": 0.1819950470101055, ""inclination_pull"": 0.8270629106744567}",6,True,,False,none,False,"[-3.881134861791083, -0.2970652605668397, 9.150211536387934, 0.7251120352182406, 0.1819950470101055, 0.8270629106744567]",0.001,4.963919412412476e-12,4.673744610855364e-08,9.347489206795314e-08,False,True,24.223014611917144,0.0,4.963919412412476e-12,4.673744610855364e-08,9.347489206795314e-08,admissible original,0,[]
NGC7814,guarded_free_family,False,18,18,0,23.22868386115593,1.290482436730885,10.495327202476265,33.72401106363219,9.265358583031998e-34,6.890999908765878,218.46507518198302,6.72447964638708,218.46507518198302,1.0395171328885928,0.650886298736517,1.0247632933900344,89.99999999999999,3.178616472512933,True,True,True,,,42402.656659118846,,"{""disk_pull"": 3.178616472512933, ""bulge_pull"": -0.3159291034632293, ""distance_pull"": 0.5402900376007514, ""inclination_pull"": -7.629394530413196e-15}",7,True,,True,lower,False,"[1.9057545464923045, 5.386626162775974, 9.265358583031998e-34, 3.178616472512933, -0.3159291034632293, 0.5402900376007514, -7.629394530413196e-15]",0.001,5.310343706875639e-07,4.920223864335016e-40,7.125220954187239e-07,False,True,33.72401106363219,0.0,5.310343706875639e-07,4.920223864335016e-40,7.125220954187239e-07,admissible original,0,[]
UGC00128,guarded_free_family,False,22,22,0,114.98614254224731,5.226642842829423,47.102304906979384,162.0884474492267,8.811190193768795e-11,41.170805419980624,113.1419707304193,26.388697258526772,132.94929249597837,1.684736952737463,0.7,1.5601681665690195,80.22880321572933,5.275620973742503,False,True,True,,,3156.57115592696,,"{""disk_pull"": 5.275620973742503, ""distance_pull"": 3.7248295612063678, ""inclination_pull"": 2.3228803215729323}",6,True,,True,lower,False,"[3.2729357843299662, 4.889967796095165, 8.81119019338061e-11, 5.275620973742503, 3.7248295612063678, 2.3228803215729323]",0.001,1.4243150797478304e-07,1.2549911063511103e-17,1.911092805346032e-07,False,True,162.0884474492267,0.0,1.4243150797478304e-07,1.2549911063511103e-17,1.911092805346032e-07,admissible original,0,[]
UGC00191,guarded_free_family,False,9,9,0,21.51660979183677,2.3907344213151966,15.070169425838431,36.5867792176752,3.1867854252192587e-15,9.878013121972405,68.89215416173526,6.355402673899294,76.43793466255687,1.029259519237465,0.7,1.5542702215455135,51.67967127037242,3.1355488797978635,False,True,True,,,960.6864776794397,,"{""disk_pull"": 3.1355488797978635, ""distance_pull"": 1.858435448711428, ""inclination_pull"": 1.3359342540744834}",6,True,,True,lower,False,"[1.8493052659541562, 4.3364790999405525, 3.1867854252192535e-15, 3.1355488797978635, 1.858435448711428, 1.3359342540744834]",0.001,5.280780592235237e-08,1.6828714625115977e-22,7.085554270534723e-08,False,True,36.5867792176752,0.0,5.280780592235237e-08,1.6828714625115977e-22,7.085554270534723e-08,admissible original,0,[]
UGC00634,guarded_free_family,False,4,4,0,1.8829377219478705,0.4707344304869676,0.33963598758319524,2.2225737095310656,5.495225892407441e-20,6.24152716529393,117.21919445689312,5.872252239370041,124.8821281477901,0.5460690799030846,0.7,1.0628847179704093,39.87816979281817,0.3827758181746571,False,True,True,,,4346.9898940106295,,"{""disk_pull"": 0.3827758181746571, ""distance_pull"": 0.25235555653060315, ""inclination_pull"": 0.35977122410227114}",6,True,,True,lower,False,"[1.770238246685607, 4.8273703176041725, 5.495225892407441e-20, 0.3827758181746571, 0.25235555653060315, 0.35977122410227114]",0.001,1.5288189569527373e-07,8.401205517050018e-27,2.0513122066155983e-07,False,True,2.2225737095310656,0.0,1.5288189569527373e-07,8.401205517050018e-27,2.0513122066155983e-07,admissible original,0,[]
UGC00731,guarded_free_family,False,12,12,0,19.829498468518672,1.6524582057098893,10.380023476470758,30.20952194498943,1.1444392190047e-14,3.4609912824338003,74.12662387224296,1.8237472434060993,76.83652896011814,0.547470469378892,0.7,1.8977362652348262,60.380932860353916,2.992454217449421,False,True,True,,,529.2030338021286,,"{""disk_pull"": 0.39390693912796876, ""distance_pull"": 2.992454217449421, ""inclination_pull"": 1.1269776201179709}",6,True,,True,lower,False,"[0.6008933093560322, 4.341680164575504, 1.1444392190046933e-14, 0.39390693912796876, 2.992454217449421, 1.1269776201179709]",0.001,6.113740979406373e-08,6.996804951668859e-22,8.20318942416809e-08,False,True,30.20952194498943,0.0,6.113740979406373e-08,6.996804951668859e-22,8.20318942416809e-08,admissible original,0,[]
UGC00891,guarded_free_family,False,5,5,0,1.5301590177526432,0.3060318035505286,0.10435449647803616,1.6345135142306793,6.970451255613446e-19,3.7734009431230726,76.13387767116136,3.4725714354524144,76.5169126946714,0.5132907920681056,0.7,1.0866301855159577,60.50311194353264,0.2850412555686351,False,True,True,,,635.64058288097,,"{""disk_pull"": 0.11393469178825501, ""distance_pull"": 0.2850412555686351, ""inclination_pull"": 0.10062238870652766}",6,True,,True,lower,False,"[1.2448953671993201, 4.337511797373789, 6.970451255613446e-19, 0.11393469178825501, 0.2850412555686351, 0.10062238870652766]",0.001,6.449328433794442e-08,4.4954729479205966e-26,8.653468143203161e-08,False,True,1.6345135142306793,0.0,6.449328433794442e-08,4.4954729479205966e-26,8.653468143203161e-08,admissible original,0,[]
UGC01281,guarded_free_family,False,25,25,0,149.71700510843368,5.9886802043373475,70.03660934202387,219.75361445045755,6.686130633061059e-11,0.05919698026512169,8.894396831730207,0.04677055312937352,8.89439683173019,1.9905358527674861,0.7,1.2656891207032561,89.99999638082097,5.999999999999999,True,True,True,,,1.983647691909006,,"{""disk_pull"": 5.999999999999999, ""distance_pull"": 5.834090275442331, ""inclination_pull"": -3.619179021634578e-06}",6,True,,True,lower,False,"[-3.062501480729424, 0.6880964521112677, 6.686130632837538e-11, 5.999999999999999, 5.834090275442331, -3.619179021634578e-06]",0.001,8.802207416649358e-10,5.885270864701652e-20,1.1810473331423438e-09,False,True,219.75361445045755,0.0,8.802207416649358e-10,5.885270864701652e-20,1.1810473331423438e-09,admissible original,0,[]
UGC02259,guarded_free_family,False,8,8,0,17.388563584576012,2.1735704480720015,33.087350018940995,50.47591360351701,42920.98412535485,6.2167080419720415,32.357195246351125,3.371039687263258,35.68806998685983,1.4625783049942616,0.7,1.8441515433533826,46.35203158667849,4.661491227371975,False,True,True,,,2058.0315080877035,,"{""disk_pull"": 4.661491227371975, ""distance_pull"": 2.8592229694227473, ""inclination_pull"": 1.7840105288928305}",6,True,,False,none,False,"[1.2152212093250883, 3.5748164588994675, 10.667139424132676, 4.661491227371975, 2.8592229694227473, 1.7840105288928305]",0.001,1.1649313505842699e-08,0.0005000000000555564,0.0010000000000000549,True,False,50.47585898791846,5.4615598550356026e-05,0.00033974299793255726,13.569312945814023,27.13862588820229,constrained optimum,6,"[{""objective"": 50.47591360351701, ""feasible"": true, ""success"": true, ""iterations"": 11, ""message"": ""Optimization terminated successfully""}, {""objective"": 50.475913775229444, ""feasible"": true, ""success"": true, ""iterations"": 39, ""message"": ""Optimization terminated successfully""}, {""objective"": 50.475913823038226, ""feasible"": true, ""success"": true, ""iterations"": 34, ""message"": ""Optimization terminated successfully""}, {""objective"": 50.475913794771884, ""feasible"": true, ""success"": true, ""iterations"": 32, ""message"": ""Optimization terminated successfully""}, {""objective"": 50.4759136139839, ""feasible"": true, ""success"": true, ""iterations"": 11, ""message"": ""Optimization terminated successfully""}, {""objective"": 50.475913603517085, ""feasible"": true, ""success"": true, ""iterations"": 14, ""message"": ""Optimization terminated successfully""}]"
UGC02487,guarded_free_family,False,17,17,0,70.17353134574778,4.127854785043986,12.155769559774164,82.32930090552193,1.3351443453671949e-24,28.745089381598202,255.26773063705895,24.468792680935454,302.4881474481122,0.9137131717199657,0.5386024065862907,1.1747653329865584,44.14815044269882,2.618398812346834,False,True,True,,,92272.57345479958,,"{""disk_pull"": 2.618398812346834, ""bulge_pull"": -1.1382975041739265, ""distance_pull"": 1.1611812028241526, ""inclination_pull"": 1.6296300885397643}",7,True,,True,lower,False,"[3.197398537493431, 5.71204209471355, 1.3351443453671949e-24, 2.618398812346834, -1.1382975041739265, 1.1611812028241526, 1.6296300885397643]",0.001,7.250207380855088e-07,9.680073387288171e-31,9.72805761807565e-07,False,True,82.32930090552193,0.0,7.250207380855088e-07,9.680073387288171e-31,9.72805761807565e-07,admissible original,0,[]
UGC02885,guarded_free_family,False,19,19,0,17.445696039885824,0.9181945284150433,4.862640840691651,22.308336880577475,1.121345163540664e-15,30.749809903043978,299.36330354055707,27.999974465545723,305.69224817977494,0.7080772033270909,0.8999074631734738,1.0982084980428093,66.60593603265649,1.511106080868037,False,True,True,,,71349.82262174223,,"{""disk_pull"": 1.511106080868037, ""bulge_pull"": 1.090998135369285, ""distance_pull"": 0.982084980428092, ""inclination_pull"": 0.6514840081641227}",7,True,,True,lower,False,"[3.3322035982299925, 5.7225788709690475, 1.1213451635406634e-15, 1.511106080868037, 1.090998135369285, 0.982084980428092, 0.6514840081641227]",0.001,9.971390388278215e-07,1.118137038567164e-21,1.337923939743305e-06,False,True,22.308336880577475,0.0,9.971390388278215e-07,1.118137038567164e-21,1.337923939743305e-06,admissible original,0,[]
UGC02916,guarded_free_family,False,43,43,0,81.94779658511294,1.9057627112816962,72.6603816871442,154.60817827225713,1.084808042569532e-11,0.420432583598344,221.74729803021796,0.35497313702396466,239.34244703941985,1.9905358527674861,0.18349120248387948,1.184406761376876,55.77429763042308,5.999999999999999,True,True,True,,,20068.851629046585,,"{""disk_pull"": 5.999999999999999, ""bulge_pull"": -5.814827932479278, ""distance_pull"": 1.2306328769436417, ""inclination_pull"": 1.1548595260846157}",7,True,,True,lower,False,"[-1.035713162724896, 5.477895359207, 1.0848080425636483e-11, 5.999999999999999, -5.814827932479278, 1.2306328769436417, 1.1548595260846157]",0.001,5.471107744025729e-07,5.9351016824835595e-18,7.34092813806576e-07,False,True,154.60817827225713,0.0,5.471107744025729e-07,5.9351016824835595e-18,7.34092813806576e-07,admissible original,0,[]
UGC02953,guarded_free_family,False,115,115,0,950.5592439197907,8.265732555824266,10.85928439961095,961.4185283194016,2.0735303641038326e-30,22.34773161048012,261.08480914053797,14.56934251577725,274.7812773869936,0.49601976597532427,0.38363007517487635,1.5338874479942795,53.72930904063906,2.611853931045468,False,True,True,,,4347.835413149021,,"{""disk_pull"": -0.03471021226924582, ""bulge_pull"": -2.611853931045468, ""distance_pull"": 1.7796248266475987, ""inclination_pull"": 0.9323272601597643}",7,True,,True,lower,False,"[2.678919493298536, 5.61597542624762, 2.0735303641038326e-30, -0.03471021226924582, -2.611853931045468, 1.7796248266475987, 0.9323272601597643]",0.001,7.584409990244071e-07,1.5726504408583535e-36,1.0176478203786375e-06,False,True,961.4185283194016,0.0,7.584409990244071e-07,1.5726504408583535e-36,1.0176478203786375e-06,admissible original,0,[]
UGC03205,guarded_free_family,False,48,48,0,167.55600837484087,3.4907501744758513,5.622469202994103,173.17847757783497,1.7632661406713862e-12,21.148060452454803,209.83369165529174,16.140480015978447,213.0424048607915,0.6970815612108315,0.8646545485144458,1.310249783867583,69.16054717455889,1.5512489193379155,False,True,True,,,9946.337238332892,,"{""disk_pull"": 1.4431359085164657, ""bulge_pull"": 0.9174459041022563, ""distance_pull"": 1.5512489193379155, ""inclination_pull"": 0.5401367936397228}",7,True,,True,lower,False,"[2.781330403166497, 5.361491229748346, 1.7632661406698314e-12, 1.4431359085164657, 0.9174459041022563, 1.5512489193379155, 0.5401367936397228]",0.001,4.899018019075182e-07,8.638272595574276e-19,6.573319500825677e-07,False,True,173.17847757783497,0.0,4.899018019075182e-07,8.638272595574276e-19,6.573319500825677e-07,admissible original,0,[]
UGC03546,guarded_free_family,False,30,30,0,22.679844004291567,0.7559948001430522,3.3616834133977798,26.04152741768935,7.583548236002895e-17,6.441358164874686,193.98624342535948,7.0739211886746745,192.03530941060436,0.6786111529441609,0.5305744903118453,0.9105781635208602,54.18530567455837,1.3265098864225655,False,True,True,,,27284.64978328332,,"{""disk_pull"": 1.3265098864225655, ""bulge_pull"": -1.2035167447183868, ""distance_pull"": -0.35644537596545994, ""inclination_pull"": -0.1629388650883252}",7,True,,True,lower,False,"[1.9564149497365901, 5.257679258299896, 7.583548236002895e-17, 1.3265098864225655, -1.2035167447183868, -0.35644537596545994, -0.1629388650883252]",0.001,4.1869758893820185e-07,3.1752133620109656e-23,5.617927951268891e-07,False,True,26.04152741768935,0.0,4.1869758893820185e-07,3.1752133620109656e-23,5.617927951268891e-07,admissible original,0,[]
UGC03580,guarded_free_family,False,47,47,0,185.0040103007946,3.9362555383147786,42.389565118893664,227.39357541968826,3.1873443025902045e-21,4.8117408936516055,150.0550091360187,8.080593466634017,148.50379308644168,1.2973446949852678,0.23444217237411538,0.5954687503485983,61.85973134032935,4.750623030523301,False,True,True,,,347.0685509171212,,"{""disk_pull"": 4.140853759433571, ""bulge_pull"": -4.750623030523301, ""distance_pull"": -1.610345551496926, ""inclination_pull"": -0.2850671649176628}",7,True,,True,lower,False,"[2.0894653186766137, 5.000610500586187, 3.1873443025902045e-21, 4.140853759433571, -4.750623030523301, -1.610345551496926, -0.2850671649176628]",0.001,2.5052991403573506e-07,7.985250941302138e-28,3.3615168653337625e-07,False,True,227.39357541968826,0.0,2.5052991403573506e-07,7.985250941302138e-28,3.3615168653337625e-07,admissible original,0,[]
UGC04278,guarded_free_family,False,25,25,0,10.54050001149607,0.42162000045984277,2.2180180798600766,12.758518091356146,3.981002326380323,1.783615750212523,38.77182897566725,1.4020405953449988,38.77182897566725,0.6561569718584933,0.7,1.2721569946936024,89.99999999997657,1.1803774335815063,True,True,True,,,19.37619524805497,,"{""disk_pull"": 1.1803774335815063, ""distance_pull"": 0.9081449191354942, ""inclination_pull"": -7.812499989739462e-12}",6,True,,False,none,False,"[0.33792874350347163, 3.65769392559379, 1.605631141141895, 1.1803774335815063, 0.9081449191354942, -7.812499989739462e-12]",0.001,1.6725964508278934e-08,6.658610361841314e-08,1.3474826035066928e-07,False,True,12.758518091356146,0.0,1.6725964508278934e-08,6.658610361841314e-08,1.3474826035066928e-07,admissible original,0,[]
UGC04325,guarded_free_family,False,8,8,0,10.703027192267426,1.3378783990334282,0.41282693038026796,11.115854122647693,1.664197230992362e-21,1.423154539300252,105.39839128074982,1.216043623514847,107.03657612934681,0.517823142115508,0.7,1.1703153668013755,41.778755757879736,0.567717889337918,False,True,True,,,1447.4220061078317,,"{""disk_pull"": 0.15211451319569133, ""distance_pull"": 0.567717889337918, ""inclination_pull"": 0.25958525262657983}",6,True,,True,lower,False,"[0.19560265750152267, 4.673170609034872, 1.664197230992362e-21, 0.15211451319569133, 0.567717889337918, 0.25958525262657983]",0.001,1.2360230179906463e-07,2.0569860839828558e-28,1.6584495455994315e-07,False,True,11.115854122647693,0.0,1.2360230179906463e-07,2.0569860839828558e-28,1.6584495455994315e-07,admissible original,0,[]
UGC04483,guarded_free_family,False,8,8,0,1.8681598678985167,0.2335199834873146,0.002803118270061471,1.8709629861685781,1.15828627781337e-16,0.40741758585677174,25.77548306781156,0.40636878514683034,25.792007425389958,0.5046917956292198,0.7,1.002580908643272,58.05883126996161,0.040562404770835205,False,True,True,,,18.422792263560964,,"{""disk_pull"": 0.040562404770835205, ""distance_pull"": 0.027807209253316756, ""inclination_pull"": 0.019610423320536745}",6,True,,True,lower,False,"[-0.9004941938694629, 3.2500646542192584, 1.15828627781337e-16, 0.040562404770835205, 0.027807209253316756, 0.019610423320536745]",0.001,7.392174677789418e-09,8.562254492482952e-25,9.918544037554696e-09,False,True,1.8709629861685781,0.0,7.392174677789418e-09,8.562254492482952e-25,9.918544037554696e-09,admissible original,0,[]
UGC04499,guarded_free_family,False,9,9,0,4.404764153503055,0.48941823927811723,0.2328578052983569,4.637621958801412,2.6904864445983885e-25,2.7211326594772998,78.04615581612555,2.485214777197913,78.38935121008844,0.5419902276237467,0.7,1.094928568928511,50.30120600254846,0.3502145170911486,False,True,True,,,797.393482668608,,"{""disk_pull"": 0.3502145170911486, ""distance_pull"": 0.31642856309503725, ""inclination_pull"": 0.1004020008494877}",6,True,,True,lower,False,"[0.9103590852696826, 4.361688091729188, 2.6904864445983885e-25, 0.3502145170911486, 0.31642856309503725, 0.1004020008494877]",0.001,6.77737673371297e-08,1.8234440231991246e-32,9.093631106202824e-08,False,True,4.637621958801412,0.0,6.77737673371297e-08,1.8234440231991246e-32,9.093631106202824e-08,admissible original,0,[]
UGC05005,guarded_free_family,False,11,11,0,0.3078489440315528,0.02798626763923207,0.05476197958783901,0.3626109236193918,8.830890198091281e-18,8.106429226636875,112.22540487153023,7.952781268317888,116.36858217266288,0.5119717494487956,0.7,1.0193200281932921,42.865499662495075,0.18654996624950748,False,True,True,,,193.4976285110695,,"{""disk_pull"": 0.10275992973805557, ""distance_pull"": 0.09696126298876531, ""inclination_pull"": 0.18654996624950748}",6,True,,True,lower,False,"[2.073521712556155, 4.756762586258385, 8.830890198091281e-18, 0.10275992973805557, 0.09696126298876531, 0.18654996624950748]",0.001,1.4013317304363415e-07,1.2375006642584582e-24,1.880254605091669e-07,False,True,0.3626109236193918,0.0,1.4013317304363415e-07,1.2375006642584582e-24,1.880254605091669e-07,admissible original,0,[]
UGC05253,guarded_free_family,False,73,73,0,62.762558320679844,0.8597610728860252,1.784059246341129,64.54661756702097,1.9165028233916493e-16,12.295999016102554,240.02154558308737,10.962695223140685,248.45874822028387,0.6200008906134354,0.5922234681475738,1.1216218973366563,38.53334091611318,0.934223090142072,False,True,True,,,16058.74239121075,,"{""disk_pull"": 0.934223090142072, ""bulge_pull"": -0.7261242675319657, ""distance_pull"": 0.4869128407359144, ""inclination_pull"": 0.3833352290282948}",7,True,,True,lower,False,"[2.3944981658079856, 5.515276828618947, 1.9165028233916489e-16, 0.934223090142072, -0.7261242675319657, 0.4869128407359144, 0.3833352290282948]",0.001,6.410015063842444e-07,1.2284811967837048e-22,8.600718930944263e-07,False,True,64.54661756702097,0.0,6.410015063842444e-07,1.2284811967837048e-22,8.600718930944263e-07,admissible original,0,[]
UGC05414,guarded_free_family,False,6,6,0,0.7512282512005501,0.12520470853342502,0.07459666006242734,0.8258249112629775,1.0628413123300603e-16,2.095232793804466,65.49184839255862,1.9858090409130542,65.60478783595414,0.5231508471362326,0.7,1.0551028576449122,55.141358026742225,0.1965692857136705,False,True,True,,,366.8151308366407,,"{""disk_pull"": 0.1965692857136705, ""distance_pull"": 0.18367619214970735, ""inclination_pull"": 0.0471193422474094}",6,True,,True,lower,False,"[0.686026408388267, 4.183648678590925, 1.0628413123300603e-16, 0.1965692857136705, 0.18367619214970735, 0.0471193422474094]",0.001,4.772358821789759e-08,5.0722601130609676e-24,6.403372918007065e-08,False,True,0.8258249112629775,0.0,4.772358821789759e-08,5.0722601130609676e-24,6.403372918007065e-08,admissible original,0,[]
UGC05716,guarded_free_family,False,12,12,0,10.862611525487829,0.9052176271239857,20.302888183189815,31.165499708677643,2.693496650626967e-19,5.697744976715541,60.649757680274845,3.691323312766944,70.72366146716507,1.1383071018087438,0.7,1.5435507794749688,70.62965272106851,3.572894410517884,False,True,True,,,1276.0903433211327,,"{""disk_pull"": 3.572894410517884, ""distance_pull"": 2.184458792984309, ""inclination_pull"": 1.6629652721068504}",6,True,,True,lower,False,"[1.305985015109226, 4.258780191128931, 2.693496650626967e-19, 3.572894410517884, 2.184458792984309, 1.6629652721068504]",0.001,4.09276429633036e-08,1.1023846923971459e-26,5.491518352570055e-08,False,True,31.165499708677643,0.0,4.09276429633036e-08,1.1023846923971459e-26,5.491518352570055e-08,admissible original,0,[]
UGC05721,guarded_free_family,False,23,23,0,14.893420535188708,0.6475400232690742,4.713300446328525,19.606720981517235,2.0743928839662876e-25,1.8953639142886118,95.47429360078436,1.2570699060403598,98.56667284516989,0.6522385691119149,0.7,1.5077633353413193,64.54836054422813,1.6962040067077584,False,True,True,,,308.88450740581766,,"{""disk_pull"": 1.1543647222103037, ""distance_pull"": 1.6962040067077584, ""inclination_pull"": 0.7096721088456268}",6,True,,True,lower,False,"[0.228783541459006, 4.5907332008738155, 2.0743928839662876e-25, 1.1543647222103037, 1.6962040067077584, 0.7096721088456268]",0.001,1.0142184383716379e-07,2.1038875113455265e-32,1.3608404404882503e-07,False,True,19.606720981517235,0.0,1.0142184383716379e-07,2.1038875113455265e-32,1.3608404404882503e-07,admissible original,0,[]
UGC05750,guarded_free_family,False,11,11,0,0.44091232182500834,0.04008293834772803,0.004166184719100541,0.44507850654410885,1.3807179093962324e-17,5.481223308860401,94.00351038964634,5.5136084909319525,93.80010569137634,0.49410011070894466,0.7,0.9941263181590034,63.74695525418696,0.051550531378014006,False,True,True,,,18.275484314450885,,"{""disk_pull"": -0.051550531378014006, ""distance_pull"": -0.02946881402277778, ""inclination_pull"": -0.025304474581304193}",6,True,,True,lower,False,"[1.7072193073481026, 4.541165982785279, 1.3807179093962324e-17, -0.051550531378014006, -0.02946881402277778, -0.025304474581304193]",0.001,9.83211020602529e-08,1.3575370648616599e-24,1.3192358448125253e-07,False,True,0.44507850654410885,0.0,9.83211020602529e-08,1.3575370648616599e-24,1.3192358448125253e-07,admissible original,0,[]
UGC05764,guarded_free_family,False,10,10,0,31.449573541249432,3.1449573541249434,1.2295449090100274,32.67911845025946,2.6735291832759695e-23,1.085977966244889,59.424027884504945,0.8613166731833586,62.562649574439554,0.5453601511015354,0.7,1.2608347197450618,65.75063562724763,0.8698372127212551,False,True,True,,,250.44017016431667,,"{""disk_pull"": 0.3771339698325356, ""distance_pull"": 0.8698372127212551, ""inclination_pull"": 0.5750635627247631}",6,True,,True,lower,False,"[-0.14929304521420092, 4.136168447872814, 2.6735291832759695e-23, 0.3771339698325356, 0.8698372127212551, 0.5750635627247631]",0.001,3.9290066678463806e-08,1.0504313987773172e-30,5.271794479636687e-08,False,True,32.67911845025946,0.0,3.9290066678463806e-08,1.0504313987773172e-30,5.271794479636687e-08,admissible original,0,[]
UGC05829,guarded_free_family,False,11,11,0,3.5561152162920204,0.32328320148109274,0.7129844465135227,4.269099662805543,2.0578728107218045e-40,2.302519608916562,49.30364880267983,2.022989404673798,57.87014303244731,0.5099953424933839,0.7,1.1381768009248854,41.02228363744547,0.7022283637445467,False,True,True,,,142.45772378808354,,"{""disk_pull"": 0.085962056076842, ""distance_pull"": 0.460945003857533, ""inclination_pull"": 0.7022283637445467}",6,True,,True,lower,False,"[0.7045763207392672, 4.058201587199201, 2.0578728107218045e-40, 0.085962056076842, 0.460945003857533, 0.7022283637445467]",0.001,2.7046851498252314e-08,5.565898031388374e-48,3.629045569886895e-08,False,True,4.269099662805543,0.0,2.7046851498252314e-08,5.565898031388374e-48,3.629045569886895e-08,admissible original,0,[]
UGC05918,guarded_free_family,False,8,8,0,2.169536342165583,0.27119204277069786,0.015882786529094896,2.1854191286946776,2.7681654113540023e-15,1.264174240749997,49.63718580762441,1.225095602004301,49.89116502250196,0.5034462211163706,0.7,1.0318984401558229,46.30442120165377,0.10623567460591482,False,True,True,,,202.63907456942655,,"{""disk_pull"": 0.029830810405823065, ""distance_pull"": 0.10623567460591482, ""inclination_pull"": 0.060884240330753236}",6,True,,True,lower,False,"[0.20301888340402707, 3.9098439334243484, 2.7681654113539987e-15, 0.029830810405823065, 0.10623567460591482, 0.060884240330753236]",0.001,2.7414030797169067e-08,7.58865718385168e-23,3.678312317558959e-08,False,True,2.1854191286946776,0.0,2.7414030797169067e-08,7.58865718385168e-23,3.678312317558959e-08,admissible original,0,[]
UGC05986,guarded_free_family,False,15,15,0,1.4810722950686606,0.09873815300457738,0.00411608754656923,1.48518838261523,1.877040185905426e-16,2.451697214291696,135.1582854058375,2.474948123264243,135.1582854058375,0.5064892079119858,0.7,0.990605496432838,89.99999999999415,0.05600191669843524,True,True,True,,,911.4356318678902,,"{""disk_pull"": 0.05600191669843524, ""distance_pull"": -0.031302921152358144, ""inclination_pull"": -1.9531249976267874e-12}",6,True,,True,lower,False,"[0.9062194355037081, 4.906446576102985, 1.8770401859054256e-16, 0.05600191669843524, -0.031302921152358144, -1.9531249976267874e-12]",0.001,2.0325626539944725e-07,3.8152017819182106e-23,2.7272166948795587e-07,False,True,1.48518838261523,0.0,2.0325626539944725e-07,3.8152017819182106e-23,2.7272166948795587e-07,admissible original,0,[]
