galaxy,model,configuration,holdout,n,n_train,n_test,n_parameters,chi2_data,chi2_data_per_row,prior_penalty,objective,length_catalogue_kpc,amplitude_catalogue_kms,physical_length_kpc,physical_amplitude_kms,ml_disk,ml_bulge,distance_ratio,distance_Mpc,inclination_deg,disk_pull,bulge_pull,distance_pull,inclination_pull,halo_bound_hit,nuisance_bound_hit,maximum_abs_pull,success,optimality,n_starts,near_best_starts,restart_objective_spread,holdout_admissible,holdout_chi2,holdout_chi2_per_row,distance_method,parameters_json,parameter_names_json
NGC4183,nfw,stellar_0.10,False,23,23,0,3,3.5354301436173228,0.1537143540703184,0.009537175013391323,3.544967318630714,8.502149321028329,203.50436023832208,8.502149321028329,203.50436023832208,0.5113707115418257,0.7,1.0,18.0,82.0,0.09765846104353336,0.0,0.0,0.0,False,False,0.09765846104353336,True,3.169849788249862e-06,8,8,8.837375276016246e-14,True,,,4,"[2.1403189928296915, 5.315687430885652, 0.09765846104353336]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull""]"
NGC4217,core,stellar_0.10,False,19,19,0,4,22.022665195042872,1.1590876418443616,22.697098231925555,44.71976342696843,4.1924187737419745,184.15483363550493,4.1924187737419745,184.15483363550493,0.4805573339262566,0.2338809271026552,1.0,18.0,86.0,-0.17224794803093646,-4.761032333047601,0.0,0.0,False,False,4.761032333047601,True,1.3487439785032625e-05,8,7,299.2856332505301,True,,,4,"[1.4332778403455473, 5.2157768909066515, -0.17224794803093646, -4.761032333047601]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull""]"
NGC4217,nfw,stellar_0.10,False,19,19,0,4,43.90492992955618,2.310785785766115,32.72764561237747,76.63257554193365,34.69991660161004,428.5358168517754,34.69991660161004,428.5358168517754,0.852218749557236,0.20988701309226185,1.0,18.0,86.0,2.3158108049165236,-5.231124728794884,0.0,0.0,False,False,5.231124728794884,True,0.00014743770211443226,8,8,3.5734771586248826e-08,True,,,4,"[3.546737283538111, 6.060374321129911, 2.3158108049165236, -5.231124728794884]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull""]"
NGC4559,core,stellar_0.10,False,32,32,0,3,2.8299382947087866,0.08843557170964958,0.9217445732393834,3.75168286794817,6.296789146730214,113.56756786477276,6.296789146730214,113.56756786477276,0.6237025704428361,0.7,1.0,9.0,67.0,0.9600752956093513,0.0,0.0,0.0,False,False,0.9600752956093513,True,1.0478380327158251e-05,8,7,561.115408124911,True,,,1,"[1.8400398442278942, 4.732397971377711, 0.9600752956093513]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull""]"
NGC4559,nfw,stellar_0.10,False,32,32,0,3,8.274142151907778,0.25856694224711807,1.0635443253636254,9.337686477271404,16.442829111812916,235.4398315440384,16.442829111812916,235.4398315440384,0.39431356607157786,0.7,1.0,9.0,67.0,-1.0312828541984131,0.0,0.0,0.0,False,False,1.0312828541984131,True,0.0005143797140156609,8,8,1.5206467196549056e-09,True,,,1,"[2.7998894619159915, 5.461455388430731, -1.0312828541984131]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull""]"
NGC5005,core,stellar_0.10,False,18,18,0,4,1.3999368087763522,0.0777742671542418,0.7650821802612838,2.165018989037636,4.588181134228435,191.47115444818857,4.588181134228435,191.47115444818857,0.5145548540411035,0.5734840187693485,1.0,16.9,68.0,0.124616751268699,-0.8657672005594339,0.0,0.0,False,False,0.8657672005594339,True,1.6579909027096708e-05,8,6,11.288576974321298,True,,,5,"[1.523483678485289, 5.254737167761561, 0.124616751268699, -0.8657672005594339]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull""]"
NGC5005,nfw,stellar_0.10,False,18,18,0,4,1.2554693911781947,0.0697482995098997,1.2266864958533028,2.4821558870314977,4999.999999998787,5184.209649908728,4999.999999998787,5184.209649908728,0.49127349439304857,0.542758259761975,1.0,16.9,68.0,-0.07646670995752297,-1.1049159869065046,0.0,0.0,True,False,1.1049159869065046,True,6.678457389261922e-07,8,7,10.971440075153009,True,,,5,"[8.517193191415995, 8.553372678940587, -0.07646670995752297, -1.1049159869065046]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull""]"
NGC5033,core,stellar_0.10,False,22,22,0,4,67.71534218008894,3.077970099094952,8.017724719120736,75.73306689920967,8.943084727073925,203.87912866336185,8.943084727073925,203.87912866336185,0.8000105322446691,0.44551109992819454,1.0,15.7,66.0,2.0412570023796532,-1.9623951104089021,0.0,0.0,False,False,2.0412570023796532,True,0.0018203384537695242,8,8,8.744365231905249e-10,True,,,1,"[2.190880577441263, 5.317527311690695, 2.0412570023796532, -1.9623951104089021]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull""]"
NGC5033,nfw,stellar_0.10,False,22,22,0,4,53.409078976645986,2.427685408029363,8.191751580451136,61.600830557097126,8.580112794170626,407.43150250023086,8.580112794170626,407.43150250023086,0.332609363341181,0.4170682196923065,1.0,15.7,66.0,-1.7703553338466225,-2.248909418445294,0.0,0.0,False,False,2.248909418445294,True,0.0017244086675799104,8,8,6.393491958078812e-09,True,,,1,"[2.1494470595871933, 6.0098728265278964, -1.7703553338466225, -2.248909418445294]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull""]"
NGC5055,core,stellar_0.10,False,28,28,0,3,284.92799015305604,10.17599964832343,0.02804876745254922,284.9560389205086,10.678522018556988,188.7513200223313,10.678522018556988,188.7513200223313,0.4810854675343841,0.7,1.0,9.9,55.0,-0.16747766254802227,0.0,0.0,0.0,False,False,0.16747766254802227,True,0.004607453514337281,8,7,41376.10291916778,True,,,2,"[2.368234436180014, 5.240430381600475, -0.16747766254802227]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull""]"
NGC5055,nfw,stellar_0.10,False,28,28,0,3,64.04631266739997,2.2873683095499993,4.845324003397502,68.89163667079748,12.520158943658977,350.7914072805863,12.520158943658977,350.7914072805863,0.30119588733491226,0.7,1.0,9.9,55.0,-2.201209668204622,0.0,0.0,0.0,False,False,2.201209668204622,True,0.00013367007090459105,8,8,7.744915819785092e-11,True,,,2,"[2.527340060771799, 5.86019176555888, -2.201209668204622]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull""]"
NGC5371,core,stellar_0.10,False,19,19,0,3,136.41537508849115,7.179756583604797,1.5133555252611302,137.92873061375226,2083.441404895925,9999.999999987396,2083.441404895925,9999.999999987396,0.6637255258145485,0.7,1.0,39.7,53.0,1.2301851589338615,0.0,0.0,0.0,True,False,1.2301851589338615,True,4.334229612021164e-06,8,6,252.02236800957442,True,,,1,"[7.641776327066954, 9.210340371974922, 1.2301851589338615]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull""]"
NGC5371,nfw,stellar_0.10,False,19,19,0,3,69.87982771194537,3.6778856690497563,7.704080310593219,77.58390802253858,5.92181354465159,400.33491930979426,5.92181354465159,400.33491930979426,0.26388077655909425,0.7,1.0,39.7,53.0,-2.7756225086623756,0.0,0.0,0.0,False,False,2.7756225086623756,True,0.00025796298538731887,8,5,90.52102809146491,True,,,1,"[1.7786427439847416, 5.9923014950438125, -2.7756225086623756]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull""]"
NGC5585,core,stellar_0.10,False,24,24,0,3,76.39730322381104,3.183220967658793,1.0500829730103836,77.44738619682143,3.2510166396076423,93.41333154278244,3.2510166396076423,93.41333154278244,0.6330580863149144,0.7,1.0,7.06,51.0,1.0247355624796006,0.0,0.0,0.0,False,False,1.0247355624796006,True,7.177207867597259e-05,8,6,3703.961151121363,True,,,1,"[1.1789677596130814, 4.537034071053077, 1.0247355624796006]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull""]"
NGC5585,nfw,stellar_0.10,False,24,24,0,3,127.67112641996962,5.319630267498734,5.379723967443922,133.05085038741353,22.891534158407538,232.9772097349247,22.891534158407538,232.9772097349247,0.2931080084504572,0.7,1.0,7.06,51.0,-2.3194231971427555,0.0,0.0,0.0,False,False,2.3194231971427555,True,0.0009461246744130463,8,7,3648.3576871196037,True,,,1,"[3.1307671548031744, 5.4509406364853055, -2.3194231971427555]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull""]"
NGC5907,core,stellar_0.10,False,19,19,0,3,84.75735956737732,4.4609136614409115,8.964476683285186,93.7218362506625,24.147301286207117,197.63180555183635,24.147301286207117,197.63180555183635,0.9962707129396813,0.7,1.0,17.3,88.0,2.9940735934985274,0.0,0.0,0.0,False,False,2.9940735934985274,True,5.9447940889640595e-05,8,8,3.6209257814334705e-11,True,,,2,"[3.1841726258711684, 5.286405731631641, 2.9940735934985274]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull""]"
NGC5907,nfw,stellar_0.10,False,19,19,0,3,74.00528474739025,3.89501498670475,7.4848880106199145,81.49017275801016,7.7746122237091155,432.58746098776237,7.7746122237091155,432.58746098776237,0.26630834192216857,0.7,1.0,17.3,88.0,-2.7358523371373527,0.0,0.0,0.0,False,False,2.7358523371373527,True,0.00044911249631653,8,5,7.809688602310317,True,,,2,"[2.0508635820574095, 6.069784527864857, -2.7358523371373527]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull""]"
NGC5985,core,stellar_0.10,False,33,33,0,4,231.48461404925735,7.01468527421992,62.15687615895014,293.6414902082075,1328.8692822559274,9999.999999973772,1328.8692822559274,9999.999999973772,1.623334204510921,2.7867501938744805,1.0,39.7,60.0,5.1143793522723895,5.999999999999999,0.0,0.0,True,True,5.999999999999999,True,3.983047891548174e-06,8,5,66.9364833759314,True,,,1,"[7.192083695904321, 9.21034037197356, 5.1143793522723895, 5.999999999999999]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull""]"
NGC5985,nfw,stellar_0.10,False,33,33,0,4,64.46421677022192,1.9534611142491491,5.014516809736779,69.4787335799587,8.269671920755421,572.1844692274414,8.269671920755421,572.1844692274414,0.30296579535266244,0.6196256756951602,1.0,39.7,60.0,-2.1757640463937853,-0.5296863450731208,0.0,0.0,False,False,2.1757640463937853,True,0.0014114916027878927,8,8,3.2930245197348995e-09,True,,,1,"[2.1125948372396666, 6.349461438037659, -2.1757640463937853, -0.5296863450731208]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull""]"
NGC6015,core,stellar_0.10,False,44,44,0,3,345.51029006442275,7.852506592373245,11.151650623597906,356.66194068802065,11.133427277153944,153.6694930576723,11.133427277153944,153.6694930576723,1.0787253299965773,0.7,1.0,17.0,60.0,3.3394087236512253,0.0,0.0,0.0,False,False,3.3394087236512253,True,0.002875086734084758,8,8,4.2080614548467565e-09,True,,,1,"[2.409952049346664, 5.034804147159426, 3.3394087236512253]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull""]"
NGC6015,nfw,stellar_0.10,False,44,44,0,3,347.6965732000015,7.90219484545458,0.022413782466787668,347.7189869824683,7.5893314544215515,287.3332877261385,7.5893314544215515,287.3332877261385,0.4830574351536519,0.7,1.0,17.0,60.0,-0.14971233238042772,0.0,0.0,0.0,False,False,0.14971233238042772,True,0.00421012410291982,8,5,9.652731485521997,True,,,1,"[2.0267435051066514, 5.660642823269835, -0.14971233238042772]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull""]"
NGC6195,core,stellar_0.10,False,23,23,0,4,29.50081705913681,1.2826442199624701,1.266018758555351,30.76683581769216,13.868181671932811,211.34218804086802,13.868181671932811,211.34218804086802,0.39252007429195684,0.7678096918980869,1.0,127.8,62.0,-1.0510813196483937,0.4015554980840659,0.0,0.0,False,False,1.0510813196483937,True,2.2948919133692904e-05,8,6,145.66895905358754,True,,,1,"[2.629597127818657, 5.353478564138377, -1.0510813196483937, 0.4015554980840659]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull""]"
NGC6195,nfw,stellar_0.10,False,23,23,0,4,35.38629425267078,1.5385345327248166,0.9212082940228168,36.3075025466936,758.588005375641,1235.8707609287046,758.588005375641,1235.8707609287046,0.4017158131430186,0.7217990217094246,1.0,127.8,62.0,-0.9505107669798594,0.13318249088441103,0.0,0.0,False,False,0.9505107669798594,True,0.00014007557097711642,8,7,161.81491660406658,True,,,1,"[6.631458817602826, 7.119531070195195, -0.9505107669798594, 0.13318249088441103]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull""]"
NGC6503,core,stellar_0.10,False,31,31,0,3,224.69705674543465,7.248292153078537,2.7659332556556966,227.46299000109036,5.345007917976216,118.53607717949937,5.345007917976216,118.53607717949937,0.7332987686616731,0.7,1.0,6.26,74.0,1.6631095140295773,0.0,0.0,0.0,False,False,1.6631095140295773,True,0.005333042073382393,8,8,2.4795667741273064e-09,True,,,2,"[1.676163025855933, 4.775217363012209, 1.6631095140295773]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull""]"
NGC6503,nfw,stellar_0.10,False,31,31,0,3,40.361979256433926,1.3019993308527074,0.9940172152383964,41.35599647167232,7.799533089151062,227.94093530596408,7.799533089151062,227.94093530596408,0.39743818636115136,0.7,1.0,6.26,74.0,-0.997004119970623,0.0,0.0,0.0,False,False,0.997004119970623,True,5.0334485437245634e-05,8,8,4.427391786521184e-11,True,,,2,"[2.0540638715385944, 5.429086539718127, -0.997004119970623]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull""]"
NGC6674,core,stellar_0.10,False,15,15,0,4,14.138120666306413,0.9425413777537609,21.227521301262648,35.36564196756906,38.49530342379943,254.89517689402277,38.49530342379943,254.89517689402277,1.4402189477987468,0.7574402340562968,1.0,51.2,54.0,4.594585159485645,0.34250330435912785,0.0,0.0,False,False,4.594585159485645,True,3.69095546696942e-05,8,8,9.518430488242302e-11,True,,,1,"[3.6505362448602536, 5.540852389641747, 4.594585159485645, 0.34250330435912785]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull""]"
NGC6674,nfw,stellar_0.10,False,15,15,0,4,17.70010686148174,1.1800071240987826,16.75200646527688,34.45211332675862,4999.999999999915,2451.09226164516,4999.999999999915,2451.09226164516,1.2615209302236607,0.8363879791862665,1.0,51.2,54.0,4.019244560706734,0.773097423683596,0.0,0.0,True,False,4.019244560706734,True,9.406714280699447e-06,8,8,1.6399326341343112e-11,True,,,1,"[8.51719319141622, 7.804289025269739, 4.019244560706734, 0.773097423683596]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull""]"
NGC6789,core,stellar_0.10,False,4,4,0,3,0.6048099507756589,0.15120248769391473,0.0005117445433222918,0.6053216953189812,0.5376698314763269,86.60549157699707,0.5376698314763269,86.60549157699707,0.502611222521569,0.7,1.0,3.52,43.0,0.022621771445275718,0.0,0.0,0.0,False,False,0.022621771445275718,True,4.846846201022185e-07,8,8,1.0964562591198046e-12,True,,,2,"[-0.620510603349565, 4.461363226687158, 0.022621771445275718]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull""]"
NGC6789,nfw,stellar_0.10,False,4,4,0,3,4.058961919512025,1.0147404798780062,0.00020310882819032428,4.059165028340215,4999.999999999364,5533.674878180712,4999.999999999364,5533.674878180712,0.4983619101968666,0.7,1.0,3.52,43.0,-0.014251625457831969,0.0,0.0,0.0,True,False,0.014251625457831969,True,6.836635284132924e-07,8,8,5.5576876434315636e-11,True,,,2,"[8.51719319141611, 8.618607408744035, -0.014251625457831969]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull""]"
NGC6946,core,stellar_0.10,False,58,58,0,4,81.30090754186759,1.4017397852046136,1.7356861318085473,83.03659367367614,6.137312357578316,133.86188899604974,6.137312357578316,133.86188899604974,0.6084519612470215,0.5554665076595375,1.0,5.52,38.0,0.852562909845347,-1.004401621147926,0.0,0.0,False,False,1.004401621147926,True,0.00011474113622807261,8,7,1073.9608722517785,True,,,2,"[1.8143869195499427, 4.89680858930197, 0.852562909845347, -1.004401621147926]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull""]"
NGC6946,nfw,stellar_0.10,False,58,58,0,4,86.77903363096347,1.4961902350166114,2.2835480372772223,89.0625816682407,16.380116051501062,300.44492011813423,16.380116051501062,300.44492011813423,0.4516461187720936,0.5018615119599519,1.0,5.52,38.0,-0.4417172186788896,-1.4451414934184847,0.0,0.0,False,False,1.4451414934184847,True,0.0008701943439469886,8,6,1067.9348843728571,True,,,2,"[2.79606816335105, 5.705264443058817, -0.4417172186788896, -1.4451414934184847]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull""]"
NGC7331,core,stellar_0.10,False,36,36,0,4,70.50436244635814,1.9584545123988373,2.213115296158213,72.71747774251635,12.035359463788499,221.470320377783,12.035359463788499,221.470320377783,0.4509243343552726,0.5049629586081386,1.0,14.7,75.0,-0.44866331479993077,-1.4183851825618283,0.0,0.0,False,False,1.4183851825618283,True,0.000789988442043351,8,7,3937.452670205641,True,,,3,"[2.487848938989114, 5.400288586727461, -0.44866331479993077, -1.4183851825618283]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull""]"
NGC7331,nfw,stellar_0.10,False,36,36,0,4,26.007922439699254,0.722442289991646,2.63248287107126,28.640405310770515,42.78060682684842,475.9883314760005,42.78060682684842,475.9883314760005,0.3650655641274387,0.572196465706428,1.0,14.7,75.0,-1.3659913554614427,-0.8755286904927049,0.0,0.0,False,False,1.3659913554614427,True,0.00014046081651633555,8,8,1.3865886216990475e-10,True,,,3,"[3.756084888379472, 6.165393340225073, -1.3659913554614427, -0.8755286904927049]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull""]"
NGC7793,core,stellar_0.10,False,46,46,0,3,27.106758258051666,0.5892773534359058,2.4089026317069115,29.51566088975858,2.104579627194137,85.70577625433494,2.104579627194137,85.70577625433494,0.7147866019203282,0.7,1.0,3.61,47.0,1.5520639908544078,0.0,0.0,0.0,False,False,1.5520639908544078,True,0.001488671735094545,8,6,95.89264529569006,True,,,2,"[0.7441157451456953, 4.450920224199783, 1.5520639908544078]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull""]"
NGC7793,nfw,stellar_0.10,False,46,46,0,3,38.79684437469937,0.8434096603195514,0.16211145635325147,38.95895583105262,9.199389146355843,190.97357322679494,9.199389146355843,190.97357322679494,0.5485712858044917,0.7,1.0,3.61,47.0,0.40263066991133634,0.0,0.0,0.0,False,False,0.40263066991133634,True,0.0008195200539881889,8,7,86.44935030398608,True,,,2,"[2.219137084715373, 5.252135058404856, 0.40263066991133634]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull""]"
NGC7814,core,stellar_0.10,False,18,18,0,4,23.08631409925391,1.2825730055141062,12.678710414638264,35.76502451389217,6.326301533767661,196.37158076333662,6.326301533767661,196.37158076333662,1.1328698158695358,0.6612109370890052,1.0,14.4,90.0,3.5521000129267066,-0.24758011391134516,0.0,0.0,False,False,3.5521000129267066,True,0.001892018713235211,8,8,5.753406639996683e-09,True,,,2,"[1.8447157895343371, 5.28000868465252, 3.5521000129267066, -0.24758011391134516]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull""]"
NGC7814,nfw,stellar_0.10,False,18,18,0,4,6.633383476673918,0.3685213042596621,1.0911303330086846,7.724513809682603,10.90693954257803,401.0311097395834,10.90693954257803,401.0311097395834,0.5114650850103201,0.5509420563104045,1.0,14.4,90.0,0.09845987759269358,-1.0399211438917455,0.0,0.0,False,False,1.0399211438917455,True,1.695263792054613e-05,8,8,7.949196856316121e-13,True,,,2,"[2.3893992419384893, 5.994039004695329, 0.09845987759269358, -1.0399211438917455]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull""]"
UGC00128,core,stellar_0.10,False,22,22,0,3,596.7225157033225,27.123750713787388,35.99999999999999,632.7225157033225,11.23908840383661,126.1806195746369,11.23908840383661,126.1806195746369,1.9905358527674861,0.7,1.0,64.5,57.0,5.999999999999999,0.0,0.0,0.0,False,True,5.999999999999999,True,0.0167618506523128,8,8,3.836930773104541e-09,True,,,1,"[2.4193977383150185, 4.837714369174996, 5.999999999999999]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull""]"
UGC00128,nfw,stellar_0.10,False,22,22,0,3,61.61057031171578,2.800480468714354,0.1426975117464078,61.75326782346219,16.79310506253088,257.86835963248194,16.79310506253088,257.86835963248194,0.45834730291952963,0.7,1.0,64.5,57.0,-0.3777532418741205,0.0,0.0,0.0,False,False,0.3777532418741205,True,5.083687415326834e-05,8,8,7.501910204155138e-11,True,,,1,"[2.82096838922218, 5.552449220725336, -0.3777532418741205]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull""]"
UGC00191,core,stellar_0.10,False,9,9,0,3,19.870066409671857,2.2077851566302065,32.38601439836724,52.256080808039094,4.4164976214747345,74.07671339719315,4.4164976214747345,74.07671339719315,1.853775418094246,0.7,1.0,17.1,45.0,5.690871145823567,0.0,0.0,0.0,False,False,5.690871145823567,True,0.0004714331322664109,8,8,4.894005201094842e-10,True,,,1,"[1.4853469886485597, 4.305101223765097, 5.690871145823567]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull""]"
UGC00191,nfw,stellar_0.10,False,9,9,0,3,23.968529612597408,2.6631699569552674,0.5838349950081669,24.552364607605575,9.238967983677258,162.7528243012078,9.238967983677258,162.7528243012078,0.5961823304290805,0.7,1.0,17.1,45.0,0.7640909599047531,0.0,0.0,0.0,False,False,0.7640909599047531,True,0.0001750698544182331,8,8,1.9974777387687936e-10,True,,,1,"[2.2234301893375727, 5.092232634555359, 0.7640909599047531]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull""]"
UGC00634,core,stellar_0.10,False,4,4,0,3,2.980045831831978,0.7450114579579945,0.17842470843995314,3.158470540271931,5.317147151775642,115.24444582156525,5.317147151775642,115.24444582156525,0.5510745483009304,0.7,1.0,30.9,37.0,0.42240349008969275,0.0,0.0,0.0,False,False,0.42240349008969275,True,3.047511370690951e-05,8,8,3.4372504842394846e-12,True,,,1,"[1.6709369098540454, 4.747055488277853, 0.42240349008969275]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull""]"
UGC00634,nfw,stellar_0.10,False,4,4,0,3,6.3141270102846185,1.5785317525711546,0.043735462363799694,6.357862472648418,21.966012058476636,242.30394755818122,21.966012058476636,242.30394755818122,0.47649349830609405,0.7,1.0,30.9,37.0,-0.20913025214874986,0.0,0.0,0.0,False,False,0.20913025214874986,True,1.6424416437776e-05,8,8,4.68078908966163e-11,True,,,1,"[3.089496352326972, 5.490192919716928, -0.20913025214874986]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull""]"
UGC00731,core,stellar_0.10,False,12,12,0,3,47.13292600444144,3.927743833703453,0.13426989586078622,47.26719590030223,2.084328077239714,77.7624821303653,2.084328077239714,77.7624821303653,0.5440174885367728,0.7,1.0,12.5,57.0,0.36642856856526107,0.0,0.0,0.0,False,False,0.36642856856526107,True,0.0026654270648603746,8,8,1.5063434943840548e-09,True,,,1,"[0.7344465381993573, 4.353659080043527, 0.36642856856526107]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull""]"
UGC00731,nfw,stellar_0.10,False,12,12,0,3,3.3935316427558093,0.28279430356298413,0.001195535099759338,3.3947271778555685,8.222246240071906,146.52001816148768,8.222246240071906,146.52001816148768,0.5039966565691327,0.7,1.0,12.5,57.0,0.034576510809498084,0.0,0.0,0.0,False,False,0.034576510809498084,True,1.0780638575857574e-05,8,8,3.3226754680981685e-12,True,,,1,"[2.1068434369535103, 4.987162061862883, 0.034576510809498084]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull""]"
UGC00891,core,stellar_0.10,False,5,5,0,3,2.043936569765408,0.40878731395308165,0.02497810542576557,2.0689146751911736,3.0900087503810707,68.96249911103952,3.0900087503810707,68.96249911103952,0.5185306919173167,0.7,1.0,10.2,60.0,0.15804463111971115,0.0,0.0,0.0,False,False,0.15804463111971115,True,1.1613261228879837e-05,8,8,9.698908343125368e-13,True,,,1,"[1.1281739227441787, 4.233562865708058, 0.15804463111971115]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull""]"
UGC00891,nfw,stellar_0.10,False,5,5,0,3,9.094293049183596,1.8188586098367192,0.09438977284103918,9.188682822024635,734.9133972788512,857.377068452692,734.9133972788512,857.377068452692,0.46585105752849726,0.7,1.0,10.2,60.0,-0.3072291861803484,0.0,0.0,0.0,False,False,0.3072291861803484,True,0.00029175399051878197,8,8,3.2046497011606334e-08,True,,,1,"[6.599752665439215, 6.753877808357986, -0.3072291861803484]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull""]"
UGC01281,core,stellar_0.10,False,25,25,0,3,234.26123152889022,9.370449261155608,35.99999999999999,270.2612315288902,0.07239118558729436,9.815237331457705,0.07239118558729436,9.815237331457705,1.9905358527674861,0.7,1.0,5.27,90.0,5.999999999999999,0.0,0.0,0.0,False,True,5.999999999999999,True,0.0005196862169908392,8,8,6.415876896426198e-08,True,,,2,"[-2.625670733033962, 0.6763835123029288, 5.999999999999999]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull""]"
UGC01281,nfw,stellar_0.10,False,25,25,0,3,21.327135610382232,0.8530854244152892,0.005905094011264654,21.333040704393497,4999.999999999995,2384.6137834278315,4999.999999999995,2384.6137834278315,0.4912307482919374,0.7,1.0,5.27,90.0,-0.07684460951338522,0.0,0.0,0.0,True,False,0.07684460951338522,True,1.7987548623635923e-06,8,8,1.5241141682054149e-12,True,,,2,"[8.517193191416236, 7.1257979333739865, -0.07684460951338522]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull""]"
UGC02259,core,stellar_0.10,False,8,8,0,3,77.34033471125538,9.667541838906923,1.974614289295741,79.31494900055112,1.6940099494436747,91.94665387355758,1.6940099494436747,91.94665387355758,0.6910205675567771,0.7,1.0,10.5,41.0,1.405209695844624,0.0,0.0,0.0,False,False,1.405209695844624,True,0.005488804594352371,8,8,7.138567070796853e-09,True,,,1,"[0.5270984695559882, 4.521208559671017, 1.405209695844624]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull""]"
UGC02259,nfw,stellar_0.10,False,8,8,0,3,4.227407625646074,0.5284259532057592,0.004656990597017135,4.2320646162430915,3.7060110272076963,170.16825909327238,3.7060110272076963,170.16825909327238,0.4922047376823319,0.7,1.0,10.5,41.0,-0.06824214677907733,0.0,0.0,0.0,False,False,0.06824214677907733,True,1.3441125917795724e-05,8,8,8.79296635503124e-13,True,,,1,"[1.3099561033600085, 5.136787706933602, -0.06824214677907733]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull""]"
UGC02487,core,stellar_0.10,False,17,17,0,4,70.12135105857152,4.12478535638656,26.670357274823715,96.79170833339523,24.123324088009415,272.4453591102798,24.123324088009415,272.4453591102798,1.637378942824847,0.6443565853108841,1.0,69.1,36.0,5.151791965985663,-0.359717686567242,0.0,0.0,False,False,5.151791965985663,True,0.003529879215376445,8,8,1.0593026900096447e-08,True,,,1,"[3.1831791769575144, 5.607438076970576, 5.151791965985663, -0.359717686567242]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull""]"
