galaxy,point_index,radius_kpc,observed_kms,sigma_kms,is_outer,is_training,training_edge_kpc,extended,valid_extended,fit_failed_extended,scalar_core,valid_scalar_core,fit_failed_scalar_core,compact_plummer,valid_compact_plummer,fit_failed_compact_plummer,nfw,valid_nfw,fit_failed_nfw,baryon_only,valid_baryon_only,fit_failed_baryon_only,adaptive_primary,valid_adaptive_primary,fit_failed_adaptive_primary,profiled_baryons,valid_profiled_baryons,fit_failed_profiled_baryons
DDO154,10,5.43,47.4,0.6999999999999998,True,False,4.44,46.111483836166826,True,False,46.19728169175989,True,False,46.152487909311134,True,False,51.1871201807536,True,False,17.42069497956739,True,False,46.10573027589402,True,False,23.489444814769406,True,False
DDO154,11,5.92,45.5,1.3,True,False,4.44,45.25111408666699,True,False,45.3285811952324,True,False,45.28191982647294,True,False,52.50674964349405,True,False,16.72705333634064,True,False,45.23527585911242,True,False,22.537674504000417,True,False
DDO161,24,10.52,67.5,3.22,True,False,10.05,65.49723503985312,True,False,65.55493832670754,True,False,65.43631974367555,True,False,68.00488241464488,True,False,36.47046161314478,True,False,65.55493832721105,True,False,59.95576792781412,True,False
DDO161,25,10.99,66.8,2.37,True,False,10.05,65.38138635766123,True,False,65.442743900617,True,False,65.31578057343013,True,False,68.99546733408094,True,False,35.647386191369364,True,False,65.44274390112895,True,False,58.61228358437457,True,False
DDO161,26,11.46,66.8,0.95,True,False,10.05,65.09564340046305,True,False,65.159741061671,True,False,65.02548204426928,True,False,69.9335964205553,True,False,34.680905052719346,True,False,65.15974106219046,True,False,57.012821742610974,True,False
DDO161,27,11.94,66.6,0.96,True,False,10.05,64.73314829709476,True,False,64.7990914092148,True,False,64.65851583271746,True,False,70.88888221972266,True,False,33.722206219889,True,False,64.79909140974036,True,False,55.41944000832117,True,False
DDO161,28,12.41,66.8,0.99,True,False,10.05,64.29543487935864,True,False,64.3623521640789,True,False,64.21654062514854,True,False,71.81126521020518,True,False,32.77141025654899,True,False,64.3623521646092,True,False,53.8322387678267,True,False
DDO161,29,12.9,66.3,0.7399999999999999,True,False,10.05,63.862749556952345,True,False,63.92978327644397,True,False,63.779635712487256,True,False,72.80920627118647,True,False,31.971638763047387,True,False,63.92978327697721,True,False,52.506959168846045,True,False
DDO161,30,13.37,66.1,1.31,True,False,10.05,63.29826975342213,True,False,63.36482164372112,True,False,63.21107366010376,True,False,73.71385386722,True,False,31.03169507416308,True,False,63.36482164425689,True,False,50.92826157274813,True,False
DDO168,8,3.71,55.0,2.5,True,False,3.3,61.30725483885961,True,False,61.30725480396597,True,False,61.30725480350928,True,False,55.72968856160092,True,False,23.885043754963466,True,False,61.30725481909945,True,False,42.02275473154442,True,False
DDO168,9,4.12,52.0,2.7,True,False,3.3,64.036724340804,True,False,64.03672430370052,True,False,64.03672430321491,True,False,58.27365570099759,True,False,23.6598654252681,True,False,64.03672431979241,True,False,41.00628376177265,True,False
DDO170,6,10.83,60.0,1.3,True,False,9.340000000000002,57.41564609911171,True,False,55.468024377376565,True,False,55.30838724906853,True,False,60.79715262689911,True,False,30.11685757554878,True,False,57.41564601952193,True,False,55.52049312700081,True,False
DDO170,7,12.33,62.2,1.0,True,False,9.340000000000002,55.50673986884023,True,False,52.392762431741765,True,False,52.23605950449656,True,False,60.699645491599085,True,False,28.036942280754307,True,False,55.50673974353453,True,False,51.71369374694504,True,False
ESO079-G014,12,13.36,175.0,2.18,True,False,11.65,171.96014377067436,True,False,171.9601438705362,True,False,171.96014377187842,True,False,181.7992107542751,True,False,90.56329441547494,True,False,171.96014377187842,True,False,169.83351434950774,True,False
ESO079-G014,13,15.06,177.0,2.23,True,False,11.65,169.77257017553433,True,False,169.77257027435658,True,False,169.77257017672585,True,False,190.4857816307471,True,False,89.13815597828571,True,False,169.77257017672585,True,False,165.69592241660206,True,False
ESO079-G014,14,16.67,178.0,2.03,True,False,11.65,166.07086534386642,True,False,166.07086544060604,True,False,166.07086534503284,True,False,198.117931193253,True,False,87.10914552145748,True,False,166.07086534503284,True,False,161.09920624263205,True,False
ESO116-G012,12,8.32,110.0,2.1,True,False,7.559999999999999,108.94546738691358,True,False,108.99569756345517,True,False,108.7886503826156,True,False,116.68513543124854,True,False,58.70226010071679,True,False,108.99569757908972,True,False,93.21839416160546,True,False
ESO116-G012,13,9.090000000000002,111.0,2.33,True,False,7.559999999999999,107.96366532422653,True,False,107.95927136135234,True,False,107.74378174805705,True,False,120.29842973827564,True,False,58.56240561934283,True,False,107.95927137674686,True,False,92.7426613202468,True,False
ESO116-G012,14,9.86,112.0,4.74,True,False,7.559999999999999,104.96618089575249,True,False,104.89605651567489,True,False,104.67480260713154,True,False,122.57668911293992,True,False,55.46976602194721,True,False,104.89605653094232,True,False,87.82637057495519,True,False
ESO563-G021,24,33.91,313.0,15.9,True,False,32.18,287.08901582413614,True,False,273.44655380651096,True,False,273.4465554202773,True,False,307.2896182682868,True,False,97.7220729095275,True,False,273.4465554202773,True,False,250.3569860336855,True,False
ESO563-G021,25,35.65,320.0,8.83,True,False,32.18,281.97763736123864,True,False,266.98197217114205,True,False,266.9819737446094,True,False,306.3921751909504,True,False,95.85493791518763,True,False,266.9819737446094,True,False,243.12147764928653,True,False
