galaxy,point_index,radius_kpc,observed_kms,sigma_kms,is_outer,is_training,training_edge_kpc,extended,valid_extended,fit_failed_extended,scalar_core,valid_scalar_core,fit_failed_scalar_core,compact_plummer,valid_compact_plummer,fit_failed_compact_plummer,nfw,valid_nfw,fit_failed_nfw,baryon_only,valid_baryon_only,fit_failed_baryon_only,adaptive_primary,valid_adaptive_primary,fit_failed_adaptive_primary,profiled_baryons,valid_profiled_baryons,fit_failed_profiled_baryons
ESO563-G021,26,37.3,321.0,7.88,True,False,32.18,277.52972559198884,True,False,261.3234385150413,True,False,261.3234400521745,True,False,306.2406504105792,True,False,94.43585915177816,True,False,261.3234400521745,True,False,237.20390430309428,True,False
ESO563-G021,27,39.03,320.0,8.0,True,False,32.18,272.9127943956609,True,False,255.48779499096867,True,False,255.4877964939446,True,False,306.0538467191936,True,False,92.2925134557174,True,False,255.4877964939446,True,False,230.8627044768716,True,False
ESO563-G021,28,40.76,315.0,9.82,True,False,32.18,268.58213430941606,True,False,250.0013840801988,True,False,250.0013855512022,True,False,306.23534337564723,True,False,90.24863025835938,True,False,250.0013855512022,True,False,224.98724749367065,True,False
ESO563-G021,29,42.41,312.0,9.07,True,False,32.18,264.7868700418578,True,False,245.16633738586788,True,False,245.16633882764813,True,False,306.9503835989574,True,False,88.66149135394012,True,False,245.16633882764813,True,False,220.18608135687265,True,False
F568-3,14,11.99,101.0,10.2,True,False,10.17,99.58731497706304,True,False,99.587313633408,True,False,99.58731497706304,True,False,103.53649787829212,True,False,39.68255263947706,True,False,99.58731497419028,True,False,90.31583466346105,True,False
F568-3,15,14.02,107.0,10.7,True,False,10.17,96.09675792685525,True,False,96.09675666146896,True,False,96.09675792685525,True,False,109.92211212790434,True,False,40.65743848123726,True,False,96.09675792414984,True,False,90.98183545135028,True,False
F568-3,16,15.94,117.0,11.7,True,False,10.17,92.6097502683442,True,False,92.60974908427802,True,False,92.6097502683442,True,False,115.76797889471638,True,False,41.70926941594252,True,False,92.60975026581268,True,False,92.15224094177174,True,False
F568-3,17,17.98,120.0,12.0,True,False,10.17,88.73351417968951,True,False,88.73351307218198,True,False,88.73351417968951,True,False,120.96314914758342,True,False,41.79055482322831,True,False,88.73351417732165,True,False,92.11846245628358,True,False
F568-V1,12,9.72,111.0,19.4,True,False,9.0,108.67286607288024,True,False,103.4643609283906,True,False,102.51365359480296,True,False,124.08571397495096,True,False,41.155570872795394,True,False,110.38518832772026,True,False,106.2913521023338,True,False
F568-V1,13,11.79,113.0,12.5,True,False,9.0,105.7101648766482,True,False,98.1450389240204,True,False,97.35378428321876,True,False,129.2765235632158,True,False,45.51499133651344,True,False,109.33004464574964,True,False,106.58839997225935,True,False
F568-V1,14,17.63,118.0,14.6,True,False,9.0,96.149376560761,True,False,83.58371439915634,True,False,83.04101817127757,True,False,134.14635845319236,True,False,43.686857927307656,True,False,102.58695956360783,True,False,94.23084005609782,True,False
F571-8,10,9.33,135.0,4.0,True,False,7.22,134.00892907571475,True,False,134.0089292019676,True,False,134.00892908797135,True,False,140.5235093762611,True,False,31.441611746406053,True,False,134.00892908797135,True,False,61.168893904735285,True,False
F571-8,11,11.1,140.0,4.0,True,False,7.22,135.43982962816278,True,False,135.43982975667885,True,False,135.43982964063912,True,False,153.07327029432045,True,False,29.75701912660675,True,False,135.43982964063912,True,False,57.71334237175921,True,False
F571-8,12,15.55,144.0,5.0,True,False,7.22,126.4023260751218,True,False,126.40232619584464,True,False,126.40232608684155,True,False,180.7991847826996,True,False,25.924382652176604,True,False,126.40232608684155,True,False,50.10492564503876,True,False
F574-1,11,10.79,98.8,4.62,True,False,9.87,94.49923005523492,True,False,91.89956435901424,True,False,91.37434190676096,True,False,105.02851629135976,True,False,46.26146735964272,True,False,98.47241585514249,True,False,92.80883736941998,True,False
F574-1,12,11.8,99.5,4.4,True,False,9.87,93.74687572401452,True,False,90.43700443018308,True,False,90.08479736928992,True,False,108.06604209960211,True,False,48.16334186855354,True,False,99.20601928988836,True,False,94.58766158959853,True,False
F574-1,13,12.6,99.7,5.14,True,False,9.87,93.02905690810624,True,False,89.18639925770542,True,False,88.9595042194365,True,False,110.14453098201398,True,False,49.26281421214067,True,False,99.56312872887688,True,False,94.81927037105012,True,False
F583-1,20,6.97,77.09999999999998,12.1,True,False,6.43,75.08380343306962,True,False,75.08380346502697,True,False,75.08380346499393,True,False,77.07511622316693,True,False,25.961015033004468,True,False,75.08380345265843,True,False,63.47870583149324,True,False
F583-1,21,7.96,80.29999999999998,13.5,True,False,6.43,75.89569404838323,True,False,75.89569407971939,True,False,75.89569407968698,True,False,82.79958832860343,True,False,28.989808613373334,True,False,75.89569406759126,True,False,65.40320506913595,True,False
F583-1,22,10.29,84.7,6.0,True,False,6.43,74.6632339641714,True,False,74.66323399238739,True,False,74.66323399235823,True,False,94.8266002079788,True,False,34.88045640688414,True,False,74.66323398146689,True,False,70.38728290227694,True,False
F583-1,23,15.49,86.9,5.6,True,False,6.43,68.5899460642764,True,False,68.58994608568074,True,False,68.5899460856586,True,False,115.60311990280258,True,False,40.83626560422661,True,False,68.58994607739656,True,False,73.92236043996286,True,False
F583-1,24,16.26,85.79999999999998,8.599999999999998,True,False,6.43,67.58209848217071,True,False,67.58209850287955,True,False,67.58209850285812,True,False,118.10375773501568,True,False,40.89273433207067,True,False,67.58209849486454,True,False,73.38855506378768,True,False
F583-4,9,6.09,64.4,4.9,True,False,5.83,61.95021715072805,True,False,58.45218926035224,True,False,57.93884464075284,True,False,63.92654639722373,True,False,31.758133872412408,True,False,61.00439269663963,True,False,57.93843324503591,True,False
F583-4,10,6.74,67.2,4.9,True,False,5.83,62.90019115283593,True,False,57.671818034520086,True,False,57.198229227739176,True,False,66.30127594511475,True,False,33.16920333858784,True,False,62.08678688564465,True,False,60.09466398423827,True,False
F583-4,11,7.29,69.9,4.9,True,False,5.83,62.52276289492888,True,False,55.838168339612096,True,False,55.39754748416097,True,False,67.21103932528911,True,False,32.22367139718603,True,False,61.79221533725725,True,False,57.58123739030268,True,False
IC2574,27,8.519999999999998,63.8,12.0,True,False,8.25,58.55829156612676,True,False,59.08548434732646,True,False,58.78268896774916,True,False,53.86103210611521,True,False,32.480704990575965,True,False,59.08548438475276,True,False,47.60257935247783,True,False
