galaxy,model,n_outer,valid,loss,rmse_kms
DDO161,profiled_baryons,7,True,130.3328680109467,11.547048919718625
DDO161,scalar_core,7,True,3.982072569815494,2.0908093135232027
DDO168,adaptive_primary,2,True,13.11960433509488,9.608959249152203
DDO168,baryon_only,2,True,132.53788130308465,29.759903644370663
DDO168,compact_plummer,2,True,13.119604291990315,9.608959233652607
DDO168,extended,2,True,13.119604389728886,9.608959268797571
DDO168,nfw,2,True,2.7420987767928735,4.466049778696536
DDO168,profiled_baryons,2,True,21.76227239862757,12.026443603250225
DDO168,scalar_core,2,True,13.119604293252996,9.608959234106644
DDO170,adaptive_primary,2,True,24.375868056547763,5.073392275252973
DDO170,baryon_only,2,True,847.7590910269892,32.09452222645283
DDO170,compact_plummer,2,True,56.152253384381716,7.787532998409579
DDO170,extended,2,True,24.375867096135156,5.073392172324621
DDO170,nfw,2,True,1.3135354676205908,1.2013567250095025
DDO170,profiled_baryons,2,True,60.91799042981648,8.063144568284342
DDO170,scalar_core,2,True,54.16752330807257,7.639394994510652
ESO079-G014,adaptive_primary,3,True,15.660279308606782,8.24177815268729
ESO079-G014,baryon_only,3,True,1685.7502882923616,87.76941060282793
ESO079-G014,compact_plummer,3,True,15.660279308606782,8.24177815268729
ESO079-G014,extended,3,True,15.66027931252575,8.241778153746376
ESO079-G014,nfw,3,True,48.17110123119022,14.523850827400068
ESO079-G014,profiled_baryons,3,True,33.542180741530125,12.112136800434373
ESO079-G014,scalar_core,3,True,15.66027898749796,8.241778065908676
ESO116-G012,adaptive_primary,3,True,1.3926647454228627,4.498913451211841
ESO116-G012,baryon_only,3,True,415.14342246717365,53.469077595741375
ESO116-G012,compact_plummer,3,True,1.558018895535417,4.680770664620327
ESO116-G012,extended,3,True,1.3841333739317687,4.464899345138125
