galaxy,point_index,radius_kpc,observed_kms,sigma_kms,is_outer,is_training,training_edge_kpc,model,predicted_kms,valid_prediction,fit_failed,failure_reason,conditioning,inclination_factor,distance_ratio,residual_kms,standardized_residual,squared_standardized_error
D631-7,12,5.84,58.4,3.27,True,False,5.39,nfw,53.52414324816281,True,False,,inner_only_retrospective_prediction,0.945289659322652,0.9881909990076692,-4.8758567518371905,-1.4910876916933304,2.2233425043193447
D631-7,12,5.84,58.4,3.27,True,False,5.39,profiled_baryons,29.71578236780489,True,False,,independently_profiled_baryons_inner_only_matched_priors,1.1242422682595492,1.0889045252381124,-28.684217632195107,-8.771931997613182,76.94679097074999
D631-7,12,5.84,58.4,3.27,True,False,5.39,scalar_core,59.7248809255543,True,False,,inner_only_retrospective_prediction,0.9832903655259772,0.9957587517984324,1.3248809255543037,0.40516236255483296,0.1641565400310139
D631-7,13,6.29,58.5,3.95,True,False,5.39,adaptive_primary,61.880945375170455,True,False,,conditional_inner_validation_retrospective_prediction,0.9832903655259772,0.9957587517984324,3.3809453751704552,0.8559355380178367,0.7326256452418837
D631-7,13,6.29,58.5,3.95,True,False,5.39,baryon_only,18.91950692138803,True,False,,conditional_ablation_of_inner_fitted_core_calibration,0.9832903655259772,0.9957587517984324,-39.580493078611966,-10.020377994585306,100.40797515436945
D631-7,13,6.29,58.5,3.95,True,False,5.39,compact_plummer,61.88094537517046,True,False,,inner_only_retrospective_prediction,0.9832903655259772,0.9957587517984324,3.3809453751704623,0.8559355380178385,0.7326256452418867
D631-7,13,6.29,58.5,3.95,True,False,5.39,extended,61.88094537517046,True,False,,inner_only_retrospective_prediction,0.9832903655259772,0.9957587517984324,3.3809453751704623,0.8559355380178385,0.7326256452418867
D631-7,13,6.29,58.5,3.95,True,False,5.39,nfw,55.10489307029792,True,False,,inner_only_retrospective_prediction,0.945289659322652,0.9881909990076692,-3.395106929702081,-0.8595207416967293,0.7387759054068956
D631-7,13,6.29,58.5,3.95,True,False,5.39,profiled_baryons,28.612086732682627,True,False,,independently_profiled_baryons_inner_only_matched_priors,1.1242422682595492,1.0889045252381124,-29.887913267317373,-7.566560320839841,57.252835088907915
D631-7,13,6.29,58.5,3.95,True,False,5.39,scalar_core,61.880945404971015,True,False,,inner_only_retrospective_prediction,0.9832903655259772,0.9957587517984324,3.3809454049710155,0.8559355455622824,0.732625658157002
D631-7,14,6.74,57.7,4.07,True,False,5.39,adaptive_primary,63.78492806835157,True,False,,conditional_inner_validation_retrospective_prediction,0.9832903655259772,0.9957587517984324,6.084928068351566,1.495068321462301,2.2352292858401026
D631-7,14,6.74,57.7,4.07,True,False,5.39,baryon_only,18.27393015736129,True,False,,conditional_ablation_of_inner_fitted_core_calibration,0.9832903655259772,0.9957587517984324,-39.42606984263871,-9.686995047331378,93.83787304702264
D631-7,14,6.74,57.7,4.07,True,False,5.39,compact_plummer,63.78492806835157,True,False,,inner_only_retrospective_prediction,0.9832903655259772,0.9957587517984324,6.084928068351566,1.495068321462301,2.2352292858401026
D631-7,14,6.74,57.7,4.07,True,False,5.39,extended,63.78492806835157,True,False,,inner_only_retrospective_prediction,0.9832903655259772,0.9957587517984324,6.084928068351566,1.495068321462301,2.2352292858401026
D631-7,14,6.74,57.7,4.07,True,False,5.39,nfw,56.6548009211333,True,False,,inner_only_retrospective_prediction,0.945289659322652,0.9881909990076692,-1.0451990788667018,-0.2568056704832191,0.06594915239233572
D631-7,14,6.74,57.7,4.07,True,False,5.39,profiled_baryons,27.59722463958062,True,False,,independently_profiled_baryons_inner_only_matched_priors,1.1242422682595492,1.0889045252381124,-30.102775360419383,-7.396259302314344,54.70465166707147
D631-7,14,6.74,57.7,4.07,True,False,5.39,scalar_core,63.784928099455286,True,False,,inner_only_retrospective_prediction,0.9832903655259772,0.9957587517984324,6.084928099455283,1.495068329104492,2.2352293086912973
D631-7,15,7.19,57.3,3.94,True,False,5.39,adaptive_primary,65.43188468822245,True,False,,conditional_inner_validation_retrospective_prediction,0.9832903655259772,0.9957587517984324,8.131884688222456,2.063930123914329,4.259807556401018
D631-7,15,7.19,57.3,3.94,True,False,5.39,baryon_only,17.641185222083365,True,False,,conditional_ablation_of_inner_fitted_core_calibration,0.9832903655259772,0.9957587517984324,-39.65881477791663,-10.065689029928079,101.31809564721446
D631-7,15,7.19,57.3,3.94,True,False,5.39,compact_plummer,65.43188468822245,True,False,,inner_only_retrospective_prediction,0.9832903655259772,0.9957587517984324,8.131884688222456,2.063930123914329,4.259807556401018
D631-7,15,7.19,57.3,3.94,True,False,5.39,extended,65.43188468822245,True,False,,inner_only_retrospective_prediction,0.9832903655259772,0.9957587517984324,8.131884688222456,2.063930123914329,4.259807556401018
D631-7,15,7.19,57.3,3.94,True,False,5.39,nfw,58.17201116371805,True,False,,inner_only_retrospective_prediction,0.945289659322652,0.9881909990076692,0.8720111637180494,0.22132263038529174,0.04898370672066446
D631-7,15,7.19,57.3,3.94,True,False,5.39,profiled_baryons,26.63941393529903,True,False,,independently_profiled_baryons_inner_only_matched_priors,1.1242422682595492,1.0889045252381124,-30.66058606470097,-7.781874635710905,60.55757284592074
D631-7,15,7.19,57.3,3.94,True,False,5.39,scalar_core,65.43188472045561,True,False,,inner_only_retrospective_prediction,0.9832903655259772,0.9957587517984324,8.131884720455616,2.0639301320953343,4.259807590171064
DDO064,11,2.27,46.3,4.62,True,False,2.08,adaptive_primary,49.58450676850473,True,False,,conditional_inner_validation_retrospective_prediction,1.000264084536124,1.0046664637559528,3.284506768504734,0.7109322009750506,0.5054245943832297
DDO064,11,2.27,46.3,4.62,True,False,2.08,baryon_only,24.20210560124072,True,False,,conditional_ablation_of_inner_fitted_core_calibration,1.000264084536124,1.0046664637559528,-22.097894398759276,-4.783094025705471,22.877988458739367
DDO064,11,2.27,46.3,4.62,True,False,2.08,compact_plummer,48.99849667493499,True,False,,inner_only_retrospective_prediction,1.000264084536124,1.0046664637559528,2.6984966749349937,0.5840901893798688,0.34116134932981096
DDO064,11,2.27,46.3,4.62,True,False,2.08,extended,49.285670267140006,True,False,,inner_only_retrospective_prediction,1.000264084536124,1.0046664637559528,2.9856702671400086,0.6462489755714305,0.4176377384271233
DDO064,11,2.27,46.3,4.62,True,False,2.08,nfw,46.56468248180814,True,False,,inner_only_retrospective_prediction,1.0094016934199084,1.1524833942757715,0.26468248180814413,0.057290580477953275,0.003282210611500841
DDO064,11,2.27,46.3,4.62,True,False,2.08,profiled_baryons,41.98561045040677,True,False,,independently_profiled_baryons_inner_only_matched_priors,1.069949610430996,2.003504037639207,-4.31438954959323,-0.9338505518600064,0.8720768532092386
DDO064,11,2.27,46.3,4.62,True,False,2.08,scalar_core,49.58450676404807,True,False,,inner_only_retrospective_prediction,1.000264084536124,1.0046664637559528,3.284506764048075,0.7109322000104058,0.5054245930116357
DDO064,12,2.37,46.4,6.73,True,False,2.08,adaptive_primary,50.35237955279369,True,False,,conditional_inner_validation_retrospective_prediction,1.000264084536124,1.0046664637559528,3.952379552793694,0.5872777938772205,0.344895207181295
DDO064,12,2.37,46.4,6.73,True,False,2.08,baryon_only,24.49385198137328,True,False,,conditional_ablation_of_inner_fitted_core_calibration,1.000264084536124,1.0046664637559528,-21.90614801862672,-3.2549997055908944,10.595023083396809
DDO064,12,2.37,46.4,6.73,True,False,2.08,compact_plummer,49.73333016227253,True,False,,inner_only_retrospective_prediction,1.000264084536124,1.0046664637559528,3.3333301622725315,0.4952942291638234,0.24531637344298599
DDO064,12,2.37,46.4,6.73,True,False,2.08,extended,50.03594981053524,True,False,,inner_only_retrospective_prediction,1.000264084536124,1.0046664637559528,3.6359498105352444,0.5402600015654152,0.29188086929146245
DDO064,12,2.37,46.4,6.73,True,False,2.08,nfw,47.43743035351313,True,False,,inner_only_retrospective_prediction,1.0094016934199084,1.1524833942757715,1.0374303535131304,0.15415012682215903,0.023762261599287713
DDO064,12,2.37,46.4,6.73,True,False,2.08,profiled_baryons,42.284410058591206,True,False,,independently_profiled_baryons_inner_only_matched_priors,1.069949610430996,2.003504037639207,-4.115589941408793,-0.6115289660339959,0.37396767629860805
DDO064,12,2.37,46.4,6.73,True,False,2.08,scalar_core,50.35237954825846,True,False,,inner_only_retrospective_prediction,1.000264084536124,1.0046664637559528,3.952379548258463,0.5872777932033377,0.3448952063897823
DDO064,13,2.98,46.9,8.65,True,False,2.08,adaptive_primary,52.93115884014895,True,False,,conditional_inner_validation_retrospective_prediction,1.000264084536124,1.0046664637559528,6.031158840148954,0.697243796549012,0.48614891182608005
DDO064,13,2.98,46.9,8.65,True,False,2.08,baryon_only,25.351435822403516,True,False,,conditional_ablation_of_inner_fitted_core_calibration,1.000264084536124,1.0046664637559528,-21.548564177596482,-2.4911634887394776,6.205895527628646
DDO064,13,2.98,46.9,8.65,True,False,2.08,compact_plummer,52.18316916519431,True,False,,inner_only_retrospective_prediction,1.000264084536124,1.0046664637559528,5.283169165194309,0.6107710017565675,0.373041216586721
DDO064,13,2.98,46.9,8.65,True,False,2.08,extended,52.57665783481063,True,False,,inner_only_retrospective_prediction,1.000264084536124,1.0046664637559528,5.676657834810634,0.6562610213653911,0.43067852816354635
DDO064,13,2.98,46.9,8.65,True,False,2.08,nfw,51.95621118790013,True,False,,inner_only_retrospective_prediction,1.0094016934199084,1.1524833942757715,5.056211187900132,0.5845330853063736,0.34167892781778825
DDO064,13,2.98,46.9,8.65,True,False,2.08,profiled_baryons,42.7180391742645,True,False,,independently_profiled_baryons_inner_only_matched_priors,1.069949610430996,2.003504037639207,-4.181960825735501,-0.4834636792757805,0.23373712917887474
DDO064,13,2.98,46.9,8.65,True,False,2.08,scalar_core,52.93115883533625,True,False,,inner_only_retrospective_prediction,1.000264084536124,1.0046664637559528,6.0311588353362495,0.69724379599263,0.4861489110502122
DDO154,9,4.94,48.2,0.5999999999999999,True,False,4.44,adaptive_primary,46.69364040927642,True,False,,conditional_inner_validation_retrospective_prediction,1.0070792784774736,1.0138354112308192,-1.5063595907235836,-2.51059931787264,6.303108934902564
