galaxy,model,n_outer,n_valid,fit_failed,failure_reason
UGC06917,extended,3,3,False,
UGC06917,nfw,3,3,False,
UGC06917,profiled_baryons,3,3,False,
UGC06917,scalar_core,3,3,False,
UGC06930,adaptive_primary,2,2,False,
UGC06930,baryon_only,2,2,False,
UGC06930,compact_plummer,2,2,False,
UGC06930,extended,2,2,False,
UGC06930,nfw,2,2,False,
UGC06930,profiled_baryons,2,2,False,
UGC06930,scalar_core,2,2,False,
UGC06983,adaptive_primary,4,4,False,
UGC06983,baryon_only,4,4,False,
UGC06983,compact_plummer,4,4,False,
UGC06983,extended,4,4,False,
UGC06983,nfw,4,4,False,
UGC06983,profiled_baryons,4,4,False,
UGC06983,scalar_core,4,4,False,
UGC07089,adaptive_primary,3,3,False,
UGC07089,baryon_only,3,3,False,
UGC07089,compact_plummer,3,3,False,
UGC07089,extended,3,3,False,
UGC07089,nfw,3,3,False,
UGC07089,profiled_baryons,3,3,False,
UGC07089,scalar_core,3,3,False,
UGC07125,adaptive_primary,3,3,False,
UGC07125,baryon_only,3,3,False,
UGC07125,compact_plummer,3,3,False,
UGC07125,extended,3,3,False,
UGC07125,nfw,3,3,False,
UGC07125,profiled_baryons,3,3,False,
UGC07125,scalar_core,3,3,False,
UGC07151,adaptive_primary,3,3,False,
UGC07151,baryon_only,3,3,False,
UGC07151,compact_plummer,3,3,False,
UGC07151,extended,3,3,False,
UGC07151,nfw,3,3,False,
UGC07151,profiled_baryons,3,3,False,
UGC07151,scalar_core,3,3,False,
UGC07323,adaptive_primary,2,2,False,
UGC07323,baryon_only,2,2,False,
UGC07323,compact_plummer,2,2,False,
UGC07323,extended,2,2,False,
UGC07323,nfw,2,2,False,
UGC07323,profiled_baryons,2,2,False,
UGC07323,scalar_core,2,2,False,
UGC07399,adaptive_primary,2,2,False,
UGC07399,baryon_only,2,2,False,
UGC07399,compact_plummer,2,2,False,
UGC07399,extended,2,2,False,
UGC07399,nfw,2,2,False,
UGC07399,profiled_baryons,2,2,False,
UGC07399,scalar_core,2,2,False,
UGC07524,adaptive_primary,7,7,False,
UGC07524,baryon_only,7,7,False,
UGC07524,compact_plummer,7,7,False,
UGC07524,extended,7,7,False,
UGC07524,nfw,7,7,False,
UGC07524,profiled_baryons,7,7,False,
UGC07524,scalar_core,7,7,False,
UGC07577,adaptive_primary,2,2,False,
UGC07577,baryon_only,2,2,False,
UGC07577,compact_plummer,2,2,False,
UGC07577,extended,2,2,False,
UGC07577,nfw,2,2,False,
UGC07577,profiled_baryons,2,2,False,
UGC07577,scalar_core,2,2,False,
UGC07603,adaptive_primary,3,3,False,
UGC07603,baryon_only,3,3,False,
UGC07603,compact_plummer,3,3,False,
UGC07603,extended,3,3,False,
UGC07603,nfw,3,3,False,
UGC07603,profiled_baryons,3,3,False,
UGC07603,scalar_core,3,3,False,
UGC08286,adaptive_primary,4,4,False,
UGC08286,baryon_only,4,4,False,
UGC08286,compact_plummer,4,4,False,
UGC08286,extended,4,4,False,
UGC08286,nfw,4,4,False,
UGC08286,profiled_baryons,4,4,False,
UGC08286,scalar_core,4,4,False,
UGC08490,adaptive_primary,6,6,False,
UGC08490,baryon_only,6,6,False,
UGC08490,compact_plummer,6,6,False,
UGC08490,extended,6,6,False,
UGC08490,nfw,6,6,False,
UGC08490,profiled_baryons,6,6,False,
UGC08490,scalar_core,6,6,False,
UGC08550,adaptive_primary,3,3,False,
UGC08550,baryon_only,3,3,False,
UGC08550,compact_plummer,3,3,False,
UGC08550,extended,3,3,False,
UGC08550,nfw,3,3,False,
UGC08550,profiled_baryons,3,3,False,
UGC08550,scalar_core,3,3,False,
UGC08699,adaptive_primary,9,9,False,
UGC08699,baryon_only,9,9,False,
UGC08699,compact_plummer,9,9,False,
UGC08699,extended,9,9,False,
UGC08699,nfw,9,9,False,
UGC08699,profiled_baryons,9,9,False,
UGC08699,scalar_core,9,9,False,
UGC08837,adaptive_primary,2,2,False,
UGC08837,baryon_only,2,2,False,
UGC08837,compact_plummer,2,2,False,
UGC08837,extended,2,2,False,
UGC08837,nfw,2,2,False,
UGC08837,profiled_baryons,2,2,False,
UGC08837,scalar_core,2,2,False,
UGC09037,adaptive_primary,5,5,False,
UGC09037,baryon_only,5,5,False,
UGC09037,compact_plummer,5,5,False,
UGC09037,extended,5,5,False,
UGC09037,nfw,5,5,False,
UGC09037,profiled_baryons,5,5,False,
UGC09037,scalar_core,5,5,False,
UGC09133,adaptive_primary,14,14,False,
UGC09133,baryon_only,14,14,False,
UGC09133,compact_plummer,14,14,False,
UGC09133,extended,14,14,False,
UGC09133,nfw,14,14,False,
UGC09133,profiled_baryons,14,14,False,
UGC09133,scalar_core,14,14,False,
UGC11455,adaptive_primary,8,8,False,
UGC11455,baryon_only,8,8,False,
UGC11455,compact_plummer,8,8,False,
UGC11455,extended,8,8,False,
UGC11455,nfw,8,8,False,
UGC11455,profiled_baryons,8,8,False,
UGC11455,scalar_core,8,8,False,
UGC11557,adaptive_primary,3,3,False,
UGC11557,baryon_only,3,3,False,
UGC11557,compact_plummer,3,3,False,
UGC11557,extended,3,3,False,
UGC11557,nfw,3,3,False,
UGC11557,profiled_baryons,3,3,False,
UGC11557,scalar_core,3,3,False,
UGC11820,adaptive_primary,2,2,False,
UGC11820,baryon_only,2,2,False,
UGC11820,compact_plummer,2,2,False,
UGC11820,extended,2,2,False,
UGC11820,nfw,2,2,False,
UGC11820,profiled_baryons,2,2,False,
UGC11820,scalar_core,2,2,False,
UGC11914,adaptive_primary,13,13,False,
UGC11914,baryon_only,13,13,False,
UGC11914,compact_plummer,13,13,False,
UGC11914,extended,13,13,False,
UGC11914,nfw,13,13,False,
UGC11914,profiled_baryons,13,13,False,
UGC11914,scalar_core,13,13,False,
UGC12506,adaptive_primary,7,7,False,
UGC12506,baryon_only,7,7,False,
UGC12506,compact_plummer,7,7,False,
UGC12506,extended,7,7,False,
UGC12506,nfw,7,7,False,
UGC12506,profiled_baryons,7,7,False,
UGC12506,scalar_core,7,7,False,
UGC12632,adaptive_primary,3,3,False,
UGC12632,baryon_only,3,3,False,
UGC12632,compact_plummer,3,3,False,
UGC12632,extended,3,3,False,
UGC12632,nfw,3,3,False,
UGC12632,profiled_baryons,3,3,False,
UGC12632,scalar_core,3,3,False,
UGC12732,adaptive_primary,4,4,False,
UGC12732,baryon_only,4,4,False,
UGC12732,compact_plummer,4,4,False,
UGC12732,extended,4,4,False,
UGC12732,nfw,4,4,False,
UGC12732,profiled_baryons,4,4,False,
UGC12732,scalar_core,4,4,False,
UGCA442,adaptive_primary,2,2,False,
UGCA442,baryon_only,2,2,False,
UGCA442,compact_plummer,2,2,False,
UGCA442,extended,2,2,False,
UGCA442,nfw,2,2,False,
UGCA442,profiled_baryons,2,2,False,
UGCA442,scalar_core,2,2,False,
UGCA444,adaptive_primary,8,8,False,
UGCA444,baryon_only,8,8,False,
UGCA444,compact_plummer,8,8,False,
UGCA444,extended,8,8,False,
UGCA444,nfw,8,8,False,
UGCA444,profiled_baryons,8,8,False,
UGCA444,scalar_core,8,8,False,
