galaxy,model,T,group,Rmax_over_Rdisk,mass_fraction_first_test,mass_fraction_last,median_halo_slope_outer,mean_fractional_residual,median_fractional_residual,median_standardized_residual,last_fractional_residual,last_required_additional_enclosed_over_fitted,last_remaining_mass_over_enclosed,last_shortfall_exceeds_all_remaining_mass,last_halo_required_positive,last_spherical_same_mass_max_speed,last_observed_speed,last_quoted_error,last_capacity_margin_over_observed_squared,outer_baryon_fraction,eta,guard_active
NGC0100,fixed_core,6,spiral_T1_9,5.795180722891566,0.8010191012484597,0.9097817761453499,-0.1773277903395487,-0.08059893466289328,-0.08271176289621283,-0.7761804411272117,-0.11659728117810088,0.35566889841786087,0.09916468566439662,True,True,83.66710732635127,91.2,13.7,0.15837266654653565,0.17091088780527877,0.3,False
NGC0247,fixed_core,7,spiral_T1_9,3.887700534759358,8.729068696388748e-08,1.6166000281155456e-07,0.9999806190563731,-0.07514432107941958,-0.06912147869920487,-0.8457432852805311,-0.09718549629976968,0.9341356021873064,6185820.988174094,False,True,118406.78489037271,107.0,9.2,-1224574.6579679446,0.6988665749226701,0.3,True
NGC0289,fixed_core,4,spiral_T1_9,10.55192878338279,0.8729476779235759,0.965202828189484,-0.2998911437112478,0.0006229076511547679,0.007687048366257103,0.10588766100360658,-0.053527929116960526,0.17666914745494636,0.03605166789221714,True,True,158.01029678206203,165.0,8.75,0.08292915007693946,0.37854688423006977,0.3,False
NGC0300,fixed_core,7,spiral_T1_9,6.742857142857143,0.9125584786357479,0.9672972664598839,-0.33663095780428476,-0.11690775465434466,-0.1089758208777303,-1.1096456433447386,-0.14360120090343675,0.5217633784812867,0.033808359305926405,True,True,81.0107430522709,93.5,12.1,0.2493076164738989,0.24937973163837843,0.3,False
NGC0801,fixed_core,5,spiral_T1_9,6.860091743119265,0.8733810267706491,0.971161025899057,-0.31467866089526786,-0.10578879884049686,-0.11417903676659441,-3.597837428461962,-0.14657856190030216,0.9763628456393622,0.02969535775413279,True,True,185.38172164204798,216.0,8.8,0.263409149541972,0.4805756829660183,0.3,False
NGC0891,fixed_core,3,spiral_T1_9,6.709803921568628,0.9114083319999673,0.9673633466668626,-0.33337817508360956,-0.02690970572794585,-0.027843435183588165,-1.334644419217141,-0.03885859722466488,0.12380575006994103,0.03373774026645715,True,True,202.1519965809822,208.0,4.35,0.05544032632957094,0.3233165459536288,0.3,False
NGC1003,fixed_core,6,spiral_T1_9,18.782608695652172,0.747178240891036,0.8875621690305828,-0.10320077798761651,-0.06441324694809561,-0.06175557857017849,-3.785168436199964,-0.06936344302513683,0.21752406617356765,0.12668163976865365,True,True,111.73800005364025,115.0,1.6,0.055925848318540014,0.2031921203118398,0.3,False
NGC1090,fixed_core,4,spiral_T1_9,8.524079320113314,0.6910046472848608,0.8279567712511189,-0.007412956302133011,-0.00767698641975027,-0.008392978928728704,-0.6097141643291704,-0.009957850416695991,0.036475185568678875,0.20779252579685759,False,True,167.28034118211588,160.0,2.23,-0.09307470882832405,0.4483369610092325,0.3,False
NGC2403,fixed_core,6,spiral_T1_9,15.014388489208635,0.9309295785840145,0.9968034184113286,-0.43684078582351127,-0.17132184517694318,-0.18405385025894241,-5.698236110002907,-0.23820340023712305,1.120182600629731,0.0032068324903680168,True,True,102.186353714415,134.0,3.12,0.4184645307725809,0.23492772865237035,0.3,False
NGC2683,fixed_core,3,spiral_T1_9,15.880733944954127,0.9989253284314186,0.999901000476315,-0.49782600529235665,-0.1559249798249599,-0.15572780511624054,-2.2586251016481214,-0.17088306550563157,0.7769267913507856,9.900932556106135e-05,True,True,125.20028422407482,151.0,12.0,0.31252527653220835,0.2964343539876422,0.3,False
NGC2841,fixed_core,3,spiral_T1_9,17.483516483516482,0.9198402826978014,0.9924637015079661,-0.4056112364315967,-0.12738847408511825,-0.128485317797092,-8.09143925444735,-0.20901886145876047,0.9660157980329879,0.007593525567316073,True,True,233.09468677137235,294.0,7.07,0.3714062080493754,0.2771529070643819,0.3,False
NGC2903,fixed_core,4,spiral_T1_9,10.71244635193133,0.9591553027897988,0.9946332550021733,-0.43936081791512427,-0.0996648329874309,-0.08530707461297363,-5.061553093703101,-0.14520339629474488,0.5404718538148053,0.005395702356457921,True,True,154.14622077681167,180.0,8.0,0.26663403148847015,0.2663847894865267,0.3,False
NGC2915,fixed_core,11,irregular_T10_11,18.25454545454545,0.9924204798260351,0.9987885995965342,-0.48410151265818047,-0.16326548000165664,-0.17359398293622208,-2.621376184490522,-0.2145611236399014,0.6957406039395282,0.0012128696742785827,True,True,67.97722649060479,86.5,6.45,0.38241794629222725,0.06847284195386491,0.3,False
NGC2955,fixed_core,3,spiral_T1_9,1.8885927505330489,0.6060726642139357,0.9266300970627119,-0.029369863825540188,0.11903910852602988,0.11419428689889902,2.1108823645952537,0.1734869791414259,-0.39428912623262485,0.07917927894837473,False,True,273.6073709331534,227.0,11.2,-0.45279344503002567,0.42073872253327993,0.3,False
NGC2976,fixed_core,5,spiral_T1_9,2.2475247524752477,0.08781704846192034,0.22532750223129702,0.7711594578513337,0.03107840536307484,0.024394668584793153,0.4377579687641425,0.07134342513413806,-0.2163016674150607,3.4379846671956953,False,True,159.50413218111206,85.3,5.36,-2.4965988852322707,0.5391045036691626,0.3,False
NGC2998,fixed_core,5,spiral_T1_9,6.819354838709677,0.33770476583230463,0.5519858677763918,0.4091428402763775,0.04311393479079175,0.029127563992125446,2.484533962062798,0.07688528298998878,-0.23742672805500697,0.8116405842569463,False,True,265.1115279475234,203.0,3.0,-0.7055527251491299,0.4991654910240567,0.3,False
NGC3109,fixed_core,9,spiral_T1_9,4.134615384615385,0.6564748056435749,0.7950634866636864,0.0470519770441602,-0.05411925727620428,-0.053215389301419086,-1.074977796743315,-0.06925599549617326,0.17476478450775818,0.2577611936328328,False,True,69.40395524100285,67.3,3.0,-0.06350200651650183,0.10656167229099006,0.3,False
NGC3198,fixed_core,5,spiral_T1_9,14.038216560509554,0.9262507508322196,0.9976562383866739,-0.4420652898015631,-0.10857095931850562,-0.11179534932704473,-8.27285585020131,-0.1826050911730693,0.7977234905776007,0.0023492677368670556,True,True,121.88088608644833,149.0,3.0,0.3308882305653893,0.2805902520734794,0.3,False
NGC3521,fixed_core,4,spiral_T1_9,7.391666666666667,2.965699657134055e-07,7.6251172020127804e-06,0.9999240801361609,-0.06354590676787181,-0.06210030935351424,-0.8555527994869714,0.015001908280835925,-0.04465406369970694,131144.52517776814,False,True,61379.77792523925,206.0,10.7,-88779.21345441813,0.6275802634260855,0.3,True
NGC3726,fixed_core,5,spiral_T1_9,9.564705882352943,0.6447526638464288,0.7799620567247537,0.06397559504031647,-0.1163357302961849,-0.12150190216061253,-1.6390350835697498,-0.12408997988366034,0.47557254351591416,0.28211365075788164,True,True,158.8964760561013,167.0,15.2,0.09469360310347535,0.29521696667562214,0.3,False
NGC3741,fixed_core,10,irregular_T10_11,35.0,0.8563212885157035,0.9734800196112425,-0.3092804021430362,-0.15040162676889976,-0.15068322265317294,-3.1517907404955343,-0.21347528292422419,0.7041734823023558,0.027242449618378517,True,True,41.06580687291823,51.6,3.24,0.3666244163046773,0.08715359542470683,0.3,False
NGC3769,fixed_core,3,spiral_T1_9,10.994082840236686,0.9999841050972066,0.9999991290808633,-0.4999667488925219,-0.3226016980495485,-0.322462110709929,-3.7228851470406448,-0.322462110709929,1.7420643768525115,8.709198950906938e-07,True,True,76.56180404150678,113.0,10.5,0.5409421381400201,0.14853955560127888,0.3,False
NGC3877,fixed_core,5,spiral_T1_9,4.486166007905139,0.9766916787640597,0.9940382900746774,-0.45042900712416456,-0.06789242915196675,-0.06881156334532748,-2.0522746962641527,-0.09282261171663089,0.3956789272278301,0.005997465072371311,True,True,153.56271430161578,169.0,7.0,0.17434588341865936,0.39070147939202005,0.3,False
NGC3893,fixed_core,5,spiral_T1_9,8.004201680672269,0.9724114388072194,0.986524652910799,-0.4237724947774024,-0.0598858635662722,-0.0598858635662722,-0.8282569201317862,-0.0543266112231562,0.1875665692959759,0.013659412412493799,True,True,158.60567952897264,167.0,13.5,0.09800417444701588,0.3267172079616117,0.3,False
NGC3917,fixed_core,6,spiral_T1_9,5.650190114068441,0.9405437291782005,0.984134774807214,-0.3907684009198109,-0.08468589338226619,-0.08656657705039363,-2.1054683119675732,-0.1221216525284499,0.4164855479908881,0.016120988302535944,True,True,120.95999134886583,137.0,7.5,0.22045290068103277,0.24337185206711043,0.3,False
NGC3953,fixed_core,4,spiral_T1_9,3.206543967280164,0.9892215311495762,0.9962932597621381,-0.4681604831745234,-0.06494165269858734,-0.06494165269858734,-1.8522665060820143,-0.07316060331735237,0.5447485220674222,0.003720531280866801,True,True,199.3821087981886,215.0,9.7,0.14000594248106613,0.6118855014277045,0.3,False
NGC3972,fixed_core,4,spiral_T1_9,4.0,0.9078473988743239,0.9477448626601669,-0.2937468506501034,-0.11150647549985536,-0.11150647549985536,-2.792723743821992,-0.12760399116460605,0.5167218807232736,0.055136291842470486,True,True,118.84289732396317,134.0,4.9,0.213430928694918,0.312481965873551,0.3,False
NGC3992,fixed_core,4,spiral_T1_9,9.278225806451614,0.5370846323395612,0.6279146426200645,0.24460448757229747,-0.013579197301388485,-0.013579197301388485,-0.4458577806702978,-0.014493061875058014,0.05914841389201295,0.5925731494767437,False,True,265.98058028364414,237.0,8.6,-0.2595144846449832,0.5063187100308383,0.3,False
NGC4010,fixed_core,7,spiral_T1_9,3.725978647686833,0.1746007525543616,0.2678848345418133,0.6687288994347562,0.15895714782832185,0.1631158595566872,3.965954232358669,0.22098610703630248,-0.42783737669058464,2.732947412683465,False,True,262.39909824128944,122.0,3.9,-3.625993466665,0.3593506586945075,0.3,False
NGC4013,fixed_core,3,spiral_T1_9,8.784702549575071,0.5014881981665158,0.6567596369762799,0.24578929071115974,-0.020696981469126505,-0.029624738278718525,-0.8638518325289055,0.02091250723395152,-0.05639307268112833,0.5226270673453655,False,True,203.56971889059017,170.0,10.0,-0.4339318494530764,0.29198525002081677,0.3,False
NGC4088,fixed_core,4,spiral_T1_9,8.325581395348838,0.39985561759551763,0.5740251337775983,0.3679208050123839,-0.03583050607261575,-0.041355394711935264,-0.8222991274117362,-0.07041762878491825,0.29993222352355187,0.7420839979934439,False,True,190.6317145140673,174.0,7.6,-0.20030554163604378,0.48060452815072385,0.3,False
NGC4100,fixed_core,4,spiral_T1_9,10.586046511627908,0.8564611664977437,0.9376999287975759,-0.24491264608544894,0.02293490483055003,0.01932391638775688,0.34305379654669516,-0.0033340715406474297,0.011638648756601795,0.06643924062392981,False,True,161.47267055956598,159.0,9.0,-0.03134461997698393,0.46085859184012806,0.3,False
NGC4157,fixed_core,3,spiral_T1_9,12.76293103448276,0.5631802162781177,0.7280251595941553,0.1576490957467397,-0.02151223369243461,-0.01977134776088474,-0.33110329557885254,-0.031233988526862443,0.09722176262329929,0.3735789029014598,False,True,200.5177182749232,185.0,13.6,-0.1747948967766683,0.34111893935455795,0.3,False
NGC4183,fixed_core,6,spiral_T1_9,7.534050179211469,0.9942529004547774,0.9994340176488238,-0.4897093643621564,-0.16335802795506355,-0.15716568082286075,-2.6471363231743763,-0.2203998061381239,1.1236453294361133,0.0005663028686053728,True,True,88.10914689759525,113.0,11.5,0.3920258620861447,0.30188496643313717,0.3,False
NGC4217,fixed_core,3,spiral_T1_9,5.687074829931973,0.9290171775623748,0.9772414391776164,-0.36489281731721945,-0.030377102682929806,-0.026631374803474214,-0.5797995301125524,-0.06462793098676839,0.17962934438500544,0.023288575279345247,True,True,168.03210886840975,178.0,12.0,0.10886284526053812,0.1935522083017761,0.3,False
NGC4559,fixed_core,6,spiral_T1_9,9.985714285714284,0.6626171666423414,0.8256160660654367,0.011633905630664687,0.03487465193404849,0.03769745143215974,0.7783944749643904,0.044846021739911014,-0.13555386226669167,0.21121673996196444,False,True,132.22356224501212,119.0,6.13,-0.23459292512962313,0.4163032141909485,0.3,False
NGC5005,fixed_core,4,spiral_T1_9,1.2137566137566138,0.7927024020674153,0.9276586164663279,-0.1829219400650839,-0.04657690342552716,-0.04155197453846125,-0.5001109398247249,-0.08710669010352436,0.5822935209538388,0.07798276461791254,True,True,245.1342103669255,265.0,22.0,0.14431070000404303,0.6147131809540654,0.3,False
NGC5033,fixed_core,5,spiral_T1_9,8.641472868217054,0.9696110246315,0.9953400273376227,-0.44971857590475617,-0.050348085045168266,-0.04650709300091075,-2.976453952058288,-0.1141834912142014,0.39923686954193216,0.0046817896742703535,True,True,173.89917267739725,196.0,5.0,0.2128039812087873,0.28703254050102334,0.3,False
NGC5055,fixed_core,4,spiral_T1_9,17.059375,0.984620545129222,0.999210684767495,-0.48109670230916945,-0.14022254475101048,-0.14835863027097515,-8.907955044631846,-0.17441869235063265,0.7323113542534733,0.0007899387431877791,True,True,142.03575959504212,172.0,4.84,0.3180720320531165,0.2636439644115328,0.3,False
NGC5371,fixed_core,4,spiral_T1_9,6.21505376344086,0.9999999999999974,1.0000000000000002,-0.49999999999994493,-0.18255811645960868,-0.18151103340317254,-8.7700887375237,-0.24827786842402655,18.24304562706889,-2.220446049250313e-16,True,True,160.11681402568234,213.0,6.0,0.4349138368988748,0.6424924052955566,0.3,False
NGC5585,fixed_core,7,spiral_T1_9,7.163398692810458,0.6891175633265944,0.8897970585151166,-0.06951752267350675,0.0029524947012358133,0.0014429293000533575,0.0508355091864952,0.00036878110082481724,-0.0009788454751803414,0.12385177095189426,False,True,93.51075410641994,89.4,2.7,-0.09407748569275323,0.253889677857437,0.3,False
NGC5907,fixed_core,5,spiral_T1_9,9.425093632958802,0.5158758426098192,0.6562365609757694,0.23776896857570506,-0.02704714902991335,-0.024437892311736722,-1.595665713370868,-0.02625865152942446,0.10024295695565599,0.5238407298018914,False,True,236.27472912159598,214.0,5.0,-0.21900925018524664,0.44898626595172403,0.3,False
NGC5985,fixed_core,3,spiral_T1_9,4.9529243937232525,0.999992183772018,0.9999999992227526,-0.4999903966984576,-0.10396533659130872,-0.10172891104612744,-7.553371645174963,-0.14886516611823655,2.3792682786667223,7.772473775702338e-10,True,True,242.57342767137433,285.0,4.0,0.2755694944630412,0.6641966926331545,0.3,False
NGC6015,fixed_core,6,spiral_T1_9,12.708695652173914,4.719343414074172e-06,1.0168329880451243e-05,0.9997071782574807,0.2386687354219104,0.250867944892633,5.657109027166941,0.3542215013547314,-0.5504286154059806,98343.5670780719,False,True,58671.86021681186,152.0,3.4,-148994.29004939017,0.3878578163372912,0.3,True
NGC6195,fixed_core,3,spiral_T1_9,2.6133428981348636,0.9999999999997641,1.0000000000000002,-0.49999999999994493,-0.13452706961575583,-0.15774051015924018,-4.732215304777205,-0.20967388485177896,10.833991319502577,-2.220446049250313e-16,True,True,194.42022432646237,246.0,4.24,0.3753846317147209,0.6695527709492758,0.3,False
NGC6503,fixed_core,6,spiral_T1_9,10.87962962962963,0.9496180198502936,0.9889021611390013,-0.4133000964073874,-0.10260835315449988,-0.10942794726880652,-4.404519440178812,-0.1404666414842101,0.4636981794247688,0.01122238305983303,True,True,99.26832988722921,115.0,10.0,0.25488080766731464,0.18982421775770045,0.3,False
NGC6674,fixed_core,3,spiral_T1_9,11.988410596026489,0.30403133213866745,0.40998582601896405,0.5128244885829747,0.00015302997179775005,0.005977034924345494,0.3616106129229024,0.010577636425121672,-0.032564433089443345,1.4391087119039687,False,True,338.89673097750676,242.0,5.0,-0.9611193611645478,0.40256629064757243,0.3,False
NGC6946,fixed_core,6,spiral_T1_9,8.360655737704917,0.7469702783745636,0.8879662106972159,-0.1033408135592967,-0.008266909801030314,-0.014865259523089456,-0.11594238907434738,-0.01888280197744458,0.07072331134146598,0.1261689780006574,False,True,156.24193271442257,154.0,21.0,-0.029327944777287698,0.4507205231090382,0.3,False
NGC7331,fixed_core,3,spiral_T1_9,7.2330677290836665,0.7881488983613851,0.9197319235363189,-0.16999259228031582,-0.06445511161476816,-0.06116035287996668,-2.9007218352351023,-0.09712570677516885,0.34626875820479786,0.08727333955643801,True,True,220.9382847468267,238.0,9.0,0.13823660640368132,0.319516991293479,0.3,False
NGC7793,fixed_core,7,spiral_T1_9,6.5041322314049586,3.238969481009643e-07,2.411960733388457e-06,0.9999298267526768,0.1774381733027623,0.12095056916879143,1.140215754362937,0.6104035143247574,-0.7872825241293688,414599.44774242415,False,True,83175.9766564589,90.8,6.1,-839119.094116395,0.5538672691963394,0.3,True
NGC7814,fixed_core,2,spiral_T1_9,7.6889763779527565,0.927039384862342,0.9774370433934315,-0.3656788767830016,-0.09065046255325318,-0.09135415392091487,-3.987441586844495,-0.12486345947694757,0.4572117594017815,0.023083795277734964,True,True,188.71901190642706,214.0,4.87,0.22231493023543206,0.2773654955375939,0.3,False
UGC00128,fixed_core,8,spiral_T1_9,9.033613445378151,0.614890912352689,0.7822961996713278,0.08249772586302329,-0.05386660471202466,-0.04420344790971108,-2.1974863385677184,-0.0380573904930344,0.13957336179226498,0.2782881987923984,False,True,129.5549556445523,125.0,5.95,-0.07420713805196248,0.41245815622069837,0.3,False
UGC00191,fixed_core,9,spiral_T1_9,6.3164556962025316,0.9978627954120134,0.9999521966299428,-0.4941240277443748,-0.17881060642968058,-0.17881060642968058,-17.392864267033058,-0.23347185649150748,1.3333125097631635,4.7805655328581054e-05,True,True,64.27419363972554,83.85,1.04,0.41241981744853673,0.3011125678377356,0.3,False
UGC00731,fixed_core,10,irregular_T10_11,4.743478260869566,0.9954348806154769,0.9993736351508855,-0.4905909817182197,-0.08727957337666102,-0.08177916855541655,-1.9399563184140303,-0.10586933020819211,0.5224246562038249,0.0006267574279361643,True,True,66.08619764947336,73.9,3.42,0.20028976732898782,0.4156241700430001,0.3,False
UGC01281,fixed_core,8,spiral_T1_9,3.0613496932515343,1.0000000000000002,1.0000000000000002,-0.49999999999994493,-0.3799574604379211,-0.3872732104376383,-5.4711322111111915,-0.3872732104376383,1358.6411678743418,-2.220446049250313e-16,True,True,34.86415432609838,56.9,4.0,0.6245658813526013,0.37497441972459206,0.3,False
UGC02259,fixed_core,8,spiral_T1_9,5.0246913580246915,0.990763988354639,0.9973475178978057,-0.4732099599506767,-0.14352884616007094,-0.14352884616007094,-4.7658208446929775,-0.17743100239797072,0.7962584566602214,0.002659536475094537,True,True,74.09027507405453,90.0,3.0,0.3223001406729548,0.29238001277010817,0.3,False
UGC02487,fixed_core,0,S0,10.187579214195184,0.9542805422236704,0.9897567003471661,-0.41670552177200393,-0.09094893015771087,-0.09148701270242243,-4.575688693250288,-0.1400029770127409,0.5957301426969553,0.010349310743984708,True,True,287.2535212466265,333.0,15.3,0.25588123737623997,0.34308252294265784,0.3,False
UGC02885,fixed_core,5,spiral_T1_9,6.497368421052631,0.8155862113696639,0.9126583992783918,-0.1781417384429107,-0.05505084759506623,-0.0546655137957637,-1.6290323111137583,-0.07492581393902302,0.2727213128849954,0.09570021027655717,True,True,283.7073459291854,298.0,10.0,0.09362350643909632,0.34558824601064064,0.3,False
UGC02916,fixed_core,2,spiral_T1_9,6.178861788617886,1.0000000000000002,1.0000000000000002,-0.49999999999994493,0.0050665878676369415,0.006634840659078741,0.10159599759214322,-0.04388683830482193,2.5448552417994224,-2.220446049250313e-16,True,True,173.05648226682723,181.0,10.3,0.08584762203325029,0.9744379739540647,0.3,False
UGC02953,fixed_core,2,spiral_T1_9,17.574647887323945,0.7852709695226797,0.996508059402205,-0.3614711432367579,-0.09009226354051454,-0.0776266268048735,-4.67453671882403,-0.23801432637599043,1.1370625062029844,0.003504176975638096,True,True,207.49064933072998,272.0,5.04,0.41808540279401,0.3198805470822548,0.3,False
UGC03205,fixed_core,2,spiral_T1_9,12.551724137931034,2.3832370903903513e-06,3.201381218591112e-05,0.9996759760577678,0.13389815070548164,0.10534718665849112,10.449892640584288,0.3755119443923713,-0.5612877990896219,31235.517356720404,False,True,49017.70738671951,220.0,6.32,-49642.298294422646,0.5372451295398691,0.3,True
UGC03546,fixed_core,1,spiral_T1_9,7.712401055408971,0.8195448342852469,0.988825825438383,-0.28004689753127754,-0.0639249322482718,-0.046530232829715926,-1.4257709369494562,-0.17328032247215264,0.7172096395183463,0.01130044773725758,True,True,160.13799606419374,193.0,18.6,0.3115472151344807,0.34862171716636897,0.3,False
UGC03580,fixed_core,1,spiral_T1_9,11.1358024691358,0.6486423929109958,0.9990134163210929,-0.3500393536168961,-0.15686132472405284,-0.16469305495005387,-13.156825904354518,-0.31892071622082263,1.5687840540789177,0.0009875579874996099,True,True,84.48454865645213,124.0,1.92,0.5357935118571522,0.1848997763593751,0.3,False
UGC04278,fixed_core,7,spiral_T1_9,3.0271493212669687,0.014653068416583601,0.023498164999050684,0.9394517434024863,0.11030388164929665,0.13314918348549265,1.4882349876569314,0.145669892141169,-0.33547861526338224,41.5565145210445,False,True,587.1390088544854,92.8,8.75,-39.030030251215464,0.3808771603571485,0.3,False
UGC04325,fixed_core,9,spiral_T1_9,3.005376344086021,0.988211875965594,0.9964832689389942,-0.46681267123524495,-0.1062813873948354,-0.1062813873948354,-3.2063493215008965,-0.12153196820584751,0.4384431084031133,0.0035291421046639293,True,True,80.47546876321842,91.5,3.05,0.2264563202651925,0.25106714233377664,0.3,False
UGC04483,fixed_core,10,irregular_T10_11,6.722222222222222,0.8924403638223352,0.9491154420992503,-0.2800235300434023,-0.09199767030314003,-0.09199767030314003,-1.4372979366264333,-0.09906933111949927,0.3714361365213341,0.053612611958144374,True,True,22.164590986148173,24.2,1.23,0.1611414971941108,0.29857361371434915,0.3,False
UGC04499,fixed_core,8,spiral_T1_9,4.728323699421965,0.9113802140756578,0.9534443770157429,-0.3043669502756502,-0.05443945335402489,-0.05443945335402489,-1.5095903820259604,-0.06955158884816735,0.23661931505170972,0.04882888200565505,True,True,70.22986748407419,74.3,2.67,0.10655860497335896,0.29749787465549005,0.3,False
UGC05005,fixed_core,10,irregular_T10_11,8.940624999999999,0.8592794777717706,0.97385415506544,-0.23306655244664798,-0.06227001443540314,-0.05355242146702679,-0.5355242146702679,-0.09675471557789969,0.29869320877628025,0.026847803440139373,True,True,90.41505348403406,99.1,10.0,0.16759596239813826,0.19413416427464075,0.3,False
UGC05253,fixed_core,2,spiral_T1_9,6.603469640644361,0.6744401837528279,0.9999949621285521,-0.4606473041376957,-0.1612520196129702,-0.1833801127565557,-8.662448578580495,-0.310636410248432,2.2716389115901414,5.03789682815281e-06,True,True,150.28144658513114,218.0,6.53,0.5247766773057903,0.3279968329208401,0.3,False
UGC05716,fixed_core,9,spiral_T1_9,10.850877192982457,0.8541406910322462,0.938807783741751,-0.245914582211737,-0.02902664894537058,-0.021331949968419094,-1.455357334294013,-0.07328332440115143,0.3048028695608288,0.06518077216441354,True,True,70.43215749338152,74.7,2.09,0.11100200728438082,0.44983861461859165,0.3,False
UGC05721,fixed_core,7,spiral_T1_9,17.736842105263158,0.9931685636278804,0.9997975206684905,-0.4932609503890961,-0.13806206948113164,-0.13916019063291404,-2.3934334756558076,-0.19665863990061314,0.7578486262658776,0.00020252033769208033,True,True,63.87032732202803,79.5,4.57,0.35454788778560964,0.18841890506222234,0.3,False
UGC05750,fixed_core,8,spiral_T1_9,6.604046242774567,0.5084770938669675,0.9908691476427264,0.12649651522644856,-0.030793546215104852,-0.009698188318641256,-0.06841631032059649,-0.09634165980585285,0.3363392336186072,0.009214993098731528,True,True,71.51766961260365,78.9,11.0,0.1783767829812116,0.2440445291570568,0.3,False
UGC05764,fixed_core,10,irregular_T10_11,3.094017094017094,0.9629164483836494,0.9821708379804699,-0.4036941330624183,0.015976438843422352,0.015976438843422352,0.3025225687927724,-0.0025315678880606166,0.006980027402758419,0.018152811435727667,False,True,50.101543208599495,49.9,2.77,-0.008094197165136863,0.2775544548189002,0.3,False
UGC05829,fixed_core,10,irregular_T10_11,3.472361809045226,0.9215446805088892,0.9773319403353258,-0.36188537115094954,-0.12433065464787585,-0.12969860952490622,-1.6814681392952266,-0.17371007467680014,0.9834571554623125,0.023193818526893395,True,True,56.99322244210167,68.6,5.06,0.309763065488257,0.3777794803506571,0.3,False
UGC05918,fixed_core,10,irregular_T10_11,2.6867469879518073,0.9602992320490221,0.9845598613210393,-0.4040888663211367,-0.12555274266589134,-0.12555274266589134,-1.398242030626586,-0.15425720294264297,0.5522099258238962,0.015682275182581362,True,True,37.84767906205227,44.5,3.93,0.2766333491306098,0.19390751121572308,0.3,False
UGC05986,fixed_core,9,spiral_T1_9,5.634730538922156,0.9224483125208849,0.9665158350817985,-0.3402281324002554,-0.017410936916099656,-0.01649383738290148,-0.3525153479875022,-0.01642103418765084,0.041007737118205746,0.03464419692137555,True,True,106.72923869217117,107.0,6.39,0.005054555698275319,0.1638377244289019,0.3,False
UGC06399,fixed_core,9,spiral_T1_9,3.829268292682927,0.858128598638591,0.9177262103124435,-0.21257885483877415,-0.052083707186049724,-0.052083707186049724,-0.9247436264842985,-0.0728784346472068,0.21172028370373766,0.08964960220493867,True,True,83.9783815449686,87.6,4.9,0.0809761359604259,0.2020171481551807,0.3,False
UGC06446,fixed_core,7,spiral_T1_9,6.859060402684564,0.9872818244402831,0.9982565163119518,-0.4754304256462949,-0.11158953889138733,-0.11564363426400781,-1.432655117754976,-0.10936993132404833,0.46143024135894173,0.0017465287324038847,True,True,71.37465469221834,80.1,10.8,0.20599541889220782,0.3301893527919245,0.3,False
UGC06614,fixed_core,1,spiral_T1_9,12.664705882352942,0.7209794787573377,0.9832581567356187,-0.21515053080095603,-0.06016778258386552,-0.045570863279021975,-0.5838766857624691,-0.1272414835670271,0.42205359332649434,0.017026905039835727,True,True,179.16274460803785,204.0,16.0,0.22867913649834193,0.2206286545487679,0.3,False
UGC06667,fixed_core,6,spiral_T1_9,1.524271844660194,0.9021683613015844,0.9477776915434883,-0.2880300470589625,-0.062412614842392425,-0.062412614842392425,-1.6416557175525086,-0.08102554046494187,0.21483955425317264,0.0550997442991783,True,True,80.59406907132231,85.7,3.4,0.11560857602460207,0.12376006411925403,0.3,False
UGC06786,fixed_core,0,S0,9.458333333333332,0.616521566607893,0.9838532613185718,-0.24227922999969786,-0.05369247410256297,-0.05757568323356007,-3.3317117107531145,-0.11132022540667989,0.37740898034799386,0.016411734672493905,True,True,188.5936892484118,211.0,7.05,0.20110555413565462,0.28321222489878123,0.3,False
UGC06787,fixed_core,2,spiral_T1_9,6.925512104283054,0.9882611909653959,0.9999990560230336,-0.4975093103418149,-0.2640239310359346,-0.2780018208348814,-23.093277029173652,-0.4098308947030109,2.5184067564546635,9.439778574371616e-07,True,True,150.49317462443597,255.0,4.16,0.6517001828751868,0.13349388872466503,0.3,False
UGC06818,fixed_core,9,spiral_T1_9,5.02158273381295,5.968686420089434e-07,8.898441616422452e-07,0.9999352368050829,0.16722066983886247,0.16722066983886247,1.9936847547965684,0.18234314690567474,-0.32265800531000643,1123791.2808353966,False,True,87589.2895534179,74.4,6.0,-1385976.3609074175,0.18199182208777492,0.3,True
UGC06917,fixed_core,9,spiral_T1_9,3.793478260869566,0.925322778469937,0.975821680262128,-0.36069607942654236,-0.09426489511142466,-0.10761741942105581,-2.2807018122869067,-0.1232811790425355,0.46580642738832956,0.024777395529249846,True,True,98.09176954835391,111.0,6.0,0.2190572799994018,0.2669100813138559,0.3,False
UGC06930,fixed_core,7,spiral_T1_9,4.215736040609137,0.992212473406832,0.9954095877361661,-0.4717198385194299,-0.12206122390276702,-0.12206122390276702,-1.7814340785809244,-0.13496786915751027,0.5907047637164439,0.004611581323296088,True,True,93.54606513452197,108.0,7.4,0.2497542607894182,0.33289669129715715,0.3,False
