galaxy,model,T,group,Rmax_over_Rdisk,mass_fraction_first_test,mass_fraction_last,median_halo_slope_outer,mean_fractional_residual,median_fractional_residual,median_standardized_residual,last_fractional_residual,last_required_additional_enclosed_over_fitted,last_remaining_mass_over_enclosed,last_shortfall_exceeds_all_remaining_mass,last_halo_required_positive,last_spherical_same_mass_max_speed,last_observed_speed,last_quoted_error,last_capacity_margin_over_observed_squared,outer_baryon_fraction,eta,guard_active
F568-3,fixed_core,7,spiral_T1_9,3.603206412825651,0.9024307458020066,0.9938639637706663,-0.40004983246369474,-0.14622605118391946,-0.1551815767278756,-1.551815767278756,-0.2605540577653419,1.0651486339951968,0.00617391962382241,True,True,88.94641698512912,120.0,12.0,0.4505927017713566,0.13573327875919744,0.3,False
F568-V1,fixed_core,7,spiral_T1_9,6.185964912280701,0.9783950116093786,0.9999757821795829,-0.4794086948667342,-0.1636706367249837,-0.13145983257005076,-1.1883968864332588,-0.29166343731702526,1.366321067665176,2.421840693411781e-05,True,True,83.58445002530688,118.0,14.6,0.49825048218665446,0.1374710667856249,0.3,False
F571-8,fixed_core,5,spiral_T1_9,4.367977528089888,0.6331865175326148,0.9518094594221698,-0.018103698343346908,-0.05403999253285913,-0.03257264451930857,-1.1400425581758,-0.12220606799293904,0.31089868810612875,0.05063044929925997,True,True,129.43133747069714,144.0,5.0,0.19210690974857764,0.04517756057659387,0.3,False
F574-1,fixed_core,7,spiral_T1_9,2.8251121076233185,0.9666298398516977,0.9895009811146251,-0.4316805749352004,-0.08879340438471417,-0.0910853826320016,-2.045447615852368,-0.10545236454845708,0.3592792558542279,0.01061041786289918,True,True,89.51458941655424,99.7,5.14,0.19388438953628348,0.23430797201557158,0.3,False
F583-1,fixed_core,9,spiral_T1_9,6.889830508474577,0.7342497262668063,0.9990833329086988,-0.3475515896940451,-0.12450576219630063,-0.11849782763900783,-1.6727943335039939,-0.21232985430287674,0.9651744300529319,0.0009175081408199226,True,True,67.60174803881034,85.8,8.6,0.3792149116361573,0.16958892893071384,0.3,False
F583-4,fixed_core,5,spiral_T1_9,3.77720207253886,0.9552793453122369,0.9874981259079153,-0.4161538833616363,-0.14510547595103904,-0.14178842211301368,-1.9445269318356162,-0.2011706961632186,0.8502420339595731,0.012660149689489586,True,True,56.07341866677282,69.9,4.9,0.3564834535788537,0.24318580182527397,0.3,False
IC2574,fixed_core,9,spiral_T1_9,3.679856115107914,0.26173729587396877,0.3847513783747623,0.5509839033354669,-0.0361129897543187,-0.036248084524839054,-0.39287630436866117,-0.036248084524839054,0.10874414743760233,1.5990810071275754,False,True,94.87416326425388,67.5,9.3,-0.9755515731341127,0.2742331438672188,0.3,False
IC4202,fixed_core,4,spiral_T1_9,5.418410041841003,0.9999056485648771,0.9999992946933406,-0.49993668317094286,-0.15327917019705264,-0.16720840733378686,-3.6584883558532852,-0.22029714982701587,1.921515158104217,7.053071569007585e-07,True,True,192.58662678715305,247.0,6.14,0.39206332152216594,0.46001140813311286,0.3,False
KK98-251,fixed_core,10,irregular_T10_11,2.335820895522388,4.630761693933799e-08,9.538440525237657e-08,0.9999868523147271,0.17690646946472577,0.16042441711995617,2.775342416175242,0.27433907934699214,-0.4750387912383237,10483893.063752988,False,True,126909.55773251352,34.2,2.0,-13770078.549145192,0.326972593513403,0.3,True
NGC0024,fixed_core,5,spiral_T1_9,8.410447761194028,0.8941235453561843,0.9999999999750899,-0.49998523920263827,-0.2928328405692522,-0.3476153563251844,-10.148635157093086,-0.4902922670076776,4.674331978425308,2.4910074003514637e-11,True,True,56.06785062958111,110.0,2.83,0.7401980269238828,0.1724839188974686,0.3,False
NGC0055,fixed_core,9,spiral_T1_9,2.20949263502455,0.7622396900907563,0.8910292322593362,-0.11751948704202819,-0.007764532020269313,-0.005764474045993177,-0.08005180892903427,-0.019953141854057454,0.05935493703472939,0.12229763490963408,False,True,88.29342159362012,86.5,5.5,-0.041896260711516455,0.2949963020589953,0.3,False
