r_over_L,u,u_prime,initial_vc_over_vs,gravity_acceleration_L_over_vs2,internal_stress_acceleration_L_over_vs2,initial_delta_vc2_over_t2,delta_vc2_t015,delta_vc2_t030,delta_vc2_over_t2_t015,delta_vc2_over_t2_t030,required_confinement_mass_over_core_mass,required_confinement_density
6.283229036295369774e+00,1.015966381788407404e-02,-1.100190680061129134e-02,6.496182751932583210e-01,-6.716353980212060037e-02,7.204467458584161058e-06,-2.336218475665449384e-09,-5.061389538533344152e-11,-1.845837822899755789e-10,-2.249506461570375064e-09,-2.050930914333062172e-09,1.071809146158694370e-04,-1.307144769517464106e-05
6.293210262828536017e+00,1.005042468032530702e-02,-1.088720527588498029e-02,6.491078461900051666e-01,-6.695167941139981704e-02,7.052699984871435316e-06,-2.241643175487301512e-09,-4.854470370629940592e-11,-1.769970652363740348e-10,-2.157542386946640275e-09,-1.966634058181933686e-09,1.052566847653737273e-04,-1.280561361820279568e-05
6.303191489361702260e+00,9.942324689240460492e-03,-1.077364719120727302e-02,6.485985438335210018e-01,-6.674080452306936639e-02,6.904071435870376678e-06,-2.150857635676179687e-09,-4.655863527194744516e-11,-1.697168136050445405e-10,-2.069272678753219796e-09,-1.885742373389383887e-09,1.033656098655749082e-04,-1.254503905846697368e-05
6.313172715894869391e+00,9.835352484915578508e-03,-1.066122193643062425e-02,6.480903651142861932e-01,-6.653090929960915612e-02,6.758518365047164684e-06,-2.063711724692486335e-09,-4.465202597598284528e-11,-1.627307885591848789e-10,-1.984534487821459710e-09,-1.808119872879831988e-09,1.015071496765584626e-04,-1.228962370241616575e-05
6.323153942428035634e+00,9.729496812720402066e-03,-1.054991898722237344e-02,6.475833070158591998e-01,-6.632198794207506964e-02,6.615978570324002631e-06,-1.980061181470564349e-09,-4.282182197765443199e-11,-1.560272261807773674e-10,-1.903192087895752533e-09,-1.733635846453081941e-09,9.968077206023144175e-05,-1.203926905244758073e-05
6.333135168961201877e+00,9.624746523021894887e-03,-1.043972790520053366e-02,6.470773665166315025e-01,-6.611403469014828782e-02,6.476391071547106899e-06,-1.899767389853014660e-09,-4.106542447547089466e-11,-1.495948269136397318e-10,-1.825129976687595353e-09,-1.662164743484886069e-09,9.788595288833258612e-05,-1.179387839817462056e-05
6.343116395494368120e+00,9.521090569579480217e-03,-1.033063833682129964e-02,6.465725405888456123e-01,-6.590704382162484998e-02,6.339696086533936576e-06,-1.822697160387390691e-09,-3.938004955305176831e-11,-1.434227377168861372e-10,-1.750224424580078603e-09,-1.593585974632068237e-09,9.612217592385645468e-05,-1.155335678489242474e-05
6.353097622027535252e+00,9.418518009431468482e-03,-1.022264001348559270e-02,6.460688262002811655e-01,-6.570100965245327662e-02,6.205835009307577346e-06,-1.748722521508356602e-09,-3.776254553506372078e-11,-1.375005419131925448e-10,-1.678335357113943295e-09,-1.527783799035472709e-09,9.438893273025668329e-05,-1.131761098561608455e-05
6.363078848560701495e+00,9.317018000800121949e-03,-1.011572275001012405e-02,6.455662203123250231e-01,-6.549592653603680814e-02,6.074750386403663790e-06,-1.677720517219996211e-09,-3.620985301023066287e-11,-1.318182357115552247e-10,-1.609326800454696093e-09,-1.464647063461724846e-09,9.268572254634427354e-05,-1.108654946942614254e-05
6.373060075093867738e+00,9.216579804840639364e-03,-1.000987644625970716e-02,6.450647198850565367e-01,-6.529178886396384829e-02,5.946385898021941357e-06,-1.609573015100685815e-09,-3.471949034476151256e-11,-1.263662037489515936e-10,-1.543088459767178290e-09,-1.404068930543906699e-09,9.101205222984989592e-05,-1.086008237811573162e-05
6.383041301627033981e+00,9.117192782474380086e-03,-9.905091084733298051e-03,6.445643218733282387e-01,-6.508859106490852420e-02,5.820686333861436210e-06,-1.544166518221937286e-09,-3.328940428322129797e-11,-1.211352106567793856e-10,-1.479529079254279921e-09,-1.345946785075326519e-09,8.936743611523324143e-05,-1.063812149315688129e-05
6.393022528160201112e+00,9.018846392952022117e-03,-9.801356729545298088e-03,6.440650232259467201e-01,-6.488632760416959688e-02,5.697597571410892363e-06,-1.481391985500043131e-09,-3.191734200058094103e-11,-1.161163873644004574e-10,-1.418548533359153061e-09,-1.290182081826671783e-09,8.775139590361691767e-05,-1.042058020673412367e-05
6.403003754693367355e+00,8.921530194531377550e-03,-9.698663527167030243e-03,6.435668208887498354e-01,-6.468499298399782438e-02,5.577066556991191765e-06,-1.421144660199718615e-09,-3.060066942081439903e-11,-1.113012230469068740e-10,-1.360029752036195478e-09,-1.236680256076743188e-09,8.616346059021739578e-05,-1.020737349741136810e-05
6.412984981226533598e+00,8.825233845262597798e-03,-9.597001707274076948e-03,6.430697118079327090e-01,-6.448458174396738685e-02,5.459041287186031419e-06,-1.363323904894760837e-09,-2.933682243543615245e-11,-1.066815453226160199e-10,-1.303858774908273431e-09,-1.185350503584622547e-09,8.460316639353565810e-05,-9.998417906255604269e-06
6.422966207759699842e+00,8.729947099423904927e-03,-9.496361579954801235e-03,6.425736929252660046e-01,-6.428508845971835084e-02,5.343470785814200222e-06,-1.307833040126195417e-09,-2.812378773380765474e-11,-1.022494994497963481e-10,-1.249946121502562513e-09,-1.136105549442181600e-09,8.307005661106142225e-05,-9.793631504778084107e-06
6.432947434292866085e+00,8.635659806390080101e-03,-9.396733534926805104e-03,6.420787611777521997e-01,-6.408650774260130079e-02,5.230305084042670074e-06,-1.254579190770538318e-09,-2.695995887353317888e-11,-9.799754161089383961e-11,-1.198220394379252469e-09,-1.088861573454375996e-09,8.156368151845887313e-05,-9.592933868207289842e-06
6.442928660826033216e+00,8.542361911407756608e-03,-9.298108042354374589e-03,6.415849135008734327e-01,-6.388883424004090927e-02,5.119495202895778028e-06,-1.203473139303479917e-09,-2.584351916694854830e-11,-9.391842850538473056e-11,-1.148600851864379907e-09,-1.043538094504274784e-09,8.008359830161210983e-05,-9.396246052804065196e-06
6.452909887359199459e+00,8.450043456165578365e-03,-9.200475653508968787e-03,6.410921468315013971e-01,-6.369206263582605221e-02,5.010993135793465892e-06,-1.154429184435859619e-09,-2.477226055844492277e-11,-9.000521096836630239e-11,-1.100989358153107713e-09,-1.000057899648514528e-09,7.862937098517088278e-05,-9.203490573015822213e-06
6.462891113892365702e+00,8.358694575360437959e-03,-9.103826998049685190e-03,6.406004581032063161e-01,-6.349618764888757816e-02,4.904751827166729846e-06,-1.107365003047806866e-09,-2.374402617905463455e-11,-8.625121695541153750e-11,-1.055290052402428214e-09,-9.583468550601282289e-10,7.720057029537705023e-05,-9.014591371395048742e-06
6.472872340425531945e+00,8.268305495654111603e-03,-9.008152783295577878e-03,6.401098442460070315e-01,-6.330120403297041787e-02,4.800725154034205757e-06,-1.062201518754500980e-09,-2.275718651212797218e-11,-8.265003351221024907e-11,-1.011430511650132149e-09,-9.183337056912250357e-10,7.579677356449530099e-05,-8.829473793573613285e-06
6.482853566958699076e+00,8.178866536518896932e-03,-8.913443795098070777e-03,6.396203021897464147e-01,-6.310710657702395254e-02,4.698867909850972895e-06,-1.018862776403834471e-09,-2.181050063189551084e-11,-7.919550149878799906e-11,-9.693555836398004646e-10,-8.799500166531999781e-10,7.441756466691468294e-05,-8.648064567094999986e-06
6.492834793491865319e+00,8.090368110597424139e-03,-8.819690898316141781e-03,6.391318288665785996e-01,-6.291389010541122151e-02,4.599135788088265441e-06,-9.772758210445111013e-10,-2.090250926838967857e-11,-7.588170808171214930e-11,-9.290004119284302162e-10,-8.431300897968016876e-10,7.306253394729554347e-05,-8.470291779570343667e-06
6.502816020025031563e+00,8.002800720407668433e-03,-8.726885034179199599e-03,6.386444212063943082e-01,-6.272154947672660408e-02,4.501485362395722001e-06,-9.373705798398077261e-10,-2.003135410740935140e-11,-7.270298182370894869e-11,-8.902824047737489510e-10,-8.078109091523216923e-10,7.173127809047607020e-05,-8.296084850497518316e-06
6.512797246558197806e+00,7.916154957380827292e-03,-8.635017219611519981e-03,6.381580761366574261e-01,-6.253007958349324213e-02,4.405874069538151678e-06,-8.990797496748236010e-10,-1.919521207376377710e-11,-6.965387820744604343e-11,-8.531205366117234267e-10,-7.739319800827338446e-10,7.042340003091301698e-05,-8.125374507842629345e-06
6.522778473091364937e+00,7.830421502770607001e-03,-8.544078548155446470e-03,6.376727905858987633e-01,-6.233947535257831213e-02,4.312260194486993558e-06,-8.623386898648319651e-10,-1.839276712532177099e-11,-6.672916415994125931e-11,-8.174563166809676051e-10,-7.414351573326806590e-10,6.913850889264025457e-05,-7.958092768302694114e-06
6.532759699624531180e+00,7.745591127809141330e-03,-8.454060190264369584e-03,6.371885614857829561e-01,-6.214973174532297667e-02,4.220602854980776337e-06,-8.270853185762321437e-10,-1.762307664564337881e-11,-6.392381392226632425e-11,-7.832478509174835026e-10,-7.102645991362925434e-10,6.787621991726746002e-05,-7.794172916436376407e-06
6.542740926157697423e+00,7.661654690556978300e-03,-8.364953390756752968e-03,6.367053857666672423e-01,-6.196084375640301123e-02,4.130861983140584989e-06,-7.932600118799354996e-10,-1.688497486586391058e-11,-6.123300374593886171e-11,-7.504433273717293418e-10,-6.803667082882096148e-10,6.663615434087156206e-05,-7.633549478303130187e-06
6.552722152690863666e+00,7.578603135016002447e-03,-8.276749468189381273e-03,6.362232603575216361e-01,-6.177280641355022139e-02,4.042998309670770247e-06,-7.608055076844655956e-10,-1.617689261765603006e-11,-5.865210811129774700e-11,-7.189730052291569431e-10,-6.516900901255305912e-10,6.541793930822342013e-05,-7.476158199561807496e-06
6.562703379224030797e+00,7.496427492095378287e-03,-8.189439815826508526e-03,6.357421821895306024e-01,-6.158561477799029404e-02,3.956973350101799462e-06,-7.296668140537124125e-10,-1.549728218134801386e-11,-5.617668706129971260e-11,-6.887680969488005930e-10,-6.241854117922190605e-10,6.422120781639920127e-05,-7.321936027079007499e-06
6.572684605757197041e+00,7.415118879571266572e-03,-8.103015901755215508e-03,6.352621481977401841e-01,-6.139926394449535946e-02,3.872749390275306894e-06,-6.997911206022031457e-10,-1.484508331108460904e-11,-5.380247253640688780e-11,-6.597814804926492791e-10,-5.978052504045209554e-10,6.304559864287653922e-05,-7.170821089008298141e-06
6.582665832290363284e+00,7.334668499086200236e-03,-8.017469266437631664e-03,6.347831553167725405e-01,-6.121374904029056041e-02,3.790289469322370755e-06,-6.711277122430898327e-10,-1.421959501017158236e-11,-5.152536526265923700e-11,-6.319820004520703761e-10,-5.725040584739915940e-10,6.189075622927302830e-05,-7.022752670166483016e-06
6.592647058823529527e+00,7.255067635331660138e-03,-7.932791522130125395e-03,6.343052004808191757e-01,-6.102906522479774332e-02,3.709557365038630475e-06,-6.436278871117924837e-10,-1.361989085031352298e-11,-4.934143163714632278e-11,-6.053284822361566087e-10,-5.482381293016257857e-10,6.075633060014702262e-05,-6.877671191563372223e-06
6.602628285356696658e+00,7.176307657063182334e-03,-7.848974353893064040e-03,6.338282806273441983e-01,-6.084520769009368196e-02,3.630517581192659279e-06,-6.172448782563369299e-10,-1.304463974612180318e-11,-4.724690102586942048e-11,-5.797617664943023720e-10,-5.249655669541046892e-10,5.964197731005161914e-05,-6.735518193273227802e-06
6.612609511889862901e+00,7.098380016872861235e-03,-7.766009519534307001e-03,6.333523926983156693e-01,-6.066217166088766488e-02,3.553135333883623576e-06,-5.919337778745089864e-10,-1.249252062012834778e-11,-4.523815468986038909e-11,-5.552231386723710841e-10,-5.026461632206710100e-10,5.854735737196943346e-05,-6.596236315437020896e-06
6.622590738423029144e+00,7.021276248340851261e-03,-7.683888847265282068e-03,6.328775336360901171e-01,-6.047995239347607466e-02,3.477376535795390253e-06,-5.676514636529369007e-10,-1.196268167195526876e-11,-4.331171372258353075e-11,-5.316747409757897170e-10,-4.812412635842614958e-10,5.747213714772441903e-05,-6.459769275291595331e-06
6.632571964956195387e+00,6.944987965282820377e-03,-7.602604235163519519e-03,6.324037003834760418e-01,-6.029854517550713860e-02,3.403207782662634662e-06,-5.443565286741257621e-10,-1.145461762656691167e-11,-4.146423664395632069e-11,-5.090941167363071912e-10,-4.607137404884035891e-10,5.641598827115441351e-05,-6.326061848048568839e-06
6.642553191489362518e+00,6.869506862806533734e-03,-7.522147652217272239e-03,6.319308898875248826e-01,-6.011794532645688138e-02,3.330596341564256603e-06,-5.220092145572209276e-10,-1.096759794609452799e-11,-3.969251763766671611e-11,-4.874487976042012614e-10,-4.410279737518524414e-10,5.537858759839678287e-05,-6.195059850948996265e-06
6.652534418022528762e+00,6.794824716907068955e-03,-7.442511138104121633e-03,6.314590991003572462e-01,-5.993814819753474216e-02,3.259510138105328567e-06,-5.005713467032762961e-10,-1.050048898067196094e-11,-3.799348458582956692e-11,-4.666883991409760100e-10,-4.221498287314396411e-10,5.435961713689482246e-05,-6.066710125163789983e-06
6.662515644555695005e+00,6.720933381771735000e-03,-7.363686800954983257e-03,6.309883249752280543e-01,-5.975914917068764903e-02,3.189917741863572990e-06,-4.800062714169548161e-10,-1.005215727917213169e-11,-3.636418937078495580e-11,-4.467625457409836680e-10,-4.040465485642772953e-10,5.335876394227875310e-05,-5.940960514391026911e-06
6.672496871088861248e+00,6.647824789088223676e-03,-7.285666816857909976e-03,6.305185644666568834e-01,-5.958094365838471906e-02,3.121788353868904091e-06,-4.602787960728346897e-10,-9.621920623438594224e-12,-3.480179721083890522e-11,-4.276409165972708486e-10,-3.866866356759878558e-10,5.237572004571830725e-05,-5.817759847005929387e-06
6.682478097622028379e+00,6.575490949134784463e-03,-7.208443430931398346e-03,6.300498145342955381e-01,-5.940352710410828907e-02,3.055091795806509801e-06,-4.413551320558232361e-10,-9.209430966749002662e-12,-3.330358496015541329e-11,-4.093080429666223779e-10,-3.700398328906157003e-10,5.141018240723044437e-05,-5.697057921221886406e-06
6.692459324155194622e+00,6.503923950208939306e-03,-7.132008956945992510e-03,6.295820721433569300e-01,-5.922689498219076837e-02,2.989798497978023732e-06,-4.232028394383830680e-10,-8.814117167284126287e-12,-3.186694087660119026e-11,-3.917385407681833963e-10,-3.540771208511243620e-10,5.046185284547805987e-05,-5.578805487864336936e-06
6.702440550688360865e+00,6.433115956085743228e-03,-7.056355775199145593e-03,6.291153342608732935e-01,-5.905104279686924224e-02,2.925879485860658137e-06,-4.057907733310632225e-10,-8.435009136872086237e-12,-3.048936341248906086e-11,-3.748892949720927331e-10,-3.387707045832118103e-10,4.953043794089455586e-05,-5.462954230452015986e-06
6.712421777221527108e+00,6.363059205383038604e-03,-6.981476332058434917e-03,6.286495978558896969e-01,-5.887596608208923998e-02,2.863306368527958589e-06,-3.890890328278757101e-10,-8.071128817802917060e-12,-2.916845253942653922e-11,-3.587168363467963367e-10,-3.240939171047393361e-10,4.861564896703270171e-05,-5.349456748543715109e-06
6.722403003754694240e+00,6.293746012677205875e-03,-6.907363141057122277e-03,6.281848599033933445e-01,-5.870166040200790886e-02,2.802051328692165123e-06,-3.730689123294893310e-10,-7.721931672785411068e-12,-2.790190011091023454e-11,-3.431969632349071959e-10,-3.100211123434470462e-10,4.771720184668823249e-05,-5.238266543931929968e-06
6.732384230287860483e+00,6.225168767776840910e-03,-6.834008782367531794e-03,6.277211173843606495e-01,-5.852812135076585626e-02,2.742087111402436696e-06,-3.577028542983463879e-10,-7.387195419020825564e-12,-2.668748859010379999e-11,-3.283197964009255720e-10,-2.965276510011533260e-10,4.683481708269908678e-05,-5.129338004265803561e-06
6.742365456821026726e+00,6.157319933333130040e-03,-6.761405900788467101e-03,6.272583672822132916e-01,-5.835534455159274020e-02,2.683387011640719021e-06,-3.429644035039171491e-10,-7.066478529825295856e-12,-2.552309162334087257e-11,-3.140657124366798517e-10,-2.835899069260097067e-10,4.596821966707016912e-05,-5.022626384533133531e-06
6.752346683354192969e+00,6.090192044259055970e-03,-6.689547205326266954e-03,6.267966065830744560e-01,-5.818332565662925199e-02,2.625924863616472918e-06,-3.288281634770172195e-10,-6.758946890576594298e-12,-2.440667330317189043e-11,-3.003976395811819631e-10,-2.711852589241321374e-10,4.511713901614240366e-05,-4.918087791533184207e-06
6.762327909887359212e+00,6.023777708862729924e-03,-6.618425470306044806e-03,6.263358322797452082e-01,-5.801206034743968537e-02,2.569675031582724673e-06,-3.152697550003957362e-10,-6.463751574373679175e-12,-2.333628048779503274e-11,-2.872778477499412981e-10,-2.592920054199448413e-10,4.428130892933203816e-05,-4.815679171032811777e-06
6.772309136420526343e+00,5.958069607977960376e-03,-6.548033534706258416e-03,6.258760413713834181e-01,-5.784154433472242507e-02,2.514612399231734036e-06,-3.022657757790036273e-10,-6.180459573877824746e-12,-2.231003418424898067e-11,-2.746870921723477967e-10,-2.478892687138775744e-10,4.346046752112347312e-05,-4.715358292213907686e-06
6.782290362953692586e+00,5.893060492724541168e-03,-6.478364300259358520e-03,6.254172308601652075e-01,-5.767177335746689198e-02,2.460712358255518229e-06,-2.897937614352175976e-10,-5.908948481795538449e-12,-2.132612872946467444e-11,-2.626199325242461404e-10,-2.369569858829408443e-10,4.265435713593849332e-05,-4.617083730474764799e-06
6.792271589486858829e+00,5.828743183978659509e-03,-6.409410731069373375e-03,6.249593977516008092e-01,-5.750274318279292862e-02,2.407950798451966717e-06,-2.778321483827979758e-10,-5.648882178147203017e-12,-2.038283332972824980e-11,-2.510614301398756940e-10,-2.264759258858694609e-10,4.186272428695681950e-05,-4.520814852961731444e-06
6.802252816020025072e+00,5.765110573515823747e-03,-6.341165854732081289e-03,6.245025390585428049e-01,-5.733444960646970345e-02,2.356304099253518168e-06,-2.663602384428799899e-10,-5.399540551093287349e-12,-1.947849182683684298e-11,-2.399795800485905776e-10,-2.164276869648538310e-10,4.108531961727744544e-05,-4.426511806621061223e-06
6.812234042553192204e+00,5.702155623010747576e-03,-6.273622761540859419e-03,6.240466518005151064e-01,-5.716688845256927276e-02,2.305749119783064798e-06,-2.553581644314567717e-10,-5.160182759932189757e-12,-1.861151579847638203e-11,-2.293414559969862129e-10,-2.067946199830709171e-10,4.032189783328311166e-05,-4.334135503446451025e-06
6.822215269086358447e+00,5.639871361944282999e-03,-6.206774602700158849e-03,6.235917330005819048e-01,-5.700005557267422140e-02,2.256263188310751592e-06,-2.448068569228549590e-10,-4.930465455790938686e-12,-1.778037673608651994e-11,-2.191317980351528377e-10,-1.975597415120724524e-10,3.957221762498879653e-05,-4.243647604520250822e-06
6.832196495619524690e+00,5.578250887122808248e-03,-6.140614589978644899e-03,6.231377796857221485e-01,-5.683394684573420119e-02,2.207824093113326554e-06,-2.346880126096210048e-10,-4.710343756631200458e-12,-1.698360549184696174e-11,-2.093486114058311315e-10,-1.887067276871884796e-10,3.883604160835287715e-05,-4.155010506540300952e-06
6.842177722152690933e+00,5.517287363822802673e-03,-6.075135996831438311e-03,6.226847888908549900e-01,-5.666855817858802019e-02,2.160410074658674854e-06,-2.249840641510665493e-10,-4.499566483582156341e-12,-1.621979427703582229e-11,-1.999807326036513886e-10,-1.802199364115091337e-10,3.811313628867415239e-05,-4.068187330704265396e-06
6.852158948685858064e+00,5.456974024672708173e-03,-6.010332157487812896e-03,6.222327576578364772e-01,-5.650388550556462858e-02,2.113999816286842385e-06,-2.156781508218461024e-10,-4.297509852823910041e-12,-1.548759672282876488e-11,-1.910004379032848993e-10,-1.720844080314307181e-10,3.740327199548985269e-05,-3.983141908732744496e-06
6.862140175219024307e+00,5.397304167702536223e-03,-5.946196465276226348e-03,6.217816830325373356e-01,-5.633992478774085128e-02,2.068572434498537059e-06,-2.067540902023238340e-10,-4.103524477356953035e-12,-1.478572165942238071e-11,-1.823788656603090266e-10,-1.642857962158042473e-10,3.670622280813349230e-05,-3.899838768073323768e-06
6.872121401752190550e+00,5.338271155910269405e-03,-5.882722372312247823e-03,6.213315620652762883e-01,-5.617667201281456579e-02,2.024107470513559906e-06,-1.981963512244068800e-10,-3.917338765831036172e-12,-1.411292599110278822e-11,-1.741039451480460664e-10,-1.568102887900309852e-10,3.602176650138164588e-05,-3.818243119362181503e-06
6.882102628285356793e+00,5.279868418400330936e-03,-5.819903390615998283e-03,6.208823918148463905e-01,-5.601412319562702052e-02,1.980584883058574918e-06,-1.899900284880094951e-10,-3.738966617047375167e-12,-1.346801442464426368e-11,-1.661762940909944504e-10,-1.496446047182696008e-10,3.534968451090963424e-05,-3.738320846081222285e-06
6.892083854818523925e+00,5.222089449160233383e-03,-5.757733091092629221e-03,6.204341693471988606e-01,-5.585227437771569936e-02,1.937985039640013392e-06,-1.821208172366107621e-10,-3.568225147541355132e-12,-1.284984206241615919e-11,-1.585877843351713406e-10,-1.427760229157351193e-10,3.468976186986768949e-05,-3.660038491332149228e-06
6.902065081351690168e+00,5.164927805248194226e-03,-5.696205101966867433e-03,6.199868917327302498e-01,-5.569112162662121640e-02,1.896288707603424118e-06,-1.745749892538471789e-10,-3.404573467788101721e-12,-1.225731479255537847e-11,-1.513143763461378485e-10,-1.361923865839486619e-10,3.404178713937687370e-05,-3.583363244129094110e-06
6.912046307884856411e+00,5.108377106404920348e-03,-5.635313108505141805e-03,6.195405560467740491e-01,-5.553066103577672386e-02,1.855477046340592604e-06,-1.673393699102381586e-10,-3.247441024455882703e-12,-1.168938363084415633e-11,-1.443307121980392442e-10,-1.298820403427128538e-10,3.340555235736235968e-05,-3.508262927737716383e-06
6.922027534418022654e+00,5.052431036178372387e-03,-5.575050854121399273e-03,6.190951593736110370e-01,-5.537088872502751030e-02,1.815531600631796250e-06,-1.604013162930614511e-10,-3.096613043970574909e-12,-1.114503817087164102e-11,-1.376272463986922347e-10,-1.238337574541293597e-10,3.278085300589981616e-05,-3.434705990048984592e-06
6.932008760951189785e+00,4.997083340608104475e-03,-5.515412139261559668e-03,6.186506988048627864e-01,-5.521180084014033762e-02,1.776434292479114589e-06,-1.537486958796876744e-10,-2.952145515066074134e-12,-1.062330649710655483e-11,-1.312064673362699744e-10,-1.180367388567395024e-10,3.216748794959794187e-05,-3.362661491079496343e-06
6.941989987484356028e+00,4.942327826545613902e-03,-5.456390819944843991e-03,6.182071714369851145e-01,-5.505339355215817243e-02,1.738167412879368524e-06,-1.473698660234586007e-10,-2.813909299237615410e-12,-1.012325811764100136e-11,-1.250626355216718010e-10,-1.124806457515666883e-10,3.156525937076171194e-05,-3.292099090281368337e-06
6.951971214017522271e+00,4.888158361310178911e-03,-5.397980807519689277e-03,6.177645743718191973e-01,-5.489566305730577550e-02,1.700713614633054552e-06,-1.412536544149501196e-10,-2.681435511064483953e-12,-9.644004569306699131e-12,-1.191749116028659664e-10,-1.071556063256299925e-10,3.097397272126878375e-05,-3.222989035704592105e-06
6.961952440550688515e+00,4.834568873792521003e-03,-5.340176069751184293e-03,6.173229047205687214e-01,-5.473860557750327011e-02,1.664055906195997718e-06,-1.353893404652979003e-10,-2.554222749510618026e-12,-9.184694187716582489e-12,-1.135210110893608076e-10,-1.020521576412953675e-10,3.039343669164831863e-05,-3.155302155034753311e-06
6.971933667083855646e+00,4.781553353059706489e-03,-5.282970629620893296e-03,6.168821596019261611e-01,-5.458221735983697503e-02,1.628177644043178076e-06,-1.297666371382631864e-10,-2.432101294843536250e-12,-8.744505988692014894e-12,-1.080933908819349452e-10,-9.716117765213350888e-11,2.982346315138135440e-05,-3.089009843794806388e-06
6.981914893617021889e+00,4.729105846802505661e-03,-5.226358563971606787e-03,6.164423361397676215e-01,-5.442649467596022417e-02,1.593062525101521293e-06,-1.243756734975494400e-10,-2.315155710512240106e-12,-8.322649759606935150e-12,-1.028958093560995660e-10,-9.247388621785484146e-11,2.926386708846378138e-05,-3.024084053604014162e-06
6.991896120150188132e+00,4.677220461034145918e-03,-5.170334003296795516e-03,6.160034314637663488e-01,-5.427143382201510269e-02,1.558694580117031400e-06,-1.192069780809570405e-10,-2.203298591163566479e-12,-7.918369396007086871e-12,-9.792438182949184423e-11,-8.798188217785652725e-11,2.871446656418766475e-05,-2.960497282112206832e-06
7.001877346683354375e+00,4.625891361165763993e-03,-5.114891132803038414e-03,6.155654427133183670e-01,-5.411703111913701569e-02,1.525058167974210068e-06,-1.142514630583239404e-10,-2.096123920573533190e-12,-7.530943738281452585e-12,-9.316106313660147654e-11,-8.367715264757169323e-11,2.817508268380444476e-05,-2.898222564652110924e-06
7.011858573216521506e+00,4.575112770544632543e-03,-5.060024191136692183e-03,6.151283670354243949e-01,-5.396328291289162471e-02,1.492137968561971586e-06,-1.095004087607226340e-10,-1.993191436314005092e-12,-7.159681724283226824e-12,-8.858628605840023350e-11,-7.955201915870251847e-11,2.764553953883786965e-05,-2.837233463117740191e-06
7.021839799749687749e+00,4.524878969022380105e-03,-5.005727469128178758e-03,6.146922015825837526e-01,-5.381018557272029823e-02,1.459918975815946309e-06,-1.049454488378310082e-10,-1.894367027423417086e-12,-6.803916656414906857e-12,-8.419409010770742461e-11,-7.559907396016562923e-11,2.712566415078440242e-05,-2.777504055107351343e-06
7.031821026282853992e+00,4.475184292695739280e-03,-4.951995309614859626e-03,6.142569435134689337e-01,-5.365773549187763392e-02,1.428386491603227825e-06,-1.005785561160083037e-10,-1.799753065029498756e-12,-6.463006400876451866e-12,-7.998902511242216799e-11,-7.181118223196057808e-11,2.661528642866591639e-05,-2.719008924581032740e-06
7.041802252816020236e+00,4.426023134946999171e-03,-4.898822108471981122e-03,6.138225899967836297e-01,-5.350592908792429353e-02,1.397526120471175049e-06,-9.639202912157956645e-11,-1.709294068933432558e-12,-6.136336919036352037e-12,-7.596862528593034451e-11,-6.818152132262614272e-11,2.611423914113948197e-05,-2.661723154081607595e-06
7.051783479349186479e+00,4.377389944928081721e-03,-4.846202313277706702e-03,6.133891382089255995e-01,-5.335476280213477529e-02,1.367323762988338615e-06,-9.237847891205353953e-11,-1.622639122187506087e-12,-5.823323243781729247e-12,-7.211729431944471320e-11,-6.470359159757477013e-11,2.562235786090162054e-05,-2.605622314264749820e-06
7.061764705882353610e+00,4.329279226243179686e-03,-4.794130422152546173e-03,6.129565853320713131e-01,-5.320423309898540676e-02,1.337765609349195686e-06,-8.853081645775470331e-11,-1.539402273129110299e-12,-5.523404934032326893e-12,-6.841787880573824056e-11,-6.137116593369252175e-11,2.513948091226995854e-05,-2.550682453864160137e-06
7.071745932415519853e+00,4.281685536730818996e-03,-4.742600983615713646e-03,6.125249285549150269e-01,-5.305433646610802773e-02,1.308838133738801634e-06,-8.484224061716717287e-11,-1.459477310492873730e-12,-5.236040641327122696e-12,-6.486565824412771952e-11,-5.817822934807914466e-11,2.466544933137929934e-05,-2.496880091026657888e-06
7.081727158948686096e+00,4.234603489462708190e-03,-4.691608597578275815e-03,6.120941650764419872e-01,-5.290506941476780245e-02,1.280528089475571938e-06,-8.130622667589828127e-11,-1.382975804923090451e-12,-4.960708425854701405e-12,-6.146559132991513545e-11,-5.511898250949668300e-11,2.420010683960948817e-05,-2.444192206058644465e-06
7.091708385481852339e+00,4.188027751186041737e-03,-4.641147913957967448e-03,6.116642921033961233e-01,-5.275642847924687240e-02,1.252822502801424658e-06,-7.791651514187849569e-11,-1.309866300578829162e-12,-4.696909570497465472e-12,-5.821628002572574842e-11,-5.218788411663850488e-11,2.374329979014440942e-05,-2.392596231583151860e-06
7.101689612015019470e+00,4.141953041113867820e-03,-4.591213631609092523e-03,6.112353068485485430e-01,-5.260841021637276127e-02,1.225708667005034093e-06,-7.466710102168799000e-11,-1.239846650167593232e-12,-4.444169728432167320e-12,-5.510429556300414723e-11,-4.937966364924630248e-11,2.329487711918718841e-05,-2.342070043268753659e-06
7.111670838548185714e+00,4.096374130747836885e-03,-4.541800498212385760e-03,6.108072065315045540e-01,-5.246101120548819774e-02,1.199174137231243789e-06,-7.155222359990677930e-11,-1.172579689151469990e-12,-4.202034681743301452e-12,-5.211465285117644865e-11,-4.668927424159224087e-11,2.285469030867499706e-05,-2.292591951798721576e-06
