analysis,split,left_model,right_model,galaxy,n_points,left_loss,right_loss,delta_left_minus_right,outcome
guard_0.001,holdout,variable_core,nfw,NGC7793,10,22.879309819383224,10.045169565516304,12.83414025386692,right_win
guard_0.001,holdout,variable_core,nfw,NGC7814,4,16.22593861180715,1.179855313298114,15.046083298509034,right_win
guard_0.001,holdout,variable_core,nfw,UGC00128,5,8.811815736194722,5.144192937276286,3.667622798918436,right_win
guard_0.001,holdout,variable_core,nfw,UGC00191,2,295.10407447525506,45.38145104784292,249.72262342741215,right_win
guard_0.001,holdout,variable_core,nfw,UGC00731,3,4.038984884112844,1.081703860763225,2.957281023349619,right_win
guard_0.001,holdout,variable_core,nfw,UGC01281,5,28.016572022105727,0.8144600315220792,27.20211199058365,right_win
guard_0.001,holdout,variable_core,nfw,UGC02259,2,22.69879235339416,1.9312337699302264,20.767558583463934,right_win
guard_0.001,holdout,variable_core,nfw,UGC02487,4,24.07472247816453,4.968948096705369,19.105774381459163,right_win
guard_0.001,holdout,variable_core,nfw,UGC02885,4,2.8312348816587547,0.0624790408198734,2.7687558408388813,right_win
guard_0.001,holdout,variable_core,nfw,UGC02916,9,0.3116814601989443,0.3083773744350244,0.0033040857639199395,right_win
guard_0.001,holdout,variable_core,nfw,UGC02953,23,104.95836330397802,8.187147156363677,96.77121614761434,right_win
guard_0.001,holdout,variable_core,nfw,UGC03205,10,180.89923256783905,45.95716247831225,134.9420700895268,right_win
guard_0.001,holdout,variable_core,nfw,UGC03546,6,3.012382992010279,2.585679758106551,0.4267032339037278,right_win
guard_0.001,holdout,variable_core,nfw,UGC03580,10,171.89536449631356,25.274960642199783,146.6204038541138,right_win
guard_0.001,holdout,variable_core,nfw,UGC04278,5,3.2378155176946057,0.3853124291141183,2.8525030885804874,right_win
guard_0.001,holdout,variable_core,nfw,UGC04325,2,9.374944611385729,3.647997191652256,5.726947419733473,right_win
guard_0.001,holdout,variable_core,nfw,UGC04483,2,2.4895115262670724,1.4935595525711225,0.9959519736959499,right_win
guard_0.001,holdout,variable_core,nfw,UGC04499,2,2.113177266171137,3.621633570987103,-1.508456304815966,left_win
guard_0.001,holdout,variable_core,nfw,UGC05005,3,0.3488558733308699,1.18106678460978,-0.83221091127891,left_win
guard_0.001,holdout,variable_core,nfw,UGC05253,15,81.16718565202693,140.0985512602943,-58.93136560826737,left_win
guard_0.001,holdout,variable_core,nfw,UGC05716,3,2.7989056083737567,9.124653948944689,-6.325748340570932,left_win
guard_0.001,holdout,variable_core,nfw,UGC05721,5,5.813761040707033,1.2688697727939586,4.544891267913075,right_win
guard_0.001,holdout,variable_core,nfw,UGC05750,3,1.0023783886974376,1.3688483917233414,-0.3664700030259038,left_win
guard_0.001,holdout,variable_core,nfw,UGC05764,2,0.2809074993330024,7.580676271936253,-7.29976877260325,left_win
guard_0.001,holdout,variable_core,nfw,UGC05829,3,2.8584668661612693,0.0300394209686173,2.828427445192652,right_win
guard_0.001,holdout,variable_core,nfw,UGC05918,2,1.8782099568998236,0.2101528342588215,1.6680571226410021,right_win
guard_0.001,holdout,variable_core,nfw,UGC05986,3,0.0766130382141637,9.135385323162293,-9.058772284948128,left_win
guard_0.001,holdout,variable_core,nfw,UGC06399,2,0.7945805905131761,2.9733789997657256,-2.1787984092525496,left_win
guard_0.001,holdout,variable_core,nfw,UGC06446,4,2.013218091037668,0.0516421394383589,1.961575951599309,right_win
guard_0.001,holdout,variable_core,nfw,UGC06614,3,0.7831514561772769,3.0884649997339757,-2.3053135435566987,left_win
guard_0.001,holdout,variable_core,nfw,UGC06667,2,2.2744866791488976,7.290827552205939,-5.016340873057041,left_win
guard_0.001,holdout,variable_core,nfw,UGC06786,9,112.47152902319904,2.1998826417874078,110.27164638141163,right_win
