left_model,right_model,eligible_galaxies,left_wins,right_wins,finite_ties,joint_failures,p_two_sided,z_two_sided,p_holm_three_comparisons,z_holm_two_sided,win_ci95_lower,win_ci95_upper,median_delta,median_ci95_lower,median_ci95_upper
fixed_core,nfw,131,44,87,0,0,0.00021577652478126048,3.6997916692363018,0.00043155304956252096,3.519996158102223,0.25576608875842627,0.4235971904641461,1.8663357423848863,0.6248046775559293,3.205485236858922
variable_core,nfw,131,45,86,0,0,0.0004305357384844261,3.520622090441065,0.00043155304956252096,3.519996158102223,0.2627878124498285,0.4314866370118961,1.961575951599309,0.5516036108721853,3.626214561214573
variable_core,fixed_core,131,95,36,0,0,2.5592163074465855e-07,5.1533149327347045,7.677648922339757e-07,4.943387940511319,0.6403833176295477,0.7995269842306294,-0.14543186928083363,-0.23296379002057677,-0.0600719401259715
