x,f,f_prime,phi,phi_prime,radial_mass_integral
0,1,0,-2.505411649134131,0,0
0.00125,0.9999998647743745,-0.0002163609908257985,-2.505411388717473,0.000416666599053853,6.510420188164938e-10
0.0025,0.9999994590975538,-0.0004327219064281175,-2.505410607467801,0.0008333327924309754,5.208329811833771e-09
0.00375,0.9999987829696717,-0.0006490826715832383,-2.505409305385833,0.001249998174455158,1.757810070165497e-08
0.005,0.9999978363909681,-0.0008654432110670036,-2.505407482472866,0.00166666233945136,4.16665582045663e-08
0.00625,0.9999966193617702,-0.001081803449654529,-2.505405138730665,0.002083324881746223,8.13798804821591e-08
0.0075,0.9999951318824998,-0.00129816331212011,-2.505402274161503,0.002499985395668499,1.406241780837824e-07
0.008750000000000001,0.9999933739536788,-0.001514522723236731,-2.505398888768195,0.002916643475550054,2.233055193012874e-07
0.01,0.9999913455759107,-0.001730881607776256,-2.505394982553995,0.003333298715725574,3.333298710091409e-07
0.01125,0.9999890467499101,-0.001947239890508629,-2.505390555522758,0.003749950710534403,4.746031409219985e-07
0.0125,0.999986477476467,-0.002163597496202318,-2.505385607678742,0.004166599054319509,6.51031101533166e-07
0.01375,0.9999836377564822,-0.002379954349623405,-2.505380139026808,0.004583243341429733,8.665194492745088e-07
0.015,0.9999805275909385,-0.002596310375535926,-2.505374149572252,0.004999883166218861,1.124973711554145e-06
0.01625,0.9999771469809187,-0.002812665498701312,-2.505367639320916,0.005416518123047155,1.430299322818005e-06
0.0175,0.9999734959276001,-0.003029019643878158,-2.505360608279147,0.005833147806281724,1.786401514687833e-06
0.01875,0.9999695744322473,-0.003245372735822384,-2.505353056453763,0.00624977181029631,2.197185408923515e-06
0.02,0.9999653824962312,-0.003461724699286222,-2.505344983852159,0.006666389729473629,2.666555890662666e-06
0.02125,0.9999609201210006,-0.003678075459019114,-2.505336390482145,0.007083001158203264,3.198417718282646e-06
0.0225,0.9999561873081161,-0.003894424939766145,-2.505327276352134,0.00749960569088547,3.796675379743191e-06
0.02375,0.999951184059216,-0.004110773066269162,-2.505317641470962,0.007916202921928402,4.465233219346867e-06
0.025,0.9999459103760451,-0.004327119763265414,-2.505307485848036,0.008332792445751535,5.2079952771864e-06
0.02625,0.9999403662604358,-0.004543464955488034,-2.505296809493233,0.008749373856784336,6.02886543280208e-06
0.0275,0.999934551714314,-0.004759808567665684,-2.505285612416939,0.009165946749467342,6.93174722773568e-06
0.02875,0.999928466739707,-0.004976150524521791,-2.505273894630081,0.009582510718253797,7.920544026083135e-06
0.03,0.9999221113387234,-0.005192490750775494,-2.505261656144029,0.009999065357607525,8.999158820157087e-06
0.03125,0.9999154855135826,-0.005408829171139717,-2.505248896970744,0.01041561026200754,1.017149440793301e-05
0.0325,0.9999085892665798,-0.005625165710322943,-2.505235617122601,0.01083214502594372,1.144145318182263e-05
0.03375,0.9999014226001212,-0.005841500293026976,-2.505221816612569,0.01124866924392237,1.28129373230114e-05
0.035,0.9998939855166946,-0.006057832843948399,-2.505207495454059,0.01166518251046247,1.428984857334528e-05
0.03625,0.9998862780188883,-0.006274163287777275,-2.505192653661021,0.0120816844200991,1.587608844655729e-05
0.0375,0.9998783001093855,-0.00649049154919718,-2.505177291247914,0.01249817456738312,1.757555798327035e-05
0.03875,0.9998700517909556,-0.006706817552885617,-2.505161408229669,0.01291465254688035,1.939215797911042e-05
0.04,0.9998615330664757,-0.00692314122351226,-2.505145004621788,0.01333111795317572,2.132978872282815e-05
0.04125,0.9998527439389003,-0.007139462485740976,-2.505128080440193,0.01374757038086841,2.339235024129611e-05
0.0425,0.9998436844112959,-0.007355781264226921,-2.50511063570141,0.01416400942457896,2.558374202075223e-05
0.04375,0.9998343544868066,-0.007572097483619002,-2.505092670422381,0.01458043467894318,2.790786326867828e-05
0.045,0.9998247541686835,-0.007788411068557382,-2.505074184620623,0.01499684573861833,3.036861261816832e-05
0.04625,0.9998148834602651,-0.008004721943674719,-2.505055178314122,0.01541324219828,3.296988840668541e-05
0.0475,0.9998047423649841,-0.008221030033595539,-2.505035651521375,0.0158296236526238,3.571558836355849e-05
0.04875,0.9997943308863738,-0.008437335262935218,-2.505015604261416,0.01624598969636763,3.860960990561403e-05
0.05,0.9997836490280497,-0.008653637556301679,-2.504995036553722,0.01666233992424774,4.16558498078051e-05
0.05125,0.9997726967937377,-0.008869936838292335,-2.504973948418364,0.01707867393102609,4.485820451571443e-05
0.0525,0.9997614741872404,-0.009086233033497187,-2.504952339875824,0.01749499131148276,4.82205697993195e-05
0.05375,0.9997499812124709,-0.009302526066495271,-2.504930210947178,0.01791129166042479,5.174684108236343e-05
0.055,0.9997382178734241,-0.009518815861857231,-2.504907561653942,0.01832757457267964,5.544091307926006e-05
0.05625,0.9997261841741958,-0.009735102344143279,-2.504884392018175,0.01874383964310048,5.930668014132882e-05
0.0575,0.9997138801189764,-0.009951385437903472,-2.504860702062442,0.0191600864665652,6.334803587684409e-05
0.05875,0.9997013057120437,-0.01016766506767841,-2.504836491809777,0.01957631463797496,6.756887351413005e-05
0.06,0.9996884609577825,-0.01038394115799673,-2.504811761283791,0.01999252375226019,7.19730855047586e-05
0.06125,0.999675345860655,-0.01060021363337825,-2.504786510508506,0.02040871340437295,7.656456390350014e-05
0.0625,0.9996619604252363,-0.0108164824183297,-2.504760739508554,0.02082488318929731,8.134719995467455e-05
0.06375,0.999648304656179,-0.01103274743734857,-2.504734448308982,0.02124103270204,8.632488448895341e-05
0.065,0.9996343785582427,-0.01124900861491945,-2.50470763693541,0.02165716153763937,9.150150749286902e-05
0.06625,0.9996201821362746,-0.01146526587551606,-2.504680305413927,0.02207326929116037,9.688095852246339e-05
0.0675,0.9996057153952165,-0.0116815191436003,-2.504652453771131,0.02248935555769695,0.0001024671262559603
0.06875000000000001,0.9995909783401115,-0.01189776834362102,-2.504624082034159,0.02290541993237493,0.0001082638989242562
0.07000000000000001,0.9995759709760839,-0.01211401340001647,-2.504595190230589,0.02332146201034624,0.0001142751638467606
0.07125000000000001,0.9995606933083694,-0.01233025423721006,-2.504565778388592,0.02373748138679905,0.0001205048078787237
0.0725,0.9995451453422804,-0.01254649077961485,-2.504535846536751,0.0241534776569469,0.0001269567169302506
0.07375,0.9995293270832405,-0.01276272295162864,-2.504505394704242,0.02456945041604081,0.000133634776430461
0.075,0.9995132385367547,-0.01297895067763766,-2.50447442292068,0.02498539925935999,0.0001405428708296819
0.07625,0.9994968797084295,-0.0131951738820138,-2.504442931216222,0.02540132378221893,0.0001476848840804339
0.0775,0.9994802506039662,-0.01341139248911515,-2.504410919621531,0.0258172235799658,0.0001550646991228095
0.07875,0.9994633512291532,-0.01362760642328696,-2.50437838816774,0.02623309824798037,0.0001626861983822794
0.08,0.999446181589887,-0.01384381560885833,-2.504345336886554,0.0266489473816818,0.000170553263238262
0.08125,0.9994287416921411,-0.01406001997014658,-2.504311765810094,0.02706477057651824,0.0001786697745387453
0.0825,0.9994110315420027,-0.01427621943145158,-2.504277674971086,0.02748056742798058,0.0001870396120520524
0.08375,0.9993930511456364,-0.01449241391706094,-2.504243064402672,0.02789633753158969,0.0001956666549982733
0.08500000000000001,0.9993748005093139,-0.01470860335124523,-2.504207934138565,0.02831208048290821,0.0002045547814842339
0.08625000000000001,0.9993562796393956,-0.01492478765826076,-2.504172284212951,0.02872779587753373,0.0002137078690517302
0.08750000000000001,0.9993374885423354,-0.01514096676234839,-2.504136114660518,0.02914348331110174,0.0002231297940957074
0.08875,0.9993184272246899,-0.01535714058773198,-2.504099425516497,0.02955914237928921,0.000232824432429291
0.09,0.9992990956930968,-0.01557330905862166,-2.504062216816556,0.02997477267780699,0.0002427956586851828
0.09125,0.9992794939543059,-0.0157894720992084,-2.504024488596958,0.03039037380241268,0.0002530473468974811
0.0925,0.9992596220151433,-0.0160056296336699,-2.503986240894375,0.03080594534889649,0.0002635833698863012
0.09375,0.9992394798825467,-0.01622178158616425,-2.503947473746075,0.03122148691309663,0.0002744075998563787
0.095,0.9992190675635361,-0.01643792788083487,-2.503908187189758,0.03163699809088728,0.0002855239077649207
0.09625,0.9991983850652327,-0.01665406844180688,-2.503868381263672,0.03205247847818744,0.0002969361639369854
0.0975,0.9991774323948532,-0.01687020319318798,-2.503828056006565,0.03246792767095882,0.0003086482374165718
0.09875,0.9991562095597016,-0.01708633205906961,-2.503787211457657,0.03288334526520295,0.000320663996598768
0.1,0.9991347165671899,-0.01730245496352298,-2.503745847656739,0.03329873085697093,0.0003329873085640868
0.10125,0.9991129534248083,-0.01751857183060444,-2.503703964644017,0.03371408404235026,0.0003456220397273762
0.1025,0.9990909201401601,-0.0177346825843486,-2.503661562460301,0.03412940441748175,0.0003585720551554076
0.10375,0.9990686167209268,-0.01795078714877476,-2.503618641146816,0.03454469157854365,0.0003718412192325416
0.105,0.9990460431748978,-0.01816688544788108,-2.503575200745358,0.0349599451217661,0.0003854333949615765
0.10625,0.9990231995099503,-0.01838297740564804,-2.503531241298192,0.03537516464342249,0.000399352444646162
0.1075,0.9990000857340567,-0.01859906294603703,-2.503486762848089,0.03579034973983303,0.000413602229174916
0.10875,0.9989767018552916,-0.01881514199298858,-2.503441765438359,0.03620550000736905,0.0004281866087205768
0.11,0.9989530478818114,-0.01903121447042623,-2.503396249112749,0.03662061504244346,0.0004431094420073993
0.11125,0.9989291238218845,-0.01924728030225016,-2.503350213915601,0.03703569444152646,0.0004583745870270361
0.1125,0.9989049296838568,-0.01946333941234428,-2.503303659891663,0.03745073780112811,0.0004739859002892205
0.11375,0.9988804654761855,-0.01967939172456862,-2.503256587086278,0.03786574471781699,0.0004899472375543701
0.115,0.9988557312074102,-0.01989543716276537,-2.503208995545226,0.03828071478820538,0.0005062624530675647
0.11625,0.9988307268861734,-0.02011147565075451,-2.503160885314824,0.03869564760896002,0.0005229354003078634
0.1175,0.9988054525212121,-0.02032750711233497,-2.503112256441896,0.03911054277679922,0.0005399699312055867
