x,f,f_prime,phi,phi_prime,radial_mass_integral
0,1,0,-6.134741366504465,0,0
0.00125,0.9999999561244444,-7.020088813773565e-05,-6.134741106087786,0.0004166666447288857,6.510417809259049e-10
0.0025,0.9999998244977805,-0.0001404017736970961,-6.134740324837895,0.0008333331578311268,5.20833219074084e-09
0.00375,0.9999996051200127,-0.0002106026540997389,-6.134739022755015,0.001249999407680099,1.757811711611198e-08
0.005,0.9999992979911483,-0.0002808035267672638,-6.134737199839532,0.001666665262649283,4.166663147482517e-08
0.00625,0.9999989031112001,-0.0003510043891213754,-6.134734856092079,0.002083330591112359,8.138010195800893e-08
0.0075,0.9999984204801811,-0.0004212052385837801,-6.134731991513338,0.00249999526144306,1.40624733319062e-07
0.008750000000000001,0.9999978500981097,-0.0004914060725761642,-6.13472860610424,0.002916659142015491,2.233067166003151e-07
0.01,0.9999971919650074,-0.0005616068885203525,-6.134724699865878,0.003333322101204021,3.333322099375864e-07
0.01125,0.999996446080897,-0.0006318076838381282,-6.134720272799425,0.003749984007383177,4.746073522712563e-07
0.0125,0.9999956124458073,-0.000702008455951373,-6.134715324906341,0.004166644728928159,6.510382386665094e-07
0.01375,0.9999946910597682,-0.0007722092022820614,-6.134709856188167,0.004583304134214347,8.665309395087795e-07
0.015,0.9999936819228132,-0.0008424099202521409,-6.1347038666466,0.004999962091617606,1.124991470339753e-06
0.01625,0.9999925850349805,-0.0009126106072837464,-6.134697356283595,0.005416618469514577,1.430325816537127e-06
0.0175,0.9999914003963091,-0.0009828112607990357,-6.134690325101149,0.005833273136282051,1.786439897666464e-06
0.01875,0.9999901280068432,-0.001053011878220232,-6.134682773101508,0.006249925960297766,2.197239597645188e-06
0.02,0.9999887678666298,-0.001123212456969748,-6.134674700287082,0.006666576809940095,2.666630723610401e-06
0.02125,0.9999873199757179,-0.001193412994469982,-6.134666106660359,0.007083225553587745,3.198519041567025e-06
0.0225,0.9999857843341617,-0.001263613488143531,-6.134656992224119,0.00749987205962076,3.796810229771695e-06
0.02375,0.9999841609420173,-0.001333813935413107,-6.134647356981214,0.007916516196419544,4.465409919864958e-06
0.025,0.9999824497993434,-0.001404014333701451,-6.13463720093466,0.008333157832365353,5.208223644771372e-06
0.02625,0.9999806509062044,-0.001474214680431577,-6.134626524087729,0.008749796835840793,6.029156885315623e-06
0.0275,0.9999787642626651,-0.001544414973026536,-6.134615326443732,0.009166433075228719,6.932115012639021e-06
0.02875,0.9999767898687951,-0.00161461520890953,-6.134603608006233,0.009583066418913518,7.921003340299375e-06
0.03,0.9999747277246678,-0.001684815385504004,-6.134591368778958,0.00999969673528057,8.999727061204043e-06
0.03125,0.9999725778303572,-0.001755015500233414,-6.134578608765711,0.01041632389271577,1.017219130519344e-05
0.0325,0.9999703401859437,-0.001825215550521514,-6.134565327970584,0.01083294775960702,1.144230107049083e-05
