theta_radians,theta_over_pi_half,lambda_min_B_over_E,lambda_max_B_over_E,D_matrix,D_formula,E_s_over_E,E_a_over_E,virial_over_E,entropy_change
5.8904862254808628e-02,3.7500000000000006e-02,8.6719490764205348e-04,9.9913280509235802e-01,1.6024571555265730e+00,1.6024571555265730e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.9807569075273079e-03
6.2831853071795868e-02,4.0000000000000001e-02,9.8663578586421921e-04,9.9901336421413567e-01,1.6016230504627058e+00,1.6016230504627060e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,7.8148619713944711e-03
6.6758843888783115e-02,4.2500000000000010e-02,1.1137720674714311e-03,9.9888622793252857e-01,1.6007511077019616e+00,1.6007511077019616e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,8.6868047321386754e-03
7.0685834705770348e-02,4.4999999999999998e-02,1.2486017918649523e-03,9.9875139820813508e-01,1.5998422748631485e+00,1.5998422748631485e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,9.5956375709518316e-03
7.4612825522757595e-02,4.7500000000000007e-02,1.3911228798036404e-03,9.9860887712019619e-01,1.5988974465083376e+00,1.5988974465083379e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,1.0540465925762632e-02
7.8539816339744828e-02,5.0000000000000003e-02,1.5413331334360116e-03,9.9845866686656404e-01,1.5979174699313483e+00,1.5979174699313481e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,1.1520442502751971e-02
8.2466807156732075e-02,5.2500000000000005e-02,1.6992302363341375e-03,9.9830076976366589e-01,1.5969031500517317e+00,1.5969031500517319e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,1.2534762382368614e-02
8.6393797973719322e-02,5.5000000000000007e-02,1.8648117535293627e-03,9.9813518824647063e-01,1.5958552535894486e+00,1.5958552535894486e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,1.3582658844651707e-02
9.0320788790706555e-02,5.7500000000000002e-02,2.0380751315498559e-03,9.9796192486845015e-01,1.5947745126545154e+00,1.5947745126545154e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,1.4663399779584863e-02
9.4247779607693802e-02,6.0000000000000005e-02,2.2190176984599940e-03,9.9778098230154000e-01,1.5936616278559650e+00,1.5936616278559650e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,1.5776284578135291e-02
9.8174770424681049e-02,6.2500000000000014e-02,2.4076366639015569e-03,9.9759236333609835e-01,1.5925172710121862e+00,1.5925172710121864e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,1.6920641421914073e-02
1.0210176124166828e-01,6.5000000000000002e-02,2.6039291191367652e-03,9.9739607088086324e-01,1.5913420875279105e+00,1.5913420875279105e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,1.8095824906189772e-02
1.0602875205865553e-01,6.7500000000000004e-02,2.8078920370931352e-03,9.9719210796290692e-01,1.5901366984902758e+00,1.5901366984902758e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,1.9301213943824447e-02
1.0995574287564278e-01,7.0000000000000007e-02,3.0195222724101567e-03,9.9698047772758991e-01,1.5889017025264880e+00,1.5889017025264882e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,2.0536209907612291e-02
1.1388273369263001e-01,7.2500000000000009e-02,3.2388165614878010e-03,9.9676118343851217e-01,1.5876376774578402e+00,1.5876376774578405e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,2.1800234976260047e-02
1.1780972450961726e-01,7.5000000000000011e-02,3.4657715225368522e-03,9.9653422847746320e-01,1.5863451817787442e+00,1.5863451817787442e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,2.3092730655356108e-02
1.2173671532660449e-01,7.7499999999999999e-02,3.7003836556310532e-03,9.9629961634436892e-01,1.5850247559845567e+00,1.5850247559845565e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,2.4413156449543560e-02
1.2566370614359174e-01,8.0000000000000002e-02,3.9426493427610863e-03,9.9605735065723899e-01,1.5836769237680817e+00,1.5836769237680819e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,2.5760988666018614e-02
1.2959069696057898e-01,8.2500000000000004e-02,4.1925648478903519e-03,9.9580743515210957e-01,1.5823021931014589e+00,1.5823021931014587e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,2.7135719332641361e-02
1.3351768777756623e-01,8.5000000000000020e-02,4.4501263170126058e-03,9.9554987368298753e-01,1.5809010572175834e+00,1.5809010572175834e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,2.8536855216516832e-02
1.3744467859455345e-01,8.7499999999999994e-02,4.7153297782113746e-03,9.9528467022178857e-01,1.5794739955030743e+00,1.5794739955030743e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,2.9963916931025958e-02
1.4137166941154070e-01,8.9999999999999997e-02,4.9881711417212159e-03,9.9501182885827877e-01,1.5780214743130798e+00,1.5780214743130798e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,3.1416438121020462e-02
1.4529866022852794e-01,9.2500000000000013e-02,5.2686461999907810e-03,9.9473135380000932e-01,1.5765439477167380e+00,1.5765439477167378e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,3.2893964717362278e-02
1.4922565104551519e-01,9.5000000000000015e-02,5.5567506277477080e-03,9.9444324937225237e-01,1.5750418581809165e+00,1.5750418581809165e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,3.4396054253183816e-02
1.5315264186250244e-01,9.7500000000000017e-02,5.8524799820653213e-03,9.9414752001793461e-01,1.5735156371988297e+00,1.5735156371988297e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,3.5922275235270584e-02
1.5707963267948966e-01,1.0000000000000001e-01,6.1558297024311356e-03,9.9384417029756889e-01,1.5719657058692726e+00,1.5719657058692729e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,3.7472206564827637e-02
1.6100662349647690e-01,1.0250000000000001e-01,6.4667951108172113e-03,9.9353320488918273e-01,1.5703924754314844e+00,1.5703924754314844e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,3.9045437002615868e-02
1.6493361431346415e-01,1.0500000000000001e-01,6.7853714117522617e-03,9.9321462858824772e-01,1.5687963477600388e+00,1.5687963477600388e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,4.0641564674061437e-02
1.6886060513045140e-01,1.0750000000000001e-01,7.1115536923956274e-03,9.9288844630760442e-01,1.5671777158236189e+00,1.5671777158236189e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,4.2260196610481415e-02
1.7278759594743864e-01,1.1000000000000001e-01,7.4453369226130418e-03,9.9255466307738693e-01,1.5655369641110888e+00,1.5655369641110888e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,4.3900948323011502e-02
1.7671458676442589e-01,1.1250000000000002e-01,7.7867159550541829e-03,9.9221328404494580e-01,1.5638744690278747e+00,1.5638744690278745e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,4.5563443406225534e-02
1.8064157758141311e-01,1.1500000000000000e-01,8.1356855252320507e-03,9.9186431447476797e-01,1.5621905992653324e+00,1.5621905992653327e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,4.7247313168767846e-02
1.8456856839840036e-01,1.1750000000000001e-01,8.4922402516042009e-03,9.9150775974839567e-01,1.5604857161454833e+00,1.5604857161454833e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,4.8952196288617023e-02
1.8849555921538760e-01,1.2000000000000001e-01,8.8563746356556602e-03,9.9114362536434442e-01,1.5587601739432433e+00,1.5587601739432433e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,5.0677738490856994e-02
1.9242255003237485e-01,1.2250000000000001e-01,9.2280830619837721e-03,9.9077191693801625e-01,1.5570143201880449e+00,1.5570143201880451e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,5.2423592246055417e-02
1.9634954084936210e-01,1.2500000000000003e-01,9.6073597983847760e-03,9.9039264020161522e-01,1.5552484959465604e+00,1.5552484959465604e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,5.4189416487539832e-02
2.0027653166634932e-01,1.2750000000000000e-01,9.9941989959422134e-03,9.9000580100405788e-01,1.5534630360880533e+00,1.5534630360880530e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,5.5974876346047031e-02
2.0420352248333656e-01,1.3000000000000000e-01,1.0388594689117110e-02,9.8961140531088287e-01,1.5516582695337413e+00,1.5516582695337413e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,5.7779642900358974e-02
2.0813051330032381e-01,1.3250000000000001e-01,1.0790540795839989e-02,9.8920945920416004e-01,1.5498345194914191e+00,1.5498345194914191e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,5.9603392942681133e-02
2.1205750411731106e-01,1.3500000000000001e-01,1.1200031117604656e-02,9.8879996888239541e-01,1.5479921036764623e+00,1.5479921036764623e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.1445808757637943e-02
2.1598449493429830e-01,1.3750000000000001e-01,1.1617059339563786e-02,9.8838294066043630e-01,1.5461313345202383e+00,1.5461313345202381e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.3306577913861961e-02
2.1991148575128555e-01,1.4000000000000001e-01,1.2041619030626300e-02,9.8795838096937372e-01,1.5442525193668515e+00,1.5442525193668515e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.5185393067248798e-02
2.2383847656827277e-01,1.4250000000000002e-01,1.2473703643556567e-02,9.8752629635644340e-01,1.5423559606590656e+00,1.5423559606590658e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.7081951775034732e-02
2.2776546738526002e-01,1.4500000000000002e-01,1.2913306515075332e-02,9.8708669348492473e-01,1.5404419561141722e+00,1.5404419561141722e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.8995956319928053e-02
2.3169245820224726e-01,1.4750000000000002e-01,1.3360420865962513e-02,9.8663957913403744e-01,1.5385107988905089e+00,1.5385107988905089e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,7.0927113543591380e-02
2.3561944901923451e-01,1.5000000000000002e-01,1.3815039801161697e-02,9.8618496019883839e-01,1.5365627777452679e+00,1.5365627777452677e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,7.2875134688832333e-02
2.3954643983622176e-01,1.5250000000000002e-01,1.4277156309886531e-02,9.8572284369011354e-01,1.5345981771841837e+00,1.5345981771841837e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,7.4839735249916606e-02
2.4347343065320898e-01,1.5500000000000000e-01,1.4746763265728770e-02,9.8525323673427123e-01,1.5326172776036389e+00,1.5326172776036389e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,7.6820634830461421e-02
2.4740042147019622e-01,1.5750000000000000e-01,1.5223853426768236e-02,9.8477614657323187e-01,1.5306203554256832e+00,1.5306203554256830e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,7.8817557008417083e-02
2.5132741228718347e-01,1.6000000000000000e-01,1.5708419435684441e-02,9.8429158056431554e-01,1.5286076832264217e+00,1.5286076832264217e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,8.0830229207678572e-02
2.5525440310417069e-01,1.6250000000000001e-01,1.6200453819870106e-02,9.8379954618012988e-01,1.5265795298581928e+00,1.5265795298581928e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,8.2858382575907497e-02
2.5918139392115797e-01,1.6500000000000001e-01,1.6699948991546351e-02,9.8330005100845375e-01,1.5245361605659198e+00,1.5245361605659198e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,8.4901751868180497e-02
2.6310838473814518e-01,1.6750000000000001e-01,1.7206897247879712e-02,9.8279310275212017e-01,1.5224778370979977e+00,1.5224778370979979e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,8.6960075336102616e-02
2.6703537555513246e-01,1.7000000000000004e-01,1.7721290771100962e-02,9.8227870922889915e-01,1.5204048178120442e+00,1.5204048178120440e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,8.9033094622056108e-02
2.7096236637211968e-01,1.7250000000000001e-01,1.8243121628625628e-02,9.8175687837137438e-01,1.5183173577758171e+00,1.5183173577758171e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,9.1120554658283170e-02
2.7488935718910690e-01,1.7499999999999999e-01,1.8772381773176357e-02,9.8122761822682358e-01,1.5162157088635904e+00,1.5162157088635904e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,9.3222203570509921e-02
2.7881634800609417e-01,1.7750000000000002e-01,1.9309063042906999e-02,9.8069093695709286e-01,1.5141001198482429e+00,1.5141001198482429e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,9.5337792585857395e-02
2.8274333882308139e-01,1.7999999999999999e-01,1.9853157161528471e-02,9.8014684283847142e-01,1.5119708364893085e+00,1.5119708364893085e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,9.7467075944791759e-02
2.8667032964006867e-01,1.8250000000000002e-01,2.0404655738436379e-02,9.7959534426156369e-01,1.5098281016172164e+00,1.5098281016172164e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,9.9609810816883915e-02
2.9059732045705589e-01,1.8500000000000003e-01,2.0963550268840413e-02,9.7903644973115966e-01,1.5076721552139289e+00,1.5076721552139292e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,1.0176575722017134e-01
2.9452431127404310e-01,1.8750000000000000e-01,2.1529832133895557e-02,9.7847016786610430e-01,1.5055032344901793e+00,1.5055032344901793e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,1.0393467794392097e-01
2.9845130209103038e-01,1.9000000000000003e-01,2.2103492600834940e-02,9.7789650739916500e-01,1.5033215739594874e+00,1.5033215739594874e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,1.0611633847461288e-01
3.0237829290801760e-01,1.9250000000000000e-01,2.2684522823104469e-02,9.7731547717689549e-01,1.5011274055091295e+00,1.5011274055091297e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,1.0831050692497080e-01
3.0630528372500487e-01,1.9500000000000003e-01,2.3272913840499398e-02,9.7672708615950055e-01,1.4989209584682215e+00,1.4989209584682215e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,1.1051695396587879e-01
3.1023227454199209e-01,1.9750000000000001e-01,2.3868656579302296e-02,9.7613134342069774e-01,1.4967024596730647e+00,1.4967024596730647e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,1.1273545276103558e-01
3.1415926535897931e-01,2.0000000000000001e-01,2.4471741852423217e-02,9.7552825814757682e-01,1.4944721335298943e+00,1.4944721335298943e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,1.1496577890420601e-01
3.1808625617596659e-01,2.0250000000000001e-01,2.5082160359541181e-02,9.7491783964045875e-01,1.4922302020751645e+00,1.4922302020751645e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,1.1720771035893573e-01
3.2201324699295381e-01,2.0500000000000002e-01,2.5699902687247689e-02,9.7430009731275236e-01,1.4899768850334922e+00,1.4899768850334922e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,1.1946102740060804e-01
3.2594023780994108e-01,2.0750000000000002e-01,2.6324959309191848e-02,9.7367504069080801e-01,1.4877123998733732e+00,1.4877123998733732e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,1.2172551256072706e-01
3.2986722862692830e-01,2.1000000000000002e-01,2.6957320586227341e-02,9.7304267941377254e-01,1.4854369618607839e+00,1.4854369618607841e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,1.2400095057331639e-01
3.3379421944391557e-01,2.1250000000000002e-01,2.7596976766560991e-02,9.7240302323343897e-01,1.4831507841107665e+00,1.4831507841107667e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,1.2628712832333377e-01
3.3772121026090279e-01,2.1500000000000002e-01,2.8243917985903221e-02,9.7175608201409680e-01,1.4808540776370969e+00,1.4808540776370969e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,1.2858383479700342e-01
3.4164820107789001e-01,2.1750000000000000e-01,2.8898134267620092e-02,9.7110186573237978e-01,1.4785470514001238e+00,1.4785470514001238e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,1.3089086103397651e-01
3.4557519189487729e-01,2.2000000000000003e-01,2.9559615522887276e-02,9.7044038447711278e-01,1.4762299123528673e+00,1.4762299123528673e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,1.3320800008123301e-01
3.4950218271186451e-01,2.2250000000000000e-01,3.0228351550845484e-02,9.6977164844915453e-01,1.4739028654854516e+00,1.4739028654854516e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,1.3553504694864871e-01
3.5342917352885178e-01,2.2500000000000003e-01,3.0904332038757937e-02,9.6909566796124214e-01,1.4715661138679541e+00,1.4715661138679541e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,1.3787179856614618e-01
3.5735616434583900e-01,2.2750000000000001e-01,3.1587546562169271e-02,9.6841245343783067e-01,1.4692198586917395e+00,1.4692198586917395e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,1.4021805374236074e-01
3.6128315516282622e-01,2.3000000000000001e-01,3.2277984585066352e-02,9.6772201541493352e-01,1.4668642993093459e+00,1.4668642993093459e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,1.4257361312475436e-01
