tau,E_s_over_E0,E_a_over_E0,E_over_E0,z,virial_over_E0,virial_over_E,numerical_logZ_derivative,BKM_speed_squared,D_to_uniform,entropy_lower_bound,D_to_reference,cone_direct_over_E0,cone_closed_over_E0,cone_partition_part_over_E0,cone_radial_part_over_E0
-1.9199999999999999e+00,1.7194881076071939e-02,6.3022231968888837e-04,1.7825103395760825e-02,3.5355885780655169e-02,3.6280429111210537e-02,2.0353558857806551e+00,2.0353558857807799e+00,3.4105847121320435e-02,3.7226819680802337e-01,3.7226819680802320e-01,1.1926421139605026e-01,9.1251647271071490e-01,9.1251647271071490e-01,2.1258968995484726e-03,9.1039057581116645e-01
-1.9100000000000001e+00,1.7542240715409288e-02,6.4941544672211728e-04,1.8191656162131406e-02,3.5698533488884347e-02,3.7032727770984930e-02,2.0356985334888842e+00,2.0356985334884690e+00,3.4424148195627349e-02,3.7127595020356197e-01,3.7127595020356213e-01,1.1860804368729762e-01,9.1107583379528734e-01,9.1107583379528734e-01,2.1576767488223785e-03,9.0891815704646495e-01
-1.8999999999999999e+00,1.7896617484932480e-02,6.6919309149425510e-04,1.8565810576426735e-02,3.6044377849246120e-02,3.7800814244347725e-02,2.0360443778492461e+00,2.0360443778489890e+00,3.4745180674706895e-02,3.7027790510670916e-01,3.7027790510670905e-01,1.1794921285607669e-01,9.0961264235931261e-01,9.0961264235931261e-01,2.1898227435245567e-03,9.0742281961578808e-01
-1.8900000000000001e+00,1.8258153140074375e-02,6.8957305522062535e-04,1.8947726195295000e-02,3.6393446269656168e-02,3.8585025445810620e-02,2.0363934462696558e+00,2.0363934462696021e+00,3.5068963338273820e-02,3.6927404663017738e-01,3.6927404663017749e-01,1.1728773089758586e-01,9.0812657571212285e-01,9.0812657571212296e-01,2.2223358111148985e-03,9.0590423990100799e-01
-1.8799999999999999e+00,1.8626992299917607e-02,7.1057368124427241e-04,1.9337565981161882e-02,3.6745766346007222e-02,3.9385705643568025e-02,2.0367457663460065e+00,2.0367457663453457e+00,3.5395515001651862e-02,3.6826436017020825e-01,3.6826436017020842e-01,1.1662361027492518e-01,9.0661730740893021e-01,9.0661730740893021e-01,2.2552167586526745e-03,9.0436209065027751e-01
-1.8700000000000001e+00,1.9003282505043996e-02,7.3221387154620110e-04,1.9735496376590195e-02,3.7101365862514453e-02,4.0203206624726595e-02,2.0371013658625148e+00,2.0371013658627333e+00,3.5724854513650303e-02,3.6724883141310366e-01,3.6724883141310366e-01,1.1595686392596760e-01,9.0508450723517109e-01,9.0508450723517109e-01,2.2884662678516960e-03,9.0279604096731936e-01
-1.8599999999999999e+00,1.9387174276552899e-02,7.5451310375844113e-04,2.0141687380311343e-02,3.7460272792039437e-02,4.1037887864381117e-02,2.0374602727920390e+00,2.0374602727917246e+00,3.6057000754385428e-02,3.6622744634183513e-01,3.6622744634183546e-01,1.1528750527028597e-01,9.0352784119193985e-01,9.0352784119193974e-01,2.3220848900100963e-03,9.0120575630192967e-01
-1.8500000000000001e+00,1.9778821176271510e-02,7.7749144869522545e-04,2.0556312624966735e-02,3.7822515296392252e-02,4.1890116698628695e-02,2.0378225152963920e+00,2.0378225152962726e+00,3.6391972633046429e-02,3.6520019124273728e-01,3.6520019124273734e-01,1.1461554821614151e-01,9.0194697148257019e-01,9.0194697148257019e-01,2.3560730408129530e-03,8.9959089844175721e-01
-1.8399999999999999e+00,2.0178379868181780e-02,8.0116958841808413e-04,2.0979549456599862e-02,3.8188121726610666e-02,4.2760268501617807e-02,2.0381881217266105e+00,2.0381881217263662e+00,3.6729789085604231e-02,3.6416705271227123e-01,3.6416705271227146e-01,1.1394100716752292e-01,9.0034155650042336e-01,9.0034155650042336e-01,2.3904309950058466e-03,8.9795112550541756e-01
-1.8300000000000001e+00,2.0586010181087952e-02,8.2556883485108718e-04,2.1411579015939042e-02,3.8557120623216236e-02,4.3648726866729159e-02,2.0385571206232158e+00,2.0385571206227304e+00,3.7070469072462989e-02,3.6312801766387737e-01,3.6312801766387764e-01,1.1326389703124862e-01,8.9871125081794656e-01,8.9871125081794656e-01,2.4251588809377630e-03,8.9628609193700881e-01
