tau,E_s_over_E0,E_a_over_E0,E_over_E0,z,virial_over_E0,virial_over_E,numerical_logZ_derivative,BKM_speed_squared,D_to_uniform,entropy_lower_bound,D_to_reference,cone_direct_over_E0,cone_closed_over_E0,cone_partition_part_over_E0,cone_radial_part_over_E0
-1.1499999999999999e+00,8.0207074978242990e-02,6.3491272756135905e-03,8.6556202253856587e-02,7.3352655387912413e-02,1.7946153178332677e-01,2.0733526553879127e+00,2.0733526553876613e+00,6.7972043335454577e-02,2.7834142755835162e-01,2.7834142755835167e-01,6.2605785297123406e-02,7.0706303619531763e-01,7.0706303619531763e-01,5.4189190144393346e-03,7.0164411718087827e-01
-1.1399999999999999e+00,8.1827365372429975e-02,6.5424869878039638e-03,8.8369852360233939e-02,7.4035282543349082e-02,1.8328219170827184e-01,2.0740352825433490e+00,2.0740352825431296e+00,6.8554059482075547e-02,2.7689028363255752e-01,2.7689028363255730e-01,6.1824182054281702e-02,7.0268844909233619e-01,7.0268844909233619e-01,5.4633938404290983e-03,6.9722505525190703e-01
-1.1299999999999999e+00,8.3480387803812034e-02,6.7417353799144840e-03,9.0222123183726521e-02,7.4723750029532660e-02,1.8718598174736750e-01,2.0747237500295324e+00,2.0747237500289653e+00,6.9140111211056579e-02,2.7543360886930562e-01,2.7543360886930568e-01,6.1042776341226207e-02,6.9825771744174825e-01,6.9825771744174825e-01,5.5074088865347780e-03,6.9275030855521347e-01
-1.1199999999999999e+00,8.5166803503402277e-02,6.9470517889477154e-03,9.2113855292350000e-02,7.5418098253506316e-02,1.9117476237364772e-01,2.0754180982535062e+00,2.0754180982533268e+00,6.9730208709330790e-02,2.7397143498496301e-01,2.7397143498496307e-01,6.0261639506733501e-02,6.9377041084916458e-01,6.9377041084916458e-01,5.5509319412030116e-03,6.8821947890796165e-01
-1.1099999999999999e+00,8.6887287059966414e-02,7.1586210135310639e-03,9.4045908073497483e-02,7.6118367722459071e-02,1.9525043716052601e-01,2.0761183677224588e+00,2.0761183677220720e+00,7.0324361817727568e-02,2.7250379469821528e-01,2.7250379469821556e-01,5.9480844000125821e-02,6.8922610667831874e-01,6.8922610667831874e-01,5.5939299869698774e-03,6.8363217669134868e-01
-1.0999999999999999e+00,8.8642526689867135e-02,7.3766334802480033e-03,9.6019160170115136e-02,7.6824599040222555e-02,1.9941495382047830e-01,2.0768245990402230e+00,2.0768245990402390e+00,7.0922580022531587e-02,2.7103072174138176e-01,2.7103072174138182e-01,5.8700463379147833e-02,6.8462439062735880e-01,6.8462439062735880e-01,5.6363691952623736e-03,6.7898802143209647e-01
-1.0900000000000001e+00,9.0433224512359883e-02,7.6012854150348599e-03,9.8034509927394736e-02,7.7536832903683017e-02,2.0367030526982433e-01,2.0775368329036827e+00,2.0775368329034594e+00,7.1524872446949356e-02,2.6955225087172718e-01,2.6955225087172752e-01,5.7920572317760849e-02,6.7996485732849676e-01,6.7996485732849676e-01,5.6782149218859105e-03,6.7428664240661074e-01
-1.0800000000000001e+00,9.2260096830450014e-02,7.8327790197974135e-03,1.0009287585024744e-01,7.8255110099107517e-02,2.0801853072029228e-01,2.0782551100991076e+00,2.0782551100986257e+00,7.2131247842484078e-02,2.6806841788277519e-01,2.6806841788277536e-01,5.7141246613852226e-02,6.7524711097183687e-01,6.7524711097183687e-01,5.7194317032486829e-03,6.6952767926858825e-01
-1.0700000000000001e+00,9.4123874417423356e-02,8.0713226544062294e-03,1.0219519707182959e-01,7.8979471498383302e-02,2.1246171679806539e-01,2.0789794714983834e+00,2.0789794714980068e+00,7.2741714580219358e-02,2.6657925961561335e-01,2.6657925961561335e-01,5.6362563196852698e-02,6.7047076595424038e-01,6.7047076595424038e-01,5.7599832533758106e-03,6.6471078270086459e-01
-1.0600000000000001e+00,9.6025302809165380e-02,8.3171310242346318e-03,1.0434243383340000e-01,7.9709958055169686e-02,2.1700199869103465e-01,2.0797099580551697e+00,2.0797099580548428e+00,7.3356280642012772e-02,2.6508481397019090e-01,2.6508481397019085e-01,5.5584600135258122e-02,6.6563544755410320e-01,6.6563544755410331e-01,5.7998324617691676e-03,6.5983561509233413e-01
-1.0500000000000000e+00,9.7965142602385508e-02,8.5704253734080332e-03,1.0653556797579353e-01,8.0446610800961438e-02,2.2164156132499513e-01,2.0804466108009620e+00,2.0804466108008679e+00,7.3974953611600072e-02,2.6358511991660372e-01,2.6358511991660372e-01,5.4807436644054831e-02,6.6074079263296159e-01,6.6074079263296159e-01,5.8389413921717008e-03,6.5490185124078992e-01
-1.0400000000000000e+00,9.9944169758865914e-02,8.8314336839385721e-03,1.0877560344280449e-01,8.1189470841062678e-02,2.2638264056954754e-01,2.0811894708410628e+00,2.0811894708404242e+00,7.4597740665610909e-02,2.6208021750636434e-01,2.6208021750636423e-01,5.4031153092040290e-02,6.5578645036486605e-01,6.5578645036486605e-01,5.8772712822972341e-03,6.4990917908256884e-01
-1.0300000000000000e+00,1.0196317591585659e-01,9.1003908809243143e-03,1.1106356679678091e-01,8.1938579350470511e-02,2.3122752447448611e-01,2.0819385793504703e+00,2.0819385793502398e+00,7.5224648564497149e-02,2.6057014788365129e-01,2.6057014788365140e-01,5.3255831009034499e-02,6.5077208299449829e-01,6.5077208299449840e-01,5.9147825445899794e-03,6.4485730044990841e-01
-1.0200000000000000e+00,1.0402296870274072e-01,9.3775390439976986e-03,1.1340050774673840e-01,8.2693977569667565e-02,2.3617855453747455e-01,2.0826939775696678e+00,2.0826939775693645e+00,7.5855683643374888e-02,2.5905495329653783e-01,2.5905495329653805e-01,5.2481553092982601e-02,6.4569736662503763e-01,6.4569736662503752e-01,5.9514347680816367e-03,6.3974593185695594e-01
-1.0100000000000000e+00,1.0612437206409736e-01,9.6631276252135551e-03,1.1578749968931090e-01,8.3455706800322424e-02,2.4123812700383540e-01,2.0834557068003230e+00,2.0834557067997972e+00,7.6490851802781035e-02,2.5753467710819022e-01,2.5753467710819000e-01,5.1708403216935164e-02,6.4056199203681541e-01,6.4056199203681530e-01,5.9871867214156436e-03,6.3457480531539967e-01
-1.0000000000000000e+00,1.0826822658929017e-01,9.9574136735727896e-03,1.1822564026286295e-01,8.4223808400897396e-02,2.4640869419929873e-01,2.0842238084008979e+00,2.0842238084005649e+00,7.7130158499346319e-02,2.5600936380803829e-01,2.5600936380803829e-01,5.0936466435912243e-02,6.3536566553783835e-01,6.3536566553783835e-01,6.0219963571135540e-03,6.2934366918072482e-01
-9.8999999999999999e-01,1.1045538984871425e-01,1.0260662066383828e-02,1.2071605191509807e-01,8.4998323782162363e-02,2.5169276589658002e-01,2.0849983237821625e+00,2.0849983237823575e+00,7.7773608736385058e-02,2.5447905902291212e-01,2.5447905902291212e-01,5.0165828993638334e-02,6.3010810984728771e-01,6.3010810984728771e-01,6.0558208171599768e-03,6.2405228903012777e-01
-9.7999999999999998e-01,1.1268673673683599e-01,1.0573145747670074e-02,1.2325988248450606e-01,8.5779294402614198e-02,2.5709291071668222e-01,2.0857792944026143e+00,2.0857792944027898e+00,7.8421207054403835e-02,2.5294380952813744e-01,2.5294380952813716e-01,4.9396578329145471e-02,6.2478906501314535e-01,6.2478906501314535e-01,6.0886164399871698e-03,6.1870044857315820e-01
-9.6999999999999997e-01,1.1496315982216235e-01,1.0895145973837972e-02,1.2585830579600032e-01,8.6566761763800987e-02,2.6261175756583860e-01,2.0865667617638008e+00,2.0865667617639603e+00,7.9072957521530318e-02,2.5140366325858943e-01,2.5140366325858965e-01,4.8628803083241572e-02,6.1940828936513626e-01,6.1940828936513626e-01,6.1203387689441014e-03,6.1328795059619212e-01
-9.5999999999999996e-01,1.1728556970428011e-01,1.1226952566826745e-02,1.2851252227110685e-01,8.7360767405550127e-02,2.6825199710904046e-01,2.0873607674055501e+00,2.0873607674052699e+00,7.9728863723863494e-02,2.4985866931970255e-01,2.4985866931970235e-01,4.7862593104838508e-02,6.1396556050421436e-01,6.1396556050421436e-01,6.1509425623384835e-03,6.0781461794187586e-01
-9.4999999999999996e-01,1.1965489537810806e-01,1.1568864174967698e-02,1.3122375955307577e-01,8.8161352901099180e-02,2.7401638328111916e-01,2.0881613529010985e+00,2.0881613529009448e+00,8.0388928755747033e-02,2.4830887799842283e-01,2.4830887799842319e-01,4.7098039457130390e-02,6.0846067632986101e-01,6.0846067632986101e-01,6.1803818051437542e-03,6.0228029452471721e-01
-9.3999999999999995e-01,1.2207208460550711e-01,1.1921188541787874e-02,1.3399327314729498e-01,8.8968559852129689e-02,2.7990773483637787e-01,2.0889685598521299e+00,2.0889685598521148e+00,8.1053155209967712e-02,2.4675434077411440e-01,2.4675434077411437e-01,4.6335234423626893e-02,6.0289345610650980e-01,6.0289345610650980e-01,6.2086097224689834e-03,5.9668484638404085e-01
-9.2999999999999994e-01,1.2453810429439785e-01,1.2284242783000027e-02,1.3682234707739788e-01,8.9782429883702095e-02,2.8592893693779581e-01,2.0897824298837024e+00,2.0897824298835208e+00,8.1721545167880216e-02,2.4519511032939442e-01,2.4519511032939451e-01,4.5574271514022748e-02,5.9726374157045203e-01,5.9726374157045203e-01,6.2355787948911879e-03,5.9102816277556092e-01
-9.1999999999999993e-01,1.2705394088553656e-01,1.2658353671928147e-02,1.3971229455746470e-01,9.0603004639091891e-02,2.9208294278685754e-01,2.0906030046390920e+00,2.0906030046390542e+00,8.2394100189460584e-02,2.4363124056091479e-01,2.4363124056091465e-01,4.4815245469912404e-02,5.9157139807862635e-01,5.9157139807862635e-01,6.2612407757574873e-03,5.8531015730286895e-01
-9.0999999999999992e-01,1.2962060074710463e-01,1.3043857933625511e-02,1.4266445868073013e-01,9.1430325774525659e-02,2.9837277529508577e-01,2.0914303257745255e+00,2.0914303257744682e+00,8.3070821303289757e-02,2.4206278659006719e-01,2.4206278659006697e-01,4.4058252270333081e-02,5.8581631580074189e-01,5.8581631580074189e-01,6.2855467105661185e-03,5.7953076909017576e-01
-8.9999999999999991e-01,1.3223911057726925e-01,1.3441102547949958e-02,1.4568021312521920e-01,9.2264434953816823e-02,3.0480152879838834e-01,2.0922644349538166e+00,2.0922644349538979e+00,8.3751708996469720e-02,2.4048980477361820e-01,2.4048980477361825e-01,4.3303389137138583e-02,5.7999841095623128e-01,5.7999841095623128e-01,6.3084469585426503e-03,5.7368996399768868e-01
-8.8999999999999990e-01,1.3491051781487645e-01,1.3850445061869200e-02,1.4876096287674567e-01,9.3105373842900171e-02,3.1137237081536051e-01,2.0931053738428997e+00,2.0931053738430703e+00,8.4436763204473977e-02,2.3891235271426542e-01,2.3891235271426572e-01,4.2550754540193830e-02,5.7411762709758352e-01,5.7411762709758352e-01,6.3298912165312918e-03,5.6778773588105214e-01
-8.7999999999999989e-01,1.3763589105844046e-01,1.4272253911277217e-02,1.5190814496971769e-01,9.3953184104264703e-02,3.1808854385071256e-01,2.0939531841042642e+00,2.0939531841042505e+00,8.5125983300934849e-02,2.3733048927110903e-01,2.3733048927110928e-01,4.1800448202387319e-02,5.6817393644165526e-01,5.6817393644165526e-01,6.3498285453274282e-03,5.6182410789632786e-01
-8.6999999999999988e-01,1.4041632049359754e-01,1.4706908752611426e-02,1.5512322924620897e-01,9.4807907391283530e-02,3.2495336724502932e-01,2.0948079073912833e+00,2.0948079073910089e+00,8.5819368087369341e-02,2.3574427457003577e-01,2.3574427457003611e-01,4.1052571104452575e-02,5.6216734125061552e-01,5.6216734125061563e-01,6.3682073985822912e-03,5.5579913385203317e-01
-8.5999999999999988e-01,1.4325291832919462e-01,1.5154800804569102e-02,1.5840771913376372e-01,9.5669585342441438e-02,3.3197023907209655e-01,2.0956695853424416e+00,2.0956695853423337e+00,8.6516915782846759e-02,2.3415377001401128e-01,2.3415377001401153e-01,4.0307225489598808e-02,5.5609787526423327e-01,5.5609787526423327e-01,6.3849756544176496e-03,5.4971289960981562e-01
-8.4999999999999987e-01,1.4614681924218775e-01,1.5616333200230634e-02,1.6176315244241840e-01,9.6538259575458391e-02,3.3914263808506739e-01,2.0965382595754583e+00,2.0965382595755275e+00,8.7218624013599810e-02,2.3255903829327018e-01,2.3255903829327049e-01,3.9564514867938279e-02,5.4996560518527438e-01,5.4996560518527438e-01,6.4000806498926291e-03,5.4356552453538165e-01
-8.3999999999999986e-01,1.4909918083152801e-01,1.6091921349906495e-02,1.6519110218143451e-01,9.7413971681309067e-02,3.4647412571277547e-01,2.0974139716813087e+00,2.0974139716812279e+00,8.7924489802582190e-02,2.3096014339540705e-01,2.3096014339540719e-01,3.8824544020710089e-02,5.4377063221983413e-01,5.4377063221983413e-01,6.4134692184727223e-03,5.3735716300136138e-01
-8.3000000000000007e-01,1.5211118408121641e-01,1.6581993315034533e-02,1.6869317739625092e-01,9.8296763218137448e-02,3.5396834810753641e-01,2.0982967632181375e+00,2.0982967632180993e+00,8.8634509558974867e-02,2.2935715061535500e-01,2.2935715061535497e-01,3.8087419004290413e-02,5.3751309367449385e-01,5.3751309367449385e-01,6.4250877306561011e-03,5.3108800594383776e-01
-8.2000000000000006e-01,1.5518403383271351e-01,1.7086990193464248e-02,1.7227102402617778e-01,9.9186675705066688e-02,3.6162903824581971e-01,2.0991866757050661e+00,2.0991866757049671e+00,8.9348679067644626e-02,2.2775012656525073e-01,2.2775012656525084e-01,3.7353247153986774e-02,5.3119316461224997e-01,5.3119316461225008e-01,6.4348821379202120e-03,5.2475828247432976e-01
-8.1000000000000005e-01,1.5831895926689171e-01,1.7607366516474512e-02,1.7592632578336620e-01,1.0008375061590290e-01,3.6946001808320694e-01,2.1000837506159029e+00,2.1000837506156924e+00,9.0066993478556651e-02,2.2613913918418271e-01,2.2613913918418246e-01,3.6622137087609759e-02,5.2481105956923613e-01,5.2481105956923613e-01,6.4427980201579322e-03,5.1836826154907834e-01
-8.0000000000000004e-01,1.6151721439572431e-01,1.8143590657882496e-02,1.7966080505360682e-01,1.0098802937273296e-01,3.7746520076509604e-01,2.1009880293727323e+00,2.1009880293725489e+00,9.0789447296144979e-02,2.2452425774780754e-01,2.2452425774780757e-01,3.5894198708810651e-02,5.1836703433431630e-01,5.1836703433431630e-01,6.4487806367790560e-03,5.1191825369753718e-01
-7.9000000000000004e-01,1.6478007856390675e-01,1.8696145255611692e-02,1.8347622381951845e-01,1.0189955333941624e-01,3.8564859289464859e-01,2.1018995533394165e+00,2.1018995533393925e+00,9.1516034368643695e-02,2.2290555287784325e-01,2.2290555287784344e-01,3.5169543210190578e-02,5.1186138779370915e-01,5.1186138779370915e-01,6.4527749816631515e-03,5.0540861281204597e-01
-7.8000000000000003e-01,1.6810885696061179e-01,1.9265527646098610e-02,1.8737438460671041e-01,1.0281836381496863e-01,3.9401429685951939e-01,2.1028183638149684e+00,2.1028183638150213e+00,9.2246747877381380e-02,2.2128309655141948e-01,2.2128309655141964e-01,3.4448283076162288e-02,5.0529446384286447e-01,5.0529446384286447e-01,6.4547258421536659e-03,4.9883973800071080e-01
-7.7000000000000002e-01,1.7150488114158235e-01,1.9852250311929134e-02,1.9135713145351146e-01,1.0374450202684013e-01,4.0256651321895209e-01,2.1037445020268404e+00,2.1037445020267351e+00,9.2981580326043090e-02,2.1965696211028857e-01,2.1965696211028851e-01,3.3730532085566874e-02,4.9866665336789540e-01,4.9866665336789540e-01,6.4545778622947065e-03,4.9221207550560075e-01
-7.6000000000000001e-01,1.7496950956177179e-01,2.0456841343107490e-02,1.9542635090487928e-01,1.0467800912408448e-01,4.1130954315286605e-01,2.1046780091240844e+00,2.1046780091242092e+00,9.3720523529902566e-02,2.1802722426988663e-01,2.1802722426988669e-01,3.3016405314036178e-02,4.9197839629894247e-01,4.9197839629894247e-01,6.4522756105185554e-03,4.8552612068842393e-01
-7.5000000000000000e-01,1.7850412811874386e-01,2.1079844912372869e-02,1.9958397303111672e-01,1.0561892617042128e-01,4.2024779097460635e-01,2.1056189261704215e+00,2.1056189261705973e+00,9.4463568605028386e-02,2.1639395912824141e-01,2.1639395912824155e-01,3.2306019136095536e-02,4.8523018373792859e-01,4.8523018373792848e-01,6.4477636520012321e-03,4.7878242008592731e-01
-7.3999999999999999e-01,1.8211015070705019e-01,2.1721821764991604e-02,2.0383197247204179e-01,1.0656729413718956e-01,4.2938576670907519e-01,2.1065672941371894e+00,2.1065672941371627e+00,9.5210705957467279e-02,2.1475724417471931e-01,2.1475724417471947e-01,3.1599491226999121e-02,4.7842256016324258e-01,4.7842256016324258e-01,6.4409866259122111e-03,4.7198157353733039e-01
-7.2999999999999998e-01,1.8578901978380705e-01,2.2383349723465777e-02,2.0817236950727283e-01,1.0752315389619360e-01,4.3872808873801145e-01,2.1075231538961936e+00,2.1075231538963402e+00,9.5961925272409071e-02,2.1311715829860611e-01,2.1311715829860622e-01,3.0896940564293741e-02,4.7155612571397887e-01,4.7155612571397887e-01,6.4318893277944033e-03,4.6512423638618439e-01
-7.1999999999999997e-01,1.8954220694569740e-01,2.3065024207612504e-02,2.1260723115330993e-01,1.0848654621244015e-01,4.4827948651423233e-01,2.1084865462124398e+00,2.1084865462125957e+00,9.6717215503336243e-02,2.1147378179751275e-01,2.1147378179751297e-01,3.0198487429101778e-02,4.6463153855644279e-01,4.6463153855644279e-01,6.4204167973193659e-03,4.5821112175912337e-01
-7.0999999999999996e-01,1.9337121351762915e-01,2.3767458770481933e-02,2.1713867228811107e-01,1.0945751173676706e-01,4.5804480334670405e-01,2.1094575117367671e+00,2.1094575117367640e+00,9.7476564861162560e-02,2.0982719638560662e-01,2.0982719638560648e-01,2.9504253407121345e-02,4.5764951733572901e-01,4.5764951733572912e-01,6.4065144116743061e-03,4.5124300292405484e-01
-6.9999999999999996e-01,1.9727757115328520e-01,2.4491285650596391e-02,2.2176885680388159e-01,1.1043609099836296e-01,4.6802899925835961e-01,2.1104360909983630e+00,2.1104360909984985e+00,9.8239960803364265e-02,2.0817748520165225e-01,2.0817748520165236e-01,2.8814361389330689e-02,4.5061084371526672e-01,4.5061084371526672e-01,6.3901279848457724e-03,4.4422071573042099e-01
-6.8999999999999995e-01,2.0126284244780523e-01,2.5237156341007757e-02,2.2649999878881300e-01,1.1142232439717893e-01,4.7823715391863375e-01,2.1114223243971790e+00,2.1114223243971866e+00,9.9007390023108752e-02,2.0652473281686454e-01,2.0652473281686468e-01,2.8128935572399025e-02,4.4351636500732983e-01,4.4351636500732972e-01,6.3712038730789778e-03,4.3714516113425073e-01
-6.7999999999999994e-01,2.0532862156284473e-01,2.6005742175685184e-02,2.3133436373852992e-01,1.1241625219623086e-01,4.8867446965274502e-01,2.1124162521962311e+00,2.1124162521962511e+00,9.9778838438384282e-02,2.0486902524256134e-01,2.0486902524256140e-01,2.7448101458787399e-02,4.3636699689760350e-01,4.3636699689760350e-01,6.3496890867991975e-03,4.3001730781080427e-01
-6.6999999999999993e-01,2.0947653486426085e-01,2.6797734933760999e-02,2.3627426979802182e-01,1.1341791451379341e-01,4.9934627452980468e-01,2.1134179145137937e+00,2.1134179145138043e+00,1.0055429118113525e-01,2.0321044993761023e-01,2.0321044993760998e-01,2.6771985856541058e-02,4.2916372626700905e-01,4.2916372626700905e-01,6.3255314092972061e-03,4.2283819485771190e-01
-6.5999999999999992e-01,2.1370824157268031e-01,2.7613847462178570e-02,2.4132208903485886e-01,1.1442735131548511e-01,5.1025802553189636e-01,2.1144273513154856e+00,2.1144273513155620e+00,1.0133373258640765e-01,2.0154909581566660e-01,2.0154909581566666e-01,2.6100716878763405e-02,4.2190761411408961e-01,4.2190761411408961e-01,6.2986795224905861e-03,4.1560893459159898e-01
-6.4999999999999991e-01,2.1802543442721012e-01,2.8454814317302724e-02,2.4648024874451285e-01,1.1544460240624528e-01,5.2141531180632839e-01,2.1154446024062450e+00,2.1154446024062024e+00,1.0211714618150922e-01,1.9988505325219219e-01,1.9988505325219200e-01,2.5434423942764559e-02,4.1459979858137364e-01,4.1459979858137375e-01,6.2690831400860018e-03,4.0833071544128774e-01
-6.3999999999999990e-01,2.2242984036255534e-01,2.9321392426070039e-02,2.5175123278862538e-01,1.1646970742220270e-01,5.3282385800332077e-01,2.1164697074222025e+00,2.1164697074223158e+00,1.0290451467518918e-01,1.9821841409124596e-01,1.9821841409124613e-01,2.4773237768878617e-02,4.0724149808924937e-01,4.0724149808924937e-01,6.2366931484809270e-03,4.0100480494076840e-01
-6.2999999999999989e-01,2.2692322119981634e-01,3.0214361767274180e-02,2.5713758296709049e-01,1.1750270582243567e-01,5.4448952770145520e-01,2.1175027058224356e+00,2.1175027058225049e+00,1.0369581994684181e-01,1.9654927165204861e-01,1.9654927165204858e-01,2.4117290378944001e-02,3.9983401458099277e-01,3.9983401458099277e-01,6.2014617557571263e-03,3.9363255282523568e-01
-6.1999999999999988e-01,2.3150737435124058e-01,3.1134526073599473e-02,2.6264190042484004e-01,1.1854363688062487e-01,5.5641832692327964e-01,2.1185436368806254e+00,2.1185436368807617e+00,1.0449104303573943e-01,1.9487772073530191e-01,1.9487772073530168e-01,2.3466715094437578e-02,3.9237873688272662e-01,3.9237873688272673e-01,6.1633426491313655e-03,3.8621539423359530e-01
-6.0999999999999988e-01,2.3618413353921142e-01,3.2082713555034566e-02,2.6826684709424597e-01,1.1959253967659839e-01,5.6861640774352651e-01,2.1195925396765984e+00,2.1195925396765660e+00,1.0529016413029962e-01,1.9320385762926670e-01,1.9320385762926667e-01,2.2821646534259152e-02,3.8487714418220298e-01,3.8487714418220298e-01,6.1222911612450288e-03,3.7875485302095790e-01
-5.9999999999999987e-01,2.4095536952976176e-01,3.3059777644317327e-02,2.7401514717407910e-01,1.2064945308776956e-01,5.8109007199247553e-01,2.1206494530877698e+00,2.1206494530878195e+00,1.0609316255739165e-01,1.9152778011558749e-01,1.9152778011558769e-01,2.2182220612157091e-02,3.7733080963043575e-01,3.7733080963043564e-01,6.0782644456881165e-03,3.7125254518474760e-01
-5.8999999999999986e-01,2.4582299088090506e-01,3.4066597765081905e-02,2.7988958864598695e-01,1.2171441578046834e-01,5.9384577505705582e-01,2.1217144157804686e+00,2.1217144157806844e+00,1.0690001677168762e-01,1.8984958747485495e-01,1.8984958747485503e-01,2.1548574533789583e-02,3.6974140407035017e-01,3.6974140407035017e-01,6.0312216621697563e-03,3.6371018240818054e-01
-5.8000000000000007e-01,2.5078894470608420e-01,3.5104080123399370e-02,2.8589302482948359e-01,1.2278746620116615e-01,6.0689012978236645e-01,2.1227874662011659e+00,2.1227874662010184e+00,1.0771070434506363e-01,1.8816938049190265e-01,1.8816938049190302e-01,2.0920846793414275e-02,3.6211069989674372e-01,3.6211069989674383e-01,5.9811241717634099e-03,3.5612957572498039e-01
-5.7000000000000006e-01,2.5585521745304307e-01,3.6173158523424412e-02,2.9202837597646747e-01,1.2386864256759540e-01,6.2022991047635934e-01,2.1238686425675954e+00,2.1238686425676758e+00,1.0852520195605669e-01,1.8648726146083061e-01,1.8648726146083075e-01,2.0299177170200858e-02,3.5444057505200766e-01,3.5444057505200766e-01,5.9279357426723417e-03,3.4851263930933518e-01
-5.6000000000000005e-01,2.6102383569843157e-01,3.7274795207881989e-02,2.9829863090631359e-01,1.2495798285976328e-01,6.3387205702050919e-01,2.1249579828597636e+00,2.1249579828597578e+00,1.0934348537938238e-01,1.8480333418974526e-01,1.8480333418974523e-01,1.9683706724157975e-02,3.4673301716220128e-01,3.4673301716220117e-01,5.8716227669777226e-03,3.4086139439522356e-01
-5.5000000000000004e-01,2.6629686695846366e-01,3.8409981724150818e-02,3.0470684868261444e-01,1.2605552481086180e-01,6.4782367908937988e-01,2.1260555248108624e+00,2.1260555248110435e+00,1.1016552947552000e-01,1.8311770400521160e-01,1.8311770400521180e-01,1.9074577791669465e-02,3.3899012781822657e-01,3.3899012781822657e-01,5.8121544888509857e-03,3.3317797332937582e-01
-5.4000000000000004e-01,2.7167642051595131e-01,3.9579739816722935e-02,3.1125616033267423e-01,1.2716130589807328e-01,6.6209206048207148e-01,2.1271613058980736e+00,2.1271613058980363e+00,1.1099130818036991e-01,1.8143047775641019e-01,1.8143047775641033e-01,1.8471933980632127e-02,3.3121412700700725e-01,3.3121412700700714e-01,5.7495032447302061e-03,3.2546462376227692e-01
-5.3000000000000003e-01,2.7716464826404597e-01,4.0785122346842687e-02,3.1794977061088869e-01,1.2827536333327341e-01,6.7668466356861989e-01,2.1282753633332727e+00,2.1282753633333207e+00,1.1182079449499011e-01,1.7974176381898799e-01,1.7974176381898857e-01,1.7875920165189643e-02,3.2340735769774265e-01,3.2340735769774276e-01,5.6836447159806062e-03,3.1772371298176205e-01
-5.2000000000000002e-01,2.8276374556702411e-01,4.2027214240152946e-02,3.2479095980717709e-01,1.2939773405363189e-01,6.9160913385450695e-01,2.1293977340536312e+00,2.1293977340535730e+00,1.1265396047541745e-01,1.7805167209860251e-01,1.7805167209860281e-01,1.7286682480055385e-02,3.1557229058847924e-01,3.1557229058847924e-01,5.6145581945791015e-03,3.0995773239390001e-01
-5.1000000000000001e-01,2.8847595213846267e-01,4.3307133463201419e-02,3.3178308560166403e-01,1.3052845471211150e-01,7.0687330466652964e-01,2.1305284547121119e+00,2.1305284547119738e+00,1.1349077722257976e-01,1.7636031403414137e-01,1.7636031403414135e-01,1.6704368314415848e-02,3.0771152901840593e-01,3.0771152901840582e-01,5.5422268623835577e-03,3.0216930215602245e-01
-5.0000000000000000e-01,2.9430355293715388e-01,4.4626032029685965e-02,3.3892958496683984e-01,1.3166756166786703e-01,7.2248520196336574e-01,2.1316675616678675e+00,2.1316675616678640e+00,1.1433121487230545e-01,1.7466780260062198e-01,1.7466780260062192e-01,1.6129126305410593e-02,2.9982781405147729e-01,2.9982781405147729e-01,5.4666380845705513e-03,2.9436117596690692e-01
-4.8999999999999977e-01,3.0024887908111975e-01,4.5985097037344803e-02,3.4623397611846451e-01,1.3281509097654509e-01,7.3845304927427380e-01,2.1328150909765449e+00,2.1328150909764587e+00,1.1517524258543714e-01,1.7297425231175534e-01,1.7297425231175528e-01,1.5561106331183669e-02,2.9192402973714149e-01,2.9192402973714149e-01,5.3877837178479332e-03,2.8653624601929351e-01
-4.7999999999999998e-01,3.0631430878008964e-01,4.7385551736424357e-02,3.5369986051651398e-01,1.3397107838048458e-01,7.5478527276945229e-01,2.1339710783804846e+00,2.1339710783803700e+00,1.1602282853805464e-01,1.7127977922216858e-01,1.7127977922216850e-01,1.5000459503493744e-02,2.8400320855414884e-01,2.8400320855414896e-01,5.3056604340693536e-03,2.7869754812007952e-01
-4.6999999999999975e-01,3.1250226828681704e-01,4.8828656630687452e-02,3.6133092491750451e-01,1.3513555929882151e-01,7.7149050646569650e-01,2.1351355592988215e+00,2.1351355592989507e+00,1.1687393991181622e-01,1.6958450092927924e-01,1.6958450092927915e-01,1.4447338159883166e-02,2.7606853704361833e-01,2.7606853704361833e-01,5.2202700599065423e-03,2.7084826698371178e-01
-4.5999999999999996e-01,3.1881523286761138e-01,5.0315710611951309e-02,3.6913094347956266e-01,1.3630856881749631e-01,7.8857759757107670e-01,2.1363085688174968e+00,2.1363085688175056e+00,1.1772854288442218e-01,1.6788853657481412e-01,1.6788853657481426e-01,1.3901895855395734e-02,2.6812336163774209e-01,2.6812336163774209e-01,5.1316199332568490e-03,2.6299174170448536e-01
-4.5000000000000018e-01,3.2525572779247913e-01,5.1848052129178285e-02,3.7710377992165744e-01,1.3749014167916751e-01,8.0605561197249309e-01,2.1374901416791672e+00,2.1374901416791139e+00,1.1858660262020995e-01,1.6619200684596447e-01,1.6619200684596463e-01,1.3364287353837892e-02,2.6017119469072059e-01,2.6017119469072059e-01,5.0397232770914742e-03,2.5513147141362902e-01
