galaxy,model,configuration,holdout,n,n_train,n_test,n_parameters,chi2_data,chi2_data_per_row,prior_penalty,objective,length_catalogue_kpc,amplitude_catalogue_kms,physical_length_kpc,physical_amplitude_kms,ml_disk,ml_bulge,distance_ratio,distance_Mpc,inclination_deg,disk_pull,bulge_pull,distance_pull,inclination_pull,halo_bound_hit,nuisance_bound_hit,maximum_abs_pull,success,optimality,n_starts,near_best_starts,restart_objective_spread,holdout_admissible,holdout_chi2,holdout_chi2_per_row,distance_method,parameters_json,parameter_names_json
CamB,core,all_0.10,False,9,9,0,5,11.92756304230228,1.3252847824780312,6.15697876078156,18.08454180308384,700.2790689722892,9999.999999958869,640.659459107545,10702.035552943578,0.337499804830799,0.7,0.9148630703010439,3.0739399162115073,57.87128774731565,-1.706964783124759,0.0,-1.100231091494203,-1.4257424505368699,True,False,1.706964783124759,True,1.9794045056451057e-05,8,6,26.884843093991183,True,,,2,"[6.551478925556064, 9.21034037197207, -1.706964783124759, -1.100231091494203, -1.4257424505368699]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]"
CamB,nfw,all_0.10,False,9,9,0,5,34.08892363592177,3.787658181769086,3.0955795657408514,37.18450320166262,4999.999999999986,756.9633289954268,4699.758080487399,789.7183553837355,0.37320401865608493,0.7,0.9399516160974822,3.15823743008754,60.3098870668444,-1.270236927589687,0.0,-0.7760098842786906,-0.93802258663112,True,False,1.270236927589687,True,1.2825835615587506e-05,8,7,7.784881657296239,True,,,2,"[8.517193191416235, 6.629314809721702, -1.270236927589687, -0.7760098842786906, -0.93802258663112]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]"
D512-2,core,all_0.10,False,4,4,0,5,0.18415148497117612,0.04603787124279403,0.0001350120100262067,0.18428649698120234,1.0250516632544435,38.40739531347273,1.0276929877891763,38.37696553400806,0.5004577246157127,0.7,1.0025767721076095,15.239166936035664,56.0674128072369,0.003973926809985519,0.0,0.008589240358698565,0.006741280723689584,False,False,0.008589240358698565,True,2.262860796348795e-06,8,8,4.4086956307864966e-13,True,,,1,"[0.02474301449524096, 3.648250027339675, 0.003973926809985519, 0.008589240358698565, 0.006741280723689584]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]"
D512-2,nfw,all_0.10,False,4,4,0,5,0.6164317521275451,0.15410793803188627,0.005158791399429289,0.6215905435269744,8.486328658234308,95.09577641546487,8.612158379321434,94.66562973870494,0.504022781033633,0.7,1.0148273447982754,15.425375640933785,56.38792514406474,0.0348016197777269,0.0,0.049424482660917674,0.03879251440647364,False,False,0.049424482660917674,True,1.3755551348996401e-06,8,8,3.110733892697226e-12,True,,,1,"[2.1384564754944972, 4.554884556530031, 0.0348016197777269, 0.049424482660917674, 0.03879251440647364]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]"
D564-8,core,all_0.10,False,6,6,0,5,0.18458490508251374,0.030764150847085624,3.0303137309043826e-05,0.18461520821982277,1.1798475633725258,26.987408771763093,1.179881011302223,26.981574824593842,0.5004809779014712,0.7,1.0000283493654056,8.790249190921914,63.02432388407673,0.004175712866763009,0.0,0.0008899675782680708,0.0034748405823901247,False,False,0.004175712866763009,True,1.2053426776511185e-06,8,8,4.718447854656915e-14,True,,,2,"[0.16538524655005052, 3.2953704154466283, 0.004175712866763009, 0.0008899675782680708, 0.0034748405823901247]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]"
D564-8,nfw,all_0.10,False,6,6,0,5,3.5619675172613956,0.5936612528768993,0.029212414659029705,3.591179931920425,4999.999999999986,1338.425980630498,4996.502250604113,1345.8820598727493,0.48360127314052187,0.7,0.9993004501208254,8.783850956562054,62.38353662572113,-0.1448256881152042,0.0,-0.021960869421233604,-0.08806619632555296,True,False,0.1448256881152042,True,2.0860484692350893e-06,8,8,2.601474591301667e-12,True,,,2,"[8.517193191416235, 7.199249561192591, -0.1448256881152042, -0.021960869421233604, -0.08806619632555296]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]"
D631-7,core,all_0.10,False,16,16,0,5,6.917684985880988,0.43235531161756174,1.3430153975639467,8.260700383444934,3.2025448107316117,69.29456656017251,3.184700723823342,70.89219970534492,0.406815611141483,0.7,0.9944281538704861,7.676985347880152,56.91378693080202,-0.8957239414992348,0.0,-0.23897028955470756,-0.6954043563993264,False,False,0.8957239414992348,True,7.179688555429885e-05,8,8,9.111644772019645e-11,True,,,2,"[1.1639457471129082, 4.23836649850694, -0.8957239414992348, -0.23897028955470756, -0.6954043563993264]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]"
D631-7,nfw,all_0.10,False,16,16,0,5,64.60184257960172,4.037615161225108,7.209053181402573,71.81089576100429,4999.999999964041,2102.75912200418,4936.833213602077,2236.271937763705,0.3191492016660373,0.7,0.9873666427275163,7.622470481856426,53.70612683709699,-1.9497624193230776,0.0,-0.5418306563531913,-1.764624387634338,True,False,1.9497624193230776,True,0.001794393278710205,8,8,7.0721313250032836e-09,True,,,2,"[8.517193191409046, 7.651005628963766, -1.9497624193230776, -0.5418306563531913, -1.764624387634338]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]"
DDO064,core,all_0.10,False,14,14,0,5,3.6143091980859046,0.25816494272042173,0.002782926851963349,3.617092124937868,1.010863767176262,48.6268788476884,1.0249605793949637,48.58829243963674,0.49778115560876485,0.7,1.013945313578782,6.894828132335717,60.07890497430528,-0.01931552742505325,0.0,0.04648437859593986,0.015780994861056535,False,False,0.04648437859593986,True,1.2618625471091038e-05,8,7,28.15929701258946,True,,,1,"[0.01080518039116532, 3.884176440733272, -0.01931552742505325, 0.04648437859593986, 0.015780994861056535]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]"
DDO064,nfw,all_0.10,False,14,14,0,5,6.001956219047665,0.42871115850340463,0.2895775147125804,6.291533733760246,4999.999999999933,2531.43670631395,5756.210584299917,2508.0627169025574,0.4983325922573914,0.7,1.1512421168599989,7.828446394647992,60.93821007447361,-0.014507122389081632,0.0,0.5041403895333297,0.18764201489472226,True,False,0.5041403895333297,True,2.0154039882810763e-06,8,8,5.749978271296641e-11,True,,,1,"[8.517193191416224, 7.836542288653767, -0.014507122389081632, 0.5041403895333297, 0.18764201489472226]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]"
DDO154,core,all_0.10,False,12,12,0,5,14.428577265144582,1.2023814387620486,3.350783906417441,17.779361171562023,1.7848520220988282,50.83202284137288,1.8103912240688826,50.46304335125068,0.7539966390874198,0.7,1.0143088623896241,4.0978078040540815,64.87261102808178,1.783994056862209,0.0,0.2890390202704082,0.2908703426939245,False,False,1.783994056862209,True,0.00021106996154519124,8,8,3.107381019162858e-10,True,,,2,"[0.5793355110101722, 3.9285265268773286, 1.783994056862209, 0.2890390202704082, 0.2908703426939245]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]"
