run,case,t,r,rho,vf2,vb2,vtotal2,mass_field
J479_R24,coupled_rotated,0.075,3.0250000000000004,0.023168254654125035,0.8457109139223431,0.503777504073073,1.349488417995416,32.14823825029363
J479_R24,coupled_rotated,0.075,3.0500000000000003,0.021672663445418607,0.8404748887412762,0.5034544671837679,1.343929355925044,32.21324277915477
J479_R24,coupled_rotated,0.075,3.075,0.020268186937570588,0.8352412442841844,0.5030914067712327,1.338332651055417,32.27504941132622
J479_R24,coupled_rotated,0.075,3.1,0.018949761674401086,0.8300133353857068,0.5026896750792627,1.3327030104649693,32.33379108068329
J479_R24,coupled_rotated,0.075,3.1250000000000004,0.017712490245886073,0.8247943602766324,0.5022505898701879,1.3270449501468202,32.38959878709203
J479_R24,coupled_rotated,0.075,3.1500000000000004,0.01655179522257666,0.8195872697271,0.5017754349595214,1.3213627046866214,32.44259775393471
J479_R24,coupled_rotated,0.075,3.1750000000000003,0.015463253188152252,0.8143948653668496,0.5012654607676137,1.3156603261344633,32.49291096220335
J479_R24,coupled_rotated,0.075,3.2,0.0144427367982306,0.8092197249884734,0.5007218848857649,1.3099416098742382,32.54065591249588
J479_R24,coupled_rotated,0.075,3.225,0.013486260918381536,0.8040642850483277,0.5001458926544404,1.3042101777027681,32.58594761689065
J479_R24,coupled_rotated,0.075,3.2500000000000004,0.012590113182044867,0.7989307807217219,0.49953863775141166,1.2984694184731336,32.62889592874755
J479_R24,coupled_rotated,0.075,3.2750000000000004,0.011750711987959845,0.7938213138330358,0.4989012427878169,1.2927225566208527,32.669608022191305
J479_R24,coupled_rotated,0.075,3.3000000000000003,0.010964726028193287,0.7887378062936077,0.4982347999102878,1.2869726062038955,32.70818625175896
J479_R24,coupled_rotated,0.075,3.325,0.010228943772312314,0.7836820546966432,0.49754037140745183,1.281222426104095,32.74473015094221
J479_R24,coupled_rotated,0.075,3.35,0.00954038250655762,0.7786556958200228,0.4968189903192391,1.2754746861392618,32.77933478309804
J479_R24,coupled_rotated,0.075,3.3750000000000004,0.008896168835716346,0.7736602490935899,0.4960716610475762,1.2697319101411662,32.81209229151277
J479_R24,coupled_rotated,0.075,3.4000000000000004,0.008293637822087899,0.7686970929101928,0.49529935996715535,1.2639964528773482,32.8430907029459
J479_R24,coupled_rotated,0.075,3.4250000000000003,0.007730223965857901,0.7637674961328542,0.49450303603508877,1.258270532167943,32.87241506215255
J479_R24,coupled_rotated,0.075,3.45,0.007203551061244727,0.7588726040254785,0.4936836113983696,1.252556215423848,32.90014664987459
J479_R24,coupled_rotated,0.075,3.475,0.006711333068417353,0.7540134599178729,0.49284198199815143,1.2468554419160243,32.92636373476278
J479_R24,coupled_rotated,0.075,3.5000000000000004,0.0062514553173144,0.7491909996404258,0.49197901816996115,1.2411700178103868,32.951141168483375
J479_R24,coupled_rotated,0.075,3.5250000000000004,0.005821884655249801,0.7444060644083481,0.49109556523904285,1.2355016296473909,32.97455078758469
J479_R24,coupled_rotated,0.075,3.5500000000000003,0.00542074262926897,0.7396594027202963,0.49019244411010865,1.229851846830405,32.9966613495747
J479_R24,coupled_rotated,0.075,3.575,0.0050462242803176625,0.7349516754616257,0.48927045185085927,1.224222127312485,33.01753861654467
J479_R24,coupled_rotated,0.075,3.6,0.004696663925211429,0.7302834643037374,0.48833036226868975,1.2186138265724271,33.03724559752404
J479_R24,coupled_rotated,0.075,3.6250000000000004,0.004370461967708507,0.7256552699613926,0.4873729264800794,1.213028196441472,33.05584234466673
J479_R24,coupled_rotated,0.075,3.6500000000000004,0.004066143883468108,0.7210675262061398,0.48639887347221233,1.2074663996783521,33.07338646884207
J479_R24,coupled_rotated,0.075,3.6750000000000003,0.0037822944279991767,0.716520592146362,0.4854089106564334,1.2019295028027954,33.089932677962445
J479_R24,coupled_rotated,0.075,3.7,0.0035176104043087133,0.7120147710433712,0.48440372441320456,1.1964184954565757,33.10553353456765
J479_R24,coupled_rotated,0.075,3.725,0.0032708416652505413,0.7075502974161573,0.4833839806282633,1.1909342780444205,33.12023876447731
J479_R24,coupled_rotated,0.075,3.7500000000000004,0.0030408382155677144,0.7031273599217354,0.48235032521973226,1.1854776851414677,33.13409622702166
J479_R24,coupled_rotated,0.075,3.7750000000000004,0.002826497429703113,0.6987460840205745,0.4813033846559764,1.1800494686765508,33.14715102068347
J479_R24,coupled_rotated,0.075,3.8000000000000003,0.002626806009009617,0.6944065582528741,0.48024376646403183,1.174650324716906,33.15944663857939
J479_R24,coupled_rotated,0.075,3.825,0.002440792863955943,0.6901088131362496,0.47917205972847177,1.1692808728647215,33.171023896154125
J479_R24,coupled_rotated,0.075,3.85,0.0022675664145641273,0.6858528502362782,0.47808883558060383,1.163941685816882,33.18192224648705
J479_R24,coupled_rotated,0.075,3.8750000000000004,0.0021062726167629885,0.681638617905876,0.4769946476779214,1.1586332655837974,33.19217855345111
J479_R24,coupled_rotated,0.075,3.9000000000000004,0.0019561280605551786,0.6774660426113315,0.47589003267375957,1.153356075285091,33.20182854337922
J479_R24,coupled_rotated,0.075,3.9250000000000003,0.0018163826528855103,0.6733350020634352,0.47477551067713114,1.1481105127405664,33.21090544543149
J479_R24,coupled_rotated,0.075,3.95,0.0016863489343936528,0.6692453583190991,0.4736515857027378,1.142896944021837,33.21944155808074
J479_R24,coupled_rotated,0.075,3.975,0.0015653689646350703,0.6651969287980563,0.47251874611117123,1.1377156749092274,33.22746677676921
J479_R24,coupled_rotated,0.075,4.0,0.001452840245133545,0.6611895207349294,0.4713774650393436,1.132566985774273,33.23501025554257
J479_R24,coupled_rotated,0.075,4.025,0.001348186386363956,0.6572229005224469,0.47022820082119127,1.1274511013436381,33.24209884044195
J479_R24,coupled_rotated,0.075,4.05,0.0012508799926372659,0.6532968291394445,0.4690713973987244,1.122368226538169,33.24875880841536
J479_R24,coupled_rotated,0.075,4.075,0.0011604167233320512,0.6494110302122051,0.4679074847234971,1.1173185149357021,33.255014223299945
J479_R24,coupled_rotated,0.075,4.1,0.0010763354642613248,0.6455652260903874,0.4667368791485891,1.1123021052389763,33.26088873585695
J479_R24,coupled_rotated,0.075,4.125,0.0009981954277676185,0.6417591049723479,0.46555998381120506,1.107319088783553,33.26640387766557
J479_R24,coupled_rotated,0.075,4.1499999999999995,0.0009255939058771751,0.6379923573435045,0.4643771890059953,1.1023695463494998,33.271580907754675
J479_R24,coupled_rotated,0.075,4.175,0.0008581460847114259,0.6342646424693255,0.4631888725492254,1.097453515018551,33.276439058263605
J479_R24,coupled_rotated,0.075,4.2,0.0007955006470889064,0.6305756249492876,0.4619954001339152,1.0925710250832028,33.280997414674374
J479_R24,coupled_rotated,0.075,4.225,0.0007373220060129082,0.6269249408425605,0.4607971256760837,1.0877220665186442,33.28527312570414
J479_R24,coupled_rotated,0.075,4.25,0.000683303998528645,0.6233122341256967,0.4595943916522381,1.0829066257779347,33.28928330557281
J479_R24,coupled_rotated,0.075,4.2749999999999995,0.0006331542706618734,0.6197371226807908,0.4583875294282489,1.0781246521090397,33.29304321928151
J479_R24,coupled_rotated,0.075,4.3,0.0005866062803185524,0.61619923447654,0.45717685957976206,1.073376094056302,33.29656819668142
J479_R24,coupled_rotated,0.075,4.325,0.0005434055918780383,0.6126981736166704,0.45596269220429503,1.0686608658209655,33.29987180306487
J479_R24,coupled_rotated,0.075,4.35,0.0005033203837330459,0.609233556092237,0.4547453272251734,1.0639788833174104,33.30296775603176
J479_R24,coupled_rotated,0.075,4.375,0.00046612943474253204,0.6058049760592449,0.4535250546874616,1.0593300307467066,33.305868090177626
J479_R24,coupled_rotated,0.075,4.3999999999999995,0.0004316313116170852,0.602412041035246,0.4523021550460473,1.0547141960812934,33.308585068886366
J479_R24,coupled_rotated,0.075,4.425,0.0003996338516115964,0.5990543385491359,0.45107689944603613,1.050131237995172,33.31112935084093
J479_R24,coupled_rotated,0.075,4.45,0.00036996218630656235,0.5957314706774751,0.44984954999561594,1.045581020673091,33.31351188990826
J479_R24,coupled_rotated,0.075,4.475,0.00034244954530265523,0.5924430211862313,0.4486203600315534,1.0410633812177847,33.31574211022279
J479_R24,coupled_rotated,0.075,4.5,0.0003169442559556435,0.5891885893220443,0.4473895743774765,1.0365781636995208,33.317829788275226
J479_R24,coupled_rotated,0.075,4.5249999999999995,0.00029330171148184484,0.5859677575450166,0.446157429595109,1.0321251871401256,33.319783242424755
J479_R24,coupled_rotated,0.075,4.55,0.0002713904707846568,0.5827801245075411,0.44492415422860865,1.0277042787361497,33.32161119216086
J479_R24,coupled_rotated,0.075,4.575,0.0002510852513675575,0.5796252734589304,0.4436899690421741,1.0233152425011045,33.32332096708398
J479_R24,coupled_rotated,0.075,4.6,0.00023227223944725277,0.5765028043596772,0.44245508725106925,1.0189578916107465,33.32492033908507
J479_R24,coupled_rotated,0.075,4.625,0.0002148429834875145,0.5734123030225493,0.4412197147462252,1.0146320177687744,33.32641575509244
J479_R24,coupled_rotated,0.075,4.6499999999999995,0.0001986990122271612,0.5703533723234366,0.4399840503125736,1.0103374226360102,33.32781413861139
J479_R24,coupled_rotated,0.075,4.675,0.00018374651858950607,0.5673256021293562,0.4387482858412589,1.006073887970615,33.32912114986394
J479_R24,coupled_rotated,0.075,4.7,0.0001699003719608083,0.5643285995785515,0.43751260653588536,1.0018412061144368,33.33034295375596
J479_R24,coupled_rotated,0.075,4.725,0.00015707949479676147,0.5613619598334568,0.43627719111293983,0.9976391509463967,33.331484510431814
J479_R24,coupled_rotated,0.075,4.75,0.00014521034536785113,0.5584252954126402,0.4350422119965428,0.993467507409183,33.332551307294146
J479_R24,coupled_rotated,0.075,4.7749999999999995,0.0001342229006776091,0.5555182077960019,0.4338078355076676,0.9893260433036695,33.333547682453194
J479_R24,coupled_rotated,0.075,4.8,0.0001240536768469506,0.5526403157996542,0.4325742220479691,0.9852145378476234,33.33447851891975
J479_R24,coupled_rotated,0.075,4.825,0.0001146422420796884,0.5497912280513179,0.43134152627836175,0.9811327543296796,33.33534760294472
J479_R24,coupled_rotated,0.075,4.85,0.00010593383379383594,0.5469705704064618,0.43010989729248367,0.9770804676989455,33.336159278943924
J479_R24,coupled_rotated,0.075,4.875,9.787633441629408e-05,0.5441779593038638,0.4288794787851794,0.9730574380890432,33.33691684429282
J479_R24,coupled_rotated,0.075,4.9,9.04225371953171e-05,0.541413028227434,0.42765040921613334,0.9690634374435674,33.33762416392736
J479_R24,coupled_rotated,0.075,4.925,8.352752567281414e-05,0.5386754019450807,0.4264228219687842,0.9650982239138649,33.33828410277783
