run,t,r_initial,v_initial,delta_radius,delta_radial_speed,delta_tangential_speed,radius_jet,radial_speed_jet,tangential_speed_jet,instantaneous_delta_vc2,instantaneous_vc2_jet,baseline_radial_drift
J239_R24,0.10250000000000001,1.0116885382292078,0.8984427320750429,2.847590439139399e-07,1.1083877674845155e-05,-2.528837796944572e-07,2.869703412903025e-07,1.1198842586938631e-05,-2.548476212893042e-07,-0.00032726617645293543,-0.000331602166438213,1.699838303764027e-18
J239_R24,0.105,1.0116885382292078,0.8984427320750429,3.134935450330884e-07,1.191027231544925e-05,-2.784017998358479e-07,3.160084887262825e-07,1.2038418618144093e-05,-2.806353133812245e-07,-0.00034324491204461413,-0.00034797514669661367,1.808762720927126e-18
J239_R24,0.1075,1.0116885382292078,0.8984427320750429,3.4434352379175943e-07,1.2776408793006835e-05,-3.057984935272984e-07,3.4719655688277497e-07,1.2918941651452092e-05,-3.0833226961214836e-07,-0.0003595911282535912,-0.0003647426565997952,1.9271350204354192e-18
J239_R24,0.11,1.0116885382292078,0.8984427320750429,3.7740945077398176e-07,1.3683179274996335e-05,-3.3516308506342796e-07,3.8063813192581304e-07,1.3841386615484107e-05,-3.3803048097979817e-07,-0.000376303575631277,-0.00038190469614775746,2.0589628550698543e-18
J239_R24,0.1125,1.0116885382292078,0.8984427320750429,4.127940222528913e-07,1.4631472130914238e-05,-3.665867743807283e-07,4.1643923734298347e-07,1.4806728438861638e-05,-3.698241029759603e-07,-0.0003933809759758383,-0.0003994612653405005,2.200289155435033e-18
J239_R24,0.115,1.0116885382292078,0.8984427320750429,4.5060215058853484e-07,1.562217184651527e-05,-4.0016272950804677e-07,4.5470833394342706e-07,1.5815942050206157e-05,-4.038094555864853e-07,-0.0004108220224040829,-0.0004174123641780242,2.354402944727684e-18
J239_R24,0.11750000000000001,1.0116885382292078,0.8984427320750429,4.90940954411603e-07,1.6656158938335354e-05,-4.3598607835093617e-07,4.95556319857838e-07,1.6870002378139165e-05,-4.4008502329128787e-07,-0.00042862537942604004,-0.00043575799266032866,2.5198314069986987e-18
J239_R24,0.12,1.0116885382292078,0.8984427320750429,5.339197485937731e-07,1.773430986844346e-05,-4.741538985886251e-07,5.390965305384644e-07,1.7969884351282146e-05,-4.787514550643463e-07,-0.0004467896830221243,-0.0004544981507874138,2.6952660562014764e-18
J239_R24,0.1225,1.0116885382292078,0.8984427320750429,5.796500340052476e-07,1.8857496959454734e-05,-5.147652090142785e-07,5.854447387591082e-07,1.9116562898256596e-05,-5.199115643737036e-07,-0.0004653135407317563,-0.0004736328385592798,2.8726633561259425e-18
J239_R24,0.125,1.0116885382292078,0.8984427320750429,6.282454870602109e-07,2.0026588309844245e-05,-5.579209607642355e-07,6.347191546151249e-07,2.0311012947683997e-05,-5.636703291814667e-07,-0.00048419553173782693,-0.0004931620559759265,3.0513904770203827e-18
J239_R24,0.1275,1.0116885382292078,0.8984427320750429,6.798219490509074e-07,2.1242447709540672e-05,-6.037240274370248e-07,6.870404255234236e-07,2.1554209428185843e-05,-6.10134891943806e-07,-0.0005034342069621695,-0.0005130858030373539,3.231556496631557e-18
J239_R24,0.13,1.0116885382292078,0.8984427320750429,7.34497415271078e-07,2.250593455582614e-05,-6.522791952123796e-07,7.425316362224675e-07,2.2847127268383613e-05,-6.594145596109567e-07,-0.0005230280891650753,-0.0005334040797435621,3.415655187859588e-18
J239_R24,0.1325,1.0116885382292078,0.8984427320750429,7.923920239296352e-07,2.38179037696168e-05,-7.036931530812751e-07,8.013183087722731e-07,2.4190741396898803e-05,-7.116208036272175e-07,-0.0005429756730459326,-0.000554116886094551,3.6014726678946254e-18
J239_R24,0.135,1.0116885382292078,0.8984427320750429,8.536280448552485e-07,2.5179205711943184e-05,-7.580744831869879e-07,8.635284025544107e-07,2.5586026742352905e-05,-7.668672599309514e-07,-0.000563275425354198,-0.0005752242220903207,3.788942205218528e-18
J239_R24,0.1375,1.0116885382292078,0.8984427320750429,9.183298679928433e-07,2.6590686100936272e-05,-8.155336503889998e-07,9.292923142720046e-07,2.7033958233367407e-05,-8.252697289545856e-07,-0.000583925785003065,-0.0005967260877308711,3.9768589389626255e-18
J239_R24,0.14,1.0116885382292078,0.8984427320750429,9.866239916927684e-07,2.8053185929064836e-05,-8.761829917158792e-07,9.987428779497328e-07,2.853551079856379e-05,-8.869461756246111e-07,-0.0006049251631882986,-0.0006186224830162023,4.166799558734108e-18
J239_R24,0.14250000000000002,1.0116885382292078,0.8984427320750429,1.058639010793695e-06,2.9567541380818027e-05,-9.401367061512289e-07,1.0720153649338266e-06,3.009165936656355e-05,-9.520167293615831e-07,-0.0006262719435129096,-0.0006409134079463141,4.3520996233937996e-18
J239_R24,0.145,1.0116885382292078,0.8984427320750429,1.1345056045000881e-06,3.113458375073106e-05,-1.0075108429763446e-06,1.1492474838920705e-06,3.1703378865988154e-05,-1.0206036840801198e-06,-0.0006479644821193564,-0.0006635988625212066,4.538590154607036e-18
J239_R24,0.1475,1.0116885382292078,0.8984427320750429,1.2143565240553994e-06,3.2755139361881594e-05,-1.0784232917782077e-06,1.2305793808138052e-06,3.337164422545913e-05,-1.0928314981889064e-06,-0.000670001107823991,-0.0006866788467408799,4.726469905479603e-18
J239_R24,0.15,1.0116885382292078,0.8984427320750429,1.2983265802118332e-06,3.443002948473899e-05,-1.1529937712362326e-06,1.316153639009923e-06,3.5097430373597945e-05,-1.1688267945906894e-06,-0.00069238012226038,-0.0007101533606053342,4.9208788057332484e-18
J239_R24,0.1525,1.0116885382292078,0.8984427320750429,1.3865526304980157e-06,3.616007025653329e-05,-1.2313438169098134e-06,1.4061152791128695e-06,3.688171223902609e-05,-1.2487183606822794e-06,-0.0007150998000280161,-0.0007340224041145689,5.121285191871277e-18
J239_R24,0.155,1.0116885382292078,0.8984427320750429,1.4791735662854558e-06,3.7946072601026305e-05,-1.3135967710242724e-06,1.5006117590766458e-06,3.872546475036505e-05,-1.3326371483545528e-06,-0.0007381583888449607,-0.0007582859772685846,5.33034948340809e-18
J239_R24,0.1575,1.0116885382292078,0.8984427320750429,1.5763302996551007e-06,3.978884214877413e-05,-1.3998777695922726e-06,1.5997929741768053e-06,4.0629662836236324e-05,-1.420716273992449e-06,-0.0007615541097083495,-0.0007829440800673808,5.547523941740876e-18
J239_R24,0.16,1.0116885382292078,0.8984427320750429,1.6781657500652344e-06,4.168917915789452e-05,-1.49031373142261e-06,1.7038112570104557e-06,4.259528142526139e-05,-1.5130910184749712e-06,-0.0007852851570635462,-0.0008079967125109581,5.773394259267804e-18
J239_R24,0.1625,1.0116885382292078,0.8984427320750429,1.7848248308217189e-06,4.3647878435281286e-05,-1.5850333454636711e-06,1.8128213774962586e-06,4.462329544606174e-05,-1.6098988271751873e-06,-0.0008093496989734089,-0.0008334438745993158,6.006313492301044e-18
J239_R24,0.165,1.0116885382292078,0.8984427320750429,1.8964544353522113e-06,4.5665729258454037e-05,-1.684167059146091e-06,1.9269805428744284e-06,4.671467982725888e-05,-1.7112793099602286e-06,-0.000833745877300136,-0.0008592855663324545,6.2473846367807675e-18
J239_R24,0.1675,1.0116885382292078,0.8984427320750429,2.0132034232854208e-06,4.7743515297858535e-05,-1.7878470658372336e-06,2.0464483977067348e-06,4.8870409497474264e-05,-1.817374241191291e-06,-0.0008584718078898079,-0.0008855217877103737,6.492870436461869e-18
J239_R24,0.17,1.0116885382292078,0.8984427320750429,2.135222606336932e-06,4.98820145397443e-05,-1.8962072917405592e-06,2.1713870238765e-06,5.109145938532941e-05,-1.9283275597236346e-06,-0.0008835255807655777,-0.0009121525387330738,6.7429202621910575e-18
J239_R24,0.17250000000000001,1.0116885382292078,0.8984427320750429,2.2626647340029508e-06,5.20819992096485e-05,-2.009383384349306e-06,2.3019609405885997e-06,5.33788044194458e-05,-2.0442853689065823e-06,-0.0009089052603250172,-0.0009391778194005545,6.997817991201486e-18
J239_R24,0.17500000000000002,1.0116885382292078,0.8984427320750429,2.3956844790634757e-06,5.434423569645047e-05,-2.127512698235634e-06,2.4383371043694647e-06,5.57334195284449e-05,-2.1653959365835232e-06,-0.0009346088855471225,-0.0009665976297128161,7.261263161501479e-18
J239_R24,0.1775,1.0116885382292078,0.8984427320750429,2.53443842289633e-06,5.666948447704338e-05,-2.250734282949196e-06,2.580684909067077e-06,5.815627964094821e-05,-2.2918096950919072e-06,-0.0009606344702040374,-0.000994411969669858,7.528730752213017e-18
J239_R24,0.18,1.0116885382292078,0.8984427320750429,2.679085040603727e-06,5.9058500041648655e-05,-2.3791888693613927e-06,2.729176185850976e-06,6.064835968557725e-05,-2.423679241263253e-06,-0.0009869800030795157,-0.0010226208392716811,7.803954282051547e-18
J239_R24,0.1825,1.0116885382292078,0.8984427320750429,2.8297846859528683e-06,6.151203081974254e-05,-2.5130188561206523e-06,2.8839852032122525e-06,6.321063459095347e-05,-2.5611593364231396e-06,-0.001013643448194797,-0.001051224238518285,8.082546061508059e-18
J239_R24,0.185,1.0116885382292078,0.8984427320750429,2.986699576132242e-06,6.403081910669921e-05,-2.6523682969958884e-06,3.045288666963551e-06,6.58440792856984e-05,-2.704406906391211e-06,-0.001040622745041221,-0.0010802221674096695,8.359944037639365e-18
J239_R24,0.1875,1.0116885382292078,0.8984427320750429,3.1499937763252875e-06,6.661560099107327e-05,-2.7973828858884886e-06,3.21326572023907e-06,6.85496686984335e-05,-2.853581041481175e-06,-0.001067915808819918,-0.0011096146259458345,8.638968795257614e-18
J239_R24,0.19,1.0116885382292078,0.8984427320750429,3.319833184103314e-06,6.926710628263046e-05,-2.9482099438427056e-06,3.3880979434945614e-06,7.132837775778025e-05,-3.008842996500804e-06,-0.0010955205306874538,-0.0011394016141267804,8.920483615962104e-18
J239_R24,0.1925,1.0116885382292078,0.8984427320750429,3.4963855136392146e-06,7.198605844107213e-05,-3.104998404390713e-06,3.569969354507332e-06,7.418118139236014e-05,-3.170356190751935e-06,-0.0011234347780087737,-0.0011695831319525074,9.203415767258856e-18
J239_R24,0.195,1.0116885382292078,0.8984427320750429,3.6798202797439176e-06,7.477317450545543e-05,-3.2678988004519738e-06,3.759066408376242e-06,7.71090545307947e-05,-3.3382862080304684e-06,-0.0011516563946177844,-0.0012001591794230148,9.489854860913138e-18
J239_R24,0.1975,1.0116885382292078,0.8984427320750429,3.870308781727548e-06,7.762916502446824e-05,-3.4370632481239838e-06,3.955577997521703e-06,8.011297210170537e-05,-3.5128007966263673e-06,-0.0011801832010837785,-0.001231129756538303,9.779220114894581e-18
J239_R24,0.2,1.0116885382292078,0.8984427320750429,4.068024087086986e-06,8.05547339874243e-05,-3.612645434469819e-06,4.159695451685683e-06,8.319390903371367e-05,-3.694069869323661e-06,-0.0012090129949842575,-0.0012624948632983719,1.006989637392185e-17
J239_R24,0.2025,1.0116885382292078,0.8984427320750429,4.2731410150220254e-06,8.355057875603455e-05,-3.7948006005317225e-06,4.371612537931704e-06,8.635284025544106e-05,-3.882265503400442e-06,-0.0012381435511871943,-0.0012942544997032216,1.036291588383895e-17
J239_R24,0.20500000000000002,1.0116885382292078,0.8984427320750429,4.485836119781962e-06,8.661738999701708e-05,-3.9836855284525186e-06,4.59152546064484e-06,8.959074069550905e-05,-4.077561940628867e-06,-0.0012675726221366614,-0.001326408665752852,1.065366956540522e-17
J239_R24,0.20750000000000002,1.0116885382292078,0.8984427320750429,4.706287673844701e-06,8.975585161552767e-05,-4.179458525155333e-06,4.819632861531718e-06,9.290858528253913e-05,-4.280135587275156e-06,-0.0012972979381483452,-0.0013589573614472632,1.0947756211064673e-17
J239_R24,0.21,1.0116885382292078,0.8984427320750429,4.9346756509305656e-06,9.296664068946088e-05,-4.382279408354783e-06,5.05613581962052e-06,9.630734894515275e-05,-4.490165014099592e-06,-0.001327317207710227,-0.0013919005867864547,1.1246607634522466e-17
J239_R24,0.2125,1.0116885382292078,0.8984427320750429,5.171181708852893e-06,9.625042740458785e-05,-4.592309489903634e-06,5.301237851260984e-06,9.978800661197147e-05,-4.707830956356527e-06,-0.0013576281177880925,-0.0014252383417704274,1.1551424279045312e-17
J239_R24,0.215,1.0116885382292078,0.8984427320750429,5.415989172207556e-06,9.960787499058904e-05,-4.809711562026031e-06,5.5551449101243995e-06,0.00010335153321161674,-4.933316313794374e-06,-0.0013882283341435106,-0.0014589706263991808,1.1857065836507301e-17
J239_R24,0.2175,1.0116885382292078,0.8984427320750429,5.669283014903705e-06,0.00010303963965797915,-5.034649880331088e-06,5.818065387203608e-06,0.00010699890367271003,-5.1668061506556085e-06,-0.001419115501653496,-0.001493097440672715,1.2160910412596688e-17
J239_R24,0.22,1.0116885382292078,0.8984427320750429,5.9312498425380025e-06,0.00010654637053595418,-5.267290149379988e-06,6.090210110813009e-06,0.00011073109292387285,-5.408487695676771e-06,-0.0014502872446352252,-0.0015276187845910299,1.2466547623634418e-17
J239_R24,0.2225,1.0116885382292078,0.8984427320750429,6.202077874614647e-06,0.0001101287096112274,-5.507799505366506e-06,6.371792346588549e-06,0.00011454907589372673,-5.658550342088467e-06,-0.0014817411671849078,-0.0015625346581541256,1.2773063663740701e-17
J239_R24,0.225,1.0116885382292078,0.8984427320750429,6.481956926613549e-06,0.00011378729166770565,-5.756346501795129e-06,6.6630277974877355e-06,0.0001184538275108931,-5.917185647615365e-06,-0.0015134748535141833,-0.001597845061362002,1.3079652948102266e-17
J239_R24,0.2275,1.0116885382292078,0.8984427320750429,6.77107839190905e-06,0.00011752274422722099,-6.013101092494644e-06,6.964134603789627e-06,0.00012244632270399345,-6.1845873344761994e-06,-0.0015454858682999977,-0.0016335499942146591,1.3388855322791025e-17
J239_R24,0.23,1.0116885382292078,0.8984427320750429,7.0696352235416865e-06,0.00012133568749125346,-6.278234614853773e-06,7.275333343094833e-06,0.00012652753640164926,-6.460951289383765e-06,-0.001577771757035381,-0.0016696494567120968,1.3701433393210691e-17
J239_R24,0.2325,1.0116885382292078,0.8984427320750429,7.377821915845416e-06,0.0001252267342836011,-6.551919775166226e-06,7.596847030325522e-06,0.00013069844353248206,-6.746475563544927e-06,-0.0016103300463906653,-0.0017061434488543155,1.40179483815579e-17
J239_R24,0.23500000000000001,1.0116885382292078,0.8984427320750429,7.695834485932857e-06,0.00012919648999409932,-6.834330630423047e-06,7.928901117725408e-06,0.00013496001902511332,-7.041360372660606e-06,-0.0016431582445781904,-0.0017430319706413146,1.4335533764763904e-17
J239_R24,0.23750000000000002,1.0116885382292078,0.8984427320750429,8.023870455041108e-06,0.00013324555252338527,-7.1256425725474415e-06,8.27172349485977e-06,0.00013931323780816458,-7.345808096925793e-06,-0.0016762538417220596,-0.0017803150220730949,1.4655892682229486e-17
J239_R24,0.24,1.0116885382292078,0.8984427320750429,8.362128829740826e-06,0.00013737451222870642,-7.42603231185246e-06,8.62554448861543e-06,0.00014375907481025717,-7.66002328102954e-06,-0.001709614310238793,-0.0018179926031496553,1.4977860230153693e-17
J239_R24,0.2425,1.0116885382292078,0.8984427320750429,8.71081008301107e-06,0.00014158395187077868,-7.735677859277423e-06,8.990596863200774e-06,0.00014829850496001276,-7.98421263415497e-06,-0.0017432371052160697,-0.001856064713870997,1.530123482229766e-17
J239_R24,0.245,1.0116885382292078,0.8984427320750429,9.070116135182667e-06,0.00014587444656172786,-8.05475851051174e-06,9.367115820145731e-06,0.00015293250318605277,-8.318585029979258e-06,-0.001777119664804613,-0.001894531354237119,1.5626747565593172e-17
J239_R24,0.2475,1.0116885382292078,0.8984427320750429,9.440250334752867e-06,0.00015024656371415168,-8.383454828120307e-06,9.755338998301793e-06,0.00015766204441699868,-8.663351506673654e-06,-0.0018112594106105243,-0.0019333925242480223,1.5952156809144566e-17
J239_R24,0.25,1.0116885382292078,0.8984427320750429,9.821417439073955e-06,0.00015470086299127045,-8.721948625001197e-06,1.0155506473841999e-05,0.00016248810358147198,-9.018725266903467e-06,-0.0018456537480949164,-0.001972648223903706,1.6278696362189114e-17
J239_R24,0.2525,1.0116885382292078,0.8984427320750429,1.0213823594918644e-05,0.00015923789625818963,-9.070422946511059e-06,1.0567860760260944e-05,0.0001674116556080942,-9.384921677828068e-06,-0.0018803000669788282,-0.0020122984532041704,1.6616213786884233e-17
J239_R24,0.255,1.0116885382292078,0.8984427320750429,1.0617676318925175e-05,0.0001638582075343649,-9.429062053367687e-06,1.0992646808374778e-05,0.00017243367542548675,-9.762158271100895e-06,-0.0019151957416515077,-0.0020523432121494155,1.6963821870206624e-17
J239_R24,0.2575,1.0116885382292078,0.8984427320750429,1.1033184477924758e-05,0.00016856233294709983,-9.798051403886454e-06,1.1430112006321206e-05,0.00017755513796227111,-1.0150654742869453e-05,-0.0019503381315865574,-0.0020927825007394417,1.7318434733880293e-17
J239_R24,0.26,1.0116885382292078,0.8984427320750429,1.146055826915443e-05,0.0001733508006862939,-1.0177577636549806e-05,1.188050617955948e-05,0.0001827770181470689,-1.0550632953775307e-05,-0.001985724581758641,-0.0021336163189742486,1.7680356123309585e-17
J239_R24,0.2625,1.0116885382292078,0.8984427320750429,1.1900009200358214e-05,0.00017822413096038367,-1.0567828552576763e-05,1.2344081590870413e-05,0.00018810029090850154,-1.0962316928954083e-05,-0.0020213524230709747,-0.002174844666853836,1.8051380956008156e-17
J239_R24,0.265,1.0116885382292078,0.8984427320750429,1.2351750069779505e-05,0.0001831828359533855,-1.0968993097271174e-05,1.2821092940356369e-05,0.00019352593117519042,-1.138593285803548e-05,-0.002057218972778546,-0.002216467544378204,1.8432293623105488e-17
J239_R24,0.2675,1.0116885382292078,0.8984427320750429,1.2815994946047664e-05,0.000188227419783199,-1.1381261343035298e-05,1.3311797365441262e-05,0.0001990549138757572,-1.1821709095143252e-05,-0.002093321534924032,-0.002258484951547353,1.88215156050585e-17
J239_R24,0.27,1.0116885382292078,0.8984427320750429,1.3292959147961857e-05,0.00019335837846111035,-1.1804824471051134e-05,1.381645444087057e-05,0.00020468821393882324,-1.2269876158895223e-05,-0.0021296574007729236,-0.0023008968883612827,1.9218742176712166e-17
J239_R24,0.2725,1.0116885382292078,0.8984427320750429,1.378285922417511e-05,0.00019857619985249808,-1.2239874752739688e-05,1.4335326178711317e-05,0.0002104268062930101,-1.273066673240328e-05,-0.0021662238492523595,-0.0023437033548199936,1.962526562194354e-17
J239_R24,0.275,1.0116885382292078,0.8984427320750429,1.4285912932781785e-05,0.00020388136363878412,-1.268660553210843e-05,1.4868677028352074e-05,0.00021627166586693925,-1.320431566327337e-05,-0.002203018147396815,-0.0023869043509234843,2.003948155483666e-17
J239_R24,0.2775,1.0116885382292078,0.8984427320750429,1.4802339220811346e-05,0.00020927434128062292,-1.314521120709955e-05,1.5416773876502983e-05,0.00022222376758923213,-1.3691059963605509e-05,-0.0022400375507943466,-0.0024304998766717565,2.0461519452279305e-17
J239_R24,0.28,1.0116885382292078,0.8984427320750429,1.533235820363176e-05,0.00021475559598232576,-1.3615887211937405e-05,1.5979886047195725e-05,0.00022828408638851032,-1.4191138809993778e-05,-0.0022772793040373323,-0.0024744899320648093,2.0885880027772518e-17
J239_R24,0.28250000000000003,1.0116885382292078,0.8984427320750429,1.587619114426543e-05,0.00022032558265752602,-1.409882999747758e-05,1.655828530178354e-05,0.00023445359719339527,-1.4704793543526315e-05,-0.002314740641174337,-0.0025188745171026428,2.131629064950108e-17
J239_R24,0.28500000000000003,1.0116885382292078,0.8984427320750429,1.6434060432621027e-05,0.00022598474789617946,-1.4594237014442513e-05,1.7152245838941226e-05,0.0002407332749325084,-1.523226766978533e-05,-0.0023524187861688256,-0.0025636536317852564,2.1754733219903332e-17
J239_R24,0.28750000000000003,1.0116885382292078,0.8984427320750429,1.7006189564644234e-05,0.00023173352993277417,-1.510230669277135e-05,1.7762044294665124e-05,0.0002471240945344713,-1.577380685884709e-05,-0.0023903109533581013,-0.0026088272761126516,2.2199539539589522e-17
J239_R24,0.29,1.0116885382292078,0.8984427320750429,1.759280312139068e-05,0.00023757235861580371,-1.5623238425188646e-05,1.8387959742273127e-05,0.00025362703092790523,-1.6329658945281917e-05,-0.002428414347911238,-0.0026543954500848265,2.264270367579498e-17
J239_R24,0.2925,1.0116885382292078,0.8984427320750429,1.819412674802424e-05,0.00024350165537858178,-1.6157232546332168e-05,1.9030273692404714e-05,0.000260243059041432,-1.690007392815424e-05,-0.0024667261662973377,-0.002700358153701783,2.3086016879875538e-17
J239_R24,0.295,1.0116885382292078,0.8984427320750429,1.881038713274378e-05,0.00024952183321127086,-1.6704490315433418e-05,1.9689270093020883e-05,0.000266973153803673,-1.7485303971022503e-05,-0.0025052435967471707,-0.0027467153869635197,2.3532185524928953e-17
J239_R24,0.2975,1.0116885382292078,0.8984427320750429,1.944181198564205e-05,0.00025563329663448635,-1.72652138972218e-05,2.0365235329404196e-05,0.0002738182901432497,-1.8085603401939238e-05,-0.002543963819724353,-0.002793467149870038,2.3977154761300946e-17
J239_R24,0.3,1.0116885382292078,0.8984427320750429,2.008863001749889e-05,0.0002618364416731062,-1.783960634260673e-05,2.105845822415877e-05,0.00028077944298878356,-1.870122871345103e-05,-0.0025828840083905787,-0.0028406134424213366,2.4427471602602477e-17
J479_R24,0.0,1.0116885382292078,0.8972731648360212,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0
J479_R24,0.0025,1.0116885382292078,0.8972731648360212,1.0148754946776243e-13,1.6238145820615744e-10,-9.00390872971002e-14,1.0155506473842e-13,1.6248810358147198e-10,-9.006984946420772e-14,-1.971366011932286e-07,-1.9726482239037062e-07,-4.590512520961178e-21
J479_R24,0.005,1.0116885382292078,0.8972731648360212,1.6238106560504294e-12,1.2990432247591758e-09,-1.440181307543753e-12,1.62488103581472e-12,1.2999048286517759e-09,-1.4411175914273235e-12,-7.885313956771719e-07,-7.890592895614825e-07,-1.552457541270223e-20
J479_R24,0.0075,1.0116885382292078,0.8972731648360212,8.220430403187477e-12,4.3841712289584465e-09,-7.290834602713403e-12,8.225960243812018e-12,4.387178796699743e-09,-7.295657806600825e-12,-1.7741393580740423e-06,-1.7753834015133352e-06,-3.2545804498147526e-20
J479_R24,0.01,1.0116885382292078,0.8972731648360212,2.5980069685102618e-11,1.0391773610264183e-08,-2.3041901719977886e-11,2.599809657303552e-11,1.0399238629214207e-08,-2.3057881462837177e-11,-3.1538854457131264e-06,-3.15623715824593e-06,-5.0280674601574286e-20
J479_R24,0.0125,1.0116885382292078,0.8972731648360212,6.342615075835926e-11,2.0295586744126225e-08,-5.625311327861482e-11,6.34719154615125e-11,2.0311012947684002e-08,-5.6293655915129845e-11,-4.927664597282947e-06,-4.931620559759265e-06,-7.2767753217745e-20
J479_R24,0.015,1.0116885382292078,0.8972731648360212,1.3151600431680552e-10,3.50689859302521e-08,-1.1664236243547066e-10,1.316153639009923e-10,3.509743037359794e-08,-1.167305249056132e-10,-7.09534173563926e-06,-7.101533606053341e-06,-9.635331685335203e-20
J479_R24,0.0175,1.0116885382292078,0.8972731648360212,2.4363985348534733e-10,5.568489476157424e-08,-2.160857048849607e-10,2.438337104369465e-10,5.57334195284449e-08,-2.1625770856356284e-10,-9.656751763087618e-06,-9.665976297128161e-06,-1.2567500506170058e-19
J479_R24,0.02,1.0116885382292078,0.8972731648360212,4.1561957178895494e-10,8.311569492399362e-08,-3.6861569352453216e-10,4.159695451685683e-10,8.319390903371366e-08,-3.689261034053948e-10,-1.2611699564865289e-05,-1.262494863298372e-05,-1.5187603710879891e-19
J479_R24,0.0225,1.0116885382292078,0.8972731648360212,6.657072155189723e-10,1.1833313588510233e-07,-5.90420157209337e-10,6.663027797487734e-10,1.1845382751089306e-07,-5.909482823346668e-10,-1.5959960006670212e-05,-1.5978450613620018e-05,-1.8204644159250915e-19
J479_R24,0.025,1.0116885382292078,0.8972731648360212,1.0145833302361185e-09,1.6230824455547657e-07,-8.998405354176953e-10,1.0155506473842e-09,1.6248810358147202e-07,-9.006984946420775e-10,-1.9701277935110284e-05,-1.972648223903706e-05,-2.0603077645718534e-19
J479_R24,0.0275,1.0116885382292078,0.8972731648360212,1.485355031543692e-09,2.1601123501854784e-07,-1.3173709900726749e-09,1.4868677028352072e-09,2.1627166586693917e-07,-1.3187126660054654e-09,-2.383536817658016e-05,-2.386904350923484e-05,-2.28409220450664e-19
J479_R24,0.03,1.0116885382292078,0.8972731648360212,2.103553860264314e-09,2.804114182980406e-07,-1.8656556299845306e-09,2.1058458224158766e-09,2.8077944298878353e-07,-1.867688398489811e-09,-2.8361915538384446e-05,-2.8406134424213364e-05,-2.469760149610757e-19
J479_R24,0.0325,1.0116885382292078,0.8972731648360212,2.8971334118658097e-09,3.5647711205433164e-07,-2.5694865124492594e-09,2.9005142039940135e-09,3.5698636356849396e-07,-2.5724849705472377e-09,-3.328057480750218e-05,-3.3337754983972634e-05,-2.6703380189498016e-19
J479_R24,0.035,1.0116885382292078,0.8972731648360212,3.89646674031224e-09,4.4517555039399057e-07,-3.4558017558694587e-09,3.901339366991144e-09,4.458673562275592e-07,-3.4601233370170054e-09,-3.859097075283324e-05,-3.8663905188512645e-05,-2.82249492683833e-19
J479_R24,0.0375,1.0116885382292078,0.8972731648360212,5.134343536351568e-09,5.474727936070843e-07,-4.553682875219067e-09,5.141225152382512e-09,5.483973495874679e-07,-4.559786129125516e-09,-4.4292698124075146e-05,-4.4384585037833385e-05,-2.976590920222113e-19
J479_R24,0.04,1.0116885382292078,0.8972731648360212,6.6459670802292665e-09,6.643336379551427e-07,-5.894351562396594e-09,6.655512722697093e-09,6.655512722697092e-07,-5.902817654486317e-09,-5.038532165408176e-05,-5.049979453193488e-05,-3.083934320947462e-19
J479_R24,0.0425,1.0116885382292078,0.8972731648360212,8.468950968956901e-09,7.967215255569954e-07,-7.511167687823672e-09,8.481980562017578e-09,7.98304052895772e-07,-7.522723897100097e-09,-5.6868376061558973e-05,-5.7009533670817115e-05,-3.17192695789849e-19
J479_R24,0.045,1.0116885382292078,0.8972731648360212,1.0643315618217938e-08,9.4559845422594e-07,-9.439625969775989e-09,1.0660844475980374e-08,9.476306200871445e-07,-9.455172517354669e-09,-6.374136605027849e-05,-6.391380245448007e-05,-3.1987980159845344e-19
J479_R24,0.0475,1.0116885382292078,0.8972731648360212,1.3211484538880088e-08,1.1119248872897008e-06,-1.1717351755535788e-08,1.323475759177563e-08,1.1145059024653164e-06,-1.1737992852025015e-08,-7.100376631525542e-05,-7.121260088292378e-05,-3.1772385126580117e-19
J479_R24,0.05,1.0116885382292078,0.8972731648360212,1.621828038831643e-08,1.2966596635805228e-06,-1.4384098578901217e-08,1.62488103581472e-08,1.2999048286517762e-06,-1.441117591427324e-08,-7.86550215460055e-05,-7.890592895614824e-05,-3.1294252302948964e-19
J479_R24,0.0525,1.0116885382292078,0.8972731648360212,1.9710920796441004e-08,1.500759907325994e-06,-1.7481744052361137e-08,1.9750530545392655e-08,1.5048023272680117e-06,-1.751687439364858e-08,-8.66945464301394e-05,-8.699378667415342e-05,-3.0585329865220106e-19
J479_R24,0.055,1.0116885382292078,0.8972731648360212,2.3739013966840317e-08,1.7251809382095916e-06,-2.105428575926993e-08,2.3789883245363315e-08,1.7301733269355134e-06,-2.1099402656087446e-08,-9.512172566055122e-05,-9.547617403693937e-05,-2.9648008343860653e-19
J479_R24,0.0575,1.0116885382292078,0.8972731648360212,2.8354554052813664e-08,1.9708761813492837e-06,-2.5147838256245336e-08,2.841927087146419e-08,1.9769927562757696e-06,-2.520523674391336e-08,-0.00010393591394103441,-0.00010435309104450605,-2.864931993143378e-19
J479_R24,0.06,1.0116885382292078,0.8972731648360212,3.361191630864585e-08,2.238797077422988e-06,-2.981062696694181e-08,3.3693533158654026e-08,2.2462355439102683e-06,-2.988301437583698e-08,-0.00011313643599695223,-0.00011362453769685345,-2.86272554250156e-19
