z,variance,cubic,maximum_block_entropy
0.725,0.199375,-0.08971874999999999,1.3928188626438813
0.726,0.19892400000000002,-0.089913648,1.3914414872505863
0.727,0.198471,-0.090105834,1.3900590848032488
0.728,0.198016,-0.090295296,1.3886716438278044
0.729,0.197559,-0.090482022,1.3872791527466841
0.73,0.1971,-0.090666,1.3858815998777467
0.731,0.196639,-0.090847218,1.384478973433196
0.732,0.19617600000000002,-0.091025664,1.3830712615184808
0.733,0.195711,-0.09120132599999999,1.38165845213118
0.734,0.195244,-0.09137419199999999,1.380240533159868
0.735,0.194775,-0.09154425,1.3788174923829621
0.736,0.194304,-0.091711488,1.3773893174675573
0.737,0.193831,-0.091875894,1.3759559959682366
0.738,0.193356,-0.09203745599999999,1.3745175153258655
0.739,0.192879,-0.092196162,1.3730738628663692
0.74,0.19240000000000002,-0.092352,1.3716250257994884
0.741,0.191919,-0.092504958,1.3701709912175164
0.742,0.191436,-0.09265502399999999,1.3687117460940152
0.743,0.190951,-0.09280218600000001,1.3672472772825142
0.744,0.190464,-0.092946432,1.365777571515184
0.745,0.189975,-0.09308775,1.3643026154014937
0.746,0.189484,-0.093226128,1.3628223954268424
0.747,0.188991,-0.093361554,1.3613368979511709
0.748,0.188496,-0.093494016,1.359846109207552
0.749,0.187999,-0.093623502,1.3583500153007564
0.75,0.1875,-0.09375,1.3568486022057948
0.751,0.186999,-0.093873498,1.3553418557664378
0.752,0.186496,-0.093993984,1.3538297616937118
0.753,0.185991,-0.094111446,1.3523123055643689
0.754,0.185484,-0.094225872,1.3507894728193306
0.755,0.184975,-0.09433725,1.3492612487621107
0.756,0.184464,-0.094445568,1.3477276185572062
0.757,0.183951,-0.09455081400000001,1.3461885672284644
0.758,0.183436,-0.094652976,1.3446440796574224
0.759,0.182919,-0.09475204200000001,1.343094140581619
0.76,0.1824,-0.094848,1.3415387345928775
0.761,0.18187899999999999,-0.094940838,1.3399778461355596
0.762,0.181356,-0.095030544,1.33841145950479
0.763,0.180831,-0.09511710599999999,1.3368395588446504
0.764,0.180304,-0.095200512,1.3352621281463435
0.765,0.179775,-0.09528075,1.3336791512463237
0.766,0.179244,-0.095357808,1.3320906118243978
0.767,0.17871099999999998,-0.095431674,1.3304964934017909
0.768,0.178176,-0.09550233600000001,1.3288967793391804
0.769,0.177639,-0.095569782,1.327291452834694
0.77,0.17709999999999998,-0.095634,1.3256804969218736
0.771,0.176559,-0.095694978,1.3240638944676042
0.772,0.17601599999999998,-0.095752704,1.322441628170004
0.773,0.175471,-0.095807166,1.32081368055628
0.774,0.174924,-0.09585835200000001,1.3191800339805422
0.775,0.17437499999999997,-0.09590625,1.3175406706215809
0.776,0.17382399999999998,-0.09595084799999999,1.3158955724806045
0.777,0.17327099999999998,-0.09599213399999999,1.3142447213789343
0.778,0.17271599999999998,-0.096030096,1.3125880989556602
0.779,0.17215899999999998,-0.09606472199999999,1.3109256866652503
0.78,0.17159999999999997,-0.096096,1.3092574657751217
0.781,0.171039,-0.096123918,1.307583417363162
0.782,0.170476,-0.096148464,1.3059035223152073
0.783,0.16991099999999998,-0.096169626,1.3042177613224752
0.784,0.169344,-0.09618739200000001,1.3025261148789464
0.785,0.16877499999999998,-0.09620175,1.3008285632786996
0.786,0.168204,-0.096212688,1.299125086613197
0.787,0.16763099999999997,-0.096220194,1.2974156647685176
0.788,0.16705599999999998,-0.09622425600000001,1.295700277422538
0.789,0.166479,-0.09622486200000001,1.2939789040420602
0.79,0.1659,-0.096222,1.2922515238798853
0.791,0.16531899999999997,-0.096215658,1.290518115971829
0.792,0.16473599999999997,-0.096205824,1.2887786591336812
0.793,0.164151,-0.09619248600000001,1.2870331319581063
0.794,0.163564,-0.09617563200000001,1.2852815128114847
0.795,0.16297499999999998,-0.09615525,1.2835237798306884
0.796,0.16238399999999997,-0.096131328,1.2817599109197988
0.797,0.16179099999999996,-0.09610385399999999,1.2799898837467554
0.798,0.16119599999999998,-0.096072816,1.2782136757399407
0.799,0.16059899999999996,-0.09603820199999999,1.2764312640846955
0.8,0.15999999999999998,-0.096,1.274642625719766
0.801,0.15939899999999999,-0.09595819800000001,1.2728477373336773
0.802,0.15879599999999996,-0.09591278399999999,1.2710465753610363
0.803,0.15819099999999997,-0.095863746,1.2692391159787573
0.804,0.15758399999999997,-0.095811072,1.267425335102212
0.805,0.15697499999999998,-0.09575475,1.2656052083813
0.806,0.15636399999999998,-0.095694768,1.263778711196438
0.807,0.15575099999999997,-0.095631114,1.2619458186544663
0.808,0.15513599999999997,-0.095563776,1.2601065055844707
0.809,0.15451899999999996,-0.09549274199999999,1.2582607465335154
0.81,0.15389999999999995,-0.09541799999999999,1.2564085157622888
0.811,0.15327899999999997,-0.095339538,1.254549787240653
0.812,0.15265599999999996,-0.095257344,1.2526845346431044
0.8130000000000001,0.15203099999999997,-0.095171406,1.2508127313441313
0.8140000000000001,0.15140399999999996,-0.09508171199999998,1.2489343504134776
0.8150000000000001,0.15077499999999996,-0.09498825,1.2470493646112994
0.8160000000000001,0.15014399999999997,-0.094891008,1.2451577463832197
0.8170000000000001,0.14951099999999995,-0.09478997399999999,1.243259467855274
0.8180000000000001,0.14887599999999995,-0.09468513599999999,1.2413545008287443
0.8190000000000001,0.14823899999999995,-0.09457648199999999,1.2394428167748817
0.8200000000000001,0.14759999999999995,-0.09446399999999999,1.237524386829509
