r,vc_total,vc_total_sphere,vc_total_unchanged_field,disk_minus_sphere_percent
0.1,0.806244890321107,0.812222293558509,0.764212023316395,-0.735931934497058
0.1074375,0.862729564355854,0.869145801031726,0.817514674466229,-0.738223284086048
0.114875,0.918511272596578,0.925365148148797,0.870098955425821,-0.740667137284079
0.1223125,0.973554043415299,0.980844156608943,0.921928891011664,-0.743248878481095
0.12975,1.02782444141618,1.03554920050217,0.972970889245056,-0.745957708454981
0.1371875,1.08129153798114,1.08944916789546,1.02319378740281,-0.748784812977965
0.144625,1.13392718492784,1.14251576558837,1.07256888319789,-0.751725352000221
0.1520625,1.18570602184062,1.19472352496157,1.12106995152657,-0.754777396824302
0.1595,1.23660434442019,1.24604852785557,1.16867324734294,-0.75793062824242
0.1669375,1.28660089351648,1.29646929768359,1.21535749533161,-0.761175307795248
0.174375,1.33567684840414,1.34596679502267,1.26110386714254,-0.764502263843081
0.1818125,1.38381585035506,1.39452444858756,1.30589594703001,-0.7679032263184
0.18925,1.43100424826143,1.44212843676353,1.34971968679885,-0.77137293867322
0.1966875,1.47723017683712,1.48876665908045,1.39256335100666,-0.774901974930686
0.204125,1.5224838900369,1.53442911948919,1.43441745340074,-0.778480367751655
0.2115625,1.56675778041598,1.57910795727612,1.47527468558444,-0.782098323501335
0.219,1.61004630414076,1.62279737278807,1.51512983890934,-0.78574619734586
0.2264375,1.65234616014892,1.66549383890353,1.55397972058011,-0.789416234842988
0.233875,1.69365571000378,1.70719546151101,1.59182306493721,-0.793099080479587
0.2413125,1.73397495192699,1.74790196223432,1.62866044085207,-0.796784408293261
0.24875,1.7733055745027,1.78761475071919,1.66449415613027,-0.80046196814676
0.2561875,1.8116508564754,1.82633682454486,1.69932815977216,-0.804121554802528
0.263625,1.84901571059886,1.86407283091625,1.73316794288885,-0.80775386388704
0.2710625,1.88540644334745,1.90082880987295,1.76602043901585,-0.8113495778998
0.2785,1.9208304627091,1.93661187903731,1.79789392450793,-0.814898250858975
0.2859375,1.95529637307875,1.97143035246704,1.82879791963808,-0.818389519472684
0.293375,1.98881387803443,2.00529364391336,1.85874309096224,-0.821813100986557
0.3008125,2.02139374333812,2.03821223761158,1.88774115545004,-0.825159125389741
0.30825,2.05304775249115,2.07019765070951,1.91580478682168,-0.82841839823723
0.3156875,2.08378833160744,2.10126202309115,1.94294752447196,-0.83158079723904
0.323125,2.11362863191716,2.13141822132975,1.96918368530653,-0.834636263993893
0.3305625,2.14258245899229,2.16067977007082,1.99452827876082,-0.837574884034764
0.338,2.17066421059499,2.18906079280501,2.01899692522212,-0.840386994754927
0.3454375,2.19788890846983,2.21657605874324,2.04260577802693,-0.843063796511478
0.352875,2.2242718733284,2.24324062538519,2.06537144916245,-0.845595958014389
0.3603125,2.24982875048711,2.26906987665634,2.08731093876017,-0.847974157480602
