r,vc_total,vc_total_sphere,vc_total_unchanged_field,disk_minus_sphere_percent
0.1,0.156784733392617,0.15787931119391,0.150609289224474,-0.69330033999716
0.1074375,0.167857749742587,0.169036186148894,0.161209502580946,-0.697150375404354
0.114875,0.178813284765749,0.18007615411419,0.171687892468874,-0.701297378685517
0.1223125,0.189645334699711,0.190993226917021,0.182038479941001,-0.705727757505936
0.12975,0.20034839251737,0.201781916083724,0.192255710267044,-0.710432130974092
0.1371875,0.210917427576933,0.212437210823557,0.202334460794222,-0.715403502395673
0.144625,0.221347989439138,0.222954687456309,0.212270046118871,-0.720638814775076
0.1520625,0.231636209613385,0.233330510973871,0.222058220649411,-0.726137937732318
0.1595,0.241778346819722,0.243560954244833,0.231695178663532,-0.73189375967021
0.1669375,0.251771103608251,0.253642732988293,0.241177551982372,-0.737899863320057
0.174375,0.261611628780147,0.263573008566538,0.250502405401406,-0.744150471650507
0.1818125,0.271297535019113,0.273349406950347,0.25966723003187,-0.750640710775785
0.18925,0.280827010650402,0.282970137159616,0.268669934717603,-0.757368438495254
0.1966875,0.290198454677545,0.292433606327985,0.277508835700434,-0.76432790283778
0.204125,0.299410625845501,0.301738577905796,0.286182644712644,-0.771512902477389
0.2115625,0.308462666421899,0.310884197524649,0.294690455677814,-0.77891739819258
0.219,0.317354089008614,0.319869979874602,0.303031730201706,-0.786535475124595
0.2264375,0.326084871383713,0.3286959095686,0.311206282032891,-0.794362846898244
0.233875,0.3346552347068,0.33736220803602,0.319214260668955,-0.80239376691863
0.2413125,0.343065652890832,0.345869344444183,0.327056134278384,-0.810621582510374
0.24875,0.351316896968856,0.354218083494173,0.334732672101099,-0.819039642668284
0.2561875,0.359410015698253,0.362409465965141,0.342244926482152,-0.827641259010614
0.263625,0.36734637798771,0.370444854374748,0.349594214683651,-0.836420414657435
0.2710625,0.375127594475722,0.378325851322238,0.356782100609829,-0.845370950818569
0.2785,0.38275541598964,0.386054193605886,0.363810376569369,-0.854485632038782
0.2859375,0.390231797304943,0.393631820399525,0.370681045188076,-0.863757175710722
0.293375,0.397558878839437,0.401060854957571,0.377396301573758,-0.873178240869232
0.3008125,0.40473899388459,0.408343613149514,0.383958515823963,-0.882741678539278
0.30825,0.411774672072444,0.415482607970977,0.390370215956232,-0.892440700861463
