galaxy,ml_disk,ml_bulge,n,Q,D_Mpc,inclination_deg,refs,baryon_invalid_rows,baryon_chi2_valid,baryon_chi2_per_valid_row,core_length_kpc,core_amplitude_kms,core_excess_amplitude_kms,core_admissible_min_amplitude_kms,core_chi2,core_reduced_chi2,core_dof,core_success,core_optimality,core_bound_hit,core_bound_distance_log,core_restart_chi2_spread,core_near_best_starts,nfw_length_kpc,nfw_amplitude_kms,nfw_excess_amplitude_kms,nfw_admissible_min_amplitude_kms,nfw_chi2,nfw_reduced_chi2,nfw_dof,nfw_success,nfw_optimality,nfw_bound_hit,nfw_bound_distance_log,nfw_restart_chi2_spread,nfw_near_best_starts
F583-4,0.5,0.7,12,1,53.3,55.0,"KN08,dB96",0,458.72334893944765,38.22694574495397,2.236939629098662,66.68154949261897,66.68154949261897,0.0,10.750352516089128,1.0750352516089128,10,True,7.208708387357827e-05,False,4.717131700132839,2.6414426201881724e-11,9,27.448176696799184,197.03882320359241,197.03882320359241,0.0,1.5171284566452403,0.15171284566452403,10,True,1.7585474710280937e-06,False,3.9269395905548965,6.223910276048628e-13,9
IC2574,0.5,0.7,34,2,3.91,75.0,"Sa96,MC94",0,13829.857075531063,406.76050222150184,4.976822315769884,68.81630486174912,68.81630486174912,0.0,113.18735850634685,3.537104953323339,32,True,0.00028340726070219405,False,4.978899665844797,4.767741756950272e-11,9,4999.999999999995,1551.1655549990799,1551.1655549990799,0.0,1064.6601021200968,33.270628191253024,32,True,3.1302700293179686e-05,True,1.7763568394002505e-15,1.177795638795942e-10,9
IC4202,0.5,0.7,32,1,100.4,90.0,SG06,0,4832.568482251778,151.01776507036806,5.2729615950789785,219.3391035723105,219.3391035723105,0.0,997.8183634562114,33.260612115207046,30,True,0.0033945140142538814,False,3.8197214215845845,7.67727215134073e-10,9,50.454460872168184,532.9171847277364,532.9171847277364,0.0,1205.2439035064997,40.174796783549986,30,True,0.0015493493077039647,False,2.9319743356277357,4.108642315259203e-09,9
KK98-251,0.5,0.7,15,2,6.8,59.0,BC04,0,320.32667118542884,21.35511141236192,1.5364428328006465,36.139270510169666,36.139270510169666,0.0,2.9801253069747444,0.2292404082288265,13,True,2.808954267020954e-06,False,4.341492901207004,2.5712765250318625e-13,9,4999.999999999995,1509.280824013187,1509.280824013187,0.0,23.523672052643036,1.809513234818695,13,True,5.747681162945203e-07,True,1.7763568394002505e-15,2.1316282072803006e-13,9
NGC0024,0.5,0.7,29,1,7.3,64.0,"Di08,Ch06",0,2593.771884973251,89.44040982666382,1.5333396498611185,144.71859629643717,144.71859629643717,0.0,94.17376230591492,3.4879171224412935,27,True,0.00011260929206664312,False,4.2355492303803715,1.6541434888495132e-11,9,4.259937835880644,215.8997231453839,215.8997231453839,0.0,25.142473783159456,0.9312027327096095,27,True,5.071104393640374e-06,False,3.8355263167842484,4.902744876744691e-13,9
NGC0055,0.5,0.7,21,2,2.11,77.0,"Sa96,Pu91",0,2501.1598652073803,119.10285072416097,4.129672357831542,85.16866176647346,85.16866176647346,0.0,2.4243526247935994,0.1275975065680842,19,True,1.744607484478697e-06,False,4.765706825445481,2.4424906541753444e-14,9,209.96989540933714,468.90623617204227,468.90623617204227,0.0,56.40452051743495,2.9686589746018397,19,True,6.426208942646538e-05,False,3.0599375463912564,5.821476634082501e-10,9
NGC0100,0.5,0.7,21,1,13.5,89.0,"dB02,Rh96",0,1081.6603720984226,51.50763676659155,2.9511153500932505,91.62541050883515,91.62541050883515,0.0,4.089543746534717,0.21523914455445878,19,True,1.8839073388057441e-06,False,4.692631731464696,4.298783551348606e-13,9,4999.999999998751,2825.697994676841,2825.697994676841,0.0,14.345028774483094,0.7550015144464787,19,True,1.9924095530323552e-07,True,2.504663143554353e-13,1.439737218333903e-11,9
NGC0247,0.5,0.7,26,2,3.7,74.0,"Sa96,Ca90",0,9240.956648737436,355.4214095668245,2.467242779574946,91.39055613342494,91.39055613342494,0.0,356.89160976693984,14.87048374028916,24,True,0.0041193132136064835,False,4.695198223434027,7.47320427763043e-10,9,22.312479548763502,229.59679465849757,229.59679465849757,0.0,44.39268776366155,1.849695323485898,24,True,2.4499501788520302e-05,False,3.774015668174835,3.069544618483633e-12,9
NGC0289,0.5,0.7,28,2,20.8,46.0,Wa97,0,4161.142927278398,148.61224740279994,11.288994790360313,188.66288996941398,188.66288996941398,0.0,171.07597963639046,6.5798453706304025,26,True,0.001523699818000779,False,3.970378600471431,3.121556346741272e-10,9,19.461021010742087,321.39381675930747,321.39381675930747,0.0,50.767436793847416,1.9525937228402852,26,True,6.355378092235902e-06,False,3.4376731573167394,1.6200374375330284e-12,9
NGC0300,0.5,0.7,25,2,2.08,42.0,"Sa96,CP90",0,4034.9988682811177,161.39995473124472,2.8488461704219215,104.08389418360701,104.08389418360701,0.0,44.43290621842406,1.9318654877575678,23,True,0.0001364425868494699,False,4.565143123179718,1.2995826637052232e-11,9,20.195599036368698,232.28616111325712,232.28616111325712,0.0,14.887566099096142,0.6472854825693976,23,True,2.339552877056433e-05,False,3.762370307313783,8.917311333789257e-13,9
NGC0801,0.5,0.7,13,1,80.7,80.0,"Sa96,Br92",0,2540.6798834586,195.43691411220001,16.27299785591111,194.511126767106,194.511126767106,0.0,178.35109115734235,16.213735559758394,11,True,0.0004547224194493669,False,3.9398510035251197,1.8960122361022513e-10,9,28.065531216588468,348.90539008699574,348.90539008699574,0.0,83.97238614026452,7.633853285478593,11,True,0.00015310581130494933,False,3.35553957510085,1.3777423646388343e-10,9
NGC0891,0.5,0.7,18,1,9.91,90.0,Fr11,0,2954.952459614038,164.16402553411322,7.474550663909244,182.50926423152276,182.50926423152276,0.0,217.70680081195349,13.606675050747093,16,True,0.00023458878784291627,False,4.003539437329577,1.886348854895914e-10,9,4999.999999999418,3754.4693075447262,3754.4693075447262,0.0,290.0744534851588,18.129653342822426,16,True,1.5793194498529953e-07,True,1.1723955140041653e-13,5.047695594839752e-11,9
