augmented,baseline,fit_mode,region,galaxy,augmented_loss,baseline_loss,augmented_rms_kms,baseline_rms_kms
A_core,bar_fixed,full,all,NGC0891,12.094822267330523,164.16402553411322,22.236470603471904,42.48873191442031
A_core,bar_fixed,full,all,NGC1003,11.83199845102476,592.4383922240379,8.818983583414484,57.05520264141121
A_core,bar_fixed,full,all,NGC1090,4.85689221805029,377.15706743653726,12.213591524945484,53.94427875610075
A_core,bar_fixed,full,all,NGC2403,73.66173442891862,4374.210085525969,13.471954682779396,50.70104801512085
A_core,bar_fixed,full,all,NGC2683,1.8240359056536932,62.66178794847595,13.3992445384853,63.994598885048255
A_core,bar_fixed,full,all,NGC2841,33.01145411832842,746.2937699769948,38.44125840754356,130.51149487715648
A_core,bar_fixed,full,all,NGC2903,9.953984876799732,736.3954873559,22.757036232142404,60.520087188359796
A_core,bar_fixed,full,all,NGC2915,0.9417272533900489,58.99735804144411,7.674242264348157,53.35994986959267
A_core,bar_fixed,full,all,NGC2955,3.8446001479797913,16.963121110236695,11.194069154966169,42.649935542778884
A_core,bar_fixed,full,all,NGC2976,0.26937811057972766,16.558875997894486,1.7878754738802922,14.260040448565771
A_core,bar_fixed,full,all,NGC2998,7.39982869461001,583.903093391116,37.676911355550985,71.792278099358
A_core,bar_fixed,full,all,NGC3109,0.36550008814360263,148.70862002407554,1.3715810140060962,32.07944925871144
A_core,bar_fixed,full,all,NGC3198,21.842243093547065,759.05402856836,12.309567021765234,56.10018925823561
A_core,bar_fixed,full,all,NGC3521,1.0436867322007741,15.150541402719485,9.113684539840886,35.20819118432227
A_core,bar_fixed,full,all,NGC3726,2.955104226333806,48.09959617676787,10.6467308386593,50.40406506912891
A_core,bar_fixed,full,all,NGC3741,2.1472079429255366,122.67443340879022,3.353703071752579,25.903475084314856
A_core,bar_fixed,full,all,NGC3769,1.7655451945825025,53.81488861225717,9.07074986768627,50.35656246265608
A_core,bar_fixed,full,all,NGC3877,2.6090116632975624,31.817952704788652,13.522107349501434,33.84095588590208
A_core,bar_fixed,full,all,NGC3893,0.49912584724885434,49.73630064369241,5.178592150098092,58.424136708413236
A_core,bar_fixed,full,all,NGC3917,1.5111223115458667,157.5689424027324,5.751523190309146,50.96833813740423
A_core,bar_fixed,full,all,NGC3949,0.31740647539237216,6.8255549137551075,3.478974360253078,28.51727644416544
A_core,bar_fixed,full,all,NGC3953,0.6976859048571095,61.40701985525877,5.958604362875524,49.90378454420272
A_core,bar_fixed,full,all,NGC3972,1.3756242084012114,85.65091486449042,5.982426672892805,44.45959494291804
A_core,bar_fixed,full,all,NGC3992,4.936363657033228,287.445431746833,15.388355291306045,105.26043069104036
A_core,bar_fixed,full,all,NGC4010,0.9055282701706378,56.272295809621426,5.604217960924878,36.86370394291005
A_core,bar_fixed,full,all,NGC4013,3.480749321394974,153.18617662324866,9.978190226518597,65.6912991112144
A_core,bar_fixed,full,all,NGC4051,0.2876144039404775,11.238850087967021,4.248670396693935,23.600374430425113
A_core,bar_fixed,full,all,NGC4068,0.14274382483632989,16.077531304593155,1.1472063180508703,9.428676806463026
A_core,bar_fixed,full,all,NGC4085,3.237195577238711,14.181342399875154,11.966038112437683,21.937902793068105
A_core,bar_fixed,full,all,NGC4088,0.8288648187382881,12.37274520189601,7.111195469751464,25.396289301523897
A_core,bar_fixed,full,all,NGC4100,1.7387451034771428,139.553345276074,8.643494721425728,66.37776887597958
A_core,bar_fixed,full,all,NGC4138,0.33034828857189746,21.91894572325705,10.093701419760684,55.13347538266021
A_core,bar_fixed,full,all,NGC4157,0.45361370432879244,39.84705750100176,6.052006457751413,52.61576992556368
A_core,bar_fixed,full,all,NGC4183,2.204587188859674,75.78313795980324,9.752453389337584,48.41085618248364
A_core,bar_fixed,full,all,NGC4217,30.10904726487397,43.09019160868197,39.837051194695164,47.85850745851352
A_core,bar_fixed,full,all,NGC4559,0.3661352392469449,78.38853548431177,3.6756951223823937,39.983139647321316
A_core,bar_fixed,full,all,NGC5005,0.37166902471549546,2.261567451200022,9.514493324804596,32.137765803626486
A_core,bar_fixed,full,all,NGC5033,5.134048674425216,949.5661557682142,13.063493633876009,81.7961238031875
A_core,bar_fixed,full,all,NGC5055,13.626664428445126,2003.7790497281217,7.192039894698966,53.47664009693142
A_core,bar_fixed,full,all,NGC5371,23.6748701658591,134.44883901918485,23.949150772461106,45.30694573277189
A_core,bar_fixed,full,all,NGC5585,4.737565191052852,289.8501832174533,2.878786722928451,31.680943701137302
A_core,bar_fixed,full,all,NGC5907,26.409617366194496,1066.324679633615,23.97890540781278,86.48374825501512
A_core,bar_fixed,full,all,NGC5985,20.210883823562053,754.5371588824325,21.87759529842789,136.4962034128173
A_core,bar_fixed,full,all,NGC6015,47.81368803437936,457.10971377810256,23.666149483585286,65.62463308469805
A_core,bar_fixed,full,all,NGC6195,2.0347811035540606,29.77813353117447,8.521834426178161,32.465876375508444
A_core,bar_fixed,full,all,NGC6503,14.87528016493714,1663.8469499507798,9.684864030388738,56.83404358118103
A_core,bar_fixed,full,all,NGC6674,49.176086947376696,2258.8382543351595,38.44574871102634,119.19759956224416
A_core,bar_fixed,full,all,NGC6789,0.15145784651967048,21.805655469204677,1.6039161114852265,26.49840257662861
A_core,bar_fixed,full,all,NGC6946,2.349903572444171,160.94240720904904,8.90149067451447,42.149896326484296
A_core,bar_fixed,full,all,NGC7331,3.7887445481867723,241.60156598258325,12.4184037077971,59.35435178932774
A_core,bar_fixed,full,all,NGC7793,1.0103437961957096,14.831022258079026,6.571958317449935,26.40567432925076
A_core,bar_fixed,full,all,NGC7814,2.6056702503642644,404.6391942405009,9.29545048421484,73.62545163519992
A_core,bar_fixed,full,all,UGC00128,58.4517571988866,6130.545888764023,15.551712375954738,74.49268163919993
A_core,bar_fixed,full,all,UGC00191,23.413498036514152,822.031528122371,6.939983834267894,31.92467620407112
A_core,bar_fixed,full,all,UGC00634,0.8326499437828914,1475.693436592625,2.9977136438154783,55.279530975262304
A_core,bar_fixed,full,all,UGC00731,3.94923419282434,194.53971873644306,5.371996190980815,38.173607381211454
A_core,bar_fixed,full,all,UGC00891,0.41889456419407695,1784.629550154783,0.8030787289392579,28.400063073702132
A_core,bar_fixed,full,all,UGC01281,14.146319909702004,inf,16.31364630769546,inf
A_core,bar_fixed,full,all,UGC02259,10.087891485792994,670.4871400484597,9.100557551612658,48.104127634342866
A_core,bar_fixed,full,all,UGC02487,18.823146564950893,2848.6153655614,39.76060785212146,167.86710373521154
A_core,bar_fixed,full,all,UGC02885,6.136470778709852,131.85218803646214,24.771900974107442,114.82690801221729
A_core,bar_fixed,full,all,UGC02916,29.544464622694377,113.26021284109162,19.58204352954107,40.95236813050123
A_core,bar_fixed,full,all,UGC02953,81.29714677802365,2428.8988689667726,32.53120030988628,86.4074595792206
A_core,bar_fixed,full,all,UGC03205,23.09795882351251,549.6193994596446,28.60774578697809,71.96485846242949
A_core,bar_fixed,full,all,UGC03546,2.151394748598724,1015.7968601554886,27.50143956781483,51.95330691477968
A_core,bar_fixed,full,all,UGC03580,21.024994676084376,434.29050496182396,14.78498083446893,36.01201131349121
A_core,bar_fixed,full,all,UGC04278,0.6856977788470183,57.267716429265974,3.598671246240692,36.125526983474
A_core,bar_fixed,full,all,UGC04325,1.6909558233964677,228.72682227757724,3.9681358708499643,46.16285880622443
A_core,bar_fixed,full,all,UGC04483,0.24861209045903915,30.005106723324136,0.8324608434863925,8.382655992936533
A_core,bar_fixed,full,all,UGC04499,0.6220368991509471,108.1376045987667,2.2915488436733495,28.740791843283862
A_core,bar_fixed,full,all,UGC05005,0.04750262076399198,15.090460320049322,2.5155645940750353,39.715777861931855
A_core,bar_fixed,full,all,UGC05253,5.549674844736502,358.8400069976658,16.172552311724225,51.90330448400473
A_core,bar_fixed,full,all,UGC05414,0.16340423941358426,63.391968889801724,0.9935273038977981,19.4770280367091
A_core,bar_fixed,full,all,UGC05716,16.82031735360339,2553.949384051958,6.4448547621251455,38.595717422736016
A_core,bar_fixed,full,all,UGC05721,1.622480894464531,85.23278224846521,6.079383989608375,43.42112660188199
A_core,bar_fixed,full,all,UGC05750,0.04587659314313592,14.306000700770158,1.790210719661118,27.51007053890247
A_core,bar_fixed,full,all,UGC05764,3.802412378592675,2201.8043939200247,2.2815060676981025,29.626853146959423
A_core,bar_fixed,full,all,UGC05829,0.4428918079035315,23.933211616550693,3.367435922603258,24.75432036929144
A_core,bar_fixed,full,all,UGC05918,0.30932289763022425,30.79698325988454,2.1857404286897957,21.809546688333317
A_core,bar_fixed,full,all,UGC05986,0.14468101826840427,353.9150880262665,1.2169791166577302,54.03667362248708
A_core,bar_fixed,full,all,UGC06399,0.12569466246227468,71.75804280548796,1.8596021698644754,38.70738543926881
A_core,bar_fixed,full,all,UGC06446,1.9064341177501543,97.30065221182605,7.256230688358331,43.361690679924365
A_core,bar_fixed,full,all,UGC06614,0.11793452227712849,27.16582030776768,5.453150055766076,65.5480551416531
A_core,bar_fixed,full,all,UGC06667,0.5933536497228753,224.2673341256728,2.652903940062867,48.79034345735921
A_core,bar_fixed,full,all,UGC06786,23.244756814855606,1306.32416893488,18.582080694494767,82.0312241748302
A_core,bar_fixed,full,all,UGC06787,66.15961824535245,1467.4004251745744,20.79588650618174,80.45177978959224
A_core,bar_fixed,full,all,UGC06818,0.8647174193019307,25.140576884712,4.599085445267507,27.07042994637209
A_core,bar_fixed,full,all,UGC06917,0.7164582178652888,128.81879674012023,3.9367180820209273,46.43992237689648
A_core,bar_fixed,full,all,UGC06923,0.19754247054333104,30.554458698529047,2.4974315572562857,25.934444999377245
A_core,bar_fixed,full,all,UGC06930,1.0077590774593455,57.39044498080112,6.7877635343669205,45.99712838722294
A_core,bar_fixed,full,all,UGC06983,1.5236631147476023,113.04850837841984,7.185794358433652,54.54130717033093
A_core,bar_fixed,full,all,UGC07089,0.2034670111569232,22.10684868829868,2.1439604358485194,25.463878692061286
A_core,bar_fixed,full,all,UGC07125,0.5175023764054372,80.9245612081967,2.205750382643703,21.209547707269063
A_core,bar_fixed,full,all,UGC07151,1.7541520691962953,117.02816464029519,3.479625938565039,27.222430951846494
A_core,bar_fixed,full,all,UGC07232,0.05603299590906746,18.18599741942391,0.7811525622115981,14.072864381408866
A_core,bar_fixed,full,all,UGC07261,1.194296624365284,34.098275673158476,6.185467560299424,33.05085052090242
A_core,bar_fixed,full,all,UGC07323,0.277978256941932,37.01265281054037,2.0404049981299357,23.544315659585056
A_core,bar_fixed,full,all,UGC07399,5.244454376871994,329.1413859907484,8.306204830142587,58.88791065688592
A_core,bar_fixed,full,all,UGC07524,0.6231559131326625,103.09165849592907,2.893053658127538,34.28871958325588
A_core,bar_fixed,full,all,UGC07559,0.03592503963977104,9.240897945990753,0.6122110306567231,9.818827026724065
A_core,bar_fixed,full,all,UGC07577,0.09869003237216839,0.594520431982725,0.9958545407360871,2.444233288569486
A_core,bar_fixed,full,all,UGC07603,0.4036323752404811,118.45530706568287,1.836076785226049,31.453943634197763
A_core,bar_fixed,full,all,UGC07690,0.36691365353380734,27.854528491025906,2.6107134502678297,22.747054901726205
A_core,bar_fixed,full,all,UGC07866,0.13790080536747773,7.4067943478395675,1.5113944061136828,11.076678549661342
A_core,bar_fixed,full,all,UGC08286,7.432175468948819,467.9802238788798,6.352337087249914,44.67728634232997
A_core,bar_fixed,full,all,UGC08490,4.490256936521844,147.87110866126233,7.819193530881242,44.87123580471808
A_core,bar_fixed,full,all,UGC08550,3.9365209774278878,201.16518225257013,4.4869906315927075,29.603145461388138
A_core,bar_fixed,full,all,UGC08699,8.784310115315867,159.40385704071244,14.76999836229321,57.25812439420853
A_core,bar_fixed,full,all,UGC08837,0.2632355182711679,17.765824894530528,1.5189769497935186,12.285290390769424
A_core,bar_fixed,full,all,UGC09037,3.615837319339226,34.0766640480175,10.70337744103429,38.69185930539163
A_core,bar_fixed,full,all,UGC09133,45.94316098898243,1759.7131755883238,30.037035134754806,81.51364026148558
A_core,bar_fixed,full,all,UGC09992,0.13051555618389785,3.924240994689332,2.0447846223220862,11.21228856253127
A_core,bar_fixed,full,all,UGC10310,0.21250042362594432,38.16580262115297,2.3325470726974036,31.25990953267383
A_core,bar_fixed,full,all,UGC11455,4.095823442439691,78.75638062730246,14.132467473237964,60.052146253715186
A_core,bar_fixed,full,all,UGC11557,0.8880019334993802,2.1781350609261776,7.749103169060088,11.064096224349823
A_core,bar_fixed,full,all,UGC11820,12.472083200308445,1194.6909530837436,11.210097158561156,30.783069591499505
A_core,bar_fixed,full,all,UGC11914,18.222913755553108,206.17774959614533,18.7716340220471,53.5297580784848
A_core,bar_fixed,full,all,UGC12506,3.250311299488436,77.93023123668134,29.475183948661574,116.02345816251234
A_core,bar_fixed,full,all,UGC12632,0.9239749101095452,121.8435403238876,3.6596514687597987,34.55295039419839
A_core,bar_fixed,full,all,UGC12732,4.182240807760294,163.4239886795544,7.683115138628916,44.72613799762456
A_core,bar_fixed,full,all,UGCA442,0.9157750323303903,538.7940690775573,1.865996866471893,27.598673456837002
A_core,bar_fixed,full,all,UGCA444,0.366606383575372,12.641303978920666,2.2419344470020346,14.471300240102812
A_nfw,bar_fixed,full,all,CamB,4.673612687728035,5.004487769143109,3.242780989735212,3.3556068721726025
A_nfw,bar_fixed,full,all,D512-2,0.1566793387980449,23.625046266398797,1.738282353479764,17.686144058692637
A_nfw,bar_fixed,full,all,D564-8,0.6037321208837825,39.350143014524825,1.2285014250813198,11.653064328205572
A_nfw,bar_fixed,full,all,D631-7,5.250848381357676,105.82145267848603,4.7074409213120845,26.33009609397304
A_nfw,bar_fixed,full,all,DDO064,0.47113464540640304,12.917538886392311,3.3667457832779766,17.940281191340095
A_nfw,bar_fixed,full,all,DDO154,9.809340063518368,5866.32767069562,2.91485809156524,23.71217692693497
A_nfw,bar_fixed,full,all,DDO161,1.074808889158876,371.7528535946912,2.742328373036033,23.323029110647877
A_nfw,bar_fixed,full,all,DDO168,8.5203725082123,160.8646173343166,4.379804731796737,21.018874222272622
A_nfw,bar_fixed,full,all,DDO170,1.6211657903536332,599.3246036100315,2.659372800335623,27.33402059077279
A_nfw,bar_fixed,full,all,ESO079-G014,3.299693110134173,395.1458975190378,9.555313008219716,55.74658403541774
A_nfw,bar_fixed,full,all,ESO116-G012,2.0265651836549448,329.64258315169786,4.457674906242647,46.78642194708297
A_nfw,bar_fixed,full,all,ESO444-G084,0.4784323713566474,284.9602406268618,2.5217457724819146,33.349804034715035
A_nfw,bar_fixed,full,all,ESO563-G021,19.256849239174176,245.73423537525636,24.540246002836117,117.979670125645
A_nfw,bar_fixed,full,all,F565-V2,0.26711013529910826,43.285204855999226,4.685412882892054,41.087913426981345
A_nfw,bar_fixed,full,all,F568-3,2.8352107801585262,29.531011110194374,9.765693568351427,44.56354544414182
A_nfw,bar_fixed,full,all,F568-V1,0.18826138704746762,45.58072414931426,8.17468900685351,65.51997770587302
A_nfw,bar_fixed,full,all,F571-8,16.179874743988666,165.451169558817,17.77298326114159,55.62174794317093
A_nfw,bar_fixed,full,all,F571-V1,0.22769437659392308,39.86101565953303,4.284909206835454,39.794929421262424
A_nfw,bar_fixed,full,all,F574-1,1.4089056537099898,112.89148761012136,5.427445611774804,48.52533758837649
A_nfw,bar_fixed,full,all,F583-1,1.438301446112681,50.59806101759628,6.820903799851981,37.88119838848093
A_nfw,bar_fixed,full,all,F583-4,0.12642737138710186,38.22694574495397,1.6349585931974233,28.256036139451535
A_nfw,bar_fixed,full,all,IC2574,31.313532415296958,406.7605022215018,5.02203570375264,23.78354699928544
A_nfw,bar_fixed,full,all,IC4202,37.66387198456881,151.01776507036806,25.980299413354942,69.1215936942972
A_nfw,bar_fixed,full,all,KK98-251,1.568244803509536,21.35511141236192,2.5045916262013943,9.24231819672141
A_nfw,bar_fixed,full,all,NGC0024,0.8669818545917054,89.44040982666382,6.398621773959553,47.18129248016705
A_nfw,bar_fixed,full,all,NGC0055,2.6859295484490477,119.10285072416097,3.8301892108655187,30.10483924708385
A_nfw,bar_fixed,full,all,NGC0100,0.6830966083088222,51.50763676659155,3.7706312147482914,37.32423045477866
A_nfw,bar_fixed,full,all,NGC0247,1.707411067833132,355.42140956682437,2.567260085070293,44.33874452179441
A_nfw,bar_fixed,full,all,NGC0289,1.8131227426374075,148.61224740279994,9.596090757368184,72.05791283517864
A_nfw,bar_fixed,full,all,NGC0300,0.5955026439638467,161.39995473124472,3.9161776350762967,46.47895971603302
A_nfw,bar_fixed,full,all,NGC0801,6.45941431848,195.4369141122,14.801464286164032,53.955412557620825
A_nfw,bar_fixed,full,all,NGC0891,16.115247415844113,164.16402553411322,24.52865013008186,42.48873191442031
A_nfw,bar_fixed,full,all,NGC1003,2.4249424168254867,592.4383922240379,3.689004442583201,57.05520264141121
A_nfw,bar_fixed,full,all,NGC1090,2.2165268495389276,377.15706743653726,9.203375629334607,53.94427875610075
A_nfw,bar_fixed,full,all,NGC2403,9.738231070981188,4374.210085525969,4.371064046760566,50.70104801512085
A_nfw,bar_fixed,full,all,NGC2683,0.6943466799190007,62.66178794847595,7.935177989409362,63.994598885048255
A_nfw,bar_fixed,full,all,NGC2841,3.20660754988877,746.2937699769948,9.6788853951641,130.51149487715648
A_nfw,bar_fixed,full,all,NGC2903,13.423344739515016,736.3954873559,24.630973649076875,60.520087188359796
A_nfw,bar_fixed,full,all,NGC2915,0.8930106619341881,58.99735804144411,9.529913425315115,53.35994986959267
A_nfw,bar_fixed,full,all,NGC2955,4.1521913912079595,16.963121110236695,14.080594008699165,42.649935542778884
A_nfw,bar_fixed,full,all,NGC2976,1.7475214445725546,16.558875997894486,4.689265106820388,14.260040448565771
A_nfw,bar_fixed,full,all,NGC2998,2.078070447580734,583.903093391116,21.018356367834322,71.792278099358
A_nfw,bar_fixed,full,all,NGC3109,7.788916357913786,148.70862002407554,4.794214288604163,32.07944925871144
A_nfw,bar_fixed,full,all,NGC3198,1.3275832960567902,759.05402856836,8.703039965601564,56.10018925823561
A_nfw,bar_fixed,full,all,NGC3521,0.31087624386217744,15.150541402719485,5.16368142632595,35.20819118432227
A_nfw,bar_fixed,full,all,NGC3726,1.7021291949487007,48.09959617676787,6.932695880495862,50.40406506912891
A_nfw,bar_fixed,full,all,NGC3741,0.3113092542968797,122.67443340879022,1.2716529739750038,25.903475084314856
A_nfw,bar_fixed,full,all,NGC3769,0.9211086442016975,53.81488861225717,6.910330163971348,50.35656246265608
A_nfw,bar_fixed,full,all,NGC3877,4.766894466426152,31.817952704788652,17.6684561344512,33.84095588590208
A_nfw,bar_fixed,full,all,NGC3893,0.8869927491408791,49.73630064369241,7.504651904452314,58.424136708413236
A_nfw,bar_fixed,full,all,NGC3917,3.7742762542233623,157.5689424027324,7.721503610764664,50.96833813740423
A_nfw,bar_fixed,full,all,NGC3949,0.38802333986884163,6.8255549137551075,6.968688668752048,28.51727644416544
A_nfw,bar_fixed,full,all,NGC3953,0.20033548536161602,61.40701985525877,2.815661466488339,49.90378454420272
A_nfw,bar_fixed,full,all,NGC3972,0.9161337757718957,85.65091486449042,4.762599709819744,44.45959494291804
A_nfw,bar_fixed,full,all,NGC3992,0.32290521456419874,287.445431746833,4.014222486076131,105.26043069104036
A_nfw,bar_fixed,full,all,NGC4010,1.8611928776500541,56.272295809621426,7.4638931253393155,36.86370394291005
A_nfw,bar_fixed,full,all,NGC4013,0.9386940656928441,153.18617662324866,5.936200629734763,65.6912991112144
A_nfw,bar_fixed,full,all,NGC4051,0.5660485150297055,11.238850087967021,6.505745814752209,23.600374430425113
A_nfw,bar_fixed,full,all,NGC4068,1.2347906098175268,16.077531304593155,3.8296220134912633,9.428676806463026
A_nfw,bar_fixed,full,all,NGC4085,4.749714854787767,14.181342399875154,14.623485656587594,21.937902793068105
A_nfw,bar_fixed,full,all,NGC4088,2.121808479831521,12.37274520189601,11.024760651172983,25.396289301523897
A_nfw,bar_fixed,full,all,NGC4100,0.7864938608041152,139.553345276074,6.286655297132358,66.37776887597958
A_nfw,bar_fixed,full,all,NGC4138,0.6699171717716715,21.91894572325705,10.614333368291508,55.13347538266021
A_nfw,bar_fixed,full,all,NGC4157,0.3539013592857476,39.84705750100176,6.397021415698287,52.61576992556368
A_nfw,bar_fixed,full,all,NGC4183,0.15458750218355796,75.78313795980324,2.5810191152176345,48.41085618248364
A_nfw,bar_fixed,full,all,NGC4217,33.95821631041825,43.09019160868197,42.087450829836804,47.85850745851352
A_nfw,bar_fixed,full,all,NGC4559,0.3659957991617448,78.38853548431177,3.3010411384610223,39.983139647321316
A_nfw,bar_fixed,full,all,NGC5005,0.6258415171467637,2.261567451200022,11.986490174694266,32.137765803626486
A_nfw,bar_fixed,full,all,NGC5033,4.917770137482278,949.5661557682142,15.86852189671058,81.7961238031875
A_nfw,bar_fixed,full,all,NGC5055,58.47500929401734,2003.7790497281217,9.209489039030212,53.47664009693142
A_nfw,bar_fixed,full,all,NGC5371,7.890617021990226,134.44883901918485,14.209805046162451,45.30694573277189
A_nfw,bar_fixed,full,all,NGC5585,6.576562258532671,289.8501832174533,5.069533417450611,31.680943701137302
A_nfw,bar_fixed,full,all,NGC5907,5.108856522195772,1066.324679633615,9.39874231341954,86.48374825501512
A_nfw,bar_fixed,full,all,NGC5985,2.469635806236029,754.5371588824325,7.929689540677446,136.4962034128173
A_nfw,bar_fixed,full,all,NGC6015,7.906747717597678,457.10971377810256,8.257766745328572,65.62463308469805
A_nfw,bar_fixed,full,all,NGC6195,1.8298832409151176,29.77813353117447,8.80242301620321,32.465876375508444
A_nfw,bar_fixed,full,all,NGC6503,1.8130209159256228,1663.8469499507798,3.3982641889463574,56.83404358118103
A_nfw,bar_fixed,full,all,NGC6674,11.791036148263807,2258.8382543351595,16.889248237855092,119.19759956224416
A_nfw,bar_fixed,full,all,NGC6789,1.014842252901686,21.805655469204677,6.013898939627631,26.49840257662861
A_nfw,bar_fixed,full,all,NGC6946,2.526238970830812,160.94240720904904,9.054866061967621,42.149896326484296
A_nfw,bar_fixed,full,all,NGC7331,5.582915931113433,241.60156598258325,14.856928741979603,59.35435178932774
A_nfw,bar_fixed,full,all,NGC7793,0.8530433402098423,14.831022258079026,6.608534681344088,26.40567432925076
A_nfw,bar_fixed,full,all,NGC7814,1.0883170158766973,404.6391942405009,9.980832530448266,73.62545163519992
A_nfw,bar_fixed,full,all,UGC00128,2.8149599227798885,6130.545888764023,4.559474811245901,74.49268163919993
A_nfw,bar_fixed,full,all,UGC00191,2.7882059419271163,822.031528122371,5.178607077843025,31.92467620407112
A_nfw,bar_fixed,full,all,UGC00634,1.6011423427543399,1475.693436592625,4.2015585459322535,55.279530975262304
A_nfw,bar_fixed,full,all,UGC00731,0.2829928147471202,194.53971873644306,1.4181637881725628,38.173607381211454
A_nfw,bar_fixed,full,all,UGC00891,1.8583290157884733,1784.629550154783,3.328769195544142,28.400063073702132
A_nfw,bar_fixed,full,all,UGC01281,0.8535697722284307,inf,4.072531574374642,inf
A_nfw,bar_fixed,full,all,UGC02259,0.5296188355171123,670.4871400484597,1.5759663703797044,48.104127634342866
A_nfw,bar_fixed,full,all,UGC02487,3.9365998951686225,2848.6153655614,10.932161044256603,167.86710373521154
A_nfw,bar_fixed,full,all,UGC02885,2.3256282239187134,131.85218803646214,15.250010570221628,114.82690801221729
A_nfw,bar_fixed,full,all,UGC02916,43.0013721266236,113.26021284109162,24.976745998921835,40.95236813050123
A_nfw,bar_fixed,full,all,UGC02953,6.008213428722301,2428.8988689667726,22.66441050652784,86.4074595792206
A_nfw,bar_fixed,full,all,UGC03205,3.8868993885766305,549.6193994596446,11.785027315895576,71.96485846242949
A_nfw,bar_fixed,full,all,UGC03546,3.4069996932112834,1015.7968601554886,30.785341117668484,51.95330691477968
A_nfw,bar_fixed,full,all,UGC03580,29.588132177631714,434.29050496182396,17.391951929582437,36.01201131349121
A_nfw,bar_fixed,full,all,UGC04278,1.1579750905478663,57.267716429265974,5.003026521567156,36.125526983474
A_nfw,bar_fixed,full,all,UGC04325,2.1510347589928687,228.72682227757724,4.474006734885904,46.16285880622443
A_nfw,bar_fixed,full,all,UGC04483,0.4448513540211064,30.005106723324136,1.252950349147559,8.382655992936533
A_nfw,bar_fixed,full,all,UGC04499,0.812460672953271,108.1376045987667,3.375541994952424,28.740791843283862
A_nfw,bar_fixed,full,all,UGC05005,0.17831875109502313,15.090460320049322,4.4638434935864995,39.715777861931855
A_nfw,bar_fixed,full,all,UGC05253,5.9128550754589515,358.8400069976658,15.762003386052667,51.90330448400473
A_nfw,bar_fixed,full,all,UGC05414,0.6863917053518468,63.391968889801724,2.03928232730269,19.4770280367091
A_nfw,bar_fixed,full,all,UGC05716,1.5057226184727,2553.949384051958,1.341378714928488,38.595717422736016
A_nfw,bar_fixed,full,all,UGC05721,0.8798929785645098,85.23278224846521,4.618569154504872,43.42112660188199
A_nfw,bar_fixed,full,all,UGC05750,0.822214379960596,14.306000700770158,6.9323557433616685,27.51007053890247
A_nfw,bar_fixed,full,all,UGC05764,5.3872100016301045,2201.8043939200247,4.233084008740751,29.626853146959423
A_nfw,bar_fixed,full,all,UGC05829,0.06982789978063213,23.933211616550693,1.337103442080452,24.75432036929144
A_nfw,bar_fixed,full,all,UGC05918,0.10981553543934822,30.79698325988454,1.3023401872426381,21.809546688333317
A_nfw,bar_fixed,full,all,UGC05986,5.035872232194092,353.9150880262665,7.972476724749889,54.03667362248708
A_nfw,bar_fixed,full,all,UGC06399,0.511772443247459,71.75804280548796,4.087435024120477,38.70738543926881
A_nfw,bar_fixed,full,all,UGC06446,0.18943047199237625,97.30065221182605,2.4890089768268155,43.361690679924365
A_nfw,bar_fixed,full,all,UGC06614,0.747308043500515,27.16582030776768,11.639482106658711,65.5480551416531
A_nfw,bar_fixed,full,all,UGC06667,1.0163560850110553,224.2673341256728,3.7232667965407042,48.79034345735921
A_nfw,bar_fixed,full,all,UGC06786,0.9083338848362316,1306.32416893488,9.741882300420254,82.0312241748302
A_nfw,bar_fixed,full,all,UGC06787,28.360770672476015,1467.4004251745744,17.463642526895175,80.45177978959224
A_nfw,bar_fixed,full,all,UGC06818,2.6565414641873217,25.140576884712,8.025874691439773,27.07042994637209
A_nfw,bar_fixed,full,all,UGC06917,0.6574005450900546,128.81879674012023,3.117042141707796,46.43992237689648
A_nfw,bar_fixed,full,all,UGC06923,0.6366234999014441,30.554458698529047,4.578346043011214,25.934444999377245
A_nfw,bar_fixed,full,all,UGC06930,0.22191140680643334,57.39044498080112,3.7193006435650866,45.99712838722294
A_nfw,bar_fixed,full,all,UGC06983,0.5265481604706297,113.04850837841984,4.68505896447224,54.54130717033093
A_nfw,bar_fixed,full,all,UGC07089,0.22022544131097388,22.10684868829868,2.294690373215208,25.463878692061286
A_nfw,bar_fixed,full,all,UGC07125,0.7221584867118644,80.9245612081967,2.3992116135887573,21.209547707269063
A_nfw,bar_fixed,full,all,UGC07151,2.3921693814667386,117.02816464029519,3.5502521815499013,27.222430951846494
A_nfw,bar_fixed,full,all,UGC07232,1.19932331070841,18.18599741942391,3.613949481331274,14.072864381408866
A_nfw,bar_fixed,full,all,UGC07261,0.034804126497859904,34.098275673158476,1.0559219075456485,33.05085052090242
A_nfw,bar_fixed,full,all,UGC07323,0.5511202921367783,37.01265281054037,2.8729903416655116,23.544315659585056
A_nfw,bar_fixed,full,all,UGC07399,0.8108232858396833,329.1413859907484,2.4753121577124597,58.88791065688592
A_nfw,bar_fixed,full,all,UGC07524,0.75485814105415,103.09165849592907,2.8824024213670296,34.28871958325588
A_nfw,bar_fixed,full,all,UGC07559,0.30360201576877627,9.240897945990753,1.7797329772508192,9.818827026724065
A_nfw,bar_fixed,full,all,UGC07577,0.15067613424325282,0.594520431982725,1.2304996568049187,2.444233288569486
