galaxy,ml_disk,ml_bulge,n,Q,D_Mpc,inclination_deg,refs,baryon_invalid_rows,baryon_chi2_valid,baryon_chi2_per_valid_row,core_length_kpc,core_amplitude_kms,core_excess_amplitude_kms,core_admissible_min_amplitude_kms,core_chi2,core_reduced_chi2,core_dof,core_success,core_optimality,core_bound_hit,core_bound_distance_log,core_restart_chi2_spread,core_near_best_starts,nfw_length_kpc,nfw_amplitude_kms,nfw_excess_amplitude_kms,nfw_admissible_min_amplitude_kms,nfw_chi2,nfw_reduced_chi2,nfw_dof,nfw_success,nfw_optimality,nfw_bound_hit,nfw_bound_distance_log,nfw_restart_chi2_spread,nfw_near_best_starts
NGC1090,0.5,0.7,24,1,37.0,64.0,Ge04,0,9051.769618476894,377.15706743653726,7.761432385521313,157.20859374453178,157.20859374453178,0.0,116.5654132332113,5.298427874236878,22,True,0.000330085340639039,False,2.9487940215632777,9.100631359615363e-11,9,20.026968752163356,291.1174478784935,291.1174478784935,0.0,53.19664438893439,2.4180292904061087,22,True,8.963095174460573e-06,False,2.332640780946689,8.611777957412414e-12,9
NGC2403,0.5,0.7,73,1,3.16,63.0,"Da06,Fr02",0,319317.3362433957,4374.210085525969,3.5466700934322066,134.5572554602911,134.5572554602911,0.0,5377.306613311469,75.73671286354181,71,True,0.024490966408166486,False,3.1043777680345457,4.368303052615374e-09,9,11.055064895836486,257.54881192290344,257.54881192290344,0.0,710.8908681816266,10.01254743917784,71,True,0.000555328224974606,False,2.4551583046452015,7.503331289626658e-12,9
NGC2683,0.5,0.7,11,2,9.81,80.0,"Sa96,Br92",0,689.2796674332354,62.66178794847595,4.71634744534073,182.357099204044,182.357099204044,0.0,20.064394962193028,2.2293772180214475,9,True,0.00011182630147897957,False,2.800400719406495,2.7956303938481142e-11,9,6.780770564679203,302.78151763865833,302.78151763865833,0.0,7.637813479108989,0.8486459421232211,9,True,2.987521321157617e-06,False,2.293356086131303,5.835332217429823e-13,9
NGC2841,0.5,0.7,50,1,14.1,76.0,"Di08,Be91",0,37314.68849884974,746.2937699769948,8.135658009002512,344.03405539667705,344.03405539667705,0.0,1650.5727059201747,34.38693137333697,48,True,0.026952054827911985,False,2.1656269169306963,5.5363216233672574e-09,9,11.470176841657333,556.5430691181208,556.5430691181208,0.0,160.33037749443864,3.340216197800805,48,True,9.474876758025556e-05,False,1.6846230070845367,2.0691004465334117e-11,9
NGC2903,0.5,0.7,34,1,6.6,66.0,"Be91,Be87",0,25037.446570100597,736.3954873559,5.585475779896965,183.4764719928833,183.4764719928833,0.0,338.4354858111909,10.576108931599716,32,True,0.00022517468369453173,False,2.7942811263986886,4.246203388902359e-11,9,19.119485254851973,356.31153952922983,356.31153952922983,0.0,456.3937211435207,14.262303785735021,32,True,0.0004905754500233585,False,2.130562108447471,1.7058710000128485e-10,9
NGC2915,0.5,0.7,30,2,4.06,56.0,El10,0,1769.9207412433232,58.99735804144411,2.008410427748577,99.35670559777478,99.35670559777478,0.0,28.251817601704612,1.0089934857751648,28,True,0.0001288282830727402,False,3.4076511062368304,3.608491283557669e-11,9,5.423257767872884,175.9625058406668,175.9625058406668,0.0,26.790319858029395,0.9567971377867641,28,True,6.679603221205365e-05,False,2.8360966303034836,1.3375967000683886e-11,9
NGC2955,0.5,0.7,24,1,97.9,56.0,SG06,0,407.1149066456807,16.963121110236695,9.003206158234745,207.70213608842906,207.70213608842906,0.0,92.27040355151584,4.1941092523416295,22,True,5.22239203674375e-05,False,2.6702625523317574,225.93735318963743,7,91.29682054136543,523.7121557366514,523.7121557366514,0.0,99.65259338899182,4.5296633358632645,22,True,7.411967080870478e-05,False,1.7004921357281368,1.4230749911803287e-10,9
NGC2976,0.5,0.7,27,2,3.58,61.0,Si03,0,447.0896519431511,16.558875997894486,1.3580950214548106,84.87039412804397,84.87039412804397,0.0,7.273208985652652,0.29092835942610606,25,True,2.783239163575397e-06,False,3.565242249776486,4.440892098500626e-14,9,499.999999999864,1082.9852513511794,1082.9852513511794,0.0,47.43188930421223,1.897275572168489,25,True,1.1484249183989998e-05,True,2.717825964282383e-13,5.7767124417296145e-12,9
NGC2998,0.5,0.7,13,1,68.1,58.0,"Sa96,Br92",0,7590.740214084509,583.903093391116,10.856654319269195,204.7624796959199,204.7624796959199,0.0,96.19777302993174,8.745252093630159,11,True,0.00023488897254258378,False,2.684516895878674,3.5640823625726625e-11,9,17.210713755960814,369.15620877532024,369.15620877532024,0.0,27.01491581854996,2.455901438049996,11,True,4.073852087516033e-05,False,2.0951476831741713,9.123368727159686e-12,9
NGC3109,0.5,0.7,25,1,1.33,70.0,"Be91,JC90",0,3717.7155006018884,148.70862002407554,2.371332252494236,71.74640814384028,71.74640814384028,0.0,9.137502203590051,0.3972827045039153,23,True,5.527359647424155e-06,False,3.733229774976622,4.547473508864641e-13,9,499.9999999998746,740.9285622051998,740.9285622051998,0.0,199.34045396774096,8.666976259466997,23,True,1.1862410221160328e-06,True,2.504663143554353e-13,1.1226575225009583e-10,9
