galaxy,point_index,model,abs_z,weight,cumulative_weight
UGC05750,10,scalar_core,0.6910324506035075,0.002544529262086514,0.2047149977286057
UGCA444,28,scalar_core,0.6950748935671943,0.0009541984732824427,0.20566919620188814
DDO064,13,scalar_core,0.69724379599263,0.002544529262086514,0.20821372546397465
NGC0300,22,scalar_core,0.6978027820702555,0.0015267175572519084,0.20974044302122657
UGC11914,57,scalar_core,0.7051775888841487,0.0005871990604815032,0.21032764208170807
UGC07125,11,scalar_core,0.7092942820486636,0.002544529262086514,0.21287217134379458
DDO064,11,scalar_core,0.7109322000104058,0.002544529262086514,0.21541670060588108
UGC11914,53,scalar_core,0.7123138008777548,0.0005871990604815032,0.21600389966636258
NGC0289,25,scalar_core,0.7131094990157819,0.001272264631043257,0.21727616429740584
NGC1090,23,scalar_core,0.7144646189890704,0.0015267175572519084,0.21880288185465777
NGC0247,22,scalar_core,0.7189365978631375,0.001272264631043257,0.22007514648570103
NGC0247,21,scalar_core,0.724617407865348,0.001272264631043257,0.2213474111167443
UGC06983,14,scalar_core,0.7353315898832489,0.0019083969465648854,0.2232558080633092
UGC05716,9,scalar_core,0.7382584234239145,0.002544529262086514,0.2258003373253957
NGC4013,30,scalar_core,0.7699968630991556,0.0009541984732824427,0.22675453579867813
UGCA444,29,scalar_core,0.7700218631478091,0.0009541984732824427,0.22770873427196056
UGC02916,42,scalar_core,0.7712153138816622,0.0008481764206955047,0.22855691069265607
NGC0100,20,scalar_core,0.7761804420788183,0.0015267175572519084,0.230083628249908
NGC4559,29,scalar_core,0.77839447391998,0.0010905125408942203,0.23117414079080223
NGC4100,21,scalar_core,0.7795330123115053,0.0015267175572519084,0.23270085834805415
NGC4217,17,scalar_core,0.7849334566005457,0.0019083969465648854,0.23460925529461904
NGC7793,37,scalar_core,0.7889727272506992,0.0007633587786259542,0.235372614073245
NGC3109,20,scalar_core,0.7950554317588693,0.0015267175572519084,0.23689933163049692
UGC00128,21,scalar_core,0.7995250112175364,0.0015267175572519084,0.23842604918774885
IC4202,25,scalar_core,0.8011475078024073,0.0010905125408942203,0.23951656172864308
NGC4559,26,scalar_core,0.8098216758868492,0.0010905125408942203,0.2406070742695373
UGC06446,16,scalar_core,0.8111603237118498,0.0019083969465648854,0.2425154712161022
UGC12732,12,scalar_core,0.8190185259887648,0.0019083969465648854,0.2444238681626671
NGC4088,10,scalar_core,0.8222991282062156,0.002544529262086514,0.2469683974247536
NGC4013,33,scalar_core,0.8241819257621387,0.0009541984732824427,0.24792259589803603
UGC05829,8,scalar_core,0.834724325085127,0.002544529262086514,0.25046712516012254
UGC07603,9,scalar_core,0.8349562588443741,0.002544529262086514,0.2530116544222091
UGC11455,28,scalar_core,0.842041853566026,0.0009541984732824427,0.2539658528954915
UGC08490,25,scalar_core,0.8422911174706529,0.001272264631043257,0.25523811752653475
NGC4559,30,scalar_core,0.8532743294703234,0.0010905125408942203,0.25632863006742895
NGC3521,34,scalar_core,0.8555527995096116,0.0008481764206955047,0.25717680648812447
D631-7,13,scalar_core,0.8559355455622824,0.0019083969465648854,0.2590852034346893
UGC08490,24,scalar_core,0.8627502687771786,0.001272264631043257,0.26035746806573257
UGC07524,25,scalar_core,0.8677641347088991,0.0010905125408942203,0.2614479806066268
NGC4559,31,scalar_core,0.8705834543852857,0.0010905125408942203,0.262538493147521
UGC08837,7,scalar_core,0.8765332738486791,0.003816793893129771,0.26635528704065076
NGC0055,19,scalar_core,0.8895076369661865,0.0015267175572519084,0.2678820045979027
NGC4013,28,scalar_core,0.9035217438866766,0.0009541984732824427,0.2688362030711851
NGC2976,24,scalar_core,0.903667510580894,0.001272264631043257,0.27010846770222835
UGC04483,6,scalar_core,0.9254269201634544,0.003816793893129771,0.2739252615953581
UGC11914,59,scalar_core,0.9268915074808914,0.0005871990604815032,0.2745124606558396
UGC07577,7,scalar_core,0.9276966825216924,0.003816793893129771,0.2783292545489694
UGC07089,10,scalar_core,0.9350869204999762,0.002544529262086514,0.28087378381105593
UGC11914,61,scalar_core,0.9436465748450164,0.0005871990604815032,0.2814609828715374
NGC5033,17,scalar_core,0.9472844297077644,0.0015267175572519084,0.28298770042878935
NGC0100,18,scalar_core,0.9474062946232163,0.0015267175572519084,0.28451441798604127
NGC4217,18,scalar_core,0.958647642833038,0.0019083969465648854,0.28642281493260613
UGC05005,10,scalar_core,0.958839231324822,0.002544529262086514,0.28896734419469267
UGC08490,26,scalar_core,0.965135683432777,0.001272264631043257,0.2902396088257359
NGC0247,23,scalar_core,0.9668691626829008,0.001272264631043257,0.29151187345677915
NGC3893,8,scalar_core,0.9844735384455688,0.003816793893129771,0.2953286673499089
NGC7793,40,scalar_core,0.98902151481185,0.0007633587786259542,0.29609202612853486
UGC07524,26,scalar_core,1.006161716900939,0.0010905125408942203,0.29718253866942906
NGC0289,27,scalar_core,1.0093838066306748,0.001272264631043257,0.2984548033004723
UGC06983,15,scalar_core,1.0106006724135508,0.0019083969465648854,0.30036320024703717
F568-3,15,scalar_core,1.0189947045356114,0.0019083969465648854,0.302271597193602
UGC12506,26,scalar_core,1.021270500841907,0.0010905125408942203,0.30336210973449623
UGC03546,26,scalar_core,1.0249949214048586,0.001272264631043257,0.3046343743655395
NGC0891,14,scalar_core,1.0257249504688544,0.0019083969465648854,0.30654277131210433
UGC07089,11,scalar_core,1.0297710996435976,0.002544529262086514,0.30908730057419087
NGC1090,22,scalar_core,1.0342592454605382,0.0015267175572519084,0.3106140181314428
UGC02953,94,scalar_core,1.0351439367116615,0.00033189512114171923,0.3109459132525845
NGC3109,22,scalar_core,1.0377000925934905,0.0015267175572519084,0.31247263080983645
NGC5005,17,scalar_core,1.0492396768996717,0.0019083969465648854,0.3143810277564013
UGC05918,6,scalar_core,1.049805809456864,0.003816793893129771,0.3181978216495311
NGC4013,29,scalar_core,1.052233826945231,0.0009541984732824427,0.3191520201228135
UGC08550,9,scalar_core,1.0626337549582274,0.002544529262086514,0.32169654938490005
UGC02885,15,scalar_core,1.071207162951015,0.0019083969465648854,0.3236049463314649
NGC0300,23,scalar_core,1.0746419336733335,0.0015267175572519084,0.32513166388871684
NGC3109,23,scalar_core,1.0749777979313446,0.0015267175572519084,0.32665838144596876
UGC06983,16,scalar_core,1.076294961050969,0.0019083969465648854,0.3285667783925336
UGC04499,7,scalar_core,1.0837189481021965,0.003816793893129771,0.3323835722856634
UGC03205,39,scalar_core,1.1044553542879698,0.0007633587786259542,0.33314693106428933
NGC0300,24,scalar_core,1.1096456432813593,0.0015267175572519084,0.33467364862154125
UGC11914,60,scalar_core,1.1181771869489188,0.0005871990604815032,0.33526084768202274
NGC5907,18,scalar_core,1.1238702874966406,0.0019083969465648854,0.3371692446285876
NGC2915,24,scalar_core,1.1289339937027334,0.001272264631043257,0.33844150925963085
NGC0247,25,scalar_core,1.130309576581713,0.001272264631043257,0.3397137738906741
NGC2976,26,scalar_core,1.135372045518183,0.001272264631043257,0.3409860385217173
UGCA444,31,scalar_core,1.1365398980294616,0.0009541984732824427,0.34194023699499976
F571-8,11,scalar_core,1.1400425608302882,0.002544529262086514,0.3444847662570863
UGC07524,30,scalar_core,1.1521598207456034,0.0010905125408942203,0.3455752787979805
F568-V1,13,scalar_core,1.1883968860783682,0.002544529262086514,0.34811980806006704
NGC3521,39,scalar_core,1.20314145615936,0.0008481764206955047,0.34896798448076255
UGCA444,33,scalar_core,1.206837978342539,0.0009541984732824427,0.349922182954045
UGC07524,27,scalar_core,1.211800744472164,0.0010905125408942203,0.3510126954949392
NGC0891,16,scalar_core,1.2128629619361055,0.0019083969465648854,0.35292109244150405
F583-4,9,scalar_core,1.2138389264587273,0.002544529262086514,0.3554656217035906
NGC4013,32,scalar_core,1.2193074920574702,0.0009541984732824427,0.356419820176873
UGC12732,13,scalar_core,1.2223941310795607,0.0019083969465648854,0.3583282171234379
NGC4013,31,scalar_core,1.2244181331676884,0.0009541984732824427,0.3592824155967203
UGC06667,7,scalar_core,1.2409912007531243,0.003816793893129771,0.3630992094898501
NGC3109,21,scalar_core,1.2562433985880703,0.0015267175572519084,0.364625927047102
NGC6195,18,scalar_core,1.2699719404157377,0.0015267175572519084,0.3661526446043539
UGC02916,35,scalar_core,1.272484769339483,0.0008481764206955047,0.36700082102504944
NGC2955,19,scalar_core,1.2744600470431728,0.0015267175572519084,0.36852753858230136
NGC7793,41,scalar_core,1.2914099948820892,0.0007633587786259542,0.3692908973609273
UGCA444,30,scalar_core,1.2970583121382948,0.0009541984732824427,0.3702450958342097
UGC06399,8,scalar_core,1.3028879342829618,0.003816793893129771,0.3740618897273395
UGC02953,95,scalar_core,1.3029274934964457,0.00033189512114171923,0.37439378484848124
UGCA444,35,scalar_core,1.3042550088629252,0.0009541984732824427,0.37534798332176367
ESO116-G012,13,scalar_core,1.3050337504925598,0.002544529262086514,0.3778925125838502
UGC03546,28,scalar_core,1.31600124416454,0.001272264631043257,0.37916477721489344
UGC06446,13,scalar_core,1.3435402309382054,0.0019083969465648854,0.3810731741614583
UGC08490,28,scalar_core,1.345843320616564,0.001272264631043257,0.38234543879250155
UGC06917,8,scalar_core,1.3622722838891264,0.002544529262086514,0.3848899680545881
NGC3726,11,scalar_core,1.3633570162723492,0.002544529262086514,0.3874344973166746
UGC05721,18,scalar_core,1.3796340537150331,0.0015267175572519084,0.38896121487392654
NGC2915,25,scalar_core,1.3812701667568776,0.001272264631043257,0.3902334795049698
UGC08490,27,scalar_core,1.393148055679683,0.001272264631043257,0.391505744136013
ESO079-G014,12,scalar_core,1.3944294171852292,0.002544529262086514,0.39405027339809956
UGC06786,41,scalar_core,1.4023901726430366,0.0008481764206955047,0.39489844981879507
NGC0247,24,scalar_core,1.4045508053076463,0.001272264631043257,0.3961707144498383
NGC4100,20,scalar_core,1.407345784135087,0.0015267175572519084,0.39769743200709023
UGCA442,6,scalar_core,1.4086872599279,0.003816793893129771,0.40151422590022
UGCA444,32,scalar_core,1.4286487286959484,0.0009541984732824427,0.40246842437350244
UGC08550,8,scalar_core,1.4371071423339978,0.002544529262086514,0.405012953635589
UGC12506,25,scalar_core,1.4465492147895742,0.0010905125408942203,0.4061034661764832
UGC09133,55,scalar_core,1.4468831277302676,0.0005452562704471102,0.4066487224469303
UGC05716,10,scalar_core,1.4553573433007332,0.002544529262086514,0.4091932517090168
NGC0891,15,scalar_core,1.456425882540196,0.0019083969465648854,0.4111016486555817
UGC07524,28,scalar_core,1.4598170929916785,0.0010905125408942203,0.4121921611964759
NGC3877,10,scalar_core,1.4672188201865948,0.002544529262086514,0.41473669045856243
UGC02885,16,scalar_core,1.4752189726946423,0.0019083969465648854,0.4166450874051273
UGC08699,33,scalar_core,1.478277171492118,0.0008481764206955047,0.4174932638258228
UGCA444,34,scalar_core,1.4849527521358952,0.0009541984732824427,0.41844746229910523
UGC04278,22,scalar_core,1.48823498794681,0.0015267175572519084,0.41997417985635715
F574-1,11,scalar_core,1.4936007880921562,0.002544529262086514,0.4225187091184437
D631-7,14,scalar_core,1.495068329104492,0.0019083969465648854,0.42442710606500855
ESO116-G012,14,scalar_core,1.4987222540770282,0.002544529262086514,0.4269716353270951
UGC12506,27,scalar_core,1.507025834891256,0.0010905125408942203,0.4280621478679893
UGC08550,10,scalar_core,1.515739948013433,0.002544529262086514,0.43060667713007583
UGC06446,15,scalar_core,1.5217700038207462,0.0019083969465648854,0.4325150740766407
NGC0289,24,scalar_core,1.5346453310572927,0.001272264631043257,0.43378733870768393
UGC03546,25,scalar_core,1.535540644649071,0.001272264631043257,0.4350596033387272
UGC04278,24,scalar_core,1.5449332559152773,0.0015267175572519084,0.4365863208959791
NGC3109,24,scalar_core,1.553642837196828,0.0015267175572519084,0.438113038453231
NGC5907,15,scalar_core,1.570436893876111,0.0019083969465648854,0.4400214353997959
UGC06930,8,scalar_core,1.5930668231655831,0.003816793893129771,0.44383822929292566
KK98-251,12,scalar_core,1.597665934350264,0.002544529262086514,0.4463827585550122
UGC07577,8,scalar_core,1.6039993167952908,0.003816793893129771,0.45019955244814197
NGC4088,11,scalar_core,1.6121930827044504,0.002544529262086514,0.4527440817102285
NGC6503,30,scalar_core,1.6153663766902395,0.0010905125408942203,0.4538345942511227
NGC5033,18,scalar_core,1.617628321874804,0.0015267175572519084,0.45536131180837464
NGC5907,16,scalar_core,1.6208945430043968,0.0019083969465648854,0.4572697087549395
NGC3953,7,scalar_core,1.6216010010587352,0.003816793893129771,0.4610865026480693
UGC06614,12,scalar_core,1.622328915234286,0.002544529262086514,0.4636310319101558
NGC5907,17,scalar_core,1.6275515687626068,0.0019083969465648854,0.46553942885672067
NGC3726,9,scalar_core,1.6390350843718855,0.002544529262086514,0.4680839581188072
UGC03205,40,scalar_core,1.6444057042596685,0.0007633587786259542,0.46884731689743314
F583-1,22,scalar_core,1.672794334602102,0.0015267175572519084,0.47037403445468506
UGC05829,9,scalar_core,1.6814681397460718,0.002544529262086514,0.4729185637167716
NGC1003,28,scalar_core,1.6879647024641222,0.0009541984732824427,0.47387276219005403
NGC3917,13,scalar_core,1.702274593467061,0.0019083969465648854,0.4757811591366189
DDO154,10,scalar_core,1.718169011771583,0.002544529262086514,0.47832568839870543
UGC06818,6,scalar_core,1.72631448856405,0.003816793893129771,0.4821424822918352
DDO161,26,scalar_core,1.726588356135787,0.0010905125408942203,0.4832329948327294
UGC05918,7,scalar_core,1.746678251916487,0.003816793893129771,0.4870497887258592
UGC06786,36,scalar_core,1.7532453342672387,0.0008481764206955047,0.4878979651465547
IC4202,27,scalar_core,1.7798799861851269,0.0010905125408942203,0.4889884776874489
UGC02885,17,scalar_core,1.7828456605693817,0.0019083969465648854,0.49089687463401377
UGC12632,12,scalar_core,1.7848533598114216,0.002544529262086514,0.4934414038961003
UGC09133,67,scalar_core,1.7856623683705248,0.0005452562704471102,0.4939866601665474
UGC07524,29,scalar_core,1.796115070062209,0.0010905125408942203,0.4950771727074416
UGC03546,29,scalar_core,1.798016249054676,0.001272264631043257,0.49634943733848486
UGC05721,19,scalar_core,1.8262278905958584,0.0015267175572519084,0.4978761548957368
NGC0100,19,scalar_core,1.8305257767351704,0.0015267175572519084,0.4994028724529887
UGC07603,10,scalar_core,1.8349786583538956,0.002544529262086514,0.5019474017150752
IC4202,28,scalar_core,1.8536678639785984,0.0010905125408942203,0.5030379142559694
UGC12506,28,scalar_core,1.854492583582078,0.0010905125408942203,0.5041284267968636
NGC0891,17,scalar_core,1.8580662574787892,0.0019083969465648854,0.5060368237434285
UGC08490,29,scalar_core,1.862239832327928,0.001272264631043257,0.5073090883744718
UGC06446,14,scalar_core,1.868660277165542,0.0019083969465648854,0.5092174853210366
UGC00731,10,scalar_core,1.8743175890517896,0.002544529262086514,0.5117620145831231
NGC7793,42,scalar_core,1.8756362676985896,0.0007633587786259542,0.5125253733617491
DDO161,27,scalar_core,1.8759464487345816,0.0010905125408942203,0.5136158859026433
UGC07125,12,scalar_core,1.8777795817005736,0.002544529262086514,0.5161604151647298
UGC07151,8,scalar_core,1.891713794514983,0.002544529262086514,0.5187049444268163
NGC3741,16,scalar_core,1.8954714006673623,0.0015267175572519084,0.5202316619840681
NGC3198,34,scalar_core,1.917171118106026,0.0008481764206955047,0.5210798384047636
UGC04499,8,scalar_core,1.935461818678164,0.003816793893129771,0.5248966322978933
NGC3726,10,scalar_core,1.9371529690840388,0.002544529262086514,0.5274411615599798
UGC00731,9,scalar_core,1.9399563176662733,0.002544529262086514,0.5299856908220663
NGC2955,20,scalar_core,1.9435716370054028,0.0015267175572519084,0.5315124083793181
F583-4,10,scalar_core,1.944526931730595,0.002544529262086514,0.5340569376414046
NGC2841,40,scalar_core,1.9456632446019495,0.0007633587786259542,0.5348202964200306
UGC04483,7,scalar_core,1.949168954313491,0.003816793893129771,0.5386370903131603
UGC06930,9,scalar_core,1.9698013332926916,0.003816793893129771,0.54245388420629
NGC6015,35,scalar_core,1.9788574300809163,0.0008481764206955047,0.5433020606269855
NGC6674,12,scalar_core,1.9797565180194847,0.002544529262086514,0.545846589889072
NGC3917,14,scalar_core,1.980181105075968,0.0019083969465648854,0.5477549868356368
UGC06786,42,scalar_core,1.9928551787285915,0.0008481764206955047,0.5486031632563323
UGC06667,8,scalar_core,2.0423202423939766,0.003816793893129771,0.552419957149462
F574-1,13,scalar_core,2.0454476152324097,0.002544529262086514,0.5549644864115485
NGC3877,11,scalar_core,2.0522746956845395,0.002544529262086514,0.557509015673635
F574-1,12,scalar_core,2.059771720412936,0.002544529262086514,0.5600535449357215
D631-7,15,scalar_core,2.0639301320953343,0.0019083969465648854,0.5619619418822863
NGC2998,11,scalar_core,2.068057041825066,0.002544529262086514,0.5645064711443728
UGC12632,13,scalar_core,2.0682764987392206,0.002544529262086514,0.5670510004064593
NGC3953,6,scalar_core,2.0829320104089497,0.003816793893129771,0.570867794299589
F568-3,16,scalar_core,2.084636830403588,0.0019083969465648854,0.5727761912461539
DDO161,30,scalar_core,2.087922409373185,0.0010905125408942203,0.5738667037870481
NGC3972,8,scalar_core,2.0958689540731608,0.003816793893129771,0.5776834976801778
NGC2955,21,scalar_core,2.1108823635732383,0.0015267175572519084,0.5792102152374297
F583-1,24,scalar_core,2.118360639200051,0.0015267175572519084,0.5807369327946815
NGC4183,21,scalar_core,2.140144928816313,0.0015267175572519084,0.5822636503519334
UGC00128,19,scalar_core,2.143701046998338,0.0015267175572519084,0.5837903679091853
NGC2683,10,scalar_core,2.1502785739228165,0.002544529262086514,0.5863348971712717
NGC4183,22,scalar_core,2.165667660138381,0.0015267175572519084,0.5878616147285236
NGC3521,36,scalar_core,2.1970691891157093,0.0008481764206955047,0.5887097911492191
UGC00128,20,scalar_core,2.197486339645585,0.0015267175572519084,0.5902365087064709
NGC1003,29,scalar_core,2.202218036992652,0.0009541984732824427,0.5911907071797534
NGC3917,16,scalar_core,2.2307555191801383,0.0019083969465648854,0.5930991041263183
UGC02885,18,scalar_core,2.232789259363398,0.0019083969465648854,0.5950075010728831
NGC3877,12,scalar_core,2.2410030537096475,0.002544529262086514,0.5975520303349696
UGC12732,14,scalar_core,2.248230140288867,0.0019083969465648854,0.5994604272815345
NGC2683,8,scalar_core,2.258625101098164,0.002544529262086514,0.602004956543621
UGC06818,7,scalar_core,2.261055022741177,0.003816793893129771,0.6058217504367507
NGC3521,37,scalar_core,2.2766276903986866,0.0008481764206955047,0.6066699268574461
UGC06917,10,scalar_core,2.280701812157289,0.002544529262086514,0.6092144561195326
UGC00731,11,scalar_core,2.287644298543221,0.002544529262086514,0.6117589853816191
UGC08699,35,scalar_core,2.2908112489282284,0.0008481764206955047,0.6126071618023146
UGC12506,29,scalar_core,2.297060255155428,0.0010905125408942203,0.6136976743432088
NGC4010,9,scalar_core,2.310141875121376,0.002544529262086514,0.6162422036052952
UGC09133,56,scalar_core,2.334579419942622,0.0005452562704471102,0.6167874598757423
UGC05829,10,scalar_core,2.3550417238477634,0.002544529262086514,0.6193319891378288
F568-V1,14,scalar_core,2.357279835674224,0.002544529262086514,0.6218765183999153
NGC2915,26,scalar_core,2.365304741354528,0.001272264631043257,0.6231487830309586
DDO154,9,scalar_core,2.3686781818033142,0.002544529262086514,0.625693312293045
NGC7331,31,scalar_core,2.387601028522817,0.0009541984732824427,0.6266475107663275
UGC05721,20,scalar_core,2.393433474818919,0.0015267175572519084,0.6281742283235794
NGC2683,9,scalar_core,2.413780978955381,0.002544529262086514,0.6307187575856659
UGC06917,9,scalar_core,2.415901252934763,0.002544529262086514,0.6332632868477523
NGC7331,30,scalar_core,2.4239873147202786,0.0009541984732824427,0.6342174853210348
UGC12632,14,scalar_core,2.4433837611770786,0.002544529262086514,0.6367620145831213
DDO161,28,scalar_core,2.4622705413344423,0.0010905125408942203,0.6378525271240155
UGC05253,66,scalar_core,2.4723436865511803,0.0005089058524173028,0.6383614329764328
NGC2998,10,scalar_core,2.484533960674142,0.002544529262086514,0.6409059622385193
UGC08699,34,scalar_core,2.484692958518265,0.0008481764206955047,0.6417541386592147
ESO563-G021,24,scalar_core,2.487638125376669,0.001272264631043257,0.643026403290258
NGC3521,38,scalar_core,2.4900361641670905,0.0008481764206955047,0.6438745797109534
DDO168,8,scalar_core,2.5229019215863877,0.003816793893129771,0.6476913736040831
UGC07151,9,scalar_core,2.547404420427376,0.002544529262086514,0.6502359028661696
UGC12506,30,scalar_core,2.554904500323344,0.0010905125408942203,0.6513264154070638
NGC2955,22,scalar_core,2.5559071011172443,0.0015267175572519084,0.6528531329643157
NGC3198,35,scalar_core,2.5645278062329737,0.0008481764206955047,0.6537013093850111
NGC7331,35,scalar_core,2.5684353594400813,0.0009541984732824427,0.6546555078582936
NGC0801,10,scalar_core,2.5775069708983,0.002544529262086514,0.6572000371203801
UGC05253,65,scalar_core,2.578108643797858,0.0005089058524173028,0.6577089429727974
CamB,7,scalar_core,2.583805190303428,0.003816793893129771,0.6615257368659271
F568-3,17,scalar_core,2.6055405773181683,0.0019083969465648854,0.6634341338124919
UGC05716,11,scalar_core,2.6192652333655637,0.002544529262086514,0.6659786630745784
NGC7814,14,scalar_core,2.6404568941824937,0.0019083969465648854,0.6678870600211433
NGC4183,18,scalar_core,2.647136322515282,0.0015267175572519084,0.6694137775783952
UGC07399,8,scalar_core,2.677538326425891,0.003816793893129771,0.6732305714715249
NGC6015,36,scalar_core,2.6863856938222623,0.0008481764206955047,0.6740787478922203
NGC1003,30,scalar_core,2.6871440847570405,0.0009541984732824427,0.6750329463655028
UGC02487,15,scalar_core,2.702472109974199,0.0019083969465648854,0.6769413433120677
UGC02953,103,scalar_core,2.716409553245319,0.00033189512114171923,0.6772732384332094
NGC7331,28,scalar_core,2.727238244493615,0.0009541984732824427,0.6782274369064919
UGC07603,11,scalar_core,2.7578690643812567,0.002544529262086514,0.6807719661685784
UGC02953,96,scalar_core,2.76354742765004,0.00033189512114171923,0.6811038612897201
UGC04325,6,scalar_core,2.766739596029609,0.003816793893129771,0.6849206551828498
UGC00128,17,scalar_core,2.767746186402508,0.0015267175572519084,0.6864473727401017
KK98-251,13,scalar_core,2.7753424167583027,0.002544529262086514,0.6889919020021882
NGC3917,15,scalar_core,2.783840072122439,0.0019083969465648854,0.690900298948753
UGC12732,15,scalar_core,2.7952909615292474,0.0019083969465648854,0.6928086958953179
NGC3741,17,scalar_core,2.7972602873895864,0.0015267175572519084,0.6943354134525698
NGC4183,19,scalar_core,2.8117708064511637,0.0015267175572519084,0.6958621310098216
UGC11557,9,scalar_core,2.838058765813944,0.002544529262086514,0.6984066602719081
UGC03580,39,scalar_core,2.863855366532804,0.0007633587786259542,0.6991700190505341
UGC02953,104,scalar_core,2.866836077000267,0.00033189512114171923,0.6995019141716758
F583-4,11,scalar_core,2.869761563344471,0.002544529262086514,0.7020464434337623
NGC2915,29,scalar_core,2.877447626609296,0.001272264631043257,0.7033187080648056
UGC05721,21,scalar_core,2.888008896161313,0.0015267175572519084,0.7048454256220574
NGC2915,27,scalar_core,2.904625254392681,0.001272264631043257,0.7061176902531007
NGC6503,24,scalar_core,2.9361867319283803,0.0010905125408942203,0.7072082027939949
NGC5033,19,scalar_core,2.9764539501945344,0.0015267175572519084,0.7087349203512467
NGC2403,58,scalar_core,3.0310132570302577,0.0005089058524173028,0.709243826203664
UGC02487,16,scalar_core,3.0471236168879274,0.0019083969465648854,0.7111522231502289
IC2574,30,scalar_core,3.070140368407255,0.0010905125408942203,0.7122427356911231
NGC7331,29,scalar_core,3.07420543499368,0.0009541984732824427,0.7131969341644055
NGC2915,28,scalar_core,3.115401493310062,0.001272264631043257,0.7144691987954488
NGC3741,18,scalar_core,3.1517907422943323,0.0015267175572519084,0.7159959163527007
DDO161,29,scalar_core,3.202995572373009,0.0010905125408942203,0.7170864288935949
NGC2403,67,scalar_core,3.2285347445271038,0.0005089058524173028,0.7175953347460121
ESO079-G014,13,scalar_core,3.2409998769701427,0.002544529262086514,0.7201398640080986
NGC4183,20,scalar_core,3.2619292238530977,0.0015267175572519084,0.7216665815653505
NGC2903,33,scalar_core,3.2670764159830483,0.0010905125408942203,0.7227570941062447
F583-1,23,scalar_core,3.26965248469987,0.0015267175572519084,0.7242838116634965
NGC3741,19,scalar_core,3.301158658099566,0.0015267175572519084,0.7258105292207484
NGC6195,19,scalar_core,3.312034113428068,0.0015267175572519084,0.7273372467780003
UGC06786,44,scalar_core,3.3317117101308606,0.0008481764206955047,0.7281854231986957
NGC7331,34,scalar_core,3.364294954948857,0.0009541984732824427,0.7291396216719782
UGC04278,23,scalar_core,3.37418042830204,0.0015267175572519084,0.7306663392292301
NGC7814,15,scalar_core,3.3780562344964573,0.0019083969465648854,0.7325747361757949
NGC2403,68,scalar_core,3.395567778115266,0.0005089058524173028,0.7330836420282122
NGC3741,20,scalar_core,3.399791542878976,0.0015267175572519084,0.7346103595854641
NGC7331,32,scalar_core,3.407975055443296,0.0009541984732824427,0.7355645580587465
UGC02953,98,scalar_core,3.4164109077032707,0.00033189512114171923,0.7358964531798883
UGC05721,22,scalar_core,3.421085748404618,0.0015267175572519084,0.7374231707371401
UGC05253,67,scalar_core,3.4227354989008747,0.0005089058524173028,0.7379320765895574
NGC7331,33,scalar_core,3.4400054916918577,0.0009541984732824427,0.7388862750628399
NGC3769,11,scalar_core,3.470306524607595,0.002544529262086514,0.7414308043249264
NGC5985,28,scalar_core,3.481358080958582,0.0010905125408942203,0.7425213168658206
DDO170,6,scalar_core,3.4861350943257188,0.003816793893129771,0.7463381107589503
NGC3972,9,scalar_core,3.48957853528294,0.003816793893129771,0.75015490465208
NGC2955,23,scalar_core,3.516209309224218,0.0015267175572519084,0.7516816222093319
F571-8,12,scalar_core,3.5195347608310725,0.002544529262086514,0.7542261514714184
NGC0801,12,scalar_core,3.59783742840361,0.002544529262086514,0.7567706807335048
UGC05253,64,scalar_core,3.604433229065333,0.0005089058524173028,0.7572795865859221
UGC03546,27,scalar_core,3.625023692472761,0.001272264631043257,0.7585518512169653
UGC07151,10,scalar_core,3.643992889776259,0.002544529262086514,0.7610963804790518
UGC04325,7,scalar_core,3.6459590453698985,0.003816793893129771,0.7649131743721815
NGC6015,37,scalar_core,3.6500768834781248,0.0008481764206955047,0.765761350792877
IC4202,26,scalar_core,3.658488355608165,0.0010905125408942203,0.7668518633337712
NGC1003,31,scalar_core,3.679174216969528,0.0009541984732824427,0.7678060618070537
NGC3769,10,scalar_core,3.722885146840709,0.002544529262086514,0.7703505910691402
NGC5055,22,scalar_core,3.7371058170645166,0.001272264631043257,0.7716228557001834
NGC2841,41,scalar_core,3.738310793560172,0.0007633587786259542,0.7723862144788094
NGC3769,9,scalar_core,3.7631509207901273,0.002544529262086514,0.7749307437408959
UGC07399,9,scalar_core,3.8095172635847834,0.003816793893129771,0.7787475376340256
UGC11455,29,scalar_core,3.846309263820552,0.0009541984732824427,0.7797017361073081
NGC1003,34,scalar_core,3.89116267219201,0.0009541984732824427,0.7806559345805906
NGC5033,20,scalar_core,3.9180323575392606,0.0015267175572519084,0.7821826521378424
NGC2903,27,scalar_core,3.951566292573451,0.0010905125408942203,0.7832731646787366
NGC4010,10,scalar_core,3.96595423242784,0.002544529262086514,0.7858176939408231
NGC1003,32,scalar_core,4.026880780395445,0.0009541984732824427,0.7867718924141056
NGC1003,33,scalar_core,4.053611732990093,0.0009541984732824427,0.7877260908873881
UGC11455,31,scalar_core,4.083825219033729,0.0009541984732824427,0.7886802893606706
UGC02953,105,scalar_core,4.142572473870708,0.00033189512114171923,0.7890121844818123
NGC2403,66,scalar_core,4.168236205742859,0.0005089058524173028,0.7895210903342296
UGC08699,36,scalar_core,4.177566925043152,0.0008481764206955047,0.790369266754925
UGC02259,6,scalar_core,4.208711616450752,0.003816793893129771,0.7941860606480547
NGC6503,25,scalar_core,4.220541138764943,0.0010905125408942203,0.795276573188949
